 gene    name , gene    ENS ,Esophagus-Mucosa
 CFI,ENSG00000205403,0.671043675884146
 ANKFY1,ENSG00000185722,0.0908325107673612
 CFB,ENSG00000243649,0.767813240948275
 OPA3,ENSG00000125741,0.261355357577556
 AAAS,ENSG00000094914,0.0136094779278281
 SIDT1,ENSG00000072858,0.418107437341049
 SIDT2,ENSG00000149577,-0.96348120462824
 SAGE1,ENSG00000181433,-0.434323141502601
 RP11-89K11.1,ENSG00000259658,-0.558344205479576
 AC093802.1,ENSG00000220256,-0.172557340442019
 C4orf19,ENSG00000154274,-0.91517047905034
 SLC7A6OS,ENSG00000103061,-0.168471081887287
 C4orf17,ENSG00000138813,1.53712067954578
 CDH26,ENSG00000124215,1.47233483358744
 ETV3L,ENSG00000253831,-0.68042327790506
 C15orf26,ENSG00000156206,-0.838088558915077
 C15orf27,ENSG00000169758,-0.976343427459066
 ZNF117,ENSG00000152926,1.00349532965721
 ZNF114,ENSG00000178150,-0.827863649937776
 ZNF112,ENSG00000062370,0.239211267049672
 SEZ6L,ENSG00000100095,-2.39452192549871
 ITGA8,ENSG00000077943,-0.0713374822891564
 ITGA9,ENSG00000144668,-0.46023350641234
 PRKAR2A,ENSG00000114302,0.531181369849024
 PRKAR2B,ENSG00000005249,-0.922404766982859
 S1PR5,ENSG00000180739,2.98217715167075
 S1PR4,ENSG00000125910,1.18487516388918
 ITGA2B,ENSG00000005961,-0.836876826304543
 ATP2A3,ENSG00000074370,-0.335951089184697
 PHACTR4,ENSG00000204138,1.43947168188894
 PHACTR1,ENSG00000112137,-2.00601555500476
 OR2K2,ENSG00000171133,-0.676923356833494
 PHACTR3,ENSG00000087495,-2.00913904813415
 KRTAP2-3,ENSG00000212724,0.398978775409266
 KRTAP2-2,ENSG00000214518,0.385669638618201
 KRTAP2-1,ENSG00000212725,0.314904598540125
 KRTAP2-4,ENSG00000213417,-0.0197725875276364
 ITGA7,ENSG00000135424,-0.910239967849548
 VMP1,ENSG00000062716,0.855165041509531
 NR1D1,ENSG00000126368,-0.635338264449825
 NR1D2,ENSG00000174738,-0.818859738570857
 OGFR,ENSG00000060491,-0.171614191999089
 PTCH2,ENSG00000117425,-1.55510425578188
 PTCH1,ENSG00000185920,-0.935156000603719
 TIMM44,ENSG00000104980,0.120932622348546
 RAD9B,ENSG00000151164,-0.176166612467397
 RAD9A,ENSG00000172613,0.87033913701999
 ERGIC2,ENSG00000087502,0.17412397860592
 ERGIC3,ENSG00000125991,0.208035164480432
 ERGIC1,ENSG00000113719,-0.202454487483262
 B3GAT3,ENSG00000149541,-0.333694463972877
 B3GAT2,ENSG00000112309,-0.0872923267743448
 B3GAT1,ENSG00000109956,-3.35074890653229
 CALM2,ENSG00000143933,-0.616166714476297
 TTC30A,ENSG00000197557,-0.270731390275173
 TTC30B,ENSG00000196659,0.476326399263406
 SPG20,ENSG00000133104,-1.10164706185504
 GSDMA,ENSG00000167914,2.56089206159098
 GSDMB,ENSG00000073605,-0.320650052412258
 GSDMC,ENSG00000147697,7.236911448642
 GSDMD,ENSG00000104518,0.186438572419095
 FBXL13,ENSG00000161040,-1.2325520157547
 UPK1B,ENSG00000114638,3.59606235855699
 DLGAP2,ENSG00000198010,-0.746504767545361
 DLGAP3,ENSG00000116544,-1.39756574907208
 DLGAP1,ENSG00000170579,-1.6958823475198
 DLGAP4,ENSG00000080845,-0.803119353261525
 DLGAP5,ENSG00000126787,5.63605618132544
 KB-1507C5.2,ENSG00000253320,-1.07411125153091
 OIP5,ENSG00000104147,3.04263351441348
 FBXL19,ENSG00000099364,0.987088492446511
 LRRFIP1,ENSG00000124831,0.364262535690997
 PTPN18,ENSG00000072135,0.043979997501199
 PTPN13,ENSG00000163629,1.27266142136068
 PTPN12,ENSG00000127947,-0.20161566128748
 PTPN11,ENSG00000179295,-0.495866447958027
 PTPN14,ENSG00000152104,0.351912032020106
 LYAR,ENSG00000145220,0.930052050103316
 SDK2,ENSG00000069188,0.489215270731744
 TFIP11,ENSG00000100109,-0.00202215053125788
 C2orf81,ENSG00000159239,-0.801908887850239
 C2orf80,ENSG00000188674,-1.46543608297876
 DMRTB1,ENSG00000143006,-0.53624979161626
 C2orf82,ENSG00000182600,-0.499699842501143
 C2orf88,ENSG00000187699,-0.96006565069936
 CDK1,ENSG00000170312,4.15101957608426
 MZB1,ENSG00000170476,1.87132534413602
 TRAPPC6B,ENSG00000182400,0.135183381312833
 HLA-DQB1,ENSG00000179344,-0.12713770886783
 HLA-DQB2,ENSG00000232629,2.08483102846304
 CDK7,ENSG00000134058,1.34489069920159
 FOXS1,ENSG00000179772,-0.565319492809362
 AC008060.7,ENSG00000218672,-0.697039988203875
 LPAR2,ENSG00000064547,0.945397164315721
 HAPLN4,ENSG00000187664,-1.20250386161802
 THSD1,ENSG00000136114,-0.371761323949305
 CAMKK2,ENSG00000110931,-0.626425014697329
 CAMKK1,ENSG00000004660,-0.184385210180593
 CHST1,ENSG00000175264,-2.17669042084534
 CHMP3,ENSG00000115561,0.0638298972898216
 RPL36AL,ENSG00000165502,-0.0513447095903789
 CHMP7,ENSG00000147457,-0.0944005402267562
 CHMP6,ENSG00000176108,0.533505889182791
 CHMP5,ENSG00000086065,0.0944385110847918
 OR52N4,ENSG00000181074,-0.325524502017777
 OR52N2,ENSG00000180988,-0.0116116325111721
 LY6G6C,ENSG00000204421,4.06422687657474
 LY6G6D,ENSG00000244355,1.27439414453604
 LY6G6E,ENSG00000255552,2.53339768796192
 LY6G6F,ENSG00000204424,1.98672306461586
 HOXA10,ENSG00000253293,-2.47005828347746
 GALNTL5,ENSG00000106648,-0.898961613045066
 GALNTL6,ENSG00000174473,-2.21200413656068
 SPECC1,ENSG00000128487,-0.245161888888552
 BCL2A1,ENSG00000140379,-0.480506388294621
 TDG,ENSG00000139372,1.21272752102188
 HN1,ENSG00000189159,2.35174245155662
 ENTPD5,ENSG00000187097,0.584919932688751
 TBX2,ENSG00000121068,0.451552053245987
 LRRC27,ENSG00000148814,-0.557978732558612
 LRRC26,ENSG00000184709,2.69917415790325
 KIAA1524,ENSG00000163507,1.20746567054329
 KIAA1522,ENSG00000162522,2.71038689243904
 MPDU1,ENSG00000129255,0.623236136881458
 LRRC28,ENSG00000168904,-0.250951825089981
 GCNT4,ENSG00000176928,0.233202311065941
 GCNT6,ENSG00000205318,0.0137011806693228
 GCNT3,ENSG00000140297,6.68663352325919
 GCNT2,ENSG00000111846,0.255079199039994
 TBX3,ENSG00000135111,-1.54783213371041
 LPCAT2,ENSG00000087253,0.0854143531927925
 LPCAT3,ENSG00000111684,0.308312630184041
 LPCAT1,ENSG00000153395,-1.03693509458721
 TAGLN,ENSG00000149591,-0.0322728367784936
 CCDC178,ENSG00000166960,0.315125975535706
 CCDC179,ENSG00000255359,0.144184199491629
 CCDC170,ENSG00000120262,-2.13512109488219
 CCDC171,ENSG00000164989,-0.660503508695741
 CCDC172,ENSG00000182645,-0.168725713765069
 CCDC173,ENSG00000154479,-0.664401892459045
 CCDC174,ENSG00000154781,0.260337558934567
 CCDC175,ENSG00000151838,-0.455933660968534
 CCDC176,ENSG00000119636,-0.577140481568924
 CCDC177,ENSG00000267909,-1.37069236515775
 PDK1,ENSG00000152256,0.0779915245590481
 PDK4,ENSG00000004799,-1.29554655229544
 LNPEP,ENSG00000113441,0.192730747600467
 ALPI,ENSG00000163295,0.48434938984209
 SEC61A1,ENSG00000058262,0.723384443439826
 SEC61A2,ENSG00000065665,-0.690171164964813
 ALPL,ENSG00000162551,-0.689882278195191
 PECR,ENSG00000115425,-0.942541852326116
 SNAPC5,ENSG00000174446,-0.75140247220434
 SNAPC4,ENSG00000165684,0.0169778177900583
 DDIT3,ENSG00000175197,-0.680117352326468
 DDIT4,ENSG00000168209,2.35114570685371
 RIIAD1,ENSG00000178796,-0.745330331102683
 GOLGA8T,ENSG00000261247,-1.26785093134565
 GOLGA8Q,ENSG00000178115,-0.922808473225859
 GOLGA8S,ENSG00000261739,-0.579319142680914
 GOLGA8R,ENSG00000186399,-0.80827267434966
 GOLGA8M,ENSG00000188626,-1.48617005709957
 GOLGA8O,ENSG00000206127,-0.879741650423551
 GOLGA8N,ENSG00000232653,-1.01484594712726
 GOLGA8H,ENSG00000261794,-0.438021608559733
 GOLGA8K,ENSG00000249931,-0.435199953750489
 GOLGA8J,ENSG00000179938,-0.397604415934042
 GOLGA8G,ENSG00000183629,-0.380558040877007
 GOLGA8A,ENSG00000175265,0.111143912694553
 GOLGA8B,ENSG00000215252,-0.719948272870382
 PTPMT1,ENSG00000110536,0.0317017483742494
 FTCDNL1,ENSG00000226124,-0.841038371114667
 VMO1,ENSG00000182853,-0.365284564123196
 ATP5C1,ENSG00000165629,0.26884952627233
 ESRRG,ENSG00000196482,-2.006243215296
 NPC2,ENSG00000119655,0.222785761990424
 NPC1,ENSG00000141458,0.282146187006928
 C3orf58,ENSG00000181744,0.541604217026061
 RAB3GAP2,ENSG00000118873,-0.0637937899166297
 BHLHA15,ENSG00000180535,1.20559715514914
 RAB3GAP1,ENSG00000115839,0.105478878448338
 C3orf52,ENSG00000114529,0.90586445046778
 C3orf55,ENSG00000174899,-0.417949420725554
 C3orf56,ENSG00000214324,0.0824611596232912
 DAG1,ENSG00000173402,0.242437745909366
 ETHE1,ENSG00000105755,1.69515235513157
 SGSM3,ENSG00000100359,0.523049053093952
 KDM1A,ENSG00000004487,0.226982902511166
 KDM1B,ENSG00000165097,-0.0932602011066359
 SLC36A2,ENSG00000186335,-1.51877733918478
 AC012313.1,ENSG00000269855,5.89986057172362
 FCER1G,ENSG00000158869,-1.73530893085096
 BTG4,ENSG00000137707,0.170677255439817
 FCER1A,ENSG00000179639,2.22818443676175
 BTG2,ENSG00000159388,0.313896256852429
 SOSTDC1,ENSG00000171243,1.34451470055928
 SRD5A3,ENSG00000128039,0.962596264880454
 SRD5A1,ENSG00000145545,2.88650905904681
 ZFP14,ENSG00000142065,-0.264210548496219
 ESRRB,ENSG00000119715,-2.65533900902035
 SEC11C,ENSG00000166562,-0.209079561016302
 GGA1,ENSG00000100083,0.478215340642674
 GGA3,ENSG00000125447,0.574183907269448
 GGA2,ENSG00000103365,0.0914263592086141
 FHOD1,ENSG00000135723,-0.71241244669554
 FHOD3,ENSG00000134775,-0.557919885477939
 C21orf59,ENSG00000159079,0.209151990707021
 C4orf6,ENSG00000082929,2.5563358183389
 GJC2,ENSG00000198835,-0.592242676129283
 C4orf3,ENSG00000164096,0.972545438468183
 GJC1,ENSG00000182963,-1.09352578387912
 PSMB9,ENSG00000240065,0.141883108653051
 PSMB8,ENSG00000204264,0.834211276793228
 PSMB7,ENSG00000136930,0.0503937869641165
 PSMB6,ENSG00000142507,0.346084317394737
 PSMB5,ENSG00000100804,0.360014976552969
 PSMB4,ENSG00000159377,-0.0650226408149826
 PSMB2,ENSG00000126067,0.15985648095685
 LMBR1L,ENSG00000139636,0.0262725636309942
 LTN1,ENSG00000198862,0.043047516387485
 TRIML2,ENSG00000179046,-0.799056681147994
 C9orf141,ENSG00000198454,0.355854503943603
 C9orf142,ENSG00000148362,0.416805743831372
 TRIML1,ENSG00000184108,-0.227746162982876
 NACC2,ENSG00000148411,-1.03596738285616
 VPS13D,ENSG00000048707,0.162871237196906
 NACC1,ENSG00000160877,0.871780275760594
 VPS13A,ENSG00000197969,0.297815207258287
 SH3KBP1,ENSG00000147010,-2.02680641075333
 VPS13B,ENSG00000132549,-0.155007647414286
 BEX5,ENSG00000184515,-1.68528785741337
 BEX4,ENSG00000102409,-0.16179299680898
 BEX2,ENSG00000133134,-0.85606199069698
 BEX1,ENSG00000133169,-3.55472524595568
 TSR2,ENSG00000158526,-0.389188824237422
 TMEM160,ENSG00000130748,0.555083144191046
 TMEM163,ENSG00000152128,-3.24307521007308
 TMEM165,ENSG00000134851,0.973688503069232
 TMEM164,ENSG00000157600,0.885955263740448
 TMEM169,ENSG00000163449,-1.73563170877429
 TMEM168,ENSG00000146802,0.538070858158125
 EVI2B,ENSG00000185862,-0.238034111294058
 FOXN1,ENSG00000109101,7.48896646299662
 FOXN2,ENSG00000170802,-0.391678893486103
 FOXN3,ENSG00000053254,-0.638784944822997
 NICN1,ENSG00000145029,-0.666705890107635
 COL14A1,ENSG00000187955,0.91470991970162
 TAP1,ENSG00000168394,0.296226038371634
 TAP2,ENSG00000204267,0.984316420828217
 SNAP91,ENSG00000065609,-3.76270660585127
 C11orf35,ENSG00000185522,1.72368990333203
 C11orf34,ENSG00000188771,-0.154429482917731
 C11orf31,ENSG00000211450,0.866072516663038
 C11orf30,ENSG00000158636,-0.389738811463114
 AC140481.2,ENSG00000183292,0.318633616744606
 MACROD2,ENSG00000172264,-1.4285653500689
 MACROD1,ENSG00000133315,0.31234164559359
 SEP15,ENSG00000183291,-0.184902412650892
 KRR1,ENSG00000111615,0.37968795866599
 FAM64A,ENSG00000129195,4.26969609926496
 FBXO18,ENSG00000134452,-0.277457490731968
 HIST2H3PS2,ENSG00000203818,1.07785428050552
 C8orf49,ENSG00000255394,-0.503634869829743
 C8orf48,ENSG00000164743,-0.0106964225641724
 C8orf47,ENSG00000177459,0.778088073099926
 C8orf46,ENSG00000169085,-2.56829586672718
 C8orf44,ENSG00000213865,-0.418934474886188
 TP53I3,ENSG00000115129,3.25299998468882
 MB,ENSG00000198125,-1.97692872735082
 SLC18A3,ENSG00000187714,-0.906472376465251
 SLC18A2,ENSG00000165646,0.0357203805848059
 SLC18A1,ENSG00000036565,-0.314138447053113
 RALBP1,ENSG00000017797,0.494750187717028
 ZNF831,ENSG00000124203,-0.330108992563361
 ZNF830,ENSG00000198783,0.306849304557934
 ZNF835,ENSG00000127903,-1.04462509326284
 ZNF837,ENSG00000152475,0.953268281434003
 ZNF836,ENSG00000196267,0.173933193806642
 ZNF839,ENSG00000022976,-0.15320647357054
 LRIF1,ENSG00000121931,0.0917014178106739
 PHAX,ENSG00000164902,-0.0770625848684675
 ZNF573,ENSG00000189144,-0.267190524098844
 TSPY8,ENSG00000229549,0.220417973817831
 SBSPON,ENSG00000164764,0.445646334817865
 ZPBP,ENSG00000042813,-1.1601407776245
 TSPY1,ENSG00000258992,0.15074689477632
 BEGAIN,ENSG00000183092,-0.845085821685986
 SLC17A8,ENSG00000179520,-1.51734665297801
 RAB33B,ENSG00000172007,-0.116120871612235
 SLC17A4,ENSG00000146039,-0.263404840974451
 SLC17A5,ENSG00000119899,-0.331540099720707
 SLC17A6,ENSG00000091664,-0.656788380692169
 SLC17A7,ENSG00000104888,-0.997285075719386
 SLC17A1,ENSG00000124568,-0.832193056250786
 SLC17A2,ENSG00000112337,-0.272708480854176
 SLC17A3,ENSG00000124564,-1.35891429001911
 C16orf59,ENSG00000162062,2.6530065212297
 SETDB2,ENSG00000136169,-0.150713460248177
 C16orf52,ENSG00000185716,-0.299026214798136
 AP5B1,ENSG00000254470,0.256313624076928
 CHMP4A,ENSG00000254505,0.132819884630831
 CHMP4B,ENSG00000101421,0.446186563584131
 CHMP4C,ENSG00000164695,3.56865893713224
 COBLL1,ENSG00000082438,1.30343894381259
 RAB7L1,ENSG00000117280,-0.983032899281221
 TMEM255B,ENSG00000184497,0.474891544490376
 TMEM255A,ENSG00000125355,0.436855155851397
 ST5,ENSG00000166444,0.714779050482574
 ST7,ENSG00000004866,-0.645535657044681
 ZNF304,ENSG00000131845,-0.0796709376788513
 STH,ENSG00000256762,0.22320509790602
 ZNF302,ENSG00000089335,-0.572810787007949
 ZNF300,ENSG00000145908,1.24111512245124
 STS,ENSG00000101846,-1.40761115463216
 HOXB13,ENSG00000159184,-0.0839115586851331
 IFT81,ENSG00000122970,-0.514472160003415
 FBXO17,ENSG00000269190,-0.417084078952426
 TOMM34,ENSG00000025772,0.625839253306361
 PPP3CA,ENSG00000138814,-1.42257527122734
 PPP3CB,ENSG00000107758,-0.770879698765025
 PPP3CC,ENSG00000120910,-0.5628298377051
 LIF,ENSG00000128342,0.664434521996255
 GPATCH8,ENSG00000186566,-0.437843674175516
 IFT88,ENSG00000032742,-0.981333949744873
 RPL18,ENSG00000063177,1.00376031379034
 ADRA2A,ENSG00000150594,0.0462998930405755
 ADRA2C,ENSG00000184160,-0.954048635363335
 TEX26,ENSG00000175664,-0.811475626401156
 TEX22,ENSG00000226174,-0.206144172723222
 TEX29,ENSG00000153495,-0.291573991516632
 SYT8,ENSG00000149043,6.94307937848707
 SYT9,ENSG00000170743,-3.5690803978127
 MTCH2,ENSG00000109919,0.680462161941585
 MTCH1,ENSG00000137409,-0.293591559744393
 SYT1,ENSG00000067715,-3.00963599530561
 SYT2,ENSG00000143858,-1.84421976028928
 SYT3,ENSG00000213023,-0.57925435381531
 SYT4,ENSG00000132872,-4.10340059331594
 SYT5,ENSG00000129990,-3.27145820429553
 SYT6,ENSG00000134207,-2.83262084785915
 SYT7,ENSG00000011347,-0.463416501185953
 FUBP1,ENSG00000162613,-0.127790709272896
 SCHIP1,ENSG00000151967,-2.50157418480863
 MARCO,ENSG00000019169,-0.738877044515873
 SAP30,ENSG00000164105,-0.141137335201061
 NBL1,ENSG00000158747,0.854937663818767
 DRC1,ENSG00000157856,-2.44471738081159
 C1orf53,ENSG00000203724,1.0670652549024
 C1orf52,ENSG00000162642,0.0504737847780508
 C1orf51,ENSG00000159208,-0.905288626732759
 C1orf50,ENSG00000164008,-0.152474749382962
 C1orf56,ENSG00000143443,0.291631909716564
 C1orf54,ENSG00000118292,-0.845080379008491
 MARC1,ENSG00000186205,-0.199842745432178
 MARC2,ENSG00000117791,-0.502423397095404
 ATG4B,ENSG00000168397,0.170730929864092
 CSRP2BP,ENSG00000149474,-0.0410083284230592
 SMPD4,ENSG00000136699,0.127442302984493
 SMPD1,ENSG00000166311,-0.391637964527507
 SMPD3,ENSG00000103056,-0.875335639967819
 SMPD2,ENSG00000135587,1.84913403819223
 BRIP1,ENSG00000136492,3.16427964176592
 PDE11A,ENSG00000128655,-3.95101915622303
 TTC28,ENSG00000100154,-0.456927126995065
 TTC29,ENSG00000137473,-1.1149554605999
 TTC24,ENSG00000187862,0.365123049844281
 TTC25,ENSG00000204815,-1.68858901637605
 TTC26,ENSG00000105948,-0.165125580591617
 TTC27,ENSG00000018699,0.57096038839464
 PATL2,ENSG00000229474,-0.265055205165152
 TTC22,ENSG00000006555,6.33894968037209
 PATL1,ENSG00000166889,0.194472746407323
 ENO1,ENSG00000074800,1.33741890232459
 NPY2R,ENSG00000185149,-1.80518497053284
 ENO3,ENSG00000108515,-0.969848600616657
 ENO4,ENSG00000188316,-0.363520865171076
 RP11-171N4.2,ENSG00000251283,0.0346373396001025
 OBSCN,ENSG00000154358,-0.30757125062433
 SRRD,ENSG00000100104,-0.476139351497155
 MCL1,ENSG00000143384,1.01554041634355
 SORBS1,ENSG00000095637,-0.469436790464369
 SORBS3,ENSG00000120896,-0.219534384961167
 SORBS2,ENSG00000154556,-0.618727217785751
 ODC1,ENSG00000115758,-0.671199021385296
 IL18RAP,ENSG00000115607,-0.17875803125836
 EOMES,ENSG00000163508,-1.06665934712098
 CGB1,ENSG00000267631,0.257485671331206
 CGB2,ENSG00000104818,0.144589357678416
 CFP,ENSG00000126759,0.113296422294951
 FKBP14,ENSG00000106080,0.0547855920323611
 FKBP15,ENSG00000119321,-0.0387474130318199
 UBE2J1,ENSG00000198833,0.124380971576438
 UBE2J2,ENSG00000160087,0.607277300258628
 FKBP11,ENSG00000134285,0.470295878065377
 FBXO10,ENSG00000147912,-7.63001405247102e-05
 FBXO11,ENSG00000138081,-0.505284097430622
 FBXO16,ENSG00000214050,-0.819288759051875
 FBXO15,ENSG00000141665,-1.19767048037987
 SFTA3,ENSG00000229415,-1.50948265672447
 SFTA2,ENSG00000196260,6.75591537165337
 CNGB1,ENSG00000070729,-1.04177160337198
 CNGB3,ENSG00000170289,0.000826855759563876
 PLA2G6,ENSG00000184381,-0.402257368883085
 PLA2G7,ENSG00000146070,-2.59456445453036
 PLA2G5,ENSG00000127472,-0.0638333892225471
 PLA2G3,ENSG00000100078,6.19183184421365
 GDPGP1,ENSG00000183208,0.465505272827756
 CCDC77,ENSG00000120647,0.479433418796839
 KRTAP1-3,ENSG00000221880,1.08226996981246
 CCDC73,ENSG00000186714,0.856702039105589
 CCDC70,ENSG00000123171,-0.287352777198295
 CCDC71,ENSG00000177352,0.576934922592363
 CCDC78,ENSG00000162004,-0.842072402748468
 CCDC79,ENSG00000249961,0.496392667648909
 HIST3H2BB,ENSG00000196890,1.04497890710536
 GHITM,ENSG00000165678,-0.188335550472944
 FKBP1B,ENSG00000119782,0.136652381911107
 FKBP1C,ENSG00000198225,0.336697065850406
 FKBP1A,ENSG00000088832,0.445133340968339
 MAP10,ENSG00000212916,-0.432843553623251
 LGALS9B,ENSG00000170298,6.38737255433393
 UNC50,ENSG00000115446,-0.0923709094077323
 NKAIN3,ENSG00000185942,-0.891335058441281
 NKAIN2,ENSG00000188580,-2.77419350581258
 NKAIN1,ENSG00000084628,0.261378871822608
 MAP1A,ENSG00000166963,-2.16376510497782
 MAP1B,ENSG00000131711,-2.10342801012592
 IGSF9B,ENSG00000080854,-1.2778221847981
 UNC5B,ENSG00000107731,1.7873774754966
 UNC5C,ENSG00000182168,-1.75556570553131
 VGF,ENSG00000128564,-2.15299999397947
 UNC5A,ENSG00000113763,-1.80251769626594
 UNC5D,ENSG00000156687,-2.88736163336791
 RP11-796G6.2,ENSG00000258512,0.638087973117424
 MAP1S,ENSG00000130479,-0.482080067576255
 CCP110,ENSG00000103540,-0.52249397371891
 RPL18A,ENSG00000105640,0.476149585873964
 CEND1,ENSG00000184524,-2.45189747023737
 CLEC18B,ENSG00000140839,2.47833129919237
 SDR42E2,ENSG00000183921,-1.76356809969135
 SDR42E1,ENSG00000184860,2.52316125282975
 ALOX12B,ENSG00000179477,3.58804994752947
 EPB41L1,ENSG00000088367,0.828918790975437
 PPCDC,ENSG00000138621,1.1165591386602
 EPB41L3,ENSG00000082397,-0.120027887745424
 EPB41L2,ENSG00000079819,-0.747348010646974
 EPB41L5,ENSG00000115109,-0.7762682167274
 ACSS3,ENSG00000111058,-1.86773926788808
 ACSS2,ENSG00000131069,0.127085322721052
 ACSS1,ENSG00000154930,-0.58274856816395
 KIDINS220,ENSG00000134313,-0.476691002016185
 RUNDC3A,ENSG00000108309,-2.07539776141174
 DFNA5,ENSG00000105928,-0.878268121775313
 MAGEH1,ENSG00000187601,-1.44085471945137
 WNT3,ENSG00000108379,-0.307766556716785
 WNT2,ENSG00000105989,-5.03429489365553
 WNT1,ENSG00000125084,0.132027289820642
 LRRN4,ENSG00000125872,-2.22704016167089
 AGXT,ENSG00000172482,0.333634655198431
 LRRN2,ENSG00000170382,-0.24457158627081
 LRRN1,ENSG00000175928,-2.41589073747166
 WNT4,ENSG00000162552,3.57676996053755
 CCM2L,ENSG00000101331,-0.308964434083053
 AAGAB,ENSG00000103591,0.623798407094236
 RNF175,ENSG00000145428,-1.50633507173383
 RNF170,ENSG00000120925,-0.08870185007665
 FGGY,ENSG00000172456,-0.244533450941551
 PCNA,ENSG00000132646,1.59520125638195
 ZBTB7A,ENSG00000178951,1.18382596690969
 ZBTB7C,ENSG00000184828,4.13885905721774
 ZBTB7B,ENSG00000160685,1.92077262093055
 PCNP,ENSG00000081154,-0.429200697966664
 PCNT,ENSG00000160299,-0.0703316046456171
 PCNX,ENSG00000100731,-0.897585890176121
 UTY,ENSG00000183878,0.296314055172651
 PACRG,ENSG00000112530,-1.07543015571064
 TOP3A,ENSG00000177302,0.129742730241501
 DNPH1,ENSG00000112667,0.783145771476518
 TOP3B,ENSG00000100038,0.260065893120226
 UFD1L,ENSG00000070010,-0.00425175464664875
 ILF3,ENSG00000129351,0.300931751970486
 ILF2,ENSG00000143621,0.53128513406272
 BOK,ENSG00000176720,1.05961388133022
 BOC,ENSG00000144857,0.929053518050371
 DENND2C,ENSG00000175984,3.20949277700675
 DENND2A,ENSG00000146966,-0.391988715718801
 DENND2D,ENSG00000162777,2.85651680050033
 GAGE1,ENSG00000205777,0.0311244266162601
 PPT1,ENSG00000131238,-0.926340745496001
 PPT2,ENSG00000221988,0.520320387235214
 INPP4B,ENSG00000109452,-0.7854001943574
 INPP4A,ENSG00000040933,-0.925438201782591
 IGSF1,ENSG00000147255,-0.0824477913093856
 SAFB,ENSG00000160633,-0.169425353321633
 TRNP1,ENSG00000253368,2.99148539487591
 DEFB123,ENSG00000180424,0.292295410781429
 PPP1R26,ENSG00000196422,0.118816113283477
 PPP1R27,ENSG00000182676,0.864455570699709
 PPP1R21,ENSG00000162869,-0.0949051943502986
 NGLY1,ENSG00000151092,-0.173918579230914
 LMX1A,ENSG00000162761,0.605272559721841
 ZCCHC24,ENSG00000165424,-1.19387861449708
 LMX1B,ENSG00000136944,-2.00723672061057
 MRGPRF,ENSG00000172935,0.250523601770739
 ABCE1,ENSG00000164163,0.719703512161523
