 gene    name , gene    ENS ,Heart-AtrialAppendage
 TBX2,ENSG00000121068,0.0765416216294956
 LRRC27,ENSG00000148814,-0.0202780942258171
 LRRC26,ENSG00000184709,-0.500113331276844
 KIAA1524,ENSG00000163507,0.203289937171561
 KIAA1522,ENSG00000162522,-0.947967115907514
 MPDU1,ENSG00000129255,-0.208059808477776
 LRRC28,ENSG00000168904,0.182614358280293
 GCNT4,ENSG00000176928,-1.00814617207505
 GCNT6,ENSG00000205318,-0.183092448017054
 GCNT3,ENSG00000140297,-0.929528443508358
 GCNT2,ENSG00000111846,-0.718101306570134
 TBX3,ENSG00000135111,-0.193032709247826
 LPCAT2,ENSG00000087253,-0.171606532309605
 LPCAT3,ENSG00000111684,-0.613091188099833
 LPCAT1,ENSG00000153395,-0.0665028294278127
 TAGLN,ENSG00000149591,1.00852904572552
 CCDC178,ENSG00000166960,-0.981470529174009
 CCDC179,ENSG00000255359,0.10987152572598
 CCDC170,ENSG00000120262,1.27713947866603
 CCDC171,ENSG00000164989,0.255507008165425
 CCDC172,ENSG00000182645,-0.0958293159102364
 CCDC173,ENSG00000154479,-0.664105995783698
 CCDC174,ENSG00000154781,-0.255920611055043
 CCDC175,ENSG00000151838,-0.569791169026104
 CCDC176,ENSG00000119636,-0.0178827927156437
 CCDC177,ENSG00000267909,-1.41272999056588
 PDK1,ENSG00000152256,0.922045380643519
 PDK4,ENSG00000004799,0.432706847172157
 LNPEP,ENSG00000113441,0.393101225376681
 ALPI,ENSG00000163295,-0.203996623144283
 SEC61A1,ENSG00000058262,0.0631156581018469
 SEC61A2,ENSG00000065665,0.0927803288364006
 ALPL,ENSG00000162551,0.740832641030061
 PECR,ENSG00000115425,-0.452264880737373
 SNAPC5,ENSG00000174446,0.294430887229774
 SNAPC4,ENSG00000165684,-0.181249099981396
 DDIT3,ENSG00000175197,0.180850564715589
 DDIT4,ENSG00000168209,0.565095495075178
 RIIAD1,ENSG00000178796,1.12204949653504
 GOLGA8T,ENSG00000261247,1.03986343552124
 GOLGA8Q,ENSG00000178115,0.612437382897134
 GOLGA8S,ENSG00000261739,3.06572800562861
 GOLGA8R,ENSG00000186399,0.292598823516091
 GOLGA8M,ENSG00000188626,0.131311612204682
 GOLGA8O,ENSG00000206127,0.352284509216907
 GOLGA8N,ENSG00000232653,-0.0242688369533805
 GOLGA8H,ENSG00000261794,-0.0804211828496709
 GOLGA8K,ENSG00000249931,0.0304712599088202
 GOLGA8J,ENSG00000179938,0.25853711902569
 GOLGA8G,ENSG00000183629,-0.453897681134568
 GOLGA8A,ENSG00000175265,-0.215735007270775
 GOLGA8B,ENSG00000215252,-0.531552246493268
 PTPMT1,ENSG00000110536,-1.12270969097895
 FTCDNL1,ENSG00000226124,0.116875883210675
 VMO1,ENSG00000182853,-0.736616729113323
 ATP5C1,ENSG00000165629,0.849107145366058
 ESRRG,ENSG00000196482,2.40099835859302
 NPC2,ENSG00000119655,0.308738181844967
 NPC1,ENSG00000141458,-0.485616058647921
 C3orf58,ENSG00000181744,0.15163176071076
 RAB3GAP2,ENSG00000118873,-0.0179410989482229
 BHLHA15,ENSG00000180535,-0.352426733088946
 RAB3GAP1,ENSG00000115839,0.105743021986256
 C3orf52,ENSG00000114529,-0.846661888120172
 C3orf55,ENSG00000174899,0.730217553790435
 C3orf56,ENSG00000214324,0.470636012458125
 DAG1,ENSG00000173402,0.453119557148382
 ETHE1,ENSG00000105755,-0.366368709074654
 SGSM3,ENSG00000100359,-0.013147889449209
 KDM1A,ENSG00000004487,-0.212316453590803
 KDM1B,ENSG00000165097,-0.0761041069968871
 SLC36A2,ENSG00000186335,-0.36131319334284
 AC012313.1,ENSG00000269855,-0.438090026502703
 FCER1G,ENSG00000158869,-0.0659657067461548
 BTG4,ENSG00000137707,-0.25599728617546
 FCER1A,ENSG00000179639,-0.603035115477952
 BTG2,ENSG00000159388,1.21776460855565
 SOSTDC1,ENSG00000171243,2.57425546814824
 SRD5A3,ENSG00000128039,-0.225256865794356
 SRD5A1,ENSG00000145545,-1.17895728517184
 ZFP14,ENSG00000142065,-0.0976727661276745
 ESRRB,ENSG00000119715,2.03387605812784
 SEC11C,ENSG00000166562,-0.509546769468269
 GGA1,ENSG00000100083,-0.296045838166553
 GGA3,ENSG00000125447,-0.111193873518067
 GGA2,ENSG00000103365,0.167894981684251
 FHOD1,ENSG00000135723,0.26243467241696
 FHOD3,ENSG00000134775,1.64894696808378
 C21orf59,ENSG00000159079,-0.169931312224282
 C4orf6,ENSG00000082929,0.0570453858053211
 GJC2,ENSG00000198835,-0.512329924817683
 C4orf3,ENSG00000164096,-0.150281961352387
 GJC1,ENSG00000182963,1.09637030345419
 PSMB9,ENSG00000240065,-0.111109828532781
 PSMB8,ENSG00000204264,-0.311682573042791
 PSMB7,ENSG00000136930,0.132284512274696
 PSMB6,ENSG00000142507,0.175133008808078
 PSMB5,ENSG00000100804,0.106938964127678
 PSMB4,ENSG00000159377,-0.0787593006549713
 PSMB2,ENSG00000126067,-0.105396100136582
 LMBR1L,ENSG00000139636,-0.278624684693386
 LTN1,ENSG00000198862,-0.207614786434803
 TRIML2,ENSG00000179046,-0.662365077825813
 C9orf141,ENSG00000198454,0.51248044793746
 C9orf142,ENSG00000148362,-0.236786024888366
 TRIML1,ENSG00000184108,-0.247909358635261
 NACC2,ENSG00000148411,-0.292251129778941
 VPS13D,ENSG00000048707,-0.220949208023154
 NACC1,ENSG00000160877,-0.185434911198358
 VPS13A,ENSG00000197969,0.66275715422588
 SH3KBP1,ENSG00000147010,-0.197874206202678
 VPS13B,ENSG00000132549,-0.185070962914208
 BEX5,ENSG00000184515,-0.288828095136548
 BEX4,ENSG00000102409,0.492706470606627
 BEX2,ENSG00000133134,1.67818672403209
 BEX1,ENSG00000133169,1.6248157430188
 TSR2,ENSG00000158526,-0.113396062645705
 TMEM160,ENSG00000130748,0.0992751986063152
 TMEM163,ENSG00000152128,1.80219734940526
 TMEM165,ENSG00000134851,-0.151834341069732
 TMEM164,ENSG00000157600,0.237158839584239
 TMEM169,ENSG00000163449,-0.695347330066119
 TMEM168,ENSG00000146802,0.314776905780089
 EVI2B,ENSG00000185862,-0.245189532320697
 FOXN1,ENSG00000109101,-0.0585191037731527
 FOXN2,ENSG00000170802,-0.263302879754241
 FOXN3,ENSG00000053254,-0.0653018498179236
 NICN1,ENSG00000145029,-0.278476845852357
 COL14A1,ENSG00000187955,1.49555664470782
 TAP1,ENSG00000168394,-0.350503841380969
 TAP2,ENSG00000204267,-0.421037342264529
 SNAP91,ENSG00000065609,-2.42929594958899
 C11orf35,ENSG00000185522,-0.286253979012114
 C11orf34,ENSG00000188771,-0.129734214538036
 C11orf31,ENSG00000211450,0.283751781590566
 C11orf30,ENSG00000158636,0.0298960284890126
 AC140481.2,ENSG00000183292,0.16843905309736
 MACROD2,ENSG00000172264,-0.650374609121234
 MACROD1,ENSG00000133315,0.408351143115008
 SEP15,ENSG00000183291,0.077219854957284
 KRR1,ENSG00000111615,-0.218200061547179
 FAM64A,ENSG00000129195,-1.37217831317834
 FBXO18,ENSG00000134452,0.195587337760669
 HIST2H3PS2,ENSG00000203818,0.0612007752842026
 C8orf49,ENSG00000255394,4.64305357392557
 C8orf48,ENSG00000164743,0.150007066887503
 C8orf47,ENSG00000177459,-1.10175556209726
 C8orf46,ENSG00000169085,-0.173923869608082
 C8orf44,ENSG00000213865,-0.189479166988812
 TP53I3,ENSG00000115129,0.0706169384929589
 MB,ENSG00000198125,6.20779946056809
 SLC18A3,ENSG00000187714,1.38950644106274
 SLC18A2,ENSG00000165646,-0.419401243233187
 SLC18A1,ENSG00000036565,0.755119105292247
 RALBP1,ENSG00000017797,-0.23584690238942
 ZNF831,ENSG00000124203,-0.936440619170108
 ZNF830,ENSG00000198783,-0.505150185029304
 ZNF835,ENSG00000127903,-0.108289482730723
 ZNF837,ENSG00000152475,-0.210075383676398
 ZNF836,ENSG00000196267,-0.145027984175586
 ZNF839,ENSG00000022976,-0.202255763000386
 LRIF1,ENSG00000121931,0.220217749191222
 PHAX,ENSG00000164902,-0.409129995875861
 ZNF573,ENSG00000189144,-0.0116069585885746
 TSPY8,ENSG00000229549,0.146456934875739
 SBSPON,ENSG00000164764,-0.137146172340056
 ZPBP,ENSG00000042813,0.410009817676617
 TSPY1,ENSG00000258992,0.0731580048880153
 BEGAIN,ENSG00000183092,0.483601012594257
 SLC17A8,ENSG00000179520,0.376673481012977
 RAB33B,ENSG00000172007,-0.172210715914101
 SLC17A4,ENSG00000146039,0.567031465730192
 SLC17A5,ENSG00000119899,0.216235575911222
 SLC17A6,ENSG00000091664,-1.29545850330099
 SLC17A7,ENSG00000104888,-0.805408496431403
 SLC17A1,ENSG00000124568,1.36767271258949
 SLC17A2,ENSG00000112337,0.00560190457204326
 SLC17A3,ENSG00000124564,1.96737075710041
 C16orf59,ENSG00000162062,0.579561208528496
 SETDB2,ENSG00000136169,0.368187768417956
 C16orf52,ENSG00000185716,-0.299308593593507
 AP5B1,ENSG00000254470,0.00422112608907646
 CHMP4A,ENSG00000254505,0.0691976423032016
 CHMP4B,ENSG00000101421,-0.160009498413999
 CHMP4C,ENSG00000164695,0.667876924635913
 COBLL1,ENSG00000082438,-0.605734413780887
 RAB7L1,ENSG00000117280,0.089603258365731
 TMEM255B,ENSG00000184497,0.178153291808096
 TMEM255A,ENSG00000125355,0.0631272915666002
 ST5,ENSG00000166444,0.430904920263385
 ST7,ENSG00000004866,0.501849455335771
 ZNF304,ENSG00000131845,0.277447777318755
 STH,ENSG00000256762,-0.846732257037615
 ZNF302,ENSG00000089335,0.0557882488492228
 ZNF300,ENSG00000145908,0.338159057350922
 STS,ENSG00000101846,0.461005577041989
 HOXB13,ENSG00000159184,0.278483184842079
 IFT81,ENSG00000122970,0.331813686429357
 FBXO17,ENSG00000269190,0.618879549655935
 TOMM34,ENSG00000025772,-0.182496736505471
 PPP3CA,ENSG00000138814,-0.678568730795072
 PPP3CB,ENSG00000107758,-0.203602590981741
 PPP3CC,ENSG00000120910,0.23983613379368
 LIF,ENSG00000128342,0.228617859171174
 GPATCH8,ENSG00000186566,0.665787578699986
 IFT88,ENSG00000032742,-0.11823790638644
 RPL18,ENSG00000063177,-0.189110385207131
 ADRA2A,ENSG00000150594,-0.746030105600557
 ADRA2C,ENSG00000184160,-1.57443978784594
 TEX26,ENSG00000175664,0.751505473145656
 TEX22,ENSG00000226174,0.117694715578314
 TEX29,ENSG00000153495,-1.50633236762342
 SYT8,ENSG00000149043,-1.16631703982016
 SYT9,ENSG00000170743,-1.44597915616676
 MTCH2,ENSG00000109919,-0.17764335046852
 MTCH1,ENSG00000137409,0.395490514309411
 SYT1,ENSG00000067715,-2.15211758713688
 SYT2,ENSG00000143858,0.357372767629132
 SYT3,ENSG00000213023,-0.510246863949219
 SYT4,ENSG00000132872,1.70058778103987
 SYT5,ENSG00000129990,-2.01924743941184
 SYT6,ENSG00000134207,-2.14868858495177
 SYT7,ENSG00000011347,1.83927868514055
 FUBP1,ENSG00000162613,-0.0364073113548078
 SCHIP1,ENSG00000151967,1.16327869478781
 MARCO,ENSG00000019169,2.93326524917828
 SAP30,ENSG00000164105,0.377851246745866
 NBL1,ENSG00000158747,0.0321910688600087
 DRC1,ENSG00000157856,-2.15847478983713
 C1orf53,ENSG00000203724,1.42217430961688
 C1orf52,ENSG00000162642,-0.350148758289904
 C1orf51,ENSG00000159208,0.721438446394903
 C1orf50,ENSG00000164008,0.0203325302052849
 C1orf56,ENSG00000143443,0.234733719641965
 C1orf54,ENSG00000118292,-0.152762450707106
 MARC1,ENSG00000186205,-1.05070703327859
 MARC2,ENSG00000117791,0.494214997374379
 ATG4B,ENSG00000168397,-0.190811945730557
 CSRP2BP,ENSG00000149474,-0.0961827521262191
 SMPD4,ENSG00000136699,-0.279716351991301
 SMPD1,ENSG00000166311,0.35448888544858
 SMPD3,ENSG00000103056,-0.642702513483859
 SMPD2,ENSG00000135587,-0.116366882402996
 BRIP1,ENSG00000136492,-0.611078948831018
 PDE11A,ENSG00000128655,-1.91310495555481
 TTC28,ENSG00000100154,0.017922041644406
 TTC29,ENSG00000137473,1.44356086458956
 TTC24,ENSG00000187862,-0.995954776554234
 TTC25,ENSG00000204815,0.143052744484514
 TTC26,ENSG00000105948,0.0993469016291605
 TTC27,ENSG00000018699,0.32640650356728
 PATL2,ENSG00000229474,0.746046544545177
 TTC22,ENSG00000006555,-1.33540279526857
 PATL1,ENSG00000166889,0.0346087159734167
 ENO1,ENSG00000074800,-0.339592563099448
 NPY2R,ENSG00000185149,-0.379151298890573
 ENO3,ENSG00000108515,2.68560882071831
 ENO4,ENSG00000188316,0.257774924809795
 RP11-171N4.2,ENSG00000251283,0.00103082057073493
 OBSCN,ENSG00000154358,1.97715726513109
 SRRD,ENSG00000100104,-0.0772315886059381
 MCL1,ENSG00000143384,-0.481503026307968
 SORBS1,ENSG00000095637,0.248654184272078
 SORBS3,ENSG00000120896,0.0819042888638244
 SORBS2,ENSG00000154556,1.60671266813096
 ODC1,ENSG00000115758,-0.20432491715605
 IL18RAP,ENSG00000115607,0.276013046159618
 EOMES,ENSG00000163508,0.157386851948069
 CGB1,ENSG00000267631,0.075374650708034
 CGB2,ENSG00000104818,0.0250013859171271
 CFP,ENSG00000126759,0.878999508665525
 FKBP14,ENSG00000106080,0.374148376243597
 FKBP15,ENSG00000119321,-0.0337145654464353
 UBE2J1,ENSG00000198833,-0.413729428070563
 UBE2J2,ENSG00000160087,-0.122660318144827
 FKBP11,ENSG00000134285,0.370953241739356
 FBXO10,ENSG00000147912,-0.154418237025761
 FBXO11,ENSG00000138081,-0.130315955618249
 FBXO16,ENSG00000214050,0.990569922168962
 FBXO15,ENSG00000141665,-1.0806145963013
 SFTA3,ENSG00000229415,-0.759377279065724
 SFTA2,ENSG00000196260,-0.903696090687693
 CNGB1,ENSG00000070729,-1.17580179272003
 CNGB3,ENSG00000170289,0.931379539257313
 PLA2G6,ENSG00000184381,-0.384525238555227
 PLA2G7,ENSG00000146070,-0.895264080529387
 PLA2G5,ENSG00000127472,3.24143333422641
 PLA2G3,ENSG00000100078,-0.780363585223683
 GDPGP1,ENSG00000183208,0.601370547343892
 CCDC77,ENSG00000120647,0.0128441524246455
 KRTAP1-3,ENSG00000221880,-0.403907433394102
 CCDC73,ENSG00000186714,-0.917468724044816
 CCDC70,ENSG00000123171,0.436521675026249
 CCDC71,ENSG00000177352,-0.134819205049723
 CCDC78,ENSG00000162004,-0.710565483502124
 CCDC79,ENSG00000249961,0.0899662893914795
 HIST3H2BB,ENSG00000196890,0.708339698831534
 GHITM,ENSG00000165678,0.472748231458485
 FKBP1B,ENSG00000119782,-0.339880986108975
 FKBP1C,ENSG00000198225,-0.0378090763565454
 FKBP1A,ENSG00000088832,-0.331992197990796
 MAP10,ENSG00000212916,0.449561741001073
 LGALS9B,ENSG00000170298,-0.314144097354116
 UNC50,ENSG00000115446,-0.128243300782538
 NKAIN3,ENSG00000185942,1.22404760413003
 NKAIN2,ENSG00000188580,0.500333374845395
 NKAIN1,ENSG00000084628,-1.14241636673044
 MAP1A,ENSG00000166963,0.747814176182855
 MAP1B,ENSG00000131711,-0.0443285627223133
 IGSF9B,ENSG00000080854,0.426383863212396
 UNC5B,ENSG00000107731,1.38327902720445
 UNC5C,ENSG00000182168,1.43715975878613
 VGF,ENSG00000128564,-1.22595990057331
 UNC5A,ENSG00000113763,-2.01362168411893
 UNC5D,ENSG00000156687,-1.64864030552141
 RP11-796G6.2,ENSG00000258512,-1.08810945008457
 MAP1S,ENSG00000130479,-0.300832252418496
 CCP110,ENSG00000103540,-0.433836541592232
 RPL18A,ENSG00000105640,-0.186717683054895
 CEND1,ENSG00000184524,-1.13644014485783
 CLEC18B,ENSG00000140839,-1.22171817947499
 SDR42E2,ENSG00000183921,-1.37417223590555
 SDR42E1,ENSG00000184860,1.97813137995836
 ALOX12B,ENSG00000179477,-0.0515363693353705
 EPB41L1,ENSG00000088367,-0.554803602652399
 PPCDC,ENSG00000138621,-0.0985446755194899
 EPB41L3,ENSG00000082397,0.175828590649033
 EPB41L2,ENSG00000079819,0.438744923312058
 EPB41L5,ENSG00000115109,-0.327927171467416
 ACSS3,ENSG00000111058,0.672216451324668
 ACSS2,ENSG00000131069,0.307025486249709
 ACSS1,ENSG00000154930,0.00130206545924367
 KIDINS220,ENSG00000134313,-0.215039830700615
 RUNDC3A,ENSG00000108309,-0.282015846617284
 DFNA5,ENSG00000105928,0.267291509047758
 MAGEH1,ENSG00000187601,-0.0861864244999352
 WNT3,ENSG00000108379,0.0645156725335647
 WNT2,ENSG00000105989,0.139479679891266
 WNT1,ENSG00000125084,0.478728996880636
 LRRN4,ENSG00000125872,1.37354926909237
 AGXT,ENSG00000172482,-0.377632900980121
 LRRN2,ENSG00000170382,1.66352048887287
 LRRN1,ENSG00000175928,-2.18461117547899
 WNT4,ENSG00000162552,-1.42412581459236
 CCM2L,ENSG00000101331,-0.182632573427291
 AAGAB,ENSG00000103591,-0.293010405007715
 RNF175,ENSG00000145428,2.51921186819337
 RNF170,ENSG00000120925,-0.349588071758262
 FGGY,ENSG00000172456,-0.178904960110971
 PCNA,ENSG00000132646,-0.0539152286296762
 ZBTB7A,ENSG00000178951,-0.443306536418065
 ZBTB7C,ENSG00000184828,-0.75704157902323
 ZBTB7B,ENSG00000160685,0.0012759666867618
 PCNP,ENSG00000081154,-0.0333713080921566
 PCNT,ENSG00000160299,-0.362361331876081
 PCNX,ENSG00000100731,-0.172449468245563
 UTY,ENSG00000183878,-0.161216301196237
 PACRG,ENSG00000112530,0.358789148073067
 TOP3A,ENSG00000177302,-0.258317072091745
 DNPH1,ENSG00000112667,0.352319933029535
 TOP3B,ENSG00000100038,0.100135967934821
 UFD1L,ENSG00000070010,0.0179772335880078
 ILF3,ENSG00000129351,0.0526169806627183
 ILF2,ENSG00000143621,-0.148835348699687
 BOK,ENSG00000176720,-0.865350066304172
 BOC,ENSG00000144857,0.314564525441779
 DENND2C,ENSG00000175984,-0.18969089461219
 DENND2A,ENSG00000146966,0.246534299191963
 DENND2D,ENSG00000162777,-0.161312637496834
 GAGE1,ENSG00000205777,0.249803529379136
 PPT1,ENSG00000131238,-0.17747197149449
 PPT2,ENSG00000221988,0.128902499200459
 INPP4B,ENSG00000109452,-0.99827413611495
 INPP4A,ENSG00000040933,-0.472042960967161
 IGSF1,ENSG00000147255,2.39630979309897
 SAFB,ENSG00000160633,-0.0403854799212309
 TRNP1,ENSG00000253368,0.870969414005574
 DEFB123,ENSG00000180424,-0.107226588073139
 PPP1R26,ENSG00000196422,0.125631052302581
 PPP1R27,ENSG00000182676,-0.696491475443101
 PPP1R21,ENSG00000162869,-0.386715924087286
 NGLY1,ENSG00000151092,0.0263623849239989
 LMX1A,ENSG00000162761,-3.35934538562455
 ZCCHC24,ENSG00000165424,0.309906867099405
 LMX1B,ENSG00000136944,3.88168419176553
 MRGPRF,ENSG00000172935,0.136305546316372
