 gene    name , gene    ENS ,Prostate
 HCG27,ENSG00000206344,0.480731574112128
 CASC3,ENSG00000108349,-0.264946420071025
 CASC1,ENSG00000118307,0.258660492836772
 CASC5,ENSG00000137812,-0.684026840323451
 CASC4,ENSG00000166734,0.249160472607017
 WDR44,ENSG00000131725,-0.395183936660894
 PXMP4,ENSG00000101417,-0.104537027370788
 WDR45,ENSG00000196998,0.208013093664894
 WDR47,ENSG00000085433,-1.25139139579674
 NUDT11,ENSG00000196368,1.40687637352929
 MYEOV2,ENSG00000172428,-0.353419272436159
 CYP2C18,ENSG00000108242,-1.68589833346155
 DLL4,ENSG00000128917,0.146889910203269
 NUTM1,ENSG00000184507,-0.498151924055504
 GSS,ENSG00000100983,0.758154125999606
 KLRB1,ENSG00000111796,0.539260381891695
 NAALADL2,ENSG00000177694,1.02974128011971
 NAALADL1,ENSG00000168060,0.613625395241704
 KNCN,ENSG00000162456,-0.924188155600027
 FAM50B,ENSG00000145945,-0.950093387516111
 FAM50A,ENSG00000071859,0.33124568867948
 CRX,ENSG00000105392,-0.0987554600029986
 NME1-NME2,ENSG00000243678,-0.0963634394818623
 JAK2,ENSG00000096968,-0.567507453032027
 AQP7,ENSG00000165269,-0.958257283937907
 AQP4,ENSG00000171885,-2.57135710181281
 AQP5,ENSG00000161798,-0.073840249033899
 AQP2,ENSG00000167580,1.24534902398152
 AQP3,ENSG00000165272,2.39306129893993
 AQP1,ENSG00000240583,-0.0677068079058949
 AQP8,ENSG00000103375,-0.196520467383602
 AQP9,ENSG00000103569,-0.365002720737718
 MPV17L,ENSG00000156968,0.325330903133782
 GSC,ENSG00000133937,1.44892749589041
 ETNPPL,ENSG00000164089,-2.74679073413764
 POM121L12,ENSG00000221900,-0.190394798032161
 GUCY1B3,ENSG00000061918,-0.699144915526219
 CASP16,ENSG00000228146,0.365964355271172
 ADORA1,ENSG00000163485,-1.93910348767176
 ADORA3,ENSG00000121933,-0.512869682133443
 RESP18,ENSG00000182698,-2.05895195479839
 SPANXN5,ENSG00000204363,0.711584040564665
 SPANXN4,ENSG00000189326,-0.11969162411032
 POM121,ENSG00000196313,0.0945397289261539
 BTNL9,ENSG00000165810,-0.921015377195273
 BTNL8,ENSG00000113303,-1.0119131054874
 BTNL2,ENSG00000204290,1.39524165819773
 AAMDC,ENSG00000087884,-0.450630962162839
 ACTC1,ENSG00000159251,2.71024306573356
 DSN1,ENSG00000149636,0.131628290817013
 SPANXD,ENSG00000196406,-0.126953405065822
 SPANXC,ENSG00000198573,-0.29301302479059
 SPAM1,ENSG00000106304,0.438152393114371
 FHL2,ENSG00000115641,0.414681624431642
 FHL3,ENSG00000183386,0.14847507349718
 FHL1,ENSG00000022267,-0.164553281456163
 FHL5,ENSG00000112214,-0.52589220748323
 FTH1,ENSG00000167996,-0.35222546979054
 ZNF248,ENSG00000198105,0.453837238001105
 PAWR,ENSG00000177425,0.469146691078953
 RAD51D,ENSG00000185379,-0.201758720066055
 RAD51C,ENSG00000108384,0.213793454375369
 RAD51B,ENSG00000182185,0.545226538902117
 COL21A1,ENSG00000124749,0.011334571095618
 GATAD2A,ENSG00000167491,-0.396498211013343
 MRPS34,ENSG00000074071,0.141071814305384
 DNA2,ENSG00000138346,0.426202003735279
 KCNS1,ENSG00000124134,1.50217172810821
 KCNS2,ENSG00000156486,0.292652725827451
 KCNS3,ENSG00000170745,0.0288926824189543
 C17orf62,ENSG00000178927,0.641462842661735
 C17orf64,ENSG00000141371,0.303117034337295
 DRG2,ENSG00000108591,0.363458813420911
 SPOP,ENSG00000121067,0.603677874780344
 SLCO2A1,ENSG00000174640,2.2520587178314
 OR2M4,ENSG00000171180,-0.318852543422841
 TP53BP1,ENSG00000067369,0.230563459074525
 TP53BP2,ENSG00000143514,-0.668932531312966
 IPPK,ENSG00000127080,-0.708833573387402
 ARHGAP40,ENSG00000124143,4.64672630647474
 ARHGAP42,ENSG00000165895,-0.499458951233578
 CD19,ENSG00000177455,-0.0963843942354135
 DARS,ENSG00000115866,-0.209936546070804
 GLRX5,ENSG00000182512,-0.511002040120621
 GLRX2,ENSG00000023572,0.941979922890801
 GLRX3,ENSG00000108010,-0.460440905921043
 PIH1D2,ENSG00000150773,-0.698087299754891
 ARGFX,ENSG00000186103,-0.0218063124863377
 DARC,ENSG00000213088,-0.228712785170565
 S100A10,ENSG00000197747,0.0662240186058829
 S100A13,ENSG00000189171,-0.222541686428307
 S100A12,ENSG00000163221,-0.786395802770936
 S100A14,ENSG00000189334,0.0577607606806566
 PHYHIP,ENSG00000168490,-1.23003602064523
 S100A16,ENSG00000188643,-0.547361234635721
 CACNA2D1,ENSG00000153956,0.0169429225592383
 GRK6,ENSG00000198055,0.134338434160898
 GRK7,ENSG00000114124,0.210409727721406
 GRK4,ENSG00000125388,-0.896664167885257
 GRK5,ENSG00000198873,-0.750571721720483
 GRK1,ENSG00000185974,-0.406215999612563
 OSTF1,ENSG00000134996,-0.34711211143814
 KLHL7,ENSG00000122550,-0.540619405818697
 KLHL4,ENSG00000102271,-1.24335089407989
 KLHL5,ENSG00000109790,0.338191242746316
 KLHL2,ENSG00000109466,-0.905260187943922
 KLHL3,ENSG00000146021,-0.809126677740266
 KLHL1,ENSG00000150361,0.383067653374043
 PRKDC,ENSG00000253729,-0.27154023768831
 KLHL8,ENSG00000145332,-0.286549958204735
 KLHL9,ENSG00000198642,0.0768693817535855
 RSPH10B2,ENSG00000169402,-0.0388902135253364
 ZDHHC11B,ENSG00000206077,-2.06243388582735
 MAMDC4,ENSG00000177943,1.01741074791041
 MAMDC2,ENSG00000165072,-0.251737223443414
 LYG1,ENSG00000144214,0.738029409370709
 LYG2,ENSG00000185674,0.3105892611869
 TCTN2,ENSG00000168778,0.535920223147958
 TCTN3,ENSG00000119977,0.223495284604971
 TCTN1,ENSG00000204852,0.282559156085783
 TNXB,ENSG00000168477,-0.727395290064701
 FATE1,ENSG00000147378,-0.262558193087752
 LCE6A,ENSG00000235942,-0.0647532115936959
 SERPINB11,ENSG00000206072,8.14957943370162
 SERPINB10,ENSG00000242550,-0.626371324829559
 SERPINB13,ENSG00000197641,-0.305075544332629
 SERPINB12,ENSG00000166634,-1.3258470144262
 LRMP,ENSG00000118308,-0.419805375557487
 BSCL2,ENSG00000168000,-0.261924875945818
 GSTT2B,ENSG00000133433,1.35914220534111
 SLC32A1,ENSG00000101438,-2.70053508028912
 C6ORF165,ENSG00000272514,0.934682610997579
 PABPC3,ENSG00000151846,-0.496805232521224
 SYNE1,ENSG00000131018,-0.684440064876254
 SYNE2,ENSG00000054654,-0.723248416398192
 SYNE3,ENSG00000176438,-0.811144600452573
 CAMKMT,ENSG00000143919,-0.699454287742853
 RIMS3,ENSG00000117016,-0.560403120494005
 OTC,ENSG00000036473,-1.19772547151019
 AVL9,ENSG00000105778,-0.0981507587788557
 UBQLN3,ENSG00000175520,0.883953417038353
 UBQLN1,ENSG00000135018,-0.264509723276827
 UBQLN4,ENSG00000160803,0.115054753382176
 OR8B12,ENSG00000170953,-0.0922497042823693
 DAPK3,ENSG00000167657,0.341071975465863
 DAPK2,ENSG00000035664,0.1469153690825
 DAPK1,ENSG00000196730,-0.779216123778887
 ULK2,ENSG00000083290,-0.304265238430567
 ULK3,ENSG00000140474,-0.196121982029669
 SNTA1,ENSG00000101400,-0.213388830217057
 ULK1,ENSG00000177169,0.0594460095289378
 ULK4,ENSG00000168038,-0.0818790206356718
 TNR,ENSG00000116147,-3.16302946853078
 ZFPL1,ENSG00000162300,0.158568125946025
 TNF,ENSG00000232810,-1.04780923473098
 TNC,ENSG00000041982,1.522137372356
 TNN,ENSG00000120332,-0.383478374334423
 SATL1,ENSG00000184788,-0.255605309581478
 RNLS,ENSG00000184719,0.213791062467003
 UBL5,ENSG00000198258,-0.198523483536809
 UBL7,ENSG00000138629,-0.246010244619392
 STK19,ENSG00000204344,-0.122527800710416
 UBL3,ENSG00000122042,-0.575480771229526
 KRT38,ENSG00000171360,-0.650740384805045
 STK10,ENSG00000072786,-0.795475611021898
 STK11,ENSG00000118046,0.0277728418760904
 STK16,ENSG00000115661,0.312401543880636
 SV2A,ENSG00000159164,-0.433701851675395
 SV2C,ENSG00000122012,1.24461921505583
 SV2B,ENSG00000185518,0.615951781854321
 PIK3R2,ENSG00000105647,-0.0976840008632149
 KRT32,ENSG00000108759,-0.624653273253497
 KRT35,ENSG00000197079,-0.815676982356114
 EHF,ENSG00000135373,5.84709395325419
 KRT36,ENSG00000126337,-0.399893406105295
 GRB10,ENSG00000106070,0.140949078513214
 GRB14,ENSG00000115290,-0.796367121061477
 HSD17B12,ENSG00000149084,-0.274298394140684
 HSD17B13,ENSG00000170509,0.924706527060083
 GPR15,ENSG00000154165,-0.384036699026192
 GPR12,ENSG00000132975,-4.27948949956053
 GPR19,ENSG00000183150,-2.31995445358743
 ARNTL,ENSG00000133794,-0.799525257702534
 KCNMA1,ENSG00000156113,0.424156833270947
 RP11-324D17.1,ENSG00000259517,-0.235283863854289
 PCYOX1L,ENSG00000145882,0.347584062919214
 RP11-10J21.3,ENSG00000254019,-0.106890423605752
 HEATR5A,ENSG00000129493,-0.462816217421705
 HEATR5B,ENSG00000008869,-0.0566446551288662
 ARNT2,ENSG00000172379,-0.323531913157517
 PLXNC1,ENSG00000136040,-1.1835264726215
 ZNRF4,ENSG00000105428,-0.881374292607029
 ZNRF1,ENSG00000186187,-0.774640376006735
 ZNRF3,ENSG00000183579,0.159617358692469
 ZNRF2,ENSG00000180233,-0.441901498557785
 EFCAB9,ENSG00000214360,-0.311842942557308
 EFCAB8,ENSG00000215529,-0.112016596501005
 MYBBP1A,ENSG00000132382,0.370646120128936
 EFCAB5,ENSG00000176927,-1.30241913542326
 FLNA,ENSG00000196924,1.22595659192608
 FLNB,ENSG00000136068,1.29258050833422
 FLNC,ENSG00000128591,1.61147008423193
 EFCAB1,ENSG00000034239,2.46857179273501
 EFCAB3,ENSG00000172421,0.138004020969558
 EFCAB2,ENSG00000203666,0.0950034380886104
 PRKCSH,ENSG00000130175,0.165072882883788
 PTCRA,ENSG00000171611,1.16812289050448
 RAD51AP1,ENSG00000111247,-0.160963597574301
 RAD51AP2,ENSG00000214842,0.458133617656512
 SAP30BP,ENSG00000161526,-0.0372029239761397
 SIT1,ENSG00000137078,0.253493013644594
 RP11-817J15.3,ENSG00000255798,0.311070126813254
 CELSR1,ENSG00000075275,1.79522033936411
 CXorf28,ENSG00000228459,0.493183195026779
 CXorf27,ENSG00000187516,-0.295509058907976
 CXorf21,ENSG00000120280,-0.148091157138758
 CXorf23,ENSG00000173681,0.229528411858491
 CXorf22,ENSG00000165164,-0.458236723347666
 PSMD9,ENSG00000110801,-0.22675823317838
 PSMD8,ENSG00000099341,-0.0942387261558343
 SPPL3,ENSG00000157837,-0.325546198745895
 PSMD5,ENSG00000095261,0.224808943413155
 PSMD4,ENSG00000159352,-0.479598571616787
 PSMD7,ENSG00000103035,-0.0273653367817702
 PSMD6,ENSG00000163636,-0.473862967941799
 PSMD1,ENSG00000173692,-0.535948504913175
 PSMD3,ENSG00000108344,-0.222548329237422
 PSMD2,ENSG00000175166,-0.449794164898556
 RPGRIP1L,ENSG00000103494,-0.172198227048354
 COPS7B,ENSG00000144524,0.175456779302709
 COPS7A,ENSG00000111652,-0.119149137659951
 NAF1,ENSG00000145414,-0.359043309971325
 DKK4,ENSG00000104371,-0.359401568581572
 DKK2,ENSG00000155011,-0.0535686498465346
 DKK3,ENSG00000050165,-0.0990773025993581
 DKK1,ENSG00000107984,1.3287382423054
 RABGGTB,ENSG00000137955,-0.307724381952413
 RABGGTA,ENSG00000100949,-0.0687410857325247
 CES4A,ENSG00000172824,-0.354043167694725
 C2ORF15,ENSG00000273045,-0.15959681113353
 EBLN1,ENSG00000223601,-0.106547912081261
 EBLN2,ENSG00000255423,-0.118294098425196
 POF1B,ENSG00000124429,1.42788588908492
 KLF5,ENSG00000102554,0.848235798554322
 PLBD2,ENSG00000151176,-0.559251202967415
 PLBD1,ENSG00000121316,-0.414145059987893
 PTAR1,ENSG00000188647,-0.480500081466734
 CEP350,ENSG00000135837,-0.422491608839177
 CCDC40,ENSG00000141519,0.905365622755992
 RP1-228P16.5,ENSG00000257955,0.145920778893154
 YEATS2,ENSG00000163872,-0.0472622581132538
 YEATS4,ENSG00000127337,-0.273188151365454
 TCEANC,ENSG00000176896,-0.212254627420512
 C11orf58,ENSG00000110696,-0.0854226951836968
 C11orf53,ENSG00000150750,2.55068348973691
 C11orf52,ENSG00000149300,2.2535999218836
 C11orf57,ENSG00000150776,-0.336123534962556
 C11orf54,ENSG00000182919,0.656239182864
 RP11-366M4.3,ENSG00000248329,5.68936577904648
 TUBB,ENSG00000196230,-0.49965495215203
 SFSWAP,ENSG00000061936,-0.278079372467838
 HDAC1,ENSG00000116478,0.780397064061448
 HDAC3,ENSG00000171720,0.00222191642556087
 HDAC2,ENSG00000196591,-0.291874770807741
 HDAC5,ENSG00000108840,-0.572769142950768
 HDAC4,ENSG00000068024,0.0171833121121003
 HDAC7,ENSG00000061273,0.27208905799179
 HDAC6,ENSG00000094631,0.0973229355129629
 HDAC9,ENSG00000048052,-0.275654316008751
 TMEM161A,ENSG00000064545,0.315107902372411
 TMEM161B,ENSG00000164180,-0.17778001654057
 KIAA1549L,ENSG00000110427,-2.61033460732478
 FILIP1,ENSG00000118407,-0.582829423419405
 CDT1,ENSG00000167513,-0.673553070891053
 TMEM190,ENSG00000160472,-0.307319456548413
 CST8,ENSG00000125815,0.323692376972517
 CST9,ENSG00000173335,0.452181659862374
 TRAPPC11,ENSG00000168538,-0.17226761527806
 TRAPPC10,ENSG00000160218,-0.449223641750237
 TRAPPC13,ENSG00000113597,0.272039549043847
 TRAPPC12,ENSG00000171853,-0.114158628166922
 CST2,ENSG00000170369,2.62358502720728
 CST3,ENSG00000101439,-0.0290385241542544
 CST1,ENSG00000170373,7.13569621019423
 CST6,ENSG00000175315,-2.50078000465274
 CST7,ENSG00000077984,-0.299128111574273
 CST4,ENSG00000101441,3.68437329193763
 PLA2R1,ENSG00000153246,-0.624838821039804
 CSTA,ENSG00000121552,1.4030125268137
 CMC1,ENSG00000187118,-0.239021011071568
 CMC2,ENSG00000103121,0.386176552026503
 CEP57,ENSG00000166037,-0.085543983724697
 AMIGO1,ENSG00000181754,-0.178759953805414
 CDC20B,ENSG00000164287,0.241519875486107
 AMIGO2,ENSG00000139211,0.0652184401216662
 SRCAP,ENSG00000080603,0.200248299573662
 FAM86C1,ENSG00000158483,0.314028785000623
 CECR5,ENSG00000069998,0.198328497802581
 CEBPB,ENSG00000172216,-0.282076130345062
 ZNF891,ENSG00000214029,-0.369066050362793
 CEBPG,ENSG00000153879,-0.34348713705234
 CEBPE,ENSG00000092067,-0.415219989867884
 CEBPD,ENSG00000221869,0.545845774672466
 LCE5A,ENSG00000186207,-0.791207497735914
 ZNF547,ENSG00000152433,0.553277063963555
 PHKB,ENSG00000102893,0.29298425478643
 CEBPZ,ENSG00000115816,-0.408732281889949
 MAP3K15,ENSG00000180815,-0.926726631597352
 CRNN,ENSG00000143536,-0.93397249593766
 CTNNA1,ENSG00000044115,-0.230448980339809
 CTNNA3,ENSG00000183230,-2.89933649959554
 ZNF548,ENSG00000188785,-0.144322865398487
 SELRC1,ENSG00000162377,-0.822371037749682
 GPR173,ENSG00000184194,-0.0711933340557789
 UBAP1L,ENSG00000246922,-0.0640782471572357
 TOMM40,ENSG00000130204,-0.126860017774787
 TM7SF3,ENSG00000064115,-0.299647079234866
 TM7SF2,ENSG00000149809,1.46192522255688
 EPB41L4B,ENSG00000095203,0.885131194117799
 ATP2C2,ENSG00000064270,4.02774952657284
 ATP2C1,ENSG00000017260,0.786337691248472
 CERS6,ENSG00000172292,-0.42822425452823
 CERS4,ENSG00000090661,0.77528055482468
 CERS5,ENSG00000139624,-0.123454249404759
 CERS2,ENSG00000143418,-0.365996401002346
 CERS3,ENSG00000154227,0.715059143320177
 CERS1,ENSG00000223802,-0.919236716518188
 MAPK8IP1,ENSG00000121653,-0.0476274860100523
 GP9,ENSG00000169704,-0.322587025099107
 GP5,ENSG00000178732,-0.196857925799356
 GP6,ENSG00000088053,0.347001572864519
 GP2,ENSG00000169347,3.43169667769192
 EXTL1,ENSG00000158008,-0.982118409187399
 EXTL2,ENSG00000162694,0.0781447897076188
 EXTL3,ENSG00000012232,-0.255507451321663
 RGSL1,ENSG00000121446,1.52740882988741
 FAM57A,ENSG00000167695,0.452269733958686
 GPT,ENSG00000167701,0.324306821271439
 MAN1A1,ENSG00000111885,-0.715120469095976
 MAN1A2,ENSG00000198162,-0.287956112764708
 ATIC,ENSG00000138363,-0.110057157248064
 KRTAP20-4,ENSG00000206105,0.0120859436021063
 HDAC11,ENSG00000163517,-0.257515637450466
 LRTM1,ENSG00000144771,0.437701777644293
 LRTM2,ENSG00000166159,-1.52740095499418
 SYNM,ENSG00000182253,1.60027804844477
 SYNC,ENSG00000162520,-0.414098927773966
 OR13J1,ENSG00000168828,0.867260878558474
 AP4B1,ENSG00000134262,-0.177706731690995
 ZBP1,ENSG00000124256,0.109665545535225
 MGME1,ENSG00000125871,0.0197543084508867
 PIK3IP1,ENSG00000100100,-0.518290828877981
 ZFAND2B,ENSG00000158552,-0.0525525461820422
 THADA,ENSG00000115970,0.499642664051786
 ZFAND2A,ENSG00000178381,-0.164846247098903
 GNL3,ENSG00000163938,0.738607102905266
 ACSF2,ENSG00000167107,0.639605345730892
 ACSF3,ENSG00000176715,0.313136667537694
 MAN2A1,ENSG00000112893,-1.00777982259395
 EDA2R,ENSG00000131080,0.760140738858083
 LCT,ENSG00000115850,-0.0676061061663755
 RBFOX3,ENSG00000167281,2.58943394841917
 FAM163A,ENSG00000143340,-0.994107059537435
 GALK2,ENSG00000156958,-0.130519254588433
 SLURP1,ENSG00000126233,-1.69906526111126
 POLE4,ENSG00000115350,-0.126612495524136
 POLE3,ENSG00000148229,-0.572291384386581
 STRN,ENSG00000115808,-0.652680312144231
 STRC,ENSG00000242866,0.292128207632822
 NXNL2,ENSG00000130045,1.15855831908058
 SYN2,ENSG00000157152,-1.51505665292776
 SYN1,ENSG00000008056,-1.42728980337105
 LCNL1,ENSG00000214402,1.6407956384969
 ACCSL,ENSG00000205126,0.476976562523074
 C12orf10,ENSG00000139637,-0.363733418371996
 NPY4R,ENSG00000204174,2.31890391432107
 DYRK1A,ENSG00000157540,-0.285718793474036
 GABRB1,ENSG00000163288,-2.89798457412431
 AKR1B1,ENSG00000085662,-0.816169567472617
 GABRB3,ENSG00000166206,-0.5279986717297
 SEPP1,ENSG00000250722,-0.648131843785992
 GALR1,ENSG00000166573,1.36632130958565
 NLRC4,ENSG00000091106,-0.562053293050467
 NLRC5,ENSG00000140853,0.037259067962195
 NLRC3,ENSG00000167984,-0.279249888651809
 DYDC2,ENSG00000133665,-0.684775014932298
 DYDC1,ENSG00000170788,-0.402582285503694
 RAP1GAP,ENSG00000076864,0.732519847761081
 TPRG1,ENSG00000188001,-0.52407961943991
 NET1,ENSG00000173848,0.133956905216285
 COL18A1,ENSG00000182871,0.14414301702356
 OPRK1,ENSG00000082556,3.9212483084245
 FRMD5,ENSG00000171877,-0.268619895328424
 RP5-1180C10.2,ENSG00000230124,0.388229323461225
 DNAH17,ENSG00000187775,-0.129694868604157
 DNAH10,ENSG00000197653,-0.779895689105586
 DNAH11,ENSG00000105877,0.678290104239149
 DNAH12,ENSG00000174844,-0.136657434217956
 ANKRD9,ENSG00000156381,0.492663063956636
 EDN1,ENSG00000078401,-0.345523075304325
 EDN3,ENSG00000124205,2.3639033736353
 EDN2,ENSG00000127129,1.63386123994815
 PTTG1IP,ENSG00000183255,0.107202832702934
 KIAA1244,ENSG00000112379,2.71845905292489
 RSPRY1,ENSG00000159579,0.0919566454132779
 PTRH2,ENSG00000141378,0.0739669456398249
 DKKL1,ENSG00000104901,0.450709169212397
 UBE2L6,ENSG00000156587,0.0343734501406075
 OR56A3,ENSG00000184478,0.552630476455737
 OR56A1,ENSG00000180934,-0.134336959191222
 TGFA,ENSG00000163235,-0.715377977378029
 PREX2,ENSG00000046889,-0.452686318536883
 PREX1,ENSG00000124126,-0.439488584373417
 SLC14A2,ENSG00000132874,0.965660536047915
 SLC14A1,ENSG00000141469,3.12829340823499
 MAFG,ENSG00000197063,-0.385858098356437
 STT3B,ENSG00000163527,-0.164405907053067
 STT3A,ENSG00000134910,0.0621675699643432
 RP11-231C14.4,ENSG00000169203,0.323259557512317
 TUBA8,ENSG00000183785,-0.680234329208148
 OXGR1,ENSG00000165621,0.200726532752242
 SLC13A1,ENSG00000081800,-0.180471935742357
 SLC13A2,ENSG00000007216,-1.44039628727329
 SLC13A3,ENSG00000158296,1.53609857309781
 SLC13A4,ENSG00000164707,-1.27480174642008
 SLC13A5,ENSG00000141485,-2.06602706271181
 RGS16,ENSG00000143333,-2.12110278161228
 RGS17,ENSG00000091844,0.357279577701888
 RGS14,ENSG00000169220,-0.126667036529008
 RGS12,ENSG00000159788,0.517275453931493
 RGS13,ENSG00000127074,1.49156210418092
 RGS10,ENSG00000148908,0.913100924309968
 RGS11,ENSG00000076344,0.762210369900475
 RGS18,ENSG00000150681,0.117271815770471
 RGS19,ENSG00000171700,0.10177048096763
 FAM106A,ENSG00000213077,-0.947814886945755
 UTP3,ENSG00000132467,-0.360696705585893
 CLEC16A,ENSG00000038532,-0.0800587476415399
 IGFL2,ENSG00000204866,-2.16100421239781
 ANKAR,ENSG00000151687,0.241744562859491
 BTN2A2,ENSG00000124508,0.290183285854566
 BTN2A1,ENSG00000112763,0.0335371574310301
 TTLL11,ENSG00000175764,-0.579259060885209
 TTLL10,ENSG00000162571,1.03197169391927
 TTLL12,ENSG00000100304,0.371183807371597
 IGFL4,ENSG00000204869,-0.791646053709185
 ODF2L,ENSG00000122417,0.194350404183278
 RALY,ENSG00000125970,-0.102742097040602
 PLAU,ENSG00000122861,0.0809707823993044
 PLAT,ENSG00000104368,0.432752446158575
 C1orf198,ENSG00000119280,-0.703020606260728
 OR10J1,ENSG00000196184,-0.179756565135267
 C1orf192,ENSG00000188931,-0.963236620419376
 PLAA,ENSG00000137055,-0.365669903818637
 C1orf195,ENSG00000204464,-0.314367419457459
 C1orf194,ENSG00000179902,0.331022495000774
 ESRP1,ENSG00000104413,4.21140893446755
 HIF3A,ENSG00000124440,0.0850288822257873
 MZT2A,ENSG00000173272,0.318704450508717
 MZT2B,ENSG00000152082,-0.028935401936998
 PMM2,ENSG00000140650,0.303190362379427
 PMM1,ENSG00000100417,0.00876969679753459
 ZNF709,ENSG00000242852,0.272371110921935
 ZNF708,ENSG00000182141,0.189003701768884
 ZNF703,ENSG00000183779,0.0374223867949571
 ZNF701,ENSG00000167562,0.446643893760513
 ZNF700,ENSG00000196757,0.642044843839198
 ZNF706,ENSG00000120963,-0.609501696891633
 ZNF704,ENSG00000164684,0.533889854287505
 ZC3H10,ENSG00000135482,-0.121603557076187
 ZC3H13,ENSG00000123200,-0.407679841695188
 ZC3H15,ENSG00000065548,-0.222290872516037
 RNF111,ENSG00000157450,-0.154104603222519
 ZC3H18,ENSG00000158545,-0.219006571235761
 GRIN1,ENSG00000176884,2.80043877041779
 RP11-131H24.4,ENSG00000258987,1.29328044346546
 DHX8,ENSG00000067596,-0.116243057100184
 DHX9,ENSG00000135829,-0.297474427184336
 XPC,ENSG00000154767,-0.0379417599260774
 GRINA,ENSG00000178719,0.151169909310997
 NUP93,ENSG00000102900,-0.236959613505415
 RAB40C,ENSG00000197562,0.37318281698886
 RAB40B,ENSG00000141542,-0.332808238889824
 RAB40A,ENSG00000172476,0.494984547854502
 GTSE1,ENSG00000075218,-1.12295453077273
 NSL1,ENSG00000117697,-0.0741730585979262
 MYO3B,ENSG00000071909,-0.259665438894284
 NOP2,ENSG00000111641,0.301124120364323
 DENND4A,ENSG00000174485,-0.382568956817106
 DENND4B,ENSG00000198837,-0.426444723171274
 DENND4C,ENSG00000137145,-0.116731709337964
 SWAP70,ENSG00000133789,-0.115546418828136
 PHLDA1,ENSG00000139289,-0.675900607617542
 PHLDA3,ENSG00000174307,0.374639540824418
 PHLDA2,ENSG00000181649,2.5377791621389
 PAMR1,ENSG00000149090,1.49777502800345
 TIPRL,ENSG00000143155,-0.548085452832311
 GHDC,ENSG00000167925,0.736428297330184
 AC007390.5,ENSG00000218739,0.170506075865812
 NOG,ENSG00000183691,0.000474600485963736
 NOV,ENSG00000136999,-0.542156948411635
 SMAD9,ENSG00000120693,0.424657333048444
 TRERF1,ENSG00000124496,0.62562341894126
 LRPAP1,ENSG00000163956,-0.29602465362727
 SMAD5,ENSG00000113658,-0.111586948769621
 SMAD6,ENSG00000137834,0.395930102400159
 GOLPH3L,ENSG00000143457,0.0657593325226977
 SMAD1,ENSG00000170365,-0.637767274643678
 SMAD2,ENSG00000175387,-0.261623068061618
 SMAD3,ENSG00000166949,0.39277020331467
 AMMECR1L,ENSG00000144233,-0.013725197715837
 SETP18,ENSG00000230667,-0.73469613295586
 RAD21L1,ENSG00000244588,-0.815104482070225
 PLRG1,ENSG00000171566,-0.389626635058943
 ERICH2,ENSG00000204334,0.038171575045552
 ERICH1,ENSG00000104714,-0.0147857980768531
 EPAS1,ENSG00000116016,0.173988119107324
 TCEA2,ENSG00000171703,-0.0940872156716343
 TCEA3,ENSG00000204219,1.28095544965718
 TCEA1,ENSG00000187735,-0.13406549909352
 ABCD1,ENSG00000101986,0.655882805300456
 BFAR,ENSG00000103429,-0.245561751058721
 LEO1,ENSG00000166477,-0.395192263495127
 MGRN1,ENSG00000102858,0.306684922471618
 DPT,ENSG00000143196,1.04253354180034
 CUEDC2,ENSG00000107874,-0.0904144588957315
 RBMXL1,ENSG00000213516,-0.0230758054929629
 RBMXL3,ENSG00000175718,-0.577013743361704
 RBMXL2,ENSG00000170748,0.439914575208729
 TLN2,ENSG00000171914,-0.943072214395995
 RHEBL1,ENSG00000167550,-1.0456324741608
 C2CD5,ENSG00000111731,-0.431346586741422
 CNTF,ENSG00000242689,-1.00244516513386
 ZNF221,ENSG00000159905,0.0871986968820422
 PNP,ENSG00000198805,-0.424035988706204
 PNN,ENSG00000100941,0.282298954359365
 HAMP,ENSG00000105697,-0.0496755916343013
 MR1,ENSG00000153029,0.377664912751391
 CNPY4,ENSG00000166997,-0.13150786657592
 CNPY3,ENSG00000137161,0.646085594847925
 CNPY2,ENSG00000257727,0.0993410351311174
 CNPY1,ENSG00000146910,-2.35894823224157
 COPG2,ENSG00000158623,-0.315470087472933
 SHOX2,ENSG00000168779,-2.15186134436555
 SYPL1,ENSG00000008282,0.0288681271084614
 RCOR3,ENSG00000117625,0.101523154238748
 SYPL2,ENSG00000143028,0.26656840433568
 RFX8,ENSG00000196460,-0.489403972706064
 RFX4,ENSG00000111783,-1.97124441744223
 RFX5,ENSG00000143390,-0.239723192112644
 RFX6,ENSG00000185002,1.84250554011883
 RFX7,ENSG00000181827,-0.381128112779713
 RCOR1,ENSG00000089902,-0.000978611982382028
 RFX2,ENSG00000087903,-0.384017849482895
 RFX3,ENSG00000080298,0.107730492319143
 YDJC,ENSG00000161179,0.583548333192416
 IBA57,ENSG00000181873,-0.462633348955204
 APC,ENSG00000134982,-0.949474692568093
 TMEM179B,ENSG00000185475,0.382375931201497
 KERA,ENSG00000139330,-0.809049663317664
 TIGD4,ENSG00000169989,0.112072772679106
 ZNF57,ENSG00000171970,0.1287025769247
 AC226150.4,ENSG00000255748,0.605166203906211
 TARS2,ENSG00000143374,-0.260376739870821
 OSR1,ENSG00000143867,1.03253796221119
 IGFBP3,ENSG00000146674,0.239440425437992
 IGFBP1,ENSG00000146678,-1.52865950007485
 HBE1,ENSG00000213931,0.771834850116197
