 gene    name , gene    ENS ,Adipose-Subcutaneous
 AC129492.6,ENSG00000214999,-0.691086195448077
 CRTAM,ENSG00000109943,-0.678550535058004
 CADPS2,ENSG00000081803,0.373322965724596
 RLF,ENSG00000117000,-0.125799012094903
 CRTAP,ENSG00000170275,0.702769538362684
 ADPGK,ENSG00000159322,0.316048235725642
 CPEB4,ENSG00000113742,-0.0205241717961485
 CPEB1,ENSG00000214575,-0.295633674276661
 CPEB3,ENSG00000107864,-0.519092692094093
 CPEB2,ENSG00000137449,0.0482720321036903
 SRBD1,ENSG00000068784,0.296568186304441
 ABAT,ENSG00000183044,-1.33866646194184
 POU5F1B,ENSG00000212993,1.04945117869063
 CDH22,ENSG00000149654,-2.29139784286147
 PHOX2A,ENSG00000165462,-0.196438655497859
 PHOX2B,ENSG00000109132,-0.368727261683098
 UPK2,ENSG00000110375,0.127389482761172
 CFH,ENSG00000000971,1.35035922216514
 CFI,ENSG00000205403,1.08972576390501
 ANKFY1,ENSG00000185722,-0.0109888824152311
 CFB,ENSG00000243649,0.475419558774601
 OPA3,ENSG00000125741,-0.224027793452085
 AAAS,ENSG00000094914,-0.0952595534502943
 SIDT1,ENSG00000072858,-0.346276124489971
 SIDT2,ENSG00000149577,0.196409877239181
 SAGE1,ENSG00000181433,-0.128429638988218
 RP11-89K11.1,ENSG00000259658,0.381136268389725
 AC093802.1,ENSG00000220256,-0.711322251078661
 C4orf19,ENSG00000154274,0.691522646742004
 SLC7A6OS,ENSG00000103061,0.209840025419384
 C4orf17,ENSG00000138813,-0.0435379251153781
 CDH26,ENSG00000124215,0.0760755220312647
 ETV3L,ENSG00000253831,0.637306102867363
 C15orf26,ENSG00000156206,0.113697916368462
 C15orf27,ENSG00000169758,-0.325145893540082
 ZNF117,ENSG00000152926,1.4133605684453
 ZNF114,ENSG00000178150,1.02176847467878
 ZNF112,ENSG00000062370,-0.0262508920841382
 SEZ6L,ENSG00000100095,-1.37853390196318
 ITGA8,ENSG00000077943,0.604440601062281
 ITGA9,ENSG00000144668,0.205521072863254
 PRKAR2A,ENSG00000114302,0.134275000474351
 PRKAR2B,ENSG00000005249,1.95881380453194
 S1PR5,ENSG00000180739,-0.869898156125325
 S1PR4,ENSG00000125910,1.17026767821193
 ITGA2B,ENSG00000005961,-0.44162014055228
 ATP2A3,ENSG00000074370,-0.243613685886947
 PHACTR4,ENSG00000204138,0.0785340284220637
 PHACTR1,ENSG00000112137,-0.873061503318044
 OR2K2,ENSG00000171133,-0.136456652081328
 PHACTR3,ENSG00000087495,-0.217710577757327
 KRTAP2-3,ENSG00000212724,0.247156619572474
 KRTAP2-2,ENSG00000214518,-0.0391063673578288
 KRTAP2-1,ENSG00000212725,0.14389494188292
 KRTAP2-4,ENSG00000213417,0.402313317100847
 ITGA7,ENSG00000135424,1.39074784656266
 VMP1,ENSG00000062716,-0.053095117456381
 NR1D1,ENSG00000126368,-0.337646071375912
 NR1D2,ENSG00000174738,0.0518400822931378
 OGFR,ENSG00000060491,-0.20401009480313
 PTCH2,ENSG00000117425,0.632035024068005
 PTCH1,ENSG00000185920,-0.258343984382784
 TIMM44,ENSG00000104980,-0.299572580837104
 RAD9B,ENSG00000151164,-0.229714464334234
 RAD9A,ENSG00000172613,0.0247043841976229
 ERGIC2,ENSG00000087502,-0.176620161080138
 ERGIC3,ENSG00000125991,0.0111548637883661
 ERGIC1,ENSG00000113719,0.124397196153847
 B3GAT3,ENSG00000149541,-0.341956210843668
 B3GAT2,ENSG00000112309,0.307483388616064
 B3GAT1,ENSG00000109956,-3.64175358097765
 CALM2,ENSG00000143933,-0.25776377042428
 TTC30A,ENSG00000197557,0.141306151778714
 TTC30B,ENSG00000196659,0.297830290309221
 SPG20,ENSG00000133104,0.0609502553504874
 GSDMA,ENSG00000167914,0.726263046727661
 GSDMB,ENSG00000073605,0.520591740947941
 GSDMC,ENSG00000147697,-2.4903948634725
 GSDMD,ENSG00000104518,0.478516533043617
 FBXL13,ENSG00000161040,0.718811485016831
 UPK1B,ENSG00000114638,-2.0034096306125
 DLGAP2,ENSG00000198010,-0.623900842268013
 DLGAP3,ENSG00000116544,-0.995692090265643
 DLGAP1,ENSG00000170579,-1.54465347939151
 DLGAP4,ENSG00000080845,-0.0278661864286853
 DLGAP5,ENSG00000126787,0.21339361404264
 KB-1507C5.2,ENSG00000253320,-0.0621880163165638
 OIP5,ENSG00000104147,-0.211963584696612
 FBXL19,ENSG00000099364,-0.667790201727027
 LRRFIP1,ENSG00000124831,0.459525347363262
 PTPN18,ENSG00000072135,0.444811708638992
 PTPN13,ENSG00000163629,0.238690396871371
 PTPN12,ENSG00000127947,0.493446298278204
 PTPN11,ENSG00000179295,0.1114842117536
 PTPN14,ENSG00000152104,0.34858587701161
 LYAR,ENSG00000145220,0.121345071678436
 SDK2,ENSG00000069188,-3.20996897940848
 TFIP11,ENSG00000100109,0.0305560373416504
 C2orf81,ENSG00000159239,-0.145143250288318
 C2orf80,ENSG00000188674,-1.24316183558468
 DMRTB1,ENSG00000143006,0.31778755765332
 C2orf82,ENSG00000182600,-2.49929280086955
 C2orf88,ENSG00000187699,-1.2069252284672
 CDK1,ENSG00000170312,1.10910199295724
 MZB1,ENSG00000170476,0.0977207768415021
 TRAPPC6B,ENSG00000182400,-0.0787712319659556
 HLA-DQB1,ENSG00000179344,1.46676284411287
 HLA-DQB2,ENSG00000232629,0.969119655051064
 CDK7,ENSG00000134058,-0.00130242822966225
 FOXS1,ENSG00000179772,0.311065619760637
 AC008060.7,ENSG00000218672,-0.955996089352289
 LPAR2,ENSG00000064547,0.182435551862024
 HAPLN4,ENSG00000187664,-0.347923286055466
 THSD1,ENSG00000136114,1.18285125312707
 CAMKK2,ENSG00000110931,0.0928845605400891
 CAMKK1,ENSG00000004660,-0.661750276126907
 CHST1,ENSG00000175264,-0.756830542634923
 CHMP3,ENSG00000115561,0.188292371634751
 RPL36AL,ENSG00000165502,0.0277871357255213
 CHMP7,ENSG00000147457,-0.242310066331119
 CHMP6,ENSG00000176108,-0.0468859564673775
 CHMP5,ENSG00000086065,0.0769848595969226
 OR52N4,ENSG00000181074,0.868481361751145
 OR52N2,ENSG00000180988,0.939699912846504
 LY6G6C,ENSG00000204421,-0.966235826996861
 LY6G6D,ENSG00000244355,-1.31957497832605
 LY6G6E,ENSG00000255552,-0.410156330829213
 LY6G6F,ENSG00000204424,-0.741994009307699
 HOXA10,ENSG00000253293,3.41539402453556
 GALNTL5,ENSG00000106648,-1.17847478767321
 GALNTL6,ENSG00000174473,-3.09250012182269
 SPECC1,ENSG00000128487,0.653946336524253
 BCL2A1,ENSG00000140379,1.18421637506422
 TDG,ENSG00000139372,0.0254411319845003
 HN1,ENSG00000189159,-0.807779088896665
 ENTPD5,ENSG00000187097,0.311999341107483
 TBX2,ENSG00000121068,1.02981840462467
 LRRC27,ENSG00000148814,-0.163281006610952
 LRRC26,ENSG00000184709,-1.62696984616618
 KIAA1524,ENSG00000163507,0.193623368227617
 KIAA1522,ENSG00000162522,-0.576596774260749
 MPDU1,ENSG00000129255,-0.00542708018957169
 LRRC28,ENSG00000168904,-0.045805242063217
 GCNT4,ENSG00000176928,-0.0158984636451715
 GCNT6,ENSG00000205318,-0.641995222153478
 GCNT3,ENSG00000140297,-0.634274548217883
 GCNT2,ENSG00000111846,-0.626541288778434
 TBX3,ENSG00000135111,0.825093120920366
 LPCAT2,ENSG00000087253,0.878214877898976
 LPCAT3,ENSG00000111684,0.279203605209465
 LPCAT1,ENSG00000153395,0.0279080732028445
 TAGLN,ENSG00000149591,1.06318738617317
 CCDC178,ENSG00000166960,2.96033569487678
 CCDC179,ENSG00000255359,0.00344496792072823
 CCDC170,ENSG00000120262,2.05353123166631
 CCDC171,ENSG00000164989,-0.189652143822137
 CCDC172,ENSG00000182645,-0.0962719032756382
 CCDC173,ENSG00000154479,-0.921206994463768
 CCDC174,ENSG00000154781,0.124665653104588
 CCDC175,ENSG00000151838,-0.604634171720542
 CCDC176,ENSG00000119636,0.0898504925147373
 CCDC177,ENSG00000267909,0.230064576971044
 PDK1,ENSG00000152256,-0.205515623388811
 PDK4,ENSG00000004799,1.06112492221324
 LNPEP,ENSG00000113441,0.585008957624612
 ALPI,ENSG00000163295,-0.0453797422366044
 SEC61A1,ENSG00000058262,0.0231777971509991
 SEC61A2,ENSG00000065665,-0.721708592471163
 ALPL,ENSG00000162551,0.0598799698653899
 PECR,ENSG00000115425,1.73759582739784
 SNAPC5,ENSG00000174446,-0.311481532180353
 SNAPC4,ENSG00000165684,-0.0515989246350025
 DDIT3,ENSG00000175197,-0.138087941732862
 DDIT4,ENSG00000168209,-0.132311218190626
 RIIAD1,ENSG00000178796,-1.12636072260805
 GOLGA8T,ENSG00000261247,0.351276024775601
 GOLGA8Q,ENSG00000178115,0.533093641758392
 GOLGA8S,ENSG00000261739,0.0778933427889148
 GOLGA8R,ENSG00000186399,0.44964561844417
 GOLGA8M,ENSG00000188626,1.46815409142773
 GOLGA8O,ENSG00000206127,0.0714486678987505
 GOLGA8N,ENSG00000232653,0.259172434260095
 GOLGA8H,ENSG00000261794,0.055365900386399
 GOLGA8K,ENSG00000249931,0.132655715508988
 GOLGA8J,ENSG00000179938,0.233497059535825
 GOLGA8G,ENSG00000183629,-0.768741069289241
 GOLGA8A,ENSG00000175265,-0.102308046237359
 GOLGA8B,ENSG00000215252,-0.548936265039472
 PTPMT1,ENSG00000110536,-0.000754431891650918
 FTCDNL1,ENSG00000226124,0.602475066239095
 VMO1,ENSG00000182853,0.296788925347829
 ATP5C1,ENSG00000165629,-0.0760329888702845
 ESRRG,ENSG00000196482,-2.27340906497758
 NPC2,ENSG00000119655,0.601276373611944
 NPC1,ENSG00000141458,-0.108433826372121
 C3orf58,ENSG00000181744,-0.161313183327073
 RAB3GAP2,ENSG00000118873,0.163173379307787
 BHLHA15,ENSG00000180535,-1.47402900983291
 RAB3GAP1,ENSG00000115839,-0.0337959641130905
 C3orf52,ENSG00000114529,-1.12210458879385
 C3orf55,ENSG00000174899,2.8274576888199
 C3orf56,ENSG00000214324,0.293883196992921
 DAG1,ENSG00000173402,-0.260273847074164
 ETHE1,ENSG00000105755,-0.104366996798246
 SGSM3,ENSG00000100359,-0.434236428340162
 KDM1A,ENSG00000004487,-0.072643035269216
 KDM1B,ENSG00000165097,-0.237649931269411
 SLC36A2,ENSG00000186335,-0.520408828190218
 AC012313.1,ENSG00000269855,-0.921505009334607
 FCER1G,ENSG00000158869,1.11444240467564
 BTG4,ENSG00000137707,0.110425453761573
 FCER1A,ENSG00000179639,1.52357210391028
 BTG2,ENSG00000159388,0.0889476852027324
 SOSTDC1,ENSG00000171243,-2.16682970660386
 SRD5A3,ENSG00000128039,0.462710051134529
 SRD5A1,ENSG00000145545,-0.394824431709389
 ZFP14,ENSG00000142065,0.129371741972567
 ESRRB,ENSG00000119715,-0.00327517916697565
 SEC11C,ENSG00000166562,-0.767213968684579
 GGA1,ENSG00000100083,-0.407343998973606
 GGA3,ENSG00000125447,-0.100905384076899
 GGA2,ENSG00000103365,-0.0855941400127497
 FHOD1,ENSG00000135723,0.69963321186029
 FHOD3,ENSG00000134775,-1.5845860145734
 C21orf59,ENSG00000159079,-0.275236704810814
 C4orf6,ENSG00000082929,0.367266242790633
 GJC2,ENSG00000198835,-0.303587002122546
 C4orf3,ENSG00000164096,0.0914497835306041
 GJC1,ENSG00000182963,0.935102787356285
 PSMB9,ENSG00000240065,0.857241140089045
 PSMB8,ENSG00000204264,0.850723141075854
 PSMB7,ENSG00000136930,-0.121981420403239
 PSMB6,ENSG00000142507,-0.140243321113628
 PSMB5,ENSG00000100804,-0.10447744649809
 PSMB4,ENSG00000159377,0.159611165858261
 PSMB2,ENSG00000126067,-0.00281439698955443
 LMBR1L,ENSG00000139636,0.0863821382676371
 LTN1,ENSG00000198862,0.195574615105268
 TRIML2,ENSG00000179046,0.639052675840889
 C9orf141,ENSG00000198454,-0.693457482471076
 C9orf142,ENSG00000148362,-0.656804035856549
 TRIML1,ENSG00000184108,0.472222092437716
 NACC2,ENSG00000148411,-0.434801179561732
 VPS13D,ENSG00000048707,-0.15314446061431
 NACC1,ENSG00000160877,-0.733508493769263
 VPS13A,ENSG00000197969,-0.108444563571327
 SH3KBP1,ENSG00000147010,0.751075689175533
 VPS13B,ENSG00000132549,0.21952985016568
 BEX5,ENSG00000184515,-1.21615370783937
 BEX4,ENSG00000102409,-0.976963782547291
 BEX2,ENSG00000133134,-3.35995306312533
 BEX1,ENSG00000133169,-2.29933147818658
 TSR2,ENSG00000158526,-0.290869687876158
 TMEM160,ENSG00000130748,-0.408225940917286
 TMEM163,ENSG00000152128,0.344822552576548
 TMEM165,ENSG00000134851,0.335749487423702
 TMEM164,ENSG00000157600,0.258430897106322
 TMEM169,ENSG00000163449,0.473126909089888
 TMEM168,ENSG00000146802,0.216796188538135
 EVI2B,ENSG00000185862,0.718651793766575
 FOXN1,ENSG00000109101,-0.797156877191646
 FOXN2,ENSG00000170802,0.900313915313608
 FOXN3,ENSG00000053254,0.377404931155313
 NICN1,ENSG00000145029,-0.221087521930961
 COL14A1,ENSG00000187955,1.08486799337408
 TAP1,ENSG00000168394,0.344320218755102
 TAP2,ENSG00000204267,0.588016295126839
 SNAP91,ENSG00000065609,-2.59603573604302
 C11orf35,ENSG00000185522,-0.305295306804113
 C11orf34,ENSG00000188771,0.539022618473835
 C11orf31,ENSG00000211450,-0.148588145806703
 C11orf30,ENSG00000158636,0.014564935873705
 AC140481.2,ENSG00000183292,-0.227914185446125
 MACROD2,ENSG00000172264,-0.766221836087856
 MACROD1,ENSG00000133315,-0.471969947220571
 SEP15,ENSG00000183291,0.140136925530528
 KRR1,ENSG00000111615,0.147198508329382
 FAM64A,ENSG00000129195,0.234691055991485
 FBXO18,ENSG00000134452,0.0264306017639411
 HIST2H3PS2,ENSG00000203818,-0.015221186142068
 C8orf49,ENSG00000255394,-1.03453255873477
 C8orf48,ENSG00000164743,0.90204082034465
 C8orf47,ENSG00000177459,-2.41191341061998
 C8orf46,ENSG00000169085,-0.853163224273136
 C8orf44,ENSG00000213865,-0.00875267660340555
 TP53I3,ENSG00000115129,0.582087643316473
 MB,ENSG00000198125,-1.21813681142943
 SLC18A3,ENSG00000187714,-0.711369902344261
 SLC18A2,ENSG00000165646,0.5113874589187
 SLC18A1,ENSG00000036565,0.0813100591082001
 RALBP1,ENSG00000017797,-0.0639378969657325
 ZNF831,ENSG00000124203,0.12885872215846
 ZNF830,ENSG00000198783,-0.0156191216480036
 ZNF835,ENSG00000127903,0.00868213506883963
 ZNF837,ENSG00000152475,0.101721846103174
 ZNF836,ENSG00000196267,0.340888112698636
 ZNF839,ENSG00000022976,-0.155528261795848
 LRIF1,ENSG00000121931,0.0509513436930605
 PHAX,ENSG00000164902,0.042919766896256
 ZNF573,ENSG00000189144,-0.00381640201411678
 TSPY8,ENSG00000229549,0.0575527054347341
 SBSPON,ENSG00000164764,-0.146028447544854
 ZPBP,ENSG00000042813,-1.18103298406449
 TSPY1,ENSG00000258992,-0.0556545836575646
 BEGAIN,ENSG00000183092,-2.50318276078555
 SLC17A8,ENSG00000179520,-0.611791172251458
 RAB33B,ENSG00000172007,0.316740818697975
 SLC17A4,ENSG00000146039,0.86357146180211
 SLC17A5,ENSG00000119899,0.354969683927987
 SLC17A6,ENSG00000091664,-0.96620208910079
 SLC17A7,ENSG00000104888,0.718392730010613
 SLC17A1,ENSG00000124568,-0.507715411934568
 SLC17A2,ENSG00000112337,-0.409353465804439
 SLC17A3,ENSG00000124564,-0.164749824305923
 C16orf59,ENSG00000162062,-0.283686625701716
 SETDB2,ENSG00000136169,0.120199761938856
 C16orf52,ENSG00000185716,-0.0364061635693626
 AP5B1,ENSG00000254470,0.0076228246980359
 CHMP4A,ENSG00000254505,0.0433093952054539
 CHMP4B,ENSG00000101421,-0.148424909416814
 CHMP4C,ENSG00000164695,-0.429497687711683
 COBLL1,ENSG00000082438,1.2973469094142
 RAB7L1,ENSG00000117280,0.564603315579295
 TMEM255B,ENSG00000184497,1.14968180972141
 TMEM255A,ENSG00000125355,-0.73736844432127
 ST5,ENSG00000166444,0.113400226812278
 ST7,ENSG00000004866,-0.00934516168210054
 ZNF304,ENSG00000131845,0.224156581626056
 STH,ENSG00000256762,-0.272054665710557
 ZNF302,ENSG00000089335,-0.239835120698561
 ZNF300,ENSG00000145908,0.186071886802274
 STS,ENSG00000101846,0.918220665419821
 HOXB13,ENSG00000159184,4.57457131058917
 IFT81,ENSG00000122970,-0.153384497324893
 FBXO17,ENSG00000269190,0.603881096151213
 TOMM34,ENSG00000025772,-0.473985395300728
 PPP3CA,ENSG00000138814,0.187386418231291
 PPP3CB,ENSG00000107758,-0.102042631033648
 PPP3CC,ENSG00000120910,0.335265354249142
 LIF,ENSG00000128342,-0.000509296950432452
 GPATCH8,ENSG00000186566,0.142493629293523
 IFT88,ENSG00000032742,-0.2253263942132
 RPL18,ENSG00000063177,-0.0459616543976318
 ADRA2A,ENSG00000150594,2.94678272832298
 ADRA2C,ENSG00000184160,1.011142304586
 TEX26,ENSG00000175664,1.07110283017525
 TEX22,ENSG00000226174,0.0856027360550979
 TEX29,ENSG00000153495,-0.5234149987552
 SYT8,ENSG00000149043,-2.53435056818707
 SYT9,ENSG00000170743,-2.43674997479705
 MTCH2,ENSG00000109919,0.0636036144239994
 MTCH1,ENSG00000137409,-0.335923788374152
 SYT1,ENSG00000067715,-1.08019546736357
 SYT2,ENSG00000143858,-0.801098124038594
 SYT3,ENSG00000213023,-2.82014823186663
 SYT4,ENSG00000132872,-2.84019306919986
 SYT5,ENSG00000129990,-2.54756774699999
 SYT6,ENSG00000134207,-1.19557267125137
 SYT7,ENSG00000011347,-0.0700961992274374
 FUBP1,ENSG00000162613,0.0577060601923807
 SCHIP1,ENSG00000151967,-0.734689787478359
 MARCO,ENSG00000019169,2.30134324035651
 SAP30,ENSG00000164105,-0.366750897795212
 NBL1,ENSG00000158747,0.1193801528151
 DRC1,ENSG00000157856,-1.28682689542079
 C1orf53,ENSG00000203724,0.547777044372923
 C1orf52,ENSG00000162642,-0.0329067343357677
 C1orf51,ENSG00000159208,-1.01200755427287
 C1orf50,ENSG00000164008,-0.188819394342302
 C1orf56,ENSG00000143443,-0.283182748833807
 C1orf54,ENSG00000118292,0.381326357246314
 MARC1,ENSG00000186205,1.69724196114558
 MARC2,ENSG00000117791,0.352382060150266
 ATG4B,ENSG00000168397,-0.350829926657179
 CSRP2BP,ENSG00000149474,-0.219118304005656
 SMPD4,ENSG00000136699,-0.171289863577736
 SMPD1,ENSG00000166311,-0.383546495720987
 SMPD3,ENSG00000103056,-1.37397683801472
 SMPD2,ENSG00000135587,-0.35188341755291
 BRIP1,ENSG00000136492,0.714232210063394
 PDE11A,ENSG00000128655,1.85293064577455
 TTC28,ENSG00000100154,0.557470682600744
 TTC29,ENSG00000137473,0.560047381856632
 TTC24,ENSG00000187862,0.119059296289677
 TTC25,ENSG00000204815,-0.327069812363099
 TTC26,ENSG00000105948,0.0245441982618295
 TTC27,ENSG00000018699,0.267233396226184
 PATL2,ENSG00000229474,0.593527696187928
 TTC22,ENSG00000006555,-2.64525425842312
 PATL1,ENSG00000166889,0.151187589638485
 ENO1,ENSG00000074800,-0.0294766918710467
 NPY2R,ENSG00000185149,0.418167797856237
 ENO3,ENSG00000108515,-0.796300235590897
 ENO4,ENSG00000188316,-0.341137427121819
 RP11-171N4.2,ENSG00000251283,-0.0357458145851145
 OBSCN,ENSG00000154358,-1.52003403479858
 SRRD,ENSG00000100104,-0.211700357059336
 MCL1,ENSG00000143384,-0.0104004684909948
 SORBS1,ENSG00000095637,0.440742823299584
 SORBS3,ENSG00000120896,0.690593483130062
 SORBS2,ENSG00000154556,0.297012541138176
 ODC1,ENSG00000115758,-0.676178581862344
 IL18RAP,ENSG00000115607,0.454807114310855
 EOMES,ENSG00000163508,-0.31899221990408
 CGB1,ENSG00000267631,0.168456951449338
 CGB2,ENSG00000104818,-0.0125987682861884
 CFP,ENSG00000126759,1.1164660628913
 FKBP14,ENSG00000106080,0.0207459484294552
 FKBP15,ENSG00000119321,0.130959470942576
 UBE2J1,ENSG00000198833,0.215187190665123
 UBE2J2,ENSG00000160087,-0.107779729414024
 FKBP11,ENSG00000134285,-0.134484831761227
 FBXO10,ENSG00000147912,-0.307256957299343
 FBXO11,ENSG00000138081,0.180002132953312
 FBXO16,ENSG00000214050,-1.95148021066705
 FBXO15,ENSG00000141665,-0.718634348591562
 SFTA3,ENSG00000229415,-0.890726991311034
 SFTA2,ENSG00000196260,0.0424766477207338
 CNGB1,ENSG00000070729,-1.15702187068373
 CNGB3,ENSG00000170289,-0.514491315872962
 PLA2G6,ENSG00000184381,0.311063292215502
 PLA2G7,ENSG00000146070,1.39379320250587
 PLA2G5,ENSG00000127472,0.0597800111842648
 PLA2G3,ENSG00000100078,-1.41991559767571
 GDPGP1,ENSG00000183208,-0.341069603147003
 CCDC77,ENSG00000120647,0.178555852774514
 KRTAP1-3,ENSG00000221880,-0.0359152785481732
 CCDC73,ENSG00000186714,-1.52789057464874
 CCDC70,ENSG00000123171,0.263513965945579
 CCDC71,ENSG00000177352,0.308467999144596
 CCDC78,ENSG00000162004,-1.13207372893533
 CCDC79,ENSG00000249961,0.576298600374979
 HIST3H2BB,ENSG00000196890,-1.76676564446242
 GHITM,ENSG00000165678,-0.167793317934564
 FKBP1B,ENSG00000119782,-0.413688379441681
 FKBP1C,ENSG00000198225,0.288956120996879
 FKBP1A,ENSG00000088832,0.49656162558437
 MAP10,ENSG00000212916,0.514825943597691
 LGALS9B,ENSG00000170298,-0.109499573825827
 UNC50,ENSG00000115446,0.118846566364415
 NKAIN3,ENSG00000185942,-2.24603883452023
 NKAIN2,ENSG00000188580,-0.920284201665205
 NKAIN1,ENSG00000084628,-1.11570269112231
 MAP1A,ENSG00000166963,0.2835000414141
 MAP1B,ENSG00000131711,0.25410540307582
 IGSF9B,ENSG00000080854,-1.19005853264294
 UNC5B,ENSG00000107731,-0.91868701587629
 UNC5C,ENSG00000182168,-1.5625198105374
 VGF,ENSG00000128564,-1.18346276078188
 UNC5A,ENSG00000113763,-0.499268080773516
 UNC5D,ENSG00000156687,-2.27838701386577
 RP11-796G6.2,ENSG00000258512,-0.228790133883432
 MAP1S,ENSG00000130479,-0.174840162311012
 CCP110,ENSG00000103540,-0.260177622351221
 RPL18A,ENSG00000105640,0.142408530739972
 CEND1,ENSG00000184524,-2.19275989583508
 CLEC18B,ENSG00000140839,-1.53713686032657
 SDR42E2,ENSG00000183921,-0.747278937754903
 SDR42E1,ENSG00000184860,0.539853048930469
 ALOX12B,ENSG00000179477,-1.81085083013541
 EPB41L1,ENSG00000088367,0.578636886207216
 PPCDC,ENSG00000138621,0.146863845555475
 EPB41L3,ENSG00000082397,0.54590675904734
 EPB41L2,ENSG00000079819,0.542023098693058
 EPB41L5,ENSG00000115109,-0.346424738433469
 ACSS3,ENSG00000111058,0.854433396475049
 ACSS2,ENSG00000131069,0.942302316499665
 ACSS1,ENSG00000154930,-1.03524049526599
 KIDINS220,ENSG00000134313,0.0489343371017339
 RUNDC3A,ENSG00000108309,-3.26301784330235
 DFNA5,ENSG00000105928,-0.223223633069123
 MAGEH1,ENSG00000187601,-0.0914935474365473
 WNT3,ENSG00000108379,-0.811171668366204
 WNT2,ENSG00000105989,1.43373970616687
 WNT1,ENSG00000125084,-0.958046464339123
 LRRN4,ENSG00000125872,-1.91926359675705
 AGXT,ENSG00000172482,0.641216818981962
 LRRN2,ENSG00000170382,-2.01198367150764
 LRRN1,ENSG00000175928,-4.48064088578593
 WNT4,ENSG00000162552,-0.18952276140489
 CCM2L,ENSG00000101331,1.40260087828017
 AAGAB,ENSG00000103591,-0.148411836575588
 RNF175,ENSG00000145428,-0.940199975868092
 RNF170,ENSG00000120925,0.00600951188533704
 FGGY,ENSG00000172456,-0.64943081177535
 PCNA,ENSG00000132646,0.173758578461096
 ZBTB7A,ENSG00000178951,-0.146371885309962
 ZBTB7C,ENSG00000184828,-0.325552967353129
 ZBTB7B,ENSG00000160685,0.143058497007872
 PCNP,ENSG00000081154,0.0314124872019003
 PCNT,ENSG00000160299,-0.323125616634087
 PCNX,ENSG00000100731,0.187300258855311
 UTY,ENSG00000183878,0.0665127056450219
 PACRG,ENSG00000112530,-2.15659536389278
 TOP3A,ENSG00000177302,-0.0463829211042253
 DNPH1,ENSG00000112667,-0.252772541848519
 TOP3B,ENSG00000100038,0.00672970612090751
 UFD1L,ENSG00000070010,0.17177593606747
 ILF3,ENSG00000129351,-0.119652880575465
 ILF2,ENSG00000143621,-0.0123203324584224
 BOK,ENSG00000176720,1.315671324131
 BOC,ENSG00000144857,0.650567365349864
 DENND2C,ENSG00000175984,-0.126144890942664
 DENND2A,ENSG00000146966,0.180326595515224
 DENND2D,ENSG00000162777,0.883047584728992
 GAGE1,ENSG00000205777,0.175290558946776
 PPT1,ENSG00000131238,-0.152500310434077
 PPT2,ENSG00000221988,0.0398522866821904
 INPP4B,ENSG00000109452,1.27785866239162
 INPP4A,ENSG00000040933,-0.127231269656103
 IGSF1,ENSG00000147255,-1.74757311415323
 SAFB,ENSG00000160633,-0.183269144428007
 TRNP1,ENSG00000253368,-0.408858320474861
 DEFB123,ENSG00000180424,0.0143039634246179
 PPP1R26,ENSG00000196422,-0.322747274970256
 PPP1R27,ENSG00000182676,-0.719470608124889
 PPP1R21,ENSG00000162869,0.0612296181142765
 NGLY1,ENSG00000151092,-0.0383060782878104
 LMX1A,ENSG00000162761,2.67021537088956
 ZCCHC24,ENSG00000165424,0.442023270049778
 LMX1B,ENSG00000136944,1.52075757101309
 MRGPRF,ENSG00000172935,1.51295083241622
