 gene    name , gene    ENS ,Thyroid
 ADPGK,ENSG00000159322,0.333262444377626
 CPEB4,ENSG00000113742,0.0176594820948829
 CPEB1,ENSG00000214575,-1.06500403479815
 CPEB3,ENSG00000107864,-0.300791429032522
 CPEB2,ENSG00000137449,-0.909264489188609
 SRBD1,ENSG00000068784,0.110172088532156
 ABAT,ENSG00000183044,0.856779973126786
 POU5F1B,ENSG00000212993,1.88469960245053
 CDH22,ENSG00000149654,-1.3210442319618
 PHOX2A,ENSG00000165462,0.0421383953407231
 PHOX2B,ENSG00000109132,-0.551067314466478
 UPK2,ENSG00000110375,-2.14337834848496
 CFH,ENSG00000000971,1.61650288349486
 CFI,ENSG00000205403,1.00187026605953
 ANKFY1,ENSG00000185722,-0.199712276019724
 CFB,ENSG00000243649,0.1243239557316
 OPA3,ENSG00000125741,-0.26664827657501
 AAAS,ENSG00000094914,0.227462309767554
 SIDT1,ENSG00000072858,-1.33302043104774
 SIDT2,ENSG00000149577,0.0606767403406087
 SAGE1,ENSG00000181433,-0.899284733511714
 RP11-89K11.1,ENSG00000259658,1.73404899095734
 AC093802.1,ENSG00000220256,-1.2037596227654
 C4orf19,ENSG00000154274,0.101310153078922
 SLC7A6OS,ENSG00000103061,-0.162270043284525
 C4orf17,ENSG00000138813,-0.401263144201718
 CDH26,ENSG00000124215,-0.722473047590531
 ETV3L,ENSG00000253831,-0.855779198493903
 C15orf26,ENSG00000156206,0.0522724875484715
 C15orf27,ENSG00000169758,-1.47813442926982
 ZNF117,ENSG00000152926,0.103320148279981
 ZNF114,ENSG00000178150,3.67458545579451
 ZNF112,ENSG00000062370,0.525480900378216
 SEZ6L,ENSG00000100095,-2.48396574700623
 ITGA8,ENSG00000077943,1.00902112513053
 ITGA9,ENSG00000144668,2.3065122523012
 PRKAR2A,ENSG00000114302,-0.346348666036504
 PRKAR2B,ENSG00000005249,-1.76817747644649
 S1PR5,ENSG00000180739,-1.62289009975322
 S1PR4,ENSG00000125910,1.32049487375908
 ITGA2B,ENSG00000005961,2.27442691515221
 ATP2A3,ENSG00000074370,0.881567502208551
 PHACTR4,ENSG00000204138,0.221562133648243
 PHACTR1,ENSG00000112137,-1.90646844157226
 OR2K2,ENSG00000171133,-0.884738564340811
 PHACTR3,ENSG00000087495,-4.26833450577464
 KRTAP2-3,ENSG00000212724,0.0306288606515235
 KRTAP2-2,ENSG00000214518,-0.259209304277352
 KRTAP2-1,ENSG00000212725,0.0174564310083883
 KRTAP2-4,ENSG00000213417,-0.0863337478515348
 ITGA7,ENSG00000135424,-0.451734129106596
 VMP1,ENSG00000062716,-0.206002998571585
 NR1D1,ENSG00000126368,-0.844611633649854
 NR1D2,ENSG00000174738,-0.0302694037534966
 OGFR,ENSG00000060491,0.318312581231191
 PTCH2,ENSG00000117425,0.811368763683293
 PTCH1,ENSG00000185920,0.253395241697068
 TIMM44,ENSG00000104980,-0.174746245131715
 RAD9B,ENSG00000151164,-0.703588881708222
 RAD9A,ENSG00000172613,0.649172456896664
 ERGIC2,ENSG00000087502,-0.38377662492616
 ERGIC3,ENSG00000125991,0.530926057821448
 ERGIC1,ENSG00000113719,0.183337850676038
 B3GAT3,ENSG00000149541,-0.240223119001198
 B3GAT2,ENSG00000112309,-0.689543777126644
 B3GAT1,ENSG00000109956,0.706270206378816
 CALM2,ENSG00000143933,-0.718372858537872
 TTC30A,ENSG00000197557,0.543838396417498
 TTC30B,ENSG00000196659,0.922304342008461
 SPG20,ENSG00000133104,-0.242563611304616
 GSDMA,ENSG00000167914,-0.826535509216158
 GSDMB,ENSG00000073605,0.670139201173725
 GSDMC,ENSG00000147697,0.0497942187797651
 GSDMD,ENSG00000104518,1.15705686818002
 FBXL13,ENSG00000161040,0.238217746469914
 UPK1B,ENSG00000114638,-2.07740516798203
 DLGAP2,ENSG00000198010,1.80364969372385
 DLGAP3,ENSG00000116544,-0.361978162425534
 DLGAP1,ENSG00000170579,-1.55691713547767
 DLGAP4,ENSG00000080845,-0.522554353507617
 DLGAP5,ENSG00000126787,0.326325908642596
 KB-1507C5.2,ENSG00000253320,0.867270589384963
 OIP5,ENSG00000104147,-1.11125632480132
 FBXL19,ENSG00000099364,-0.141923174359019
 LRRFIP1,ENSG00000124831,-0.0421113808507028
 PTPN18,ENSG00000072135,0.14661428894543
 PTPN13,ENSG00000163629,0.981501830457975
 PTPN12,ENSG00000127947,-0.0648895701720818
 PTPN11,ENSG00000179295,-0.577055424633248
 PTPN14,ENSG00000152104,0.167510161632483
 LYAR,ENSG00000145220,-0.633848374335516
 SDK2,ENSG00000069188,0.255725840838364
 TFIP11,ENSG00000100109,-0.038253018800895
 C2orf81,ENSG00000159239,0.236725989225451
 C2orf80,ENSG00000188674,-2.7913059730934
 DMRTB1,ENSG00000143006,3.45615118420657
 C2orf82,ENSG00000182600,-1.72822374759207
 C2orf88,ENSG00000187699,-0.914031455824737
 CDK1,ENSG00000170312,0.360128827403315
 MZB1,ENSG00000170476,2.38680964830653
 TRAPPC6B,ENSG00000182400,-0.227989691916808
 HLA-DQB1,ENSG00000179344,0.830129990333683
 HLA-DQB2,ENSG00000232629,1.06949398383637
 CDK7,ENSG00000134058,-0.150006100880254
 FOXS1,ENSG00000179772,0.567713877433137
 AC008060.7,ENSG00000218672,-1.82847575425816
 LPAR2,ENSG00000064547,1.26799828754042
 HAPLN4,ENSG00000187664,-2.89159616889916
 THSD1,ENSG00000136114,0.244913224880357
 CAMKK2,ENSG00000110931,-0.808455660308055
 CAMKK1,ENSG00000004660,-0.353719651870694
 CHST1,ENSG00000175264,2.87013767688844
 CHMP3,ENSG00000115561,-0.255647246188292
 RPL36AL,ENSG00000165502,-0.371631731714504
 CHMP7,ENSG00000147457,-0.44516734882722
 CHMP6,ENSG00000176108,-0.192595901611638
 CHMP5,ENSG00000086065,-0.226157050813929
 OR52N4,ENSG00000181074,0.443035069458096
 OR52N2,ENSG00000180988,-0.639982845141528
 LY6G6C,ENSG00000204421,-0.173201692968354
 LY6G6D,ENSG00000244355,0.55839761481277
 LY6G6E,ENSG00000255552,3.18638683631167
 LY6G6F,ENSG00000204424,3.08406964528517
 HOXA10,ENSG00000253293,-2.79563304207609
 GALNTL5,ENSG00000106648,-1.39093739786639
 GALNTL6,ENSG00000174473,-0.856588085934406
 SPECC1,ENSG00000128487,-0.858799972345847
 BCL2A1,ENSG00000140379,0.670589025703601
 TDG,ENSG00000139372,0.0127928846188494
 HN1,ENSG00000189159,-1.41904668867639
 ENTPD5,ENSG00000187097,-0.301426753030674
 TBX2,ENSG00000121068,1.0475738454816
 LRRC27,ENSG00000148814,0.535252765403238
 LRRC26,ENSG00000184709,-3.00918703615775
 KIAA1524,ENSG00000163507,-0.283578007429448
 KIAA1522,ENSG00000162522,2.10905831617502
 MPDU1,ENSG00000129255,0.280642531133992
 LRRC28,ENSG00000168904,-0.562902028242859
 GCNT4,ENSG00000176928,-0.378048818428281
 GCNT6,ENSG00000205318,-0.369676903623356
 GCNT3,ENSG00000140297,3.00123177326454
 GCNT2,ENSG00000111846,-0.00206800469294106
 TBX3,ENSG00000135111,2.92156660141295
 LPCAT2,ENSG00000087253,2.36441410584292
 LPCAT3,ENSG00000111684,0.386444442681708
 LPCAT1,ENSG00000153395,-0.602575783539711
 TAGLN,ENSG00000149591,-0.179808725020723
 CCDC178,ENSG00000166960,1.08641049360468
 CCDC179,ENSG00000255359,-0.455170282710419
 CCDC170,ENSG00000120262,2.42907142384071
 CCDC171,ENSG00000164989,0.300490847213399
 CCDC172,ENSG00000182645,-0.651254738748535
 CCDC173,ENSG00000154479,1.75340578507391
 CCDC174,ENSG00000154781,0.0851304402807199
 CCDC175,ENSG00000151838,-0.0357919895674863
 CCDC176,ENSG00000119636,1.11690793643541
 CCDC177,ENSG00000267909,-0.0541297851518973
 PDK1,ENSG00000152256,-0.744090181221405
 PDK4,ENSG00000004799,-0.0480800095845013
 LNPEP,ENSG00000113441,-0.534173632781706
 ALPI,ENSG00000163295,0.160079299577457
 SEC61A1,ENSG00000058262,0.0884532141972286
 SEC61A2,ENSG00000065665,-0.641841130547396
 ALPL,ENSG00000162551,0.300833179441659
 PECR,ENSG00000115425,0.490806950509737
 SNAPC5,ENSG00000174446,-0.312027261273599
 SNAPC4,ENSG00000165684,0.299244441133106
 DDIT3,ENSG00000175197,0.412473327089126
 DDIT4,ENSG00000168209,-0.806471624477255
 RIIAD1,ENSG00000178796,-1.60985371086488
 GOLGA8T,ENSG00000261247,1.56234516912793
 GOLGA8Q,ENSG00000178115,2.43805681384733
 GOLGA8S,ENSG00000261739,1.12656962296586
 GOLGA8R,ENSG00000186399,1.54611630792113
 GOLGA8M,ENSG00000188626,4.06837550083149
 GOLGA8O,ENSG00000206127,1.53062343030057
 GOLGA8N,ENSG00000232653,1.46999066384897
 GOLGA8H,ENSG00000261794,1.48641108534947
 GOLGA8K,ENSG00000249931,1.66485637918943
 GOLGA8J,ENSG00000179938,1.95342670208006
 GOLGA8G,ENSG00000183629,0.69038435540819
 GOLGA8A,ENSG00000175265,1.72356936475359
 GOLGA8B,ENSG00000215252,2.48494094579762
 PTPMT1,ENSG00000110536,-0.250000895439388
 FTCDNL1,ENSG00000226124,1.68023707641298
 VMO1,ENSG00000182853,-0.923373100561455
 ATP5C1,ENSG00000165629,-0.513486453010073
 ESRRG,ENSG00000196482,2.07069314973218
 NPC2,ENSG00000119655,1.2082476000422
 NPC1,ENSG00000141458,-0.75807398563549
 C3orf58,ENSG00000181744,-0.576236507920582
 RAB3GAP2,ENSG00000118873,-0.113924332113864
 BHLHA15,ENSG00000180535,0.666151864446679
 RAB3GAP1,ENSG00000115839,-0.39595700059657
 C3orf52,ENSG00000114529,3.55247893715629
 C3orf55,ENSG00000174899,2.69526567059462
 C3orf56,ENSG00000214324,-0.451525500476756
 DAG1,ENSG00000173402,-0.538436047135354
 ETHE1,ENSG00000105755,-0.293172513807761
 SGSM3,ENSG00000100359,0.546220831373297
 KDM1A,ENSG00000004487,-0.170096730374371
 KDM1B,ENSG00000165097,1.15723464249882
 SLC36A2,ENSG00000186335,-1.6923982203261
 AC012313.1,ENSG00000269855,-0.788606014552772
 FCER1G,ENSG00000158869,-0.876521047155139
 BTG4,ENSG00000137707,-0.604096463711628
 FCER1A,ENSG00000179639,-0.0894909920641224
 BTG2,ENSG00000159388,-0.0706194993341091
 SOSTDC1,ENSG00000171243,0.736129727127018
 SRD5A3,ENSG00000128039,-0.472927957695918
 SRD5A1,ENSG00000145545,-1.37908708855585
 ZFP14,ENSG00000142065,0.303583301782575
 ESRRB,ENSG00000119715,-0.72645565948652
 SEC11C,ENSG00000166562,0.386810442507915
 GGA1,ENSG00000100083,0.420365654153526
 GGA3,ENSG00000125447,0.0260755104636685
 GGA2,ENSG00000103365,1.05847826275652
 FHOD1,ENSG00000135723,0.778559569138572
 FHOD3,ENSG00000134775,-1.24111783475417
 C21orf59,ENSG00000159079,0.17910796966654
 C4orf6,ENSG00000082929,0.762210208954841
 GJC2,ENSG00000198835,-0.495688133319555
 C4orf3,ENSG00000164096,-0.383215302386872
 GJC1,ENSG00000182963,0.437396531340545
 PSMB9,ENSG00000240065,0.397612106310472
 PSMB8,ENSG00000204264,0.436547189007744
 PSMB7,ENSG00000136930,-0.760509278461486
 PSMB6,ENSG00000142507,-0.651190354903694
 PSMB5,ENSG00000100804,-0.653274332699731
 PSMB4,ENSG00000159377,-0.414644792021194
 PSMB2,ENSG00000126067,-0.639853708139503
 LMBR1L,ENSG00000139636,0.273098275812783
 LTN1,ENSG00000198862,-0.160633819169355
 TRIML2,ENSG00000179046,-1.85296027689903
 C9orf141,ENSG00000198454,-0.720901143051421
 C9orf142,ENSG00000148362,0.291095840305519
 TRIML1,ENSG00000184108,-0.455577329002189
 NACC2,ENSG00000148411,-1.30117340129973
 VPS13D,ENSG00000048707,0.199463295118082
 NACC1,ENSG00000160877,-0.352768285569043
 VPS13A,ENSG00000197969,-0.0845446943605276
 SH3KBP1,ENSG00000147010,0.05961706166691
 VPS13B,ENSG00000132549,-0.202133223444304
 BEX5,ENSG00000184515,1.66770972189112
 BEX4,ENSG00000102409,0.74728027946481
 BEX2,ENSG00000133134,2.31351047473674
 BEX1,ENSG00000133169,1.43253226134717
 TSR2,ENSG00000158526,-0.209123643078898
 TMEM160,ENSG00000130748,-0.214967118071663
 TMEM163,ENSG00000152128,-0.391030124360125
 TMEM165,ENSG00000134851,0.0528291315105428
 TMEM164,ENSG00000157600,0.457526024668788
 TMEM169,ENSG00000163449,0.486729520882676
 TMEM168,ENSG00000146802,0.0279186170401682
 EVI2B,ENSG00000185862,0.0402854054559829
 FOXN1,ENSG00000109101,2.35160853641874
 FOXN2,ENSG00000170802,-0.407755910664915
 FOXN3,ENSG00000053254,-1.03172638683508
 NICN1,ENSG00000145029,0.386231474495668
 COL14A1,ENSG00000187955,1.57291991553837
 TAP1,ENSG00000168394,0.0398617751246861
 TAP2,ENSG00000204267,0.0964208413331049
 SNAP91,ENSG00000065609,-1.88053205109574
 C11orf35,ENSG00000185522,2.44968011180345
 C11orf34,ENSG00000188771,0.326773855561713
 C11orf31,ENSG00000211450,0.164564601767354
 C11orf30,ENSG00000158636,-0.0821795905203224
 AC140481.2,ENSG00000183292,-0.467130970996266
 MACROD2,ENSG00000172264,-1.08782255944169
 MACROD1,ENSG00000133315,1.04826519659463
 SEP15,ENSG00000183291,0.405154575076982
 KRR1,ENSG00000111615,0.0821371802542829
 FAM64A,ENSG00000129195,-0.361747611083398
 FBXO18,ENSG00000134452,-0.0678847960230103
 HIST2H3PS2,ENSG00000203818,-0.867648450300663
 C8orf49,ENSG00000255394,-1.14451170617427
 C8orf48,ENSG00000164743,1.36407892413317
 C8orf47,ENSG00000177459,-0.599999240882783
 C8orf46,ENSG00000169085,-1.27203396780831
 C8orf44,ENSG00000213865,0.566318943906549
 TP53I3,ENSG00000115129,0.839689162092399
 MB,ENSG00000198125,-0.650267624690175
 SLC18A3,ENSG00000187714,-2.05833269639908
 SLC18A2,ENSG00000165646,-1.37907181667076
 SLC18A1,ENSG00000036565,-0.326208310743885
 RALBP1,ENSG00000017797,-0.570917583040016
 ZNF831,ENSG00000124203,1.29423022374185
 ZNF830,ENSG00000198783,0.171710843137913
 ZNF835,ENSG00000127903,-0.391920666908527
 ZNF837,ENSG00000152475,1.54155720238873
 ZNF836,ENSG00000196267,-0.0147320643724578
 ZNF839,ENSG00000022976,0.213540352030464
 LRIF1,ENSG00000121931,-0.443014838445275
 PHAX,ENSG00000164902,-0.704672582328435
 ZNF573,ENSG00000189144,0.0819072796866421
 TSPY8,ENSG00000229549,-0.278774492929663
 SBSPON,ENSG00000164764,-0.131968248192531
 ZPBP,ENSG00000042813,1.9735453323671
 TSPY1,ENSG00000258992,-0.25100898802121
 BEGAIN,ENSG00000183092,-1.05756692890407
 SLC17A8,ENSG00000179520,-2.40373501343716
 RAB33B,ENSG00000172007,-0.629250277377343
 SLC17A4,ENSG00000146039,-0.746728087767249
 SLC17A5,ENSG00000119899,1.0255801722725
 SLC17A6,ENSG00000091664,-2.29193064795076
 SLC17A7,ENSG00000104888,0.173061468784853
 SLC17A1,ENSG00000124568,-0.739973457031015
 SLC17A2,ENSG00000112337,-0.607530944325114
 SLC17A3,ENSG00000124564,-0.717522589826703
 C16orf59,ENSG00000162062,-0.348021182457565
 SETDB2,ENSG00000136169,0.480136669955034
 C16orf52,ENSG00000185716,-0.382815294793098
 AP5B1,ENSG00000254470,-0.475638920986467
 CHMP4A,ENSG00000254505,-0.279007547611937
 CHMP4B,ENSG00000101421,-0.359201198829378
 CHMP4C,ENSG00000164695,2.71992085989507
 COBLL1,ENSG00000082438,-0.0851441072327842
 RAB7L1,ENSG00000117280,0.886459407088109
 TMEM255B,ENSG00000184497,1.75522235184493
 TMEM255A,ENSG00000125355,-1.83602148052902
 ST5,ENSG00000166444,0.196230520720269
 ST7,ENSG00000004866,0.521963439349071
 ZNF304,ENSG00000131845,0.345046039755243
 STH,ENSG00000256762,-1.44969502128016
 ZNF302,ENSG00000089335,0.357702372123926
 ZNF300,ENSG00000145908,1.23641460150135
 STS,ENSG00000101846,-0.138953997292377
 HOXB13,ENSG00000159184,-1.15518929835601
 IFT81,ENSG00000122970,0.525869749059235
 FBXO17,ENSG00000269190,-1.06246404019633
 TOMM34,ENSG00000025772,-0.345563176950541
 PPP3CA,ENSG00000138814,-1.18131087950503
 PPP3CB,ENSG00000107758,-1.05849645687561
 PPP3CC,ENSG00000120910,-0.0674427261699492
 LIF,ENSG00000128342,1.49663906167771
 GPATCH8,ENSG00000186566,-0.0126441613664271
 IFT88,ENSG00000032742,0.825281800143277
 RPL18,ENSG00000063177,0.0491269616494166
 ADRA2A,ENSG00000150594,1.03345831319507
 ADRA2C,ENSG00000184160,-2.09871093941049
 TEX26,ENSG00000175664,-2.88037060415174
 TEX22,ENSG00000226174,0.446832673979372
 TEX29,ENSG00000153495,0.0191201101510751
 SYT8,ENSG00000149043,-2.00640557553639
 SYT9,ENSG00000170743,1.04687514481752
 MTCH2,ENSG00000109919,-0.560356546166655
 MTCH1,ENSG00000137409,0.995068484692433
 SYT1,ENSG00000067715,-2.8399639252692
 SYT2,ENSG00000143858,-1.93885614788642
 SYT3,ENSG00000213023,-0.222467891728267
 SYT4,ENSG00000132872,-2.62039237989994
 SYT5,ENSG00000129990,-2.8099724617588
 SYT6,ENSG00000134207,-2.48169432145981
 SYT7,ENSG00000011347,-0.748576815539436
 FUBP1,ENSG00000162613,0.436742334752549
 SCHIP1,ENSG00000151967,-2.18314601431795
 MARCO,ENSG00000019169,-2.04192958916971
 SAP30,ENSG00000164105,-0.383378973463588
 NBL1,ENSG00000158747,-0.253102520330205
 DRC1,ENSG00000157856,0.526988673997905
 C1orf53,ENSG00000203724,0.596713625675207
 C1orf52,ENSG00000162642,-0.282564192396607
 C1orf51,ENSG00000159208,-0.0923764566978148
 C1orf50,ENSG00000164008,-0.407573024026964
 C1orf56,ENSG00000143443,0.516656624108437
 C1orf54,ENSG00000118292,-0.153574660071847
 MARC1,ENSG00000186205,2.00180870965621
 MARC2,ENSG00000117791,1.3825979236462
 ATG4B,ENSG00000168397,0.0990001818313315
 CSRP2BP,ENSG00000149474,-0.138036810881508
 SMPD4,ENSG00000136699,0.500949545719961
 SMPD1,ENSG00000166311,0.110567119392707
 SMPD3,ENSG00000103056,-0.44759458446337
 SMPD2,ENSG00000135587,0.593793268431974
 BRIP1,ENSG00000136492,-1.46967904453805
 PDE11A,ENSG00000128655,1.45504961668006
 TTC28,ENSG00000100154,0.623953731041837
 TTC29,ENSG00000137473,0.356267946069892
 TTC24,ENSG00000187862,0.760848262549325
 TTC25,ENSG00000204815,0.995405521180682
 TTC26,ENSG00000105948,0.465120517905807
 TTC27,ENSG00000018699,-0.075252923474816
 PATL2,ENSG00000229474,1.01303436730259
 TTC22,ENSG00000006555,2.40840626869139
 PATL1,ENSG00000166889,-0.075754492972038
 ENO1,ENSG00000074800,-0.890926363309313
 NPY2R,ENSG00000185149,-2.54243006100163
 ENO3,ENSG00000108515,0.437283907395009
 ENO4,ENSG00000188316,0.624796504574976
 RP11-171N4.2,ENSG00000251283,-0.187038859746731
 OBSCN,ENSG00000154358,1.0288277657154
 SRRD,ENSG00000100104,0.013492311341112
 MCL1,ENSG00000143384,-0.113202937114482
 SORBS1,ENSG00000095637,-2.17683167301984
 SORBS3,ENSG00000120896,0.0162670014100031
 SORBS2,ENSG00000154556,1.76506733257181
 ODC1,ENSG00000115758,-0.370202106643589
 IL18RAP,ENSG00000115607,0.782313857658399
 EOMES,ENSG00000163508,0.4104929069009
 CGB1,ENSG00000267631,-0.19379262441316
 CGB2,ENSG00000104818,-0.517072171569232
 CFP,ENSG00000126759,-0.618615184932214
 FKBP14,ENSG00000106080,-0.456861362398802
 FKBP15,ENSG00000119321,-0.0753548408548071
 UBE2J1,ENSG00000198833,-0.0914641544599963
 UBE2J2,ENSG00000160087,-0.193379632098981
 FKBP11,ENSG00000134285,0.322868144690649
 FBXO10,ENSG00000147912,0.216021503154829
 FBXO11,ENSG00000138081,-0.282533953654761
 FBXO16,ENSG00000214050,1.57450765210271
 FBXO15,ENSG00000141665,1.2940137794818
 SFTA3,ENSG00000229415,10.3883292591199
 SFTA2,ENSG00000196260,1.79993327623522
 CNGB1,ENSG00000070729,-0.920766600744434
 CNGB3,ENSG00000170289,-1.22892410752716
 PLA2G6,ENSG00000184381,2.06797814697786
 PLA2G7,ENSG00000146070,3.29765082279882
 PLA2G5,ENSG00000127472,-0.922676817780235
 PLA2G3,ENSG00000100078,2.63738225082537
 GDPGP1,ENSG00000183208,0.186704282128363
 CCDC77,ENSG00000120647,0.17416834213216
 KRTAP1-3,ENSG00000221880,-0.343644961689487
 CCDC73,ENSG00000186714,-2.25874058826211
 CCDC70,ENSG00000123171,-0.420788878159727
 CCDC71,ENSG00000177352,0.413638118163375
 CCDC78,ENSG00000162004,-0.860256614169268
 CCDC79,ENSG00000249961,0.384377060806805
 HIST3H2BB,ENSG00000196890,-1.13952507238018
 GHITM,ENSG00000165678,-0.896886520280742
 FKBP1B,ENSG00000119782,-0.37585920395096
 FKBP1C,ENSG00000198225,0.537809031749446
 FKBP1A,ENSG00000088832,0.325266375719784
 MAP10,ENSG00000212916,0.619181164859981
 LGALS9B,ENSG00000170298,-0.502215561682527
 UNC50,ENSG00000115446,0.275048010963172
 NKAIN3,ENSG00000185942,-2.47696290446916
 NKAIN2,ENSG00000188580,-2.33055476157638
 NKAIN1,ENSG00000084628,-3.52629150193249
 MAP1A,ENSG00000166963,-1.01267349802488
 MAP1B,ENSG00000131711,-1.49889130695673
 IGSF9B,ENSG00000080854,0.648036201613773
 UNC5B,ENSG00000107731,-0.311364559975499
 UNC5C,ENSG00000182168,2.45426800028288
 VGF,ENSG00000128564,-2.64895984648445
 UNC5A,ENSG00000113763,-0.105175988478431
 UNC5D,ENSG00000156687,0.586474132630119
 RP11-796G6.2,ENSG00000258512,1.53716968136305
 MAP1S,ENSG00000130479,-0.622792660179352
 CCP110,ENSG00000103540,-0.338578985606115
 RPL18A,ENSG00000105640,0.134757152312355
 CEND1,ENSG00000184524,-3.19625174915564
 CLEC18B,ENSG00000140839,0.130772302180494
 SDR42E2,ENSG00000183921,-0.199236359170574
 SDR42E1,ENSG00000184860,1.76682078162539
 ALOX12B,ENSG00000179477,-1.73847464400862
 EPB41L1,ENSG00000088367,-0.522133020097512
 PPCDC,ENSG00000138621,0.158805100922229
 EPB41L3,ENSG00000082397,-1.55358423968557
 EPB41L2,ENSG00000079819,-0.0597987485113911
 EPB41L5,ENSG00000115109,1.13055095021995
 ACSS3,ENSG00000111058,0.55484722408252
 ACSS2,ENSG00000131069,-0.955817535718047
 ACSS1,ENSG00000154930,0.521054614712093
 KIDINS220,ENSG00000134313,-0.232640234172953
 RUNDC3A,ENSG00000108309,-0.737890377569794
 DFNA5,ENSG00000105928,0.315962103000573
 MAGEH1,ENSG00000187601,-0.27012080242532
 WNT3,ENSG00000108379,-0.225638097038511
 WNT2,ENSG00000105989,-1.52920395622691
 WNT1,ENSG00000125084,0.0294463095197653
 LRRN4,ENSG00000125872,-1.8023827442506
 AGXT,ENSG00000172482,-1.06563656965247
 LRRN2,ENSG00000170382,-0.113097370492753
 LRRN1,ENSG00000175928,-1.27305692236294
 WNT4,ENSG00000162552,0.486204470275386
 CCM2L,ENSG00000101331,1.01887787399511
 AAGAB,ENSG00000103591,0.220697060262225
 RNF175,ENSG00000145428,-2.01931174084585
 RNF170,ENSG00000120925,0.931245132290919
 FGGY,ENSG00000172456,-0.241909399065577
 PCNA,ENSG00000132646,-0.349871932549109
 ZBTB7A,ENSG00000178951,-0.510984194142604
 ZBTB7C,ENSG00000184828,2.12453464058652
 ZBTB7B,ENSG00000160685,0.223094872040206
 PCNP,ENSG00000081154,-0.117895970205082
 PCNT,ENSG00000160299,-0.59506236951596
 PCNX,ENSG00000100731,-0.345480647913721
 UTY,ENSG00000183878,0.00748546871328553
 PACRG,ENSG00000112530,-0.487047951703552
 TOP3A,ENSG00000177302,-0.331794500735473
 DNPH1,ENSG00000112667,-0.348649491144629
 TOP3B,ENSG00000100038,0.149939588781637
 UFD1L,ENSG00000070010,-0.28906439500818
 ILF3,ENSG00000129351,0.368389028804001
 ILF2,ENSG00000143621,-0.0508960090406565
 BOK,ENSG00000176720,-0.542080910566454
 BOC,ENSG00000144857,1.18790259807984
 DENND2C,ENSG00000175984,-0.182446804006206
 DENND2A,ENSG00000146966,-1.17128896259569
 DENND2D,ENSG00000162777,1.69985998033622
 GAGE1,ENSG00000205777,-0.453782381770845
 PPT1,ENSG00000131238,-0.41718545918254
 PPT2,ENSG00000221988,-0.383586872968632
 INPP4B,ENSG00000109452,-0.159892131946997
 INPP4A,ENSG00000040933,-0.5610035644477
 IGSF1,ENSG00000147255,0.845877879062711
 SAFB,ENSG00000160633,-0.193608938584754
 TRNP1,ENSG00000253368,-1.86799193438484
 DEFB123,ENSG00000180424,-0.50833787416064
 PPP1R26,ENSG00000196422,0.529354092589029
 PPP1R27,ENSG00000182676,-1.13608042208492
 PPP1R21,ENSG00000162869,0.349447289604047
 NGLY1,ENSG00000151092,-0.249521265660688
 LMX1A,ENSG00000162761,-0.0268923001014303
 ZCCHC24,ENSG00000165424,-0.641318474793391
 LMX1B,ENSG00000136944,1.69270950687104
 MRGPRF,ENSG00000172935,-0.739005248363474
 ABCE1,ENSG00000164163,-0.319524259303308
 KCP,ENSG00000135253,1.37361600212764
