 gene    name , gene    ENS ,Colon-Sigmoid
 ERGIC2,ENSG00000087502,0.281476526581561
 ERGIC3,ENSG00000125991,0.0676671610776867
 ERGIC1,ENSG00000113719,0.131756839841647
 B3GAT3,ENSG00000149541,0.066137601209692
 B3GAT2,ENSG00000112309,-0.590008878710754
 B3GAT1,ENSG00000109956,-0.577488924328834
 CALM2,ENSG00000143933,0.0676440890615127
 TTC30A,ENSG00000197557,-0.0704720792664805
 TTC30B,ENSG00000196659,-0.182729453898061
 SPG20,ENSG00000133104,0.0171394979836047
 GSDMA,ENSG00000167914,-0.485465057107951
 GSDMB,ENSG00000073605,0.546840736823436
 GSDMC,ENSG00000147697,-1.76624760506688
 GSDMD,ENSG00000104518,0.477026579643041
 FBXL13,ENSG00000161040,-0.572313328978399
 UPK1B,ENSG00000114638,-0.805783365703118
 DLGAP2,ENSG00000198010,0.215740984061937
 DLGAP3,ENSG00000116544,-0.478229659379883
 DLGAP1,ENSG00000170579,-1.54658816970959
 DLGAP4,ENSG00000080845,0.364804863216216
 DLGAP5,ENSG00000126787,-0.559679315733367
 KB-1507C5.2,ENSG00000253320,-0.0615934778516743
 OIP5,ENSG00000104147,-0.650256425490568
 FBXL19,ENSG00000099364,-0.189950667553429
 LRRFIP1,ENSG00000124831,0.758083492756964
 PTPN18,ENSG00000072135,-0.104523489041202
 PTPN13,ENSG00000163629,-0.146524000120121
 PTPN12,ENSG00000127947,0.586433928701752
 PTPN11,ENSG00000179295,0.268676081017013
 PTPN14,ENSG00000152104,0.686866501948151
 LYAR,ENSG00000145220,0.450800972980729
 SDK2,ENSG00000069188,1.20147910753566
 TFIP11,ENSG00000100109,-0.323167911409353
 C2orf81,ENSG00000159239,0.233407638058483
 C2orf80,ENSG00000188674,0.699499296384369
 DMRTB1,ENSG00000143006,0.41133885890828
 C2orf82,ENSG00000182600,-0.525836333397657
 C2orf88,ENSG00000187699,0.935370054175819
 CDK1,ENSG00000170312,-0.835836086432539
 MZB1,ENSG00000170476,-0.510821541292711
 TRAPPC6B,ENSG00000182400,-0.095886921877724
 HLA-DQB1,ENSG00000179344,0.405908840487922
 HLA-DQB2,ENSG00000232629,-0.347225181644376
 CDK7,ENSG00000134058,0.000709284518415444
 FOXS1,ENSG00000179772,-0.665506343884532
 AC008060.7,ENSG00000218672,-1.47958573487237
 LPAR2,ENSG00000064547,0.0394919353261382
 HAPLN4,ENSG00000187664,-0.931901027513
 THSD1,ENSG00000136114,-0.503562407170245
 CAMKK2,ENSG00000110931,-0.295180098342212
 CAMKK1,ENSG00000004660,-0.116492907118195
 CHST1,ENSG00000175264,-0.701765315161035
 CHMP3,ENSG00000115561,0.124208064473015
 RPL36AL,ENSG00000165502,0.317714557919406
 CHMP7,ENSG00000147457,0.0743075173671961
 CHMP6,ENSG00000176108,0.0725244941870372
 CHMP5,ENSG00000086065,-0.106060490242821
 OR52N4,ENSG00000181074,0.426949518308062
 OR52N2,ENSG00000180988,0.797635196653687
 LY6G6C,ENSG00000204421,-0.433172128494179
 LY6G6D,ENSG00000244355,4.71599470018395
 LY6G6E,ENSG00000255552,-0.240214718849127
 LY6G6F,ENSG00000204424,0.217208882678736
 HOXA10,ENSG00000253293,5.98134529827165
 GALNTL5,ENSG00000106648,-0.497933807369554
 GALNTL6,ENSG00000174473,1.21940007119953
 SPECC1,ENSG00000128487,-0.842912639942665
 BCL2A1,ENSG00000140379,0.351800754303383
 TDG,ENSG00000139372,0.143534437127969
 HN1,ENSG00000189159,0.0126259768209492
 ENTPD5,ENSG00000187097,-0.0598321541488989
 TBX2,ENSG00000121068,-0.665595521221855
 LRRC27,ENSG00000148814,0.176188129236243
 LRRC26,ENSG00000184709,0.666616034283957
 KIAA1524,ENSG00000163507,-0.279362559603233
 KIAA1522,ENSG00000162522,-0.622204544237908
 MPDU1,ENSG00000129255,-0.242696504613453
 LRRC28,ENSG00000168904,-0.160020919244724
 GCNT4,ENSG00000176928,0.0250065057767133
 GCNT6,ENSG00000205318,0.623074782250475
 GCNT3,ENSG00000140297,0.0542725681308885
 GCNT2,ENSG00000111846,1.04451349552468
 TBX3,ENSG00000135111,0.834768414917589
 LPCAT2,ENSG00000087253,-0.0423996765029494
 LPCAT3,ENSG00000111684,-0.239525285420943
 LPCAT1,ENSG00000153395,-0.00548562417873878
 TAGLN,ENSG00000149591,2.03434380893036
 CCDC178,ENSG00000166960,-0.225640728153924
 CCDC179,ENSG00000255359,-0.192905279516729
 CCDC170,ENSG00000120262,-0.619475392836754
 CCDC171,ENSG00000164989,-0.584801344891576
 CCDC172,ENSG00000182645,-0.181303036531618
 CCDC173,ENSG00000154479,-0.258198555684394
 CCDC174,ENSG00000154781,-0.00772878833800015
 CCDC175,ENSG00000151838,-0.0860434739050683
 CCDC176,ENSG00000119636,0.609686298106487
 CCDC177,ENSG00000267909,-1.20561028643954
 PDK1,ENSG00000152256,-0.608104956282309
 PDK4,ENSG00000004799,-0.469701034502562
 LNPEP,ENSG00000113441,-0.369301175327926
 ALPI,ENSG00000163295,1.17124240729098
 SEC61A1,ENSG00000058262,0.0739770469013203
 SEC61A2,ENSG00000065665,-0.432313057003256
 ALPL,ENSG00000162551,-0.503883767490791
 PECR,ENSG00000115425,-0.136576457534787
 SNAPC5,ENSG00000174446,0.211908199299828
 SNAPC4,ENSG00000165684,-0.0747695070308192
 DDIT3,ENSG00000175197,-0.0528818205432207
 DDIT4,ENSG00000168209,-1.07706622930324
 RIIAD1,ENSG00000178796,0.13917834695257
 GOLGA8T,ENSG00000261247,0.111614058670347
 GOLGA8Q,ENSG00000178115,0.0584307600709837
 GOLGA8S,ENSG00000261739,0.650417242823341
 GOLGA8R,ENSG00000186399,-0.134617684619099
 GOLGA8M,ENSG00000188626,-0.438481535709117
 GOLGA8O,ENSG00000206127,-0.261078285385936
 GOLGA8N,ENSG00000232653,-0.494251915183086
 GOLGA8H,ENSG00000261794,0.33126481795086
 GOLGA8K,ENSG00000249931,0.39941682719653
 GOLGA8J,ENSG00000179938,-0.618837487850633
 GOLGA8G,ENSG00000183629,-0.536424864136522
 GOLGA8A,ENSG00000175265,0.29338116226069
 GOLGA8B,ENSG00000215252,-0.317958125330108
 PTPMT1,ENSG00000110536,-0.160263772051812
 FTCDNL1,ENSG00000226124,0.049972449101262
 VMO1,ENSG00000182853,-0.16148517654122
 ATP5C1,ENSG00000165629,0.0337712898083366
 ESRRG,ENSG00000196482,-1.4206501230702
 NPC2,ENSG00000119655,-0.0656339165057179
 NPC1,ENSG00000141458,-0.538787361312645
 C3orf58,ENSG00000181744,0.00512211119762704
 RAB3GAP2,ENSG00000118873,0.00225810409399699
 BHLHA15,ENSG00000180535,-0.0366480179581339
 RAB3GAP1,ENSG00000115839,0.077178263529451
 C3orf52,ENSG00000114529,0.358456901035921
 C3orf55,ENSG00000174899,-0.137118306041554
 C3orf56,ENSG00000214324,-0.321554010635692
 DAG1,ENSG00000173402,0.507164757618063
 ETHE1,ENSG00000105755,0.14862113193977
 SGSM3,ENSG00000100359,0.138702841049552
 KDM1A,ENSG00000004487,0.0293795269326299
 KDM1B,ENSG00000165097,-0.0223148979895858
 SLC36A2,ENSG00000186335,-1.96315641842945
 AC012313.1,ENSG00000269855,-0.3335693256415
 FCER1G,ENSG00000158869,0.178681520753701
 BTG4,ENSG00000137707,-0.12444461194766
 FCER1A,ENSG00000179639,0.406860380554158
 BTG2,ENSG00000159388,-0.960276528810636
 SOSTDC1,ENSG00000171243,1.51758038385877
 SRD5A3,ENSG00000128039,-0.405518168292138
 SRD5A1,ENSG00000145545,-0.325719946813439
 ZFP14,ENSG00000142065,-0.0361023477978711
 ESRRB,ENSG00000119715,-0.14885993866225
 SEC11C,ENSG00000166562,-0.190588655528743
 GGA1,ENSG00000100083,-0.00753038743079175
 GGA3,ENSG00000125447,0.0426749522842259
 GGA2,ENSG00000103365,-0.0971766607222921
 FHOD1,ENSG00000135723,0.164526966243222
 FHOD3,ENSG00000134775,0.420275232505393
 C21orf59,ENSG00000159079,-0.0277472820396466
 C4orf6,ENSG00000082929,1.16982830821274
 GJC2,ENSG00000198835,0.627537482256369
 C4orf3,ENSG00000164096,0.0529206908452187
 GJC1,ENSG00000182963,2.23373687246101
 PSMB9,ENSG00000240065,0.220906609219923
 PSMB8,ENSG00000204264,0.243908596674727
 PSMB7,ENSG00000136930,0.0434591674031027
 PSMB6,ENSG00000142507,-0.00264657769148774
 PSMB5,ENSG00000100804,-0.0890542676753191
 PSMB4,ENSG00000159377,0.0358161145448619
 PSMB2,ENSG00000126067,-0.0234652629336708
 LMBR1L,ENSG00000139636,0.0848252904383071
 LTN1,ENSG00000198862,-0.143502787928932
 TRIML2,ENSG00000179046,1.02393481500338
 C9orf141,ENSG00000198454,-1.04133952606946
 C9orf142,ENSG00000148362,-0.0286838780675852
 TRIML1,ENSG00000184108,0.500886441886842
 NACC2,ENSG00000148411,0.550833319143032
 VPS13D,ENSG00000048707,-0.118577917343341
 NACC1,ENSG00000160877,0.0811744177576927
 VPS13A,ENSG00000197969,0.306779938182148
 SH3KBP1,ENSG00000147010,-0.411530483780563
 VPS13B,ENSG00000132549,-0.0877818315346263
 BEX5,ENSG00000184515,-0.741134609045398
 BEX4,ENSG00000102409,0.0597364967428125
 BEX2,ENSG00000133134,-0.389195961259537
 BEX1,ENSG00000133169,0.955493702840076
 TSR2,ENSG00000158526,-0.143667792651545
 TMEM160,ENSG00000130748,-0.124770009639477
 TMEM163,ENSG00000152128,0.874284318289383
 TMEM165,ENSG00000134851,-0.0582860190798795
 TMEM164,ENSG00000157600,-0.293792636539904
 TMEM169,ENSG00000163449,0.466183491773746
 TMEM168,ENSG00000146802,0.25904939185433
 EVI2B,ENSG00000185862,0.405635095813671
 FOXN1,ENSG00000109101,-1.1426988406876
 FOXN2,ENSG00000170802,-0.0392455732901392
 FOXN3,ENSG00000053254,0.472938730424468
 NICN1,ENSG00000145029,-0.239632314519165
 COL14A1,ENSG00000187955,0.867765641723451
 TAP1,ENSG00000168394,0.0393225659355116
 TAP2,ENSG00000204267,0.063491039398251
 SNAP91,ENSG00000065609,0.367341665163132
 C11orf35,ENSG00000185522,-0.99218107301099
 C11orf34,ENSG00000188771,-0.45009192564005
 C11orf31,ENSG00000211450,0.0474743829859668
 C11orf30,ENSG00000158636,0.0140611139456703
 AC140481.2,ENSG00000183292,-0.224790696003713
 MACROD2,ENSG00000172264,-0.406794405703772
 MACROD1,ENSG00000133315,-0.0321560211548104
 SEP15,ENSG00000183291,-0.134100951588598
 KRR1,ENSG00000111615,0.0914770218970864
 FAM64A,ENSG00000129195,-0.444873894836637
 FBXO18,ENSG00000134452,-0.0070323180881605
 HIST2H3PS2,ENSG00000203818,-0.0191045871540698
 C8orf49,ENSG00000255394,-1.2588898315363
 C8orf48,ENSG00000164743,0.311396991063544
 C8orf47,ENSG00000177459,-0.460970160118431
 C8orf46,ENSG00000169085,-0.330196429199577
 C8orf44,ENSG00000213865,0.112146367667924
 TP53I3,ENSG00000115129,0.631784767292271
 MB,ENSG00000198125,-0.858030762770786
 SLC18A3,ENSG00000187714,4.78924427772986
 SLC18A2,ENSG00000165646,-0.543188050732984
 SLC18A1,ENSG00000036565,1.00412075770088
 RALBP1,ENSG00000017797,0.156008703865411
 ZNF831,ENSG00000124203,-0.155804625252892
 ZNF830,ENSG00000198783,-0.0571512492271964
 ZNF835,ENSG00000127903,0.261445634651825
 ZNF837,ENSG00000152475,-0.27789008283872
 ZNF836,ENSG00000196267,0.0912297299043359
 ZNF839,ENSG00000022976,-0.121700223659832
 LRIF1,ENSG00000121931,0.148266556360103
 PHAX,ENSG00000164902,0.0362183254660507
 ZNF573,ENSG00000189144,-0.361639089752993
 TSPY8,ENSG00000229549,0.126725890562349
 SBSPON,ENSG00000164764,0.0485267292135716
 ZPBP,ENSG00000042813,-0.504994592756465
 TSPY1,ENSG00000258992,0.0952804576106564
 BEGAIN,ENSG00000183092,-1.69942835569254
 SLC17A8,ENSG00000179520,-0.731005485034338
 RAB33B,ENSG00000172007,0.0622567358901537
 SLC17A4,ENSG00000146039,2.13015405712831
 SLC17A5,ENSG00000119899,-0.1086836413056
 SLC17A6,ENSG00000091664,-1.32900561684642
 SLC17A7,ENSG00000104888,-1.38614070522706
 SLC17A1,ENSG00000124568,-1.13359288275602
 SLC17A2,ENSG00000112337,-0.265589246870976
 SLC17A3,ENSG00000124564,-0.976139816163408
 C16orf59,ENSG00000162062,-0.907215333727645
 SETDB2,ENSG00000136169,0.210008347066552
 C16orf52,ENSG00000185716,0.0322219909577495
 AP5B1,ENSG00000254470,-0.0967352170674154
 CHMP4A,ENSG00000254505,0.22715060829698
 CHMP4B,ENSG00000101421,0.428402928778367
 CHMP4C,ENSG00000164695,-1.28029303849105
 COBLL1,ENSG00000082438,-0.589773233807268
 RAB7L1,ENSG00000117280,-0.183823911303473
 TMEM255B,ENSG00000184497,-0.0510209971328165
 TMEM255A,ENSG00000125355,0.00958071996075389
 ST5,ENSG00000166444,0.473133537042278
 ST7,ENSG00000004866,-0.110096800999935
 ZNF304,ENSG00000131845,-0.0329262907894023
 STH,ENSG00000256762,-0.564031184980794
 ZNF302,ENSG00000089335,0.165773807426159
 ZNF300,ENSG00000145908,0.285308600650744
 STS,ENSG00000101846,0.12653686486824
 HOXB13,ENSG00000159184,3.80171673477595
 IFT81,ENSG00000122970,0.529696361197819
 FBXO17,ENSG00000269190,0.403666043500299
 TOMM34,ENSG00000025772,-0.152052668794128
 PPP3CA,ENSG00000138814,-0.445055631939319
 PPP3CB,ENSG00000107758,0.161148289271595
 PPP3CC,ENSG00000120910,-0.024880275047008
 LIF,ENSG00000128342,0.167093627987567
 GPATCH8,ENSG00000186566,-0.18857078728491
 IFT88,ENSG00000032742,-0.0795904436050558
 RPL18,ENSG00000063177,0.104328227967131
 ADRA2A,ENSG00000150594,1.12893118263561
 ADRA2C,ENSG00000184160,-1.08741358573118
 TEX26,ENSG00000175664,-1.55812013460716
 TEX22,ENSG00000226174,-0.223664970478736
 TEX29,ENSG00000153495,-0.311585151598129
 SYT8,ENSG00000149043,-1.91774695400071
 SYT9,ENSG00000170743,0.142368890430022
 MTCH2,ENSG00000109919,-0.143226892412887
 MTCH1,ENSG00000137409,-0.0268631875135786
 SYT1,ENSG00000067715,0.418574892069962
 SYT2,ENSG00000143858,-0.071679347718259
 SYT3,ENSG00000213023,0.688546219886467
 SYT4,ENSG00000132872,2.74781070998481
 SYT5,ENSG00000129990,3.08840152653735
 SYT6,ENSG00000134207,2.12081734503597
 SYT7,ENSG00000011347,-0.32199646690639
 FUBP1,ENSG00000162613,0.0223905598688024
 SCHIP1,ENSG00000151967,1.01030137770329
 MARCO,ENSG00000019169,0.917429115607029
 SAP30,ENSG00000164105,0.173868500061227
 NBL1,ENSG00000158747,-0.075413568514383
 DRC1,ENSG00000157856,1.28675392890847
 C1orf53,ENSG00000203724,-0.296890353126415
 C1orf52,ENSG00000162642,0.0160367651636484
 C1orf51,ENSG00000159208,-0.735098151789052
 C1orf50,ENSG00000164008,0.0577317601046951
 C1orf56,ENSG00000143443,-0.265078445852866
 C1orf54,ENSG00000118292,0.397727761294785
 MARC1,ENSG00000186205,0.344138835493416
 MARC2,ENSG00000117791,0.162529694000658
 ATG4B,ENSG00000168397,0.0776562659298599
 CSRP2BP,ENSG00000149474,0.107743421212052
 SMPD4,ENSG00000136699,0.0249846230362373
 SMPD1,ENSG00000166311,-0.285466329313118
 SMPD3,ENSG00000103056,0.114158894680663
 SMPD2,ENSG00000135587,-0.162956667817698
 BRIP1,ENSG00000136492,-0.0632415082950082
 PDE11A,ENSG00000128655,0.084310603517729
 TTC28,ENSG00000100154,0.32689343129937
 TTC29,ENSG00000137473,-0.22990238155779
 TTC24,ENSG00000187862,0.235808425729628
 TTC25,ENSG00000204815,0.0854306998265429
 TTC26,ENSG00000105948,-0.0128441035959844
 TTC27,ENSG00000018699,0.113884664801041
 PATL2,ENSG00000229474,-0.423841664673804
 TTC22,ENSG00000006555,1.63354328792889
 PATL1,ENSG00000166889,0.0391074919494781
 ENO1,ENSG00000074800,-0.068801140248444
 NPY2R,ENSG00000185149,4.10215539978101
 ENO3,ENSG00000108515,-0.619977321669218
 ENO4,ENSG00000188316,-0.34231640378692
 RP11-171N4.2,ENSG00000251283,-0.0628069916503387
 OBSCN,ENSG00000154358,0.0519750166454578
 SRRD,ENSG00000100104,0.152029727639693
 MCL1,ENSG00000143384,-0.267992190869068
 SORBS1,ENSG00000095637,1.43187333110629
 SORBS3,ENSG00000120896,-0.0679313534957038
 SORBS2,ENSG00000154556,1.55725372696596
 ODC1,ENSG00000115758,0.0564099993672172
 IL18RAP,ENSG00000115607,-0.461633721299849
 EOMES,ENSG00000163508,-1.62174468722116
 CGB1,ENSG00000267631,0.45187812705557
 CGB2,ENSG00000104818,-0.233660752485319
 CFP,ENSG00000126759,0.0876692672617617
 FKBP14,ENSG00000106080,0.458534308307987
 FKBP15,ENSG00000119321,0.0828853288220047
 UBE2J1,ENSG00000198833,0.0170386576221558
 UBE2J2,ENSG00000160087,0.206146429881472
 FKBP11,ENSG00000134285,-0.00886716441195674
 FBXO10,ENSG00000147912,0.569543113580216
 FBXO11,ENSG00000138081,-0.195447929310516
 FBXO16,ENSG00000214050,-1.12734471272167
 FBXO15,ENSG00000141665,-0.778926391765955
 SFTA3,ENSG00000229415,-1.62400193824825
 SFTA2,ENSG00000196260,-1.90838145252031
 CNGB1,ENSG00000070729,4.01815106741757
 CNGB3,ENSG00000170289,-0.617823200657987
 PLA2G6,ENSG00000184381,-0.446809689474514
 PLA2G7,ENSG00000146070,-1.3209832293638
 PLA2G5,ENSG00000127472,1.83568753347443
 PLA2G3,ENSG00000100078,-1.92289103639187
 GDPGP1,ENSG00000183208,0.0871149080414125
 CCDC77,ENSG00000120647,0.0398312876615235
 KRTAP1-3,ENSG00000221880,0.143761828589864
 CCDC73,ENSG00000186714,0.257461622267362
 CCDC70,ENSG00000123171,-0.374680700977521
 CCDC71,ENSG00000177352,-0.400615643828093
 CCDC78,ENSG00000162004,-0.00259253108588157
 CCDC79,ENSG00000249961,-1.57812368749335
 HIST3H2BB,ENSG00000196890,-0.0190223237395525
 GHITM,ENSG00000165678,-0.126147492740224
 FKBP1B,ENSG00000119782,-0.806576251700928
 FKBP1C,ENSG00000198225,-0.0241299874562018
 FKBP1A,ENSG00000088832,0.00571536051447491
 MAP10,ENSG00000212916,-0.073334655822735
 LGALS9B,ENSG00000170298,0.385706909367948
 UNC50,ENSG00000115446,-0.0201967837543555
 NKAIN3,ENSG00000185942,1.42924584550615
 NKAIN2,ENSG00000188580,0.485185220925353
 NKAIN1,ENSG00000084628,1.26366753413791
 MAP1A,ENSG00000166963,0.425937913846137
 MAP1B,ENSG00000131711,-0.53204579329674
 IGSF9B,ENSG00000080854,0.425735391937638
 UNC5B,ENSG00000107731,-0.695587026619291
 UNC5C,ENSG00000182168,-1.33814719702776
 VGF,ENSG00000128564,2.08883037249881
 UNC5A,ENSG00000113763,-0.53235833178415
 UNC5D,ENSG00000156687,1.45141815566295
 RP11-796G6.2,ENSG00000258512,-0.593635844064748
 MAP1S,ENSG00000130479,-0.0775364500671487
 CCP110,ENSG00000103540,-0.16713657411843
 RPL18A,ENSG00000105640,0.34109445304368
 CEND1,ENSG00000184524,0.0374662499448216
 CLEC18B,ENSG00000140839,-0.221931099190092
 SDR42E2,ENSG00000183921,-1.00133526844143
 SDR42E1,ENSG00000184860,1.31765248511862
 ALOX12B,ENSG00000179477,-1.19796734790384
 EPB41L1,ENSG00000088367,-0.262200459624054
 PPCDC,ENSG00000138621,-0.0783965696340626
 EPB41L3,ENSG00000082397,0.856907502193821
 EPB41L2,ENSG00000079819,0.783165931861384
 EPB41L5,ENSG00000115109,-0.280390863020498
 ACSS3,ENSG00000111058,-0.0291874873660762
 ACSS2,ENSG00000131069,-0.233574501927377
 ACSS1,ENSG00000154930,0.0397633759279031
 KIDINS220,ENSG00000134313,0.148747459413907
 RUNDC3A,ENSG00000108309,1.1728426973617
 DFNA5,ENSG00000105928,-0.510510725550204
 MAGEH1,ENSG00000187601,-0.0864695112801577
 WNT3,ENSG00000108379,-0.378475290953092
 WNT2,ENSG00000105989,-0.205583274373488
 WNT1,ENSG00000125084,-0.713078484757576
 LRRN4,ENSG00000125872,-1.06155051385735
 AGXT,ENSG00000172482,-0.446147294475279
 LRRN2,ENSG00000170382,0.667024964886844
 LRRN1,ENSG00000175928,-1.83987297287973
 WNT4,ENSG00000162552,-0.949504966398824
 CCM2L,ENSG00000101331,-0.525742568388581
 AAGAB,ENSG00000103591,-0.0312432911752954
 RNF175,ENSG00000145428,-0.298300896318175
 RNF170,ENSG00000120925,-0.101054670986838
 FGGY,ENSG00000172456,-0.52605976445094
 PCNA,ENSG00000132646,-0.232617457438767
 ZBTB7A,ENSG00000178951,0.0491485202436306
 ZBTB7C,ENSG00000184828,-2.15991543826638
 ZBTB7B,ENSG00000160685,-0.236201783734424
 PCNP,ENSG00000081154,0.235970956553828
 PCNT,ENSG00000160299,-0.235851676181491
 PCNX,ENSG00000100731,0.157858097153219
 UTY,ENSG00000183878,0.216454860982709
 PACRG,ENSG00000112530,-1.11331799334222
 TOP3A,ENSG00000177302,-0.10553750177599
 DNPH1,ENSG00000112667,0.158593849208835
 TOP3B,ENSG00000100038,-0.0472871032852913
 UFD1L,ENSG00000070010,-0.0161823135035625
 ILF3,ENSG00000129351,0.142087965114158
 ILF2,ENSG00000143621,-0.0897619234087848
 BOK,ENSG00000176720,1.21278168254585
 BOC,ENSG00000144857,1.15735875545775
 DENND2C,ENSG00000175984,-0.131024008087758
 DENND2A,ENSG00000146966,-0.416224376065252
 DENND2D,ENSG00000162777,-0.572909414861887
 GAGE1,ENSG00000205777,-0.0291992535385151
 PPT1,ENSG00000131238,-0.0433500265807542
 PPT2,ENSG00000221988,0.147062716939755
 INPP4B,ENSG00000109452,-0.462950153986121
 INPP4A,ENSG00000040933,0.0912437643049557
 IGSF1,ENSG00000147255,-0.922685841489351
 SAFB,ENSG00000160633,0.0628674954076145
 TRNP1,ENSG00000253368,-0.0195339230533107
 DEFB123,ENSG00000180424,0.273548078814722
 PPP1R26,ENSG00000196422,0.0419839062658954
 PPP1R27,ENSG00000182676,-0.419630152135227
 PPP1R21,ENSG00000162869,-0.322222818953445
 NGLY1,ENSG00000151092,0.0261582605978968
 LMX1A,ENSG00000162761,-1.58719361164242
 ZCCHC24,ENSG00000165424,0.727104944330499
 LMX1B,ENSG00000136944,3.05457134345265
