 gene    name , gene    ENS ,Esophagus-Muscularis
 C9orf141,ENSG00000198454,-0.482867299429622
 C9orf142,ENSG00000148362,-0.138959465819183
 TRIML1,ENSG00000184108,-0.130071307909425
 NACC2,ENSG00000148411,0.846576577423093
 VPS13D,ENSG00000048707,0.0182682756528015
 NACC1,ENSG00000160877,0.254332031009627
 VPS13A,ENSG00000197969,0.561908189814266
 SH3KBP1,ENSG00000147010,-0.44075147442472
 VPS13B,ENSG00000132549,0.00914378223343794
 BEX5,ENSG00000184515,-1.52146576778201
 BEX4,ENSG00000102409,-0.105666952389889
 BEX2,ENSG00000133134,-1.19620816252077
 BEX1,ENSG00000133169,-1.30642998072469
 TSR2,ENSG00000158526,-0.279785754775524
 TMEM160,ENSG00000130748,-0.175018189631556
 TMEM163,ENSG00000152128,0.203318404253774
 TMEM165,ENSG00000134851,0.187590326567683
 TMEM164,ENSG00000157600,-0.998762693199143
 TMEM169,ENSG00000163449,-0.153684361020184
 TMEM168,ENSG00000146802,0.148919608430038
 EVI2B,ENSG00000185862,0.429387346593021
 FOXN1,ENSG00000109101,-1.7436683682207
 FOXN2,ENSG00000170802,-0.161766334308969
 FOXN3,ENSG00000053254,0.503498351971103
 NICN1,ENSG00000145029,0.150699909185628
 COL14A1,ENSG00000187955,0.889600108557577
 TAP1,ENSG00000168394,-0.0728438741256695
 TAP2,ENSG00000204267,-0.237443958923039
 SNAP91,ENSG00000065609,0.145455087941781
 C11orf35,ENSG00000185522,-0.704225718311106
 C11orf34,ENSG00000188771,-0.0517287154878719
 C11orf31,ENSG00000211450,-0.431226297010973
 C11orf30,ENSG00000158636,0.0461955324703818
 AC140481.2,ENSG00000183292,-0.1953808800415
 MACROD2,ENSG00000172264,-1.32798343391279
 MACROD1,ENSG00000133315,0.31748215497461
 SEP15,ENSG00000183291,-0.192887590114661
 KRR1,ENSG00000111615,-0.0866692143929828
 FAM64A,ENSG00000129195,-0.664048278269294
 FBXO18,ENSG00000134452,0.0804357218243812
 HIST2H3PS2,ENSG00000203818,0.766622683671622
 C8orf49,ENSG00000255394,-1.54961624152634
 C8orf48,ENSG00000164743,0.196769181245549
 C8orf47,ENSG00000177459,-2.42691616185856
 C8orf46,ENSG00000169085,0.0284694259567908
 C8orf44,ENSG00000213865,-0.0314730485744197
 TP53I3,ENSG00000115129,0.0574049831970285
 MB,ENSG00000198125,-0.0985327853144196
 SLC18A3,ENSG00000187714,3.6053194475939
 SLC18A2,ENSG00000165646,0.894069848378402
 SLC18A1,ENSG00000036565,-0.971005146283418
 RALBP1,ENSG00000017797,-0.222583248276442
 ZNF831,ENSG00000124203,-0.276209056339178
 ZNF830,ENSG00000198783,0.0413386263019502
 ZNF835,ENSG00000127903,0.762949061445206
 ZNF837,ENSG00000152475,0.310642071281141
 ZNF836,ENSG00000196267,0.242841815148344
 ZNF839,ENSG00000022976,-0.12647668622027
 LRIF1,ENSG00000121931,-0.391039738877676
 PHAX,ENSG00000164902,-0.0884238347758774
 ZNF573,ENSG00000189144,-0.0013495498014203
 TSPY8,ENSG00000229549,0.0547066281998664
 SBSPON,ENSG00000164764,0.496845072618915
 ZPBP,ENSG00000042813,-0.700284819081239
 TSPY1,ENSG00000258992,0.00324143814054557
 BEGAIN,ENSG00000183092,1.40141684683348
 SLC17A8,ENSG00000179520,-0.976684280272735
 RAB33B,ENSG00000172007,0.212542256578944
 SLC17A4,ENSG00000146039,-0.42328084514551
 SLC17A5,ENSG00000119899,-0.0725604325545172
 SLC17A6,ENSG00000091664,-1.09043788694257
 SLC17A7,ENSG00000104888,0.887718346637562
 SLC17A1,ENSG00000124568,-0.628072183175593
 SLC17A2,ENSG00000112337,-0.0852869759789901
 SLC17A3,ENSG00000124564,-0.728610710743687
 C16orf59,ENSG00000162062,-1.34962389313449
 SETDB2,ENSG00000136169,-0.0301147280476438
 C16orf52,ENSG00000185716,0.0327621279566484
 AP5B1,ENSG00000254470,0.183631757054954
 CHMP4A,ENSG00000254505,0.383525693359754
 CHMP4B,ENSG00000101421,0.00925524191757078
 CHMP4C,ENSG00000164695,-0.919225719791308
 COBLL1,ENSG00000082438,0.533647650311356
 RAB7L1,ENSG00000117280,0.665621209078523
 TMEM255B,ENSG00000184497,0.719569332497082
 TMEM255A,ENSG00000125355,0.182248583172119
 ST5,ENSG00000166444,1.02296079191299
 ST7,ENSG00000004866,-0.25530013980113
 ZNF304,ENSG00000131845,0.303284474919561
 STH,ENSG00000256762,-0.865672016004677
 ZNF302,ENSG00000089335,0.204660920315215
 ZNF300,ENSG00000145908,-0.0191076121810084
 STS,ENSG00000101846,-0.325048857051159
 HOXB13,ENSG00000159184,-1.02005848016104
 IFT81,ENSG00000122970,0.451941577218847
 FBXO17,ENSG00000269190,0.438521109687765
 TOMM34,ENSG00000025772,-0.514027076468021
 PPP3CA,ENSG00000138814,-0.812364558266981
 PPP3CB,ENSG00000107758,0.135549857729349
 PPP3CC,ENSG00000120910,-0.280430185074258
 LIF,ENSG00000128342,2.29677278875189
 GPATCH8,ENSG00000186566,-0.119891387951724
 IFT88,ENSG00000032742,-0.105860335220406
 RPL18,ENSG00000063177,-0.00373177993902984
 ADRA2A,ENSG00000150594,-0.352873530750413
 ADRA2C,ENSG00000184160,-1.24990148897473
 TEX26,ENSG00000175664,1.33970202525032
 TEX22,ENSG00000226174,-0.530334710488469
 TEX29,ENSG00000153495,0.0597250854852599
 SYT8,ENSG00000149043,-0.881850979373902
 SYT9,ENSG00000170743,-2.02639834369983
 MTCH2,ENSG00000109919,-0.19406118342528
 MTCH1,ENSG00000137409,-0.332674156022167
 SYT1,ENSG00000067715,-0.180229968009182
 SYT2,ENSG00000143858,-0.290687136379175
 SYT3,ENSG00000213023,-0.464128496081637
 SYT4,ENSG00000132872,-0.13105081902984
 SYT5,ENSG00000129990,-0.14503924344204
 SYT6,ENSG00000134207,-2.15837642238381
 SYT7,ENSG00000011347,-0.888841431873309
 FUBP1,ENSG00000162613,0.0878752258671892
 SCHIP1,ENSG00000151967,-0.261418361003459
 MARCO,ENSG00000019169,-0.0309749656711195
 SAP30,ENSG00000164105,0.481146682653434
 NBL1,ENSG00000158747,1.31446260028613
 DRC1,ENSG00000157856,0.778614902841069
 C1orf53,ENSG00000203724,-0.665878455748731
 C1orf52,ENSG00000162642,0.035673749307327
 C1orf51,ENSG00000159208,1.28670935106357
 C1orf50,ENSG00000164008,-0.0277638248204955
 C1orf56,ENSG00000143443,-0.184988246702397
 C1orf54,ENSG00000118292,0.644584705843998
 MARC1,ENSG00000186205,-0.243511747522435
 MARC2,ENSG00000117791,0.900532741219947
 ATG4B,ENSG00000168397,0.164994988281756
 CSRP2BP,ENSG00000149474,-0.00662166199910421
 SMPD4,ENSG00000136699,0.0158900581235496
 SMPD1,ENSG00000166311,-0.154188869713488
 SMPD3,ENSG00000103056,-0.812557690989238
 SMPD2,ENSG00000135587,-0.331744987055979
 BRIP1,ENSG00000136492,-0.20575486770808
 PDE11A,ENSG00000128655,-4.72370895595663
 TTC28,ENSG00000100154,0.489762301730434
 TTC29,ENSG00000137473,-1.77259323340173
 TTC24,ENSG00000187862,-1.74651007533452
 TTC25,ENSG00000204815,-0.387433458710508
 TTC26,ENSG00000105948,-0.332354817478697
 TTC27,ENSG00000018699,-0.106182385995794
 PATL2,ENSG00000229474,-0.154283540639608
 TTC22,ENSG00000006555,-1.4907419549782
 PATL1,ENSG00000166889,-0.138731734006821
 ENO1,ENSG00000074800,0.414328312385389
 NPY2R,ENSG00000185149,-0.535103712409584
 ENO3,ENSG00000108515,0.24028733953675
 ENO4,ENSG00000188316,-0.397035454583517
 RP11-171N4.2,ENSG00000251283,0.0139927187334925
 OBSCN,ENSG00000154358,0.232933144298049
 SRRD,ENSG00000100104,0.0722849784243569
 MCL1,ENSG00000143384,0.274410308435949
 SORBS1,ENSG00000095637,1.9011245954507
 SORBS3,ENSG00000120896,0.0220892305472914
 SORBS2,ENSG00000154556,0.203209006817985
 ODC1,ENSG00000115758,0.630244082537444
 IL18RAP,ENSG00000115607,-0.335234205619066
 EOMES,ENSG00000163508,-1.33823747151333
 CGB1,ENSG00000267631,-0.063563080856852
 CGB2,ENSG00000104818,-0.265917144841925
 CFP,ENSG00000126759,-0.469746627086461
 FKBP14,ENSG00000106080,0.188227075406514
 FKBP15,ENSG00000119321,-0.016485557343369
 UBE2J1,ENSG00000198833,-0.0701339839974162
 UBE2J2,ENSG00000160087,0.0890691742742965
 FKBP11,ENSG00000134285,-0.439622307211424
 FBXO10,ENSG00000147912,-0.0165217408157443
 FBXO11,ENSG00000138081,-0.262433469252127
 FBXO16,ENSG00000214050,-0.375288323834931
 FBXO15,ENSG00000141665,-0.911756562821935
 SFTA3,ENSG00000229415,-1.30119903984682
 SFTA2,ENSG00000196260,0.108359715223882
 CNGB1,ENSG00000070729,1.03324244023217
 CNGB3,ENSG00000170289,0.0212560051897574
 PLA2G6,ENSG00000184381,-0.075296047096795
 PLA2G7,ENSG00000146070,-1.30710257981898
 PLA2G5,ENSG00000127472,2.29196511698022
 PLA2G3,ENSG00000100078,-1.5658647840639
 GDPGP1,ENSG00000183208,0.240527874022745
 CCDC77,ENSG00000120647,-0.422282300055704
 KRTAP1-3,ENSG00000221880,0.0414774320274335
 CCDC73,ENSG00000186714,-0.550342071694119
 CCDC70,ENSG00000123171,0.286639881345716
 CCDC71,ENSG00000177352,0.163091091731492
 CCDC78,ENSG00000162004,-0.612784820246228
 CCDC79,ENSG00000249961,0.532975369445545
 HIST3H2BB,ENSG00000196890,-0.242148595778349
 GHITM,ENSG00000165678,-0.249146640251299
 FKBP1B,ENSG00000119782,-0.41423228162713
 FKBP1C,ENSG00000198225,-0.251314588196954
 FKBP1A,ENSG00000088832,-0.175840653405103
 MAP10,ENSG00000212916,-0.227495547088509
 LGALS9B,ENSG00000170298,-1.334535212676
 UNC50,ENSG00000115446,0.067999025246429
 NKAIN3,ENSG00000185942,1.21908148451042
 NKAIN2,ENSG00000188580,-0.557394906518607
 NKAIN1,ENSG00000084628,-1.35957839486199
 MAP1A,ENSG00000166963,0.403090348590683
 MAP1B,ENSG00000131711,0.221314703059656
 IGSF9B,ENSG00000080854,1.63069745925308
 UNC5B,ENSG00000107731,-1.40155130719999
 UNC5C,ENSG00000182168,-0.831265394819941
 VGF,ENSG00000128564,0.00419855700401324
 UNC5A,ENSG00000113763,-2.27717333941292
 UNC5D,ENSG00000156687,2.2392077318392
 RP11-796G6.2,ENSG00000258512,-0.85442461143874
 MAP1S,ENSG00000130479,0.0866188387322419
 CCP110,ENSG00000103540,-0.181630554050124
 RPL18A,ENSG00000105640,0.0891020057979002
 CEND1,ENSG00000184524,2.82205964021954
 CLEC18B,ENSG00000140839,-2.05511807315914
 SDR42E2,ENSG00000183921,-0.336288651764276
 SDR42E1,ENSG00000184860,1.09744871113305
 ALOX12B,ENSG00000179477,-1.51279555219241
 EPB41L1,ENSG00000088367,-0.280324808864814
 PPCDC,ENSG00000138621,0.023550434173031
 EPB41L3,ENSG00000082397,-0.360663685287685
 EPB41L2,ENSG00000079819,0.524165190784773
 EPB41L5,ENSG00000115109,0.195194277979979
 ACSS3,ENSG00000111058,-0.88786544591387
 ACSS2,ENSG00000131069,-0.328644604288693
 ACSS1,ENSG00000154930,0.360275032280147
 KIDINS220,ENSG00000134313,-0.112779547120656
 RUNDC3A,ENSG00000108309,-0.0201033227665811
 DFNA5,ENSG00000105928,0.12304626058313
 MAGEH1,ENSG00000187601,-0.238753708710072
 WNT3,ENSG00000108379,0.26846028682428
 WNT2,ENSG00000105989,1.15250630444287
 WNT1,ENSG00000125084,-0.281701862826942
 LRRN4,ENSG00000125872,-1.82258662649857
 AGXT,ENSG00000172482,0.479578744478968
 LRRN2,ENSG00000170382,0.619148692597116
 LRRN1,ENSG00000175928,0.530625874068763
 WNT4,ENSG00000162552,-0.896891754154926
 CCM2L,ENSG00000101331,0.212657435035111
 AAGAB,ENSG00000103591,-0.227111702921946
 RNF175,ENSG00000145428,-0.538557442673229
 RNF170,ENSG00000120925,-0.307725297453337
 FGGY,ENSG00000172456,-0.307746783096504
 PCNA,ENSG00000132646,-0.267197398147263
 ZBTB7A,ENSG00000178951,0.204084059336338
 ZBTB7C,ENSG00000184828,0.101573442630948
 ZBTB7B,ENSG00000160685,0.00372950679010696
 PCNP,ENSG00000081154,0.0573599994420405
 PCNT,ENSG00000160299,-0.308582562871023
 PCNX,ENSG00000100731,-0.0182705573313789
 UTY,ENSG00000183878,-0.0386633160193886
 PACRG,ENSG00000112530,-0.737069432558224
 TOP3A,ENSG00000177302,-0.189432714929296
 DNPH1,ENSG00000112667,0.399947010712934
 TOP3B,ENSG00000100038,0.148959208763459
 UFD1L,ENSG00000070010,-0.0902374701581275
 ILF3,ENSG00000129351,0.00244227573334705
 ILF2,ENSG00000143621,-0.531963323346326
 BOK,ENSG00000176720,0.480011928476983
 BOC,ENSG00000144857,1.83800229675223
 DENND2C,ENSG00000175984,-0.382819526735892
 DENND2A,ENSG00000146966,2.0747840116727
 DENND2D,ENSG00000162777,-0.561992404570924
 GAGE1,ENSG00000205777,-0.0911949083437142
 PPT1,ENSG00000131238,-0.085143898830409
 PPT2,ENSG00000221988,0.154404773275598
 INPP4B,ENSG00000109452,-0.415252362682972
 INPP4A,ENSG00000040933,0.537455174630284
 IGSF1,ENSG00000147255,1.24596861238036
 SAFB,ENSG00000160633,-0.0655238536850526
 TRNP1,ENSG00000253368,0.746045287473476
 DEFB123,ENSG00000180424,-0.0295480721302365
 PPP1R26,ENSG00000196422,0.322721765440083
 PPP1R27,ENSG00000182676,-1.09233803764376
 PPP1R21,ENSG00000162869,0.26195384704649
 NGLY1,ENSG00000151092,-0.318146985493979
 LMX1A,ENSG00000162761,2.12191505878675
 ZCCHC24,ENSG00000165424,0.60135765830701
 LMX1B,ENSG00000136944,1.91773537746022
 MRGPRF,ENSG00000172935,2.55561258961247
