 gene    name , gene    ENS ,Lung
 C15orf27,ENSG00000169758,0.857294691026057
 ZNF117,ENSG00000152926,0.320151706791593
 ZNF114,ENSG00000178150,-0.610504901608349
 ZNF112,ENSG00000062370,-0.544589630822869
 SEZ6L,ENSG00000100095,-3.40644197795072
 ITGA8,ENSG00000077943,2.77266565420457
 ITGA9,ENSG00000144668,0.891711069642856
 PRKAR2A,ENSG00000114302,-0.323043736835347
 PRKAR2B,ENSG00000005249,-0.456987772894035
 S1PR5,ENSG00000180739,1.03459971020341
 S1PR4,ENSG00000125910,2.8558796575573
 ITGA2B,ENSG00000005961,1.01730118746624
 ATP2A3,ENSG00000074370,1.40452391280948
 PHACTR4,ENSG00000204138,0.173489544090753
 PHACTR1,ENSG00000112137,0.476032634080192
 OR2K2,ENSG00000171133,-0.520588756080363
 PHACTR3,ENSG00000087495,3.26299410717231
 KRTAP2-3,ENSG00000212724,0.0445749941151429
 KRTAP2-2,ENSG00000214518,0.0556871555122584
 KRTAP2-1,ENSG00000212725,0.114820386882992
 KRTAP2-4,ENSG00000213417,-0.104956805340987
 ITGA7,ENSG00000135424,-1.18813534969748
 VMP1,ENSG00000062716,0.692551245371402
 NR1D1,ENSG00000126368,0.215098197377531
 NR1D2,ENSG00000174738,-0.555037940299949
 OGFR,ENSG00000060491,0.829117988839641
 PTCH2,ENSG00000117425,-1.80655127896504
 PTCH1,ENSG00000185920,0.287774672843917
 TIMM44,ENSG00000104980,-0.56827794923548
 RAD9B,ENSG00000151164,-0.196485102649777
 RAD9A,ENSG00000172613,0.362762689594797
 ERGIC2,ENSG00000087502,-0.256100321078257
 ERGIC3,ENSG00000125991,0.033487457175932
 ERGIC1,ENSG00000113719,0.245209875245575
 B3GAT3,ENSG00000149541,-0.42635819829383
 B3GAT2,ENSG00000112309,-0.618912722181974
 B3GAT1,ENSG00000109956,-1.22332736644129
 CALM2,ENSG00000143933,-0.235221915108859
 TTC30A,ENSG00000197557,-0.540827534279862
 TTC30B,ENSG00000196659,-0.280178310546721
 SPG20,ENSG00000133104,-0.00777845431469414
 GSDMA,ENSG00000167914,-0.0595723031133429
 GSDMB,ENSG00000073605,0.309897461613655
 GSDMC,ENSG00000147697,0.656434130530612
 GSDMD,ENSG00000104518,1.29052674871878
 FBXL13,ENSG00000161040,0.372120264601732
 UPK1B,ENSG00000114638,-0.199055739172399
 DLGAP2,ENSG00000198010,-1.80694114686855
 DLGAP3,ENSG00000116544,-1.77373421170025
 DLGAP1,ENSG00000170579,0.494769100577434
 DLGAP4,ENSG00000080845,0.296819821896037
 DLGAP5,ENSG00000126787,1.05563786664792
 KB-1507C5.2,ENSG00000253320,-0.0279041686131851
 OIP5,ENSG00000104147,-0.584198336652035
 FBXL19,ENSG00000099364,-0.496152001245762
 LRRFIP1,ENSG00000124831,0.811921407737606
 PTPN18,ENSG00000072135,-0.153637961817188
 PTPN13,ENSG00000163629,0.173398387758254
 PTPN12,ENSG00000127947,1.07717557651795
 PTPN11,ENSG00000179295,-0.188421748417257
 PTPN14,ENSG00000152104,0.593032846658666
 LYAR,ENSG00000145220,-0.0449995142876826
 SDK2,ENSG00000069188,0.632190204559054
 TFIP11,ENSG00000100109,-0.228667689036218
 C2orf81,ENSG00000159239,0.228830454185412
 C2orf80,ENSG00000188674,-1.75077463151272
 DMRTB1,ENSG00000143006,-0.306840168605901
 C2orf82,ENSG00000182600,-2.11790458860551
 C2orf88,ENSG00000187699,-1.20644220757828
 CDK1,ENSG00000170312,0.454870086636895
 MZB1,ENSG00000170476,3.88024131111196
 TRAPPC6B,ENSG00000182400,-0.483077586029395
 HLA-DQB1,ENSG00000179344,2.48033701878067
 HLA-DQB2,ENSG00000232629,3.15970401208579
 CDK7,ENSG00000134058,-0.297588038452094
 FOXS1,ENSG00000179772,1.14007046847689
 AC008060.7,ENSG00000218672,-1.39577449915564
 LPAR2,ENSG00000064547,1.47158531238115
 HAPLN4,ENSG00000187664,-0.475346699986481
 THSD1,ENSG00000136114,1.91943054250405
 CAMKK2,ENSG00000110931,-0.325404245697463
 CAMKK1,ENSG00000004660,-1.12167232061589
 CHST1,ENSG00000175264,0.96773724657463
 CHMP3,ENSG00000115561,-0.036866621351362
 RPL36AL,ENSG00000165502,-0.0402861862127373
 CHMP7,ENSG00000147457,-0.300442262807254
 CHMP6,ENSG00000176108,-0.211222337314221
 CHMP5,ENSG00000086065,0.167227851217397
 OR52N4,ENSG00000181074,1.00148336370634
 OR52N2,ENSG00000180988,0.143445924902102
 LY6G6C,ENSG00000204421,-0.319422779211832
 LY6G6D,ENSG00000244355,0.532056600382095
 LY6G6E,ENSG00000255552,1.37357426277889
 LY6G6F,ENSG00000204424,1.86616918630494
 HOXA10,ENSG00000253293,-2.44811997101318
 GALNTL5,ENSG00000106648,-1.31580895688188
 GALNTL6,ENSG00000174473,-1.3927869853335
 SPECC1,ENSG00000128487,-0.74718078048154
 BCL2A1,ENSG00000140379,4.81049562758118
 TDG,ENSG00000139372,0.0955093794333329
 HN1,ENSG00000189159,-0.0732355165735323
 ENTPD5,ENSG00000187097,-0.492523820304102
 TBX2,ENSG00000121068,3.98076176042662
 LRRC27,ENSG00000148814,-0.199412675276878
 LRRC26,ENSG00000184709,-0.192836429282759
 KIAA1524,ENSG00000163507,-0.647841042169764
 KIAA1522,ENSG00000162522,0.955344088934107
 MPDU1,ENSG00000129255,0.0895399148018581
 LRRC28,ENSG00000168904,-0.714950265467338
 GCNT4,ENSG00000176928,0.473533181663401
 GCNT6,ENSG00000205318,0.0410421365351876
 GCNT3,ENSG00000140297,0.395042388331818
 GCNT2,ENSG00000111846,1.35716168718038
 TBX3,ENSG00000135111,2.97325923555706
 LPCAT2,ENSG00000087253,-0.370243526448756
 LPCAT3,ENSG00000111684,0.89442940487912
 LPCAT1,ENSG00000153395,1.52812317533499
 TAGLN,ENSG00000149591,0.690781789189999
 CCDC178,ENSG00000166960,-0.570580754617237
 CCDC179,ENSG00000255359,-0.193098314097901
 CCDC170,ENSG00000120262,1.63466088727616
 CCDC171,ENSG00000164989,-0.30908508151113
 CCDC172,ENSG00000182645,-0.468248528634172
 CCDC173,ENSG00000154479,2.35950568130402
 CCDC174,ENSG00000154781,-0.214234495437681
 CCDC175,ENSG00000151838,0.174599255940905
 CCDC176,ENSG00000119636,0.145792609526411
 CCDC177,ENSG00000267909,-1.03155819262803
 PDK1,ENSG00000152256,-0.405956416902997
 PDK4,ENSG00000004799,1.00720811319807
 LNPEP,ENSG00000113441,-0.103756932341593
 ALPI,ENSG00000163295,-0.257962096639842
 SEC61A1,ENSG00000058262,0.245732623847516
 SEC61A2,ENSG00000065665,-0.770404236503167
 ALPL,ENSG00000162551,1.19321728339741
 PECR,ENSG00000115425,-0.312042834232952
 SNAPC5,ENSG00000174446,-0.558148023221758
 SNAPC4,ENSG00000165684,-0.0330263436940239
 DDIT3,ENSG00000175197,0.0683381908950972
 DDIT4,ENSG00000168209,0.337969519664701
 RIIAD1,ENSG00000178796,0.734085776456488
 GOLGA8T,ENSG00000261247,0.0225838157464252
 GOLGA8Q,ENSG00000178115,-0.357784270145842
 GOLGA8S,ENSG00000261739,-0.913798891331301
 GOLGA8R,ENSG00000186399,-0.106584005752274
 GOLGA8M,ENSG00000188626,-0.217765873322724
 GOLGA8O,ENSG00000206127,-0.192337014912221
 GOLGA8N,ENSG00000232653,-0.094018262376631
 GOLGA8H,ENSG00000261794,0.479033537275832
 GOLGA8K,ENSG00000249931,0.109396287365875
 GOLGA8J,ENSG00000179938,-0.843363070830029
 GOLGA8G,ENSG00000183629,-0.711507909960892
 GOLGA8A,ENSG00000175265,0.0235756207270521
 GOLGA8B,ENSG00000215252,0.235500346420949
 PTPMT1,ENSG00000110536,-0.0932069218567186
 FTCDNL1,ENSG00000226124,-1.08547729995579
 VMO1,ENSG00000182853,1.41057856232651
 ATP5C1,ENSG00000165629,-0.590686723841668
 ESRRG,ENSG00000196482,-0.540865218863201
 NPC2,ENSG00000119655,0.840554897653205
 NPC1,ENSG00000141458,0.738276613834567
 C3orf58,ENSG00000181744,0.0229385361987802
 RAB3GAP2,ENSG00000118873,-0.0873236732973909
 BHLHA15,ENSG00000180535,0.323282106474787
 RAB3GAP1,ENSG00000115839,-0.289015831823173
 C3orf52,ENSG00000114529,2.08611421139614
 C3orf55,ENSG00000174899,2.24299653918606
 C3orf56,ENSG00000214324,0.1218041395002
 DAG1,ENSG00000173402,0.0567274038987649
 ETHE1,ENSG00000105755,0.479453396678643
 SGSM3,ENSG00000100359,-0.172294234359051
 KDM1A,ENSG00000004487,-0.116960187950607
 KDM1B,ENSG00000165097,-0.245183239094116
 SLC36A2,ENSG00000186335,-1.73505892410961
 AC012313.1,ENSG00000269855,-0.80742028515865
 FCER1G,ENSG00000158869,2.61606048079885
 BTG4,ENSG00000137707,3.20484244569983
 FCER1A,ENSG00000179639,1.59179645254954
 BTG2,ENSG00000159388,0.494003515780935
 SOSTDC1,ENSG00000171243,4.38628177903853
 SRD5A3,ENSG00000128039,-0.223416847031781
 SRD5A1,ENSG00000145545,-1.13257300575795
 ZFP14,ENSG00000142065,-0.134371347118605
 ESRRB,ENSG00000119715,-0.568360497259792
 SEC11C,ENSG00000166562,-0.353505380646391
 GGA1,ENSG00000100083,-0.0523573015831657
 GGA3,ENSG00000125447,0.242318048010062
 GGA2,ENSG00000103365,0.656718630806917
 FHOD1,ENSG00000135723,1.92376319768885
 FHOD3,ENSG00000134775,-1.62094894742564
 C21orf59,ENSG00000159079,-0.128229789562585
 C4orf6,ENSG00000082929,-0.270494239349648
 GJC2,ENSG00000198835,0.326888103073704
 C4orf3,ENSG00000164096,-0.179973609119803
 GJC1,ENSG00000182963,1.57114821276247
 PSMB9,ENSG00000240065,1.3559108419324
 PSMB8,ENSG00000204264,1.26894722583229
 PSMB7,ENSG00000136930,-0.405123453731123
 PSMB6,ENSG00000142507,-0.332884752224071
 PSMB5,ENSG00000100804,-0.384531837064907
 PSMB4,ENSG00000159377,-0.265530827910566
 PSMB2,ENSG00000126067,-0.194409585976332
 LMBR1L,ENSG00000139636,0.470281780570637
 LTN1,ENSG00000198862,-0.387137645248873
 TRIML2,ENSG00000179046,1.50713347260339
 C9orf141,ENSG00000198454,-0.233892438031261
 C9orf142,ENSG00000148362,-0.119641537527493
 TRIML1,ENSG00000184108,0.996727467236327
 NACC2,ENSG00000148411,-0.455296883656198
 VPS13D,ENSG00000048707,-0.114113270411194
 NACC1,ENSG00000160877,-0.458107943910057
 VPS13A,ENSG00000197969,-0.293506923828
 SH3KBP1,ENSG00000147010,0.473690067014057
 VPS13B,ENSG00000132549,0.0557263472729911
 BEX5,ENSG00000184515,0.774577086801972
 BEX4,ENSG00000102409,-0.546593253280455
 BEX2,ENSG00000133134,-1.07591730899884
 BEX1,ENSG00000133169,-0.89004576068393
 TSR2,ENSG00000158526,-0.501424908217981
 TMEM160,ENSG00000130748,-0.301978657293298
 TMEM163,ENSG00000152128,0.793686257956951
 TMEM165,ENSG00000134851,0.934313788145761
 TMEM164,ENSG00000157600,0.0616637314812974
 TMEM169,ENSG00000163449,-0.89137366887712
 TMEM168,ENSG00000146802,-0.0487513848130588
 EVI2B,ENSG00000185862,2.37872033304362
 FOXN1,ENSG00000109101,0.409094937360229
 FOXN2,ENSG00000170802,0.0673469231953165
 FOXN3,ENSG00000053254,-0.0592443759612393
 NICN1,ENSG00000145029,-0.209562412206125
 COL14A1,ENSG00000187955,0.897960661224345
 TAP1,ENSG00000168394,1.65252604730695
 TAP2,ENSG00000204267,1.11124385158175
 SNAP91,ENSG00000065609,-3.03011030149904
 C11orf35,ENSG00000185522,1.4806774130785
 C11orf34,ENSG00000188771,0.163306438998134
 C11orf31,ENSG00000211450,-0.132249373324089
 C11orf30,ENSG00000158636,0.531435934457069
 AC140481.2,ENSG00000183292,-0.152304151150773
 MACROD2,ENSG00000172264,0.347666207148053
 MACROD1,ENSG00000133315,-0.664363566561213
 SEP15,ENSG00000183291,0.16804838081639
 KRR1,ENSG00000111615,-0.131178255466643
 FAM64A,ENSG00000129195,-0.0648157320355751
 FBXO18,ENSG00000134452,0.180834277095075
 HIST2H3PS2,ENSG00000203818,-0.163002477734455
 C8orf49,ENSG00000255394,-1.05853102879786
 C8orf48,ENSG00000164743,-0.446390163920495
 C8orf47,ENSG00000177459,0.713002816553012
 C8orf46,ENSG00000169085,-0.966854242471839
 C8orf44,ENSG00000213865,-0.565392699257278
 TP53I3,ENSG00000115129,0.679112453874763
 MB,ENSG00000198125,-1.47276138411519
 SLC18A3,ENSG00000187714,-1.42331563986669
 SLC18A2,ENSG00000165646,0.852220757793872
 SLC18A1,ENSG00000036565,0.085713761402266
 RALBP1,ENSG00000017797,-0.369417113623184
 ZNF831,ENSG00000124203,1.79635420568275
 ZNF830,ENSG00000198783,-0.305621548482287
 ZNF835,ENSG00000127903,-1.10923361205923
 ZNF837,ENSG00000152475,-0.603179749689959
 ZNF836,ENSG00000196267,0.258232529969065
 ZNF839,ENSG00000022976,-0.574449250352848
 LRIF1,ENSG00000121931,-0.751991554207475
 PHAX,ENSG00000164902,-0.87317836004596
 ZNF573,ENSG00000189144,-0.348347096653163
 TSPY8,ENSG00000229549,-0.0634885407517985
 SBSPON,ENSG00000164764,0.551642861633511
 ZPBP,ENSG00000042813,-0.0541470645818109
 TSPY1,ENSG00000258992,-0.130600593019413
 BEGAIN,ENSG00000183092,-0.427910868725431
 SLC17A8,ENSG00000179520,-1.20370515719816
 RAB33B,ENSG00000172007,-0.00356741862768404
 SLC17A4,ENSG00000146039,-0.939649516015235
 SLC17A5,ENSG00000119899,0.267420081326668
 SLC17A6,ENSG00000091664,-1.84215524532452
 SLC17A7,ENSG00000104888,-2.17615094119457
 SLC17A1,ENSG00000124568,0.326033104038093
 SLC17A2,ENSG00000112337,-0.264953333466874
 SLC17A3,ENSG00000124564,0.952236440414071
 C16orf59,ENSG00000162062,-1.5550094979847
 SETDB2,ENSG00000136169,-0.150673872791968
 C16orf52,ENSG00000185716,0.216400607519153
 AP5B1,ENSG00000254470,-0.0040304692774335
 CHMP4A,ENSG00000254505,-0.359200857097029
 CHMP4B,ENSG00000101421,-0.0734334278888364
 CHMP4C,ENSG00000164695,0.863518358337854
 COBLL1,ENSG00000082438,0.430143220717368
 RAB7L1,ENSG00000117280,0.0322724733222826
 TMEM255B,ENSG00000184497,1.92749297206996
 TMEM255A,ENSG00000125355,-0.588480717752503
 ST5,ENSG00000166444,0.605291980024282
 ST7,ENSG00000004866,0.445200959211473
 ZNF304,ENSG00000131845,0.25490516265286
 STH,ENSG00000256762,-1.18963399330066
 ZNF302,ENSG00000089335,-0.241784523806172
 ZNF300,ENSG00000145908,-0.256598512153626
 STS,ENSG00000101846,0.360447563421927
 HOXB13,ENSG00000159184,-1.02191158322621
 IFT81,ENSG00000122970,0.284415773095932
 FBXO17,ENSG00000269190,0.298127576964954
 TOMM34,ENSG00000025772,-0.371710888696332
 PPP3CA,ENSG00000138814,-0.649764734492038
 PPP3CB,ENSG00000107758,-0.859628025321756
 PPP3CC,ENSG00000120910,0.369949182993842
 LIF,ENSG00000128342,3.55136269889179
 GPATCH8,ENSG00000186566,-0.355997038973115
 IFT88,ENSG00000032742,0.0534210099745912
 RPL18,ENSG00000063177,-0.299207034089883
 ADRA2A,ENSG00000150594,0.0455830473162009
 ADRA2C,ENSG00000184160,0.0767176228185456
 TEX26,ENSG00000175664,-0.300452791793755
 TEX22,ENSG00000226174,-0.703127175046213
 TEX29,ENSG00000153495,-0.45711835842402
 SYT8,ENSG00000149043,4.39575899064396
 SYT9,ENSG00000170743,-1.71140966533547
 MTCH2,ENSG00000109919,-0.970702999134249
 MTCH1,ENSG00000137409,0.241848390916982
 SYT1,ENSG00000067715,-1.02560576075329
 SYT2,ENSG00000143858,-1.37159522707841
 SYT3,ENSG00000213023,-1.87040913095702
 SYT4,ENSG00000132872,-2.08085056059653
 SYT5,ENSG00000129990,-1.51371364778261
 SYT6,ENSG00000134207,-1.90755521383727
 SYT7,ENSG00000011347,-1.24428632867186
 FUBP1,ENSG00000162613,0.490705911048234
 SCHIP1,ENSG00000151967,-0.190510020911092
 MARCO,ENSG00000019169,5.52928979573249
 SAP30,ENSG00000164105,-0.590979145365679
 NBL1,ENSG00000158747,1.82784203454587
 DRC1,ENSG00000157856,3.68166852377513
 C1orf53,ENSG00000203724,-0.655241584706289
 C1orf52,ENSG00000162642,-0.0051401966055831
 C1orf51,ENSG00000159208,-0.858538378892052
 C1orf50,ENSG00000164008,-0.744556574585231
 C1orf56,ENSG00000143443,-0.994125509142308
 C1orf54,ENSG00000118292,0.559786575978762
 MARC1,ENSG00000186205,-0.819062255071811
 MARC2,ENSG00000117791,1.27543918468577
 ATG4B,ENSG00000168397,-0.0751593043914413
 CSRP2BP,ENSG00000149474,-0.970665855445281
 SMPD4,ENSG00000136699,-0.303683790259811
 SMPD1,ENSG00000166311,0.0089448526771434
 SMPD3,ENSG00000103056,-0.260828608873832
 SMPD2,ENSG00000135587,0.353314479805074
 BRIP1,ENSG00000136492,0.124373017106862
 PDE11A,ENSG00000128655,-3.48535896764592
 TTC28,ENSG00000100154,1.18457305844942
 TTC29,ENSG00000137473,4.0918067741998
 TTC24,ENSG00000187862,1.45311237924622
 TTC25,ENSG00000204815,1.20363404884045
 TTC26,ENSG00000105948,0.211013638920465
 TTC27,ENSG00000018699,-0.286196707111466
 PATL2,ENSG00000229474,1.99903937547034
 TTC22,ENSG00000006555,1.12560632867651
 PATL1,ENSG00000166889,0.549246213137756
 ENO1,ENSG00000074800,-0.550683976374283
 NPY2R,ENSG00000185149,-2.12717510032903
 ENO3,ENSG00000108515,-0.57279899202385
 ENO4,ENSG00000188316,1.24657571767976
 RP11-171N4.2,ENSG00000251283,-0.240246461220778
 OBSCN,ENSG00000154358,0.969038013935412
 SRRD,ENSG00000100104,-0.672897153994002
 MCL1,ENSG00000143384,0.98336907881493
 SORBS1,ENSG00000095637,-0.316692473623821
 SORBS3,ENSG00000120896,0.428774886062788
 SORBS2,ENSG00000154556,-1.05016633973556
 ODC1,ENSG00000115758,-0.35019202918262
 IL18RAP,ENSG00000115607,3.84996346028162
 EOMES,ENSG00000163508,2.70605828100371
 CGB1,ENSG00000267631,-0.127699374023538
 CGB2,ENSG00000104818,-0.273484167225976
 CFP,ENSG00000126759,1.64707184836041
 FKBP14,ENSG00000106080,0.0848731795406908
 FKBP15,ENSG00000119321,0.369650432558436
 UBE2J1,ENSG00000198833,0.260842866334823
 UBE2J2,ENSG00000160087,-0.259718456228051
 FKBP11,ENSG00000134285,0.702434398919527
 FBXO10,ENSG00000147912,-0.775913186826202
 FBXO11,ENSG00000138081,0.245546507618732
 FBXO16,ENSG00000214050,-0.844154551363608
 FBXO15,ENSG00000141665,0.997499818286144
 SFTA3,ENSG00000229415,9.23139370938704
 SFTA2,ENSG00000196260,9.33616624382231
 CNGB1,ENSG00000070729,0.753338452980636
 CNGB3,ENSG00000170289,-0.378123372484509
 PLA2G6,ENSG00000184381,-0.43867298736331
 PLA2G7,ENSG00000146070,1.370490151947
 PLA2G5,ENSG00000127472,1.09458053883496
 PLA2G3,ENSG00000100078,1.92982642874227
 GDPGP1,ENSG00000183208,-0.615216172532745
 CCDC77,ENSG00000120647,-0.225679057386117
 KRTAP1-3,ENSG00000221880,0.308357380215051
 CCDC73,ENSG00000186714,0.0876622156075466
 CCDC70,ENSG00000123171,-0.752054841122916
 CCDC71,ENSG00000177352,-0.16893255511675
 CCDC78,ENSG00000162004,2.75971967091307
 CCDC79,ENSG00000249961,-0.814625453168322
 HIST3H2BB,ENSG00000196890,0.665180858862463
 GHITM,ENSG00000165678,-0.678544456948871
 FKBP1B,ENSG00000119782,0.560131644366282
 FKBP1C,ENSG00000198225,0.717983059102977
 FKBP1A,ENSG00000088832,0.553023652158907
 MAP10,ENSG00000212916,-1.05236906511339
 LGALS9B,ENSG00000170298,2.00640173587522
 UNC50,ENSG00000115446,-0.09618927723604
 NKAIN3,ENSG00000185942,-2.52141226732563
 NKAIN2,ENSG00000188580,-3.0041050691114
 NKAIN1,ENSG00000084628,-3.55889365216209
 MAP1A,ENSG00000166963,-1.9683638834165
 MAP1B,ENSG00000131711,-1.42299795442365
 IGSF9B,ENSG00000080854,-0.705890923550634
 UNC5B,ENSG00000107731,0.913831315810335
 UNC5C,ENSG00000182168,1.336739834875
 VGF,ENSG00000128564,-2.48427574176119
 UNC5A,ENSG00000113763,-0.863818193012848
 UNC5D,ENSG00000156687,0.658917170257871
 RP11-796G6.2,ENSG00000258512,1.98563696622051
 MAP1S,ENSG00000130479,0.087316383044923
 CCP110,ENSG00000103540,0.160771815886233
 RPL18A,ENSG00000105640,-0.0416068610865521
 CEND1,ENSG00000184524,-2.37191927307524
 CLEC18B,ENSG00000140839,-1.04900480464796
 SDR42E2,ENSG00000183921,2.40479669636875
 SDR42E1,ENSG00000184860,0.843237608986961
 ALOX12B,ENSG00000179477,-1.77742560735641
 EPB41L1,ENSG00000088367,-0.444423088624915
 PPCDC,ENSG00000138621,0.0736868843328194
 EPB41L3,ENSG00000082397,0.156606382462152
 EPB41L2,ENSG00000079819,1.05578210505034
 EPB41L5,ENSG00000115109,1.35902252272782
 ACSS3,ENSG00000111058,0.523777628628964
 ACSS2,ENSG00000131069,0.114910633869617
 ACSS1,ENSG00000154930,-0.000335241454153447
 KIDINS220,ENSG00000134313,0.0596039799015303
 RUNDC3A,ENSG00000108309,-2.42715907068897
 DFNA5,ENSG00000105928,-0.835804729627912
 MAGEH1,ENSG00000187601,-0.0949044236681107
 WNT3,ENSG00000108379,-1.13968972804111
 WNT2,ENSG00000105989,4.95906212590551
 WNT1,ENSG00000125084,0.20905667706625
 LRRN4,ENSG00000125872,5.80204151526606
 AGXT,ENSG00000172482,-0.822411312082797
 LRRN2,ENSG00000170382,-0.328420138128269
 LRRN1,ENSG00000175928,-0.504542115075274
 WNT4,ENSG00000162552,-0.472080515789315
 CCM2L,ENSG00000101331,1.46357102235903
 AAGAB,ENSG00000103591,-0.18832533992525
 RNF175,ENSG00000145428,-0.542434450584024
 RNF170,ENSG00000120925,-0.689207125372097
 FGGY,ENSG00000172456,-0.330472555073056
 PCNA,ENSG00000132646,-0.471430725954822
 ZBTB7A,ENSG00000178951,-0.301290185009311
 ZBTB7C,ENSG00000184828,0.266464453305321
 ZBTB7B,ENSG00000160685,-0.0565182938205749
 PCNP,ENSG00000081154,0.0991267865544502
 PCNT,ENSG00000160299,-0.430192308881663
 PCNX,ENSG00000100731,0.289388310979473
 UTY,ENSG00000183878,0.723025064948562
 PACRG,ENSG00000112530,0.921639434531357
 TOP3A,ENSG00000177302,-0.348782423527747
 DNPH1,ENSG00000112667,-0.645202307108489
 TOP3B,ENSG00000100038,0.140123613884267
 UFD1L,ENSG00000070010,0.0464398686524408
 ILF3,ENSG00000129351,0.256292262070834
 ILF2,ENSG00000143621,0.114506387089935
 BOK,ENSG00000176720,0.0610519845605063
 BOC,ENSG00000144857,-0.524073564309727
 DENND2C,ENSG00000175984,0.418526829876647
 DENND2A,ENSG00000146966,1.79270194279061
 DENND2D,ENSG00000162777,2.0288602606323
 GAGE1,ENSG00000205777,-0.065202110194542
 PPT1,ENSG00000131238,0.0928624583592508
 PPT2,ENSG00000221988,0.0804346146986487
 INPP4B,ENSG00000109452,0.31494004278094
 INPP4A,ENSG00000040933,-0.160620406143467
 IGSF1,ENSG00000147255,-2.98929458701742
 SAFB,ENSG00000160633,0.0416432471389742
 TRNP1,ENSG00000253368,-0.420442172240127
 DEFB123,ENSG00000180424,-0.371640598745952
 PPP1R26,ENSG00000196422,0.492066157947784
 PPP1R27,ENSG00000182676,-0.675944067844911
 PPP1R21,ENSG00000162869,-0.390918482274736
 NGLY1,ENSG00000151092,-0.303024894709612
 LMX1A,ENSG00000162761,-0.949727734898863
 ZCCHC24,ENSG00000165424,0.0300338789170141
 LMX1B,ENSG00000136944,-1.54443984352887
 MRGPRF,ENSG00000172935,0.874223579052653
 ABCE1,ENSG00000164163,-0.29911071571654
 KCP,ENSG00000135253,1.18086280776994
