 gene    name , gene    ENS ,Artery-Aorta
 GOLGA8O,ENSG00000206127,-0.0510081078072803
 GOLGA8N,ENSG00000232653,0.530532805178547
 GOLGA8H,ENSG00000261794,1.54774820888569
 GOLGA8K,ENSG00000249931,0.891979009709473
 GOLGA8J,ENSG00000179938,-0.0400265963364093
 GOLGA8G,ENSG00000183629,0.485101900421153
 GOLGA8A,ENSG00000175265,0.485707860227407
 GOLGA8B,ENSG00000215252,0.471869022824951
 PTPMT1,ENSG00000110536,-0.176931289308118
 FTCDNL1,ENSG00000226124,-1.99668882562306
 VMO1,ENSG00000182853,1.25437305809618
 ATP5C1,ENSG00000165629,-0.198714823370387
 ESRRG,ENSG00000196482,-4.04973357421188
 NPC2,ENSG00000119655,0.234287088166401
 NPC1,ENSG00000141458,-0.000311362139922042
 C3orf58,ENSG00000181744,0.801960407133201
 RAB3GAP2,ENSG00000118873,0.157796610753714
 BHLHA15,ENSG00000180535,-0.441317897215469
 RAB3GAP1,ENSG00000115839,0.459034251377904
 C3orf52,ENSG00000114529,1.44863030624162
 C3orf55,ENSG00000174899,-0.578707269713052
 C3orf56,ENSG00000214324,0.28325840693489
 DAG1,ENSG00000173402,0.594235054077299
 ETHE1,ENSG00000105755,0.445013255256745
 SGSM3,ENSG00000100359,-0.187184074814238
 KDM1A,ENSG00000004487,-0.27199950136554
 KDM1B,ENSG00000165097,-0.249241957811501
 SLC36A2,ENSG00000186335,-1.2296522112722
 AC012313.1,ENSG00000269855,-0.377589417100423
 FCER1G,ENSG00000158869,0.975691449599557
 BTG4,ENSG00000137707,0.210667206037462
 FCER1A,ENSG00000179639,-0.171579586704502
 BTG2,ENSG00000159388,0.0875127931354239
 SOSTDC1,ENSG00000171243,-1.99917243903545
 SRD5A3,ENSG00000128039,-0.420355842860246
 SRD5A1,ENSG00000145545,0.269931770408914
 ZFP14,ENSG00000142065,0.13731189009819
 ESRRB,ENSG00000119715,-1.0688530856879
 SEC11C,ENSG00000166562,-0.263301613061253
 GGA1,ENSG00000100083,-0.333997277638421
 GGA3,ENSG00000125447,-0.257465249134005
 GGA2,ENSG00000103365,-0.293610004022852
 FHOD1,ENSG00000135723,0.177134352897587
 FHOD3,ENSG00000134775,0.83569805734903
 C21orf59,ENSG00000159079,0.119174960659175
 C4orf6,ENSG00000082929,0.4686382854236
 GJC2,ENSG00000198835,-0.0986188941401861
 C4orf3,ENSG00000164096,0.455429151136636
 GJC1,ENSG00000182963,0.667572218173126
 PSMB9,ENSG00000240065,-0.526141102909475
 PSMB8,ENSG00000204264,-0.208289642913737
 PSMB7,ENSG00000136930,-0.00214478157865695
 PSMB6,ENSG00000142507,0.0226475062876631
 PSMB5,ENSG00000100804,0.0851378735552002
 PSMB4,ENSG00000159377,0.236494492837856
 PSMB2,ENSG00000126067,-0.040000161280592
 LMBR1L,ENSG00000139636,0.0822635349978386
 LTN1,ENSG00000198862,-0.0858396574648591
 TRIML2,ENSG00000179046,-0.220833329685212
 C9orf141,ENSG00000198454,-0.281357702879925
 C9orf142,ENSG00000148362,-0.0339090676378551
 TRIML1,ENSG00000184108,0.301020591995614
 NACC2,ENSG00000148411,0.409796140205757
 VPS13D,ENSG00000048707,-0.19721300298177
 NACC1,ENSG00000160877,-0.466198409316983
 VPS13A,ENSG00000197969,0.316224137485999
 SH3KBP1,ENSG00000147010,-0.779922416188178
 VPS13B,ENSG00000132549,0.226586610508836
 BEX5,ENSG00000184515,1.31434020108156
 BEX4,ENSG00000102409,0.489526026933353
 BEX2,ENSG00000133134,-0.0119364771746306
 BEX1,ENSG00000133169,-2.04300801815666
 TSR2,ENSG00000158526,0.324135853287429
 TMEM160,ENSG00000130748,0.185590078350022
 TMEM163,ENSG00000152128,-2.17214781990271
 TMEM165,ENSG00000134851,0.378426637816961
 TMEM164,ENSG00000157600,0.144490650653815
 TMEM169,ENSG00000163449,-0.763799003559352
 TMEM168,ENSG00000146802,-0.00116463957971715
 EVI2B,ENSG00000185862,-0.00823067800603391
 FOXN1,ENSG00000109101,-1.11362062531008
 FOXN2,ENSG00000170802,-0.444667366419777
 FOXN3,ENSG00000053254,0.810425123001609
 NICN1,ENSG00000145029,0.371184867404297
 COL14A1,ENSG00000187955,2.97946020593771
 TAP1,ENSG00000168394,0.0218782774485335
 TAP2,ENSG00000204267,-0.358779779258857
 SNAP91,ENSG00000065609,0.986612088104844
 C11orf35,ENSG00000185522,-0.82736661968848
 C11orf34,ENSG00000188771,-0.474110032462227
 C11orf31,ENSG00000211450,-0.0953267482683575
 C11orf30,ENSG00000158636,0.218066587124144
 AC140481.2,ENSG00000183292,-0.118488582551326
 MACROD2,ENSG00000172264,-1.5718354102803
 MACROD1,ENSG00000133315,0.162425876174025
 SEP15,ENSG00000183291,-0.0439333363203212
 KRR1,ENSG00000111615,0.0153295491224094
 FAM64A,ENSG00000129195,-0.269236461651806
 FBXO18,ENSG00000134452,0.394511454518635
 HIST2H3PS2,ENSG00000203818,-0.139319681860629
 C8orf49,ENSG00000255394,-1.33748493237265
 C8orf48,ENSG00000164743,0.870806165990355
 C8orf47,ENSG00000177459,-0.449364843214614
 C8orf46,ENSG00000169085,0.5342120007901
 C8orf44,ENSG00000213865,0.21795781638318
 TP53I3,ENSG00000115129,0.109233606635379
 MB,ENSG00000198125,-2.22127140177062
 SLC18A3,ENSG00000187714,-0.632646935618259
 SLC18A2,ENSG00000165646,-0.25272077881776
 SLC18A1,ENSG00000036565,0.0525281239395758
 RALBP1,ENSG00000017797,-0.00266320815398932
 ZNF831,ENSG00000124203,-1.03858424617171
 ZNF830,ENSG00000198783,-0.0587992028173395
 ZNF835,ENSG00000127903,-0.451701998637326
 ZNF837,ENSG00000152475,-0.640031198928343
 ZNF836,ENSG00000196267,0.327902918867794
 ZNF839,ENSG00000022976,-0.577538120642836
 LRIF1,ENSG00000121931,-0.985071031354082
 PHAX,ENSG00000164902,0.0790456412413687
 ZNF573,ENSG00000189144,0.11985232658448
 TSPY8,ENSG00000229549,0.129456779803884
 SBSPON,ENSG00000164764,0.92075472705063
 ZPBP,ENSG00000042813,-1.04813741330913
 TSPY1,ENSG00000258992,0.184279264616017
 BEGAIN,ENSG00000183092,-1.37289589756596
 SLC17A8,ENSG00000179520,-0.59995845436098
 RAB33B,ENSG00000172007,0.409723053854174
 SLC17A4,ENSG00000146039,0.82418507386326
 SLC17A5,ENSG00000119899,0.32472177027222
 SLC17A6,ENSG00000091664,-0.774687979449266
 SLC17A7,ENSG00000104888,-1.42085885157725
 SLC17A1,ENSG00000124568,1.90381905351029
 SLC17A2,ENSG00000112337,0.338040333915306
 SLC17A3,ENSG00000124564,3.04496964734319
 C16orf59,ENSG00000162062,-1.08937724397279
 SETDB2,ENSG00000136169,-0.29601388575033
 C16orf52,ENSG00000185716,-0.208515651065959
 AP5B1,ENSG00000254470,0.375519771458323
 CHMP4A,ENSG00000254505,0.0659885883590669
 CHMP4B,ENSG00000101421,0.186649462797955
 CHMP4C,ENSG00000164695,2.36567997814546
 COBLL1,ENSG00000082438,0.46098263284486
 RAB7L1,ENSG00000117280,0.603083642908938
 TMEM255B,ENSG00000184497,0.151412162178904
 TMEM255A,ENSG00000125355,0.131581472180627
 ST5,ENSG00000166444,0.141848731779129
 ST7,ENSG00000004866,0.662771096640015
 ZNF304,ENSG00000131845,-0.370074790324443
 STH,ENSG00000256762,-0.25226936803978
 ZNF302,ENSG00000089335,-0.00563875608256172
 ZNF300,ENSG00000145908,0.168448788928995
 STS,ENSG00000101846,0.344785938098783
 HOXB13,ENSG00000159184,0.321288551740396
 IFT81,ENSG00000122970,0.484877308359436
 FBXO17,ENSG00000269190,0.666954186870919
 TOMM34,ENSG00000025772,-0.0189552433328994
 PPP3CA,ENSG00000138814,-0.772088910699024
 PPP3CB,ENSG00000107758,0.114877987151374
 PPP3CC,ENSG00000120910,0.0313588542982923
 LIF,ENSG00000128342,1.03882983177908
 GPATCH8,ENSG00000186566,-0.0679036819012592
 IFT88,ENSG00000032742,-0.450022122059508
 RPL18,ENSG00000063177,0.0654407805814318
 ADRA2A,ENSG00000150594,-1.66845959689227
 ADRA2C,ENSG00000184160,3.56417672331813
 TEX26,ENSG00000175664,1.6343003483889
 TEX22,ENSG00000226174,-0.68564050909299
 TEX29,ENSG00000153495,0.275199516382492
 SYT8,ENSG00000149043,2.19598763335284
 SYT9,ENSG00000170743,-1.01105662518344
 MTCH2,ENSG00000109919,-0.417412964414023
 MTCH1,ENSG00000137409,-0.0370576613676177
 SYT1,ENSG00000067715,-2.62080160593198
 SYT2,ENSG00000143858,0.762653115468087
 SYT3,ENSG00000213023,-0.865093913777788
 SYT4,ENSG00000132872,-2.64495730052664
 SYT5,ENSG00000129990,-2.23184624789639
 SYT6,ENSG00000134207,-0.370173941682202
 SYT7,ENSG00000011347,-2.97270928386943
 FUBP1,ENSG00000162613,0.230390322619157
 SCHIP1,ENSG00000151967,-0.071228661013462
 MARCO,ENSG00000019169,0.501411377742712
 SAP30,ENSG00000164105,0.565948837364798
 NBL1,ENSG00000158747,0.413144191205202
 DRC1,ENSG00000157856,-1.89975907710657
 C1orf53,ENSG00000203724,-1.76064592681416
 C1orf52,ENSG00000162642,-0.131768166315462
 C1orf51,ENSG00000159208,-0.298917846571117
 C1orf50,ENSG00000164008,-0.0641288209379841
 C1orf56,ENSG00000143443,-0.113353623948127
 C1orf54,ENSG00000118292,1.49700180107029
 MARC1,ENSG00000186205,-0.241629952209663
 MARC2,ENSG00000117791,0.482018172510826
 ATG4B,ENSG00000168397,-0.0253975040660602
 CSRP2BP,ENSG00000149474,-0.391751912769802
 SMPD4,ENSG00000136699,0.0714099171920822
 SMPD1,ENSG00000166311,0.266395673324183
 SMPD3,ENSG00000103056,-0.809807414814778
 SMPD2,ENSG00000135587,-0.27827097946829
 BRIP1,ENSG00000136492,-0.157182044098428
 PDE11A,ENSG00000128655,-1.45601850585935
 TTC28,ENSG00000100154,0.633748367205552
 TTC29,ENSG00000137473,-0.905797508642411
 TTC24,ENSG00000187862,-0.815506649236486
 TTC25,ENSG00000204815,-0.488027910180721
 TTC26,ENSG00000105948,-0.141828610609767
 TTC27,ENSG00000018699,0.368253643439766
 PATL2,ENSG00000229474,-0.500633959237466
 TTC22,ENSG00000006555,-2.3538099087506
 PATL1,ENSG00000166889,-0.183417799796449
 ENO1,ENSG00000074800,0.510945473128786
 NPY2R,ENSG00000185149,2.58487239167354
 ENO3,ENSG00000108515,-0.319454258872179
 ENO4,ENSG00000188316,-0.506894716397139
 RP11-171N4.2,ENSG00000251283,0.313952164544451
 OBSCN,ENSG00000154358,-1.389969109027
 SRRD,ENSG00000100104,-0.313527139185927
 MCL1,ENSG00000143384,0.642642039435461
 SORBS1,ENSG00000095637,2.18572894029517
 SORBS3,ENSG00000120896,0.542306475171235
 SORBS2,ENSG00000154556,0.223684006365606
 ODC1,ENSG00000115758,0.0967330371959999
 IL18RAP,ENSG00000115607,0.653863512533846
 EOMES,ENSG00000163508,1.05800769776549
 CGB1,ENSG00000267631,0.305829823319257
 CGB2,ENSG00000104818,0.293616703102937
 CFP,ENSG00000126759,-0.417939402798423
 FKBP14,ENSG00000106080,0.420530075056437
 FKBP15,ENSG00000119321,-0.0740250505850178
 UBE2J1,ENSG00000198833,-0.383820771207468
 UBE2J2,ENSG00000160087,-0.174370296591757
 FKBP11,ENSG00000134285,-0.182522355987845
 FBXO10,ENSG00000147912,-0.353499207096568
 FBXO11,ENSG00000138081,-0.0910328605641029
 FBXO16,ENSG00000214050,-1.77321673788218
 FBXO15,ENSG00000141665,-1.55202001532939
 SFTA3,ENSG00000229415,-1.9445871633187
 SFTA2,ENSG00000196260,-1.38858565483818
 CNGB1,ENSG00000070729,-0.603045581812068
 CNGB3,ENSG00000170289,-0.111338688610364
 PLA2G6,ENSG00000184381,-0.484223264555748
 PLA2G7,ENSG00000146070,0.143802277721896
 PLA2G5,ENSG00000127472,1.18856690021327
 PLA2G3,ENSG00000100078,-0.206039712885637
 GDPGP1,ENSG00000183208,-0.580379934829169
 CCDC77,ENSG00000120647,-0.397373439102976
 KRTAP1-3,ENSG00000221880,-0.04870167382282
 CCDC73,ENSG00000186714,-0.769425242652372
 CCDC70,ENSG00000123171,-0.187952886861199
 CCDC71,ENSG00000177352,-0.126538458945429
 CCDC78,ENSG00000162004,-0.159135075173897
 CCDC79,ENSG00000249961,-1.04943396425823
 HIST3H2BB,ENSG00000196890,-1.19041488843343
 GHITM,ENSG00000165678,-0.117008866269007
 FKBP1B,ENSG00000119782,0.294618357555739
 FKBP1C,ENSG00000198225,0.0423240830061385
 FKBP1A,ENSG00000088832,0.0473432932864548
 MAP10,ENSG00000212916,-1.54597365515806
 LGALS9B,ENSG00000170298,-0.478963228729139
 UNC50,ENSG00000115446,0.243328272250084
 NKAIN3,ENSG00000185942,-0.374834085242859
 NKAIN2,ENSG00000188580,-2.08521153203546
 NKAIN1,ENSG00000084628,-2.6997712512799
 MAP1A,ENSG00000166963,-0.273794647347996
 MAP1B,ENSG00000131711,2.21479682590293
 IGSF9B,ENSG00000080854,1.25823560570925
 UNC5B,ENSG00000107731,0.416231168658801
 UNC5C,ENSG00000182168,0.797741185724153
 VGF,ENSG00000128564,-1.22738158860336
 UNC5A,ENSG00000113763,-2.25473047050873
 UNC5D,ENSG00000156687,-2.3391389052787
 RP11-796G6.2,ENSG00000258512,-0.954399675498993
 MAP1S,ENSG00000130479,-0.04738542395082
 CCP110,ENSG00000103540,-0.0664677435482481
 RPL18A,ENSG00000105640,0.0461245089788231
 CEND1,ENSG00000184524,-3.23556412504006
 CLEC18B,ENSG00000140839,1.4451477040802
 SDR42E2,ENSG00000183921,0.45211996127673
 SDR42E1,ENSG00000184860,-0.31094489962697
 ALOX12B,ENSG00000179477,-1.2704479353483
 EPB41L1,ENSG00000088367,0.646995553041831
 PPCDC,ENSG00000138621,0.0482046865630593
 EPB41L3,ENSG00000082397,-1.23692204012489
 EPB41L2,ENSG00000079819,0.260281676462698
 EPB41L5,ENSG00000115109,-0.194191030079197
 ACSS3,ENSG00000111058,0.321897186266049
 ACSS2,ENSG00000131069,0.760052775257148
 ACSS1,ENSG00000154930,-0.0603155439111223
 KIDINS220,ENSG00000134313,0.146324882626554
 RUNDC3A,ENSG00000108309,-4.00264131538474
 DFNA5,ENSG00000105928,0.782964032672691
 MAGEH1,ENSG00000187601,0.682149561840469
 WNT3,ENSG00000108379,-0.455827619579503
 WNT2,ENSG00000105989,0.503638516104397
 WNT1,ENSG00000125084,-0.398530622585226
 LRRN4,ENSG00000125872,0.560670750230165
 AGXT,ENSG00000172482,-0.158882111390064
 LRRN2,ENSG00000170382,-1.53749849494351
 LRRN1,ENSG00000175928,1.29141332842337
 WNT4,ENSG00000162552,-1.83539518841808
 CCM2L,ENSG00000101331,-0.749545069217175
 AAGAB,ENSG00000103591,-0.203549480477021
 RNF175,ENSG00000145428,-1.14049052026156
 RNF170,ENSG00000120925,-0.309444635518232
 FGGY,ENSG00000172456,0.103828399054546
 PCNA,ENSG00000132646,-0.139211725439947
 ZBTB7A,ENSG00000178951,0.0908710899599954
 ZBTB7C,ENSG00000184828,1.14719184344627
 ZBTB7B,ENSG00000160685,0.192195847050119
 PCNP,ENSG00000081154,0.276243353069863
 PCNT,ENSG00000160299,-0.107680531946249
 PCNX,ENSG00000100731,0.115950655180236
 UTY,ENSG00000183878,0.0293527230936929
 PACRG,ENSG00000112530,-1.62397863912495
 TOP3A,ENSG00000177302,-0.0962506862648692
 DNPH1,ENSG00000112667,-0.789588412059377
 TOP3B,ENSG00000100038,-0.126296291081975
 UFD1L,ENSG00000070010,0.200789650849414
 ILF3,ENSG00000129351,-0.161997170215869
 ILF2,ENSG00000143621,0.0784809546813234
 BOK,ENSG00000176720,-0.825759961886992
 BOC,ENSG00000144857,0.240903964821892
 DENND2C,ENSG00000175984,0.209363511976974
 DENND2A,ENSG00000146966,-1.54374140641703
 DENND2D,ENSG00000162777,-0.917889603339605
 GAGE1,ENSG00000205777,0.19968561568105
 PPT1,ENSG00000131238,0.383273428650491
 PPT2,ENSG00000221988,-0.126770037437841
 INPP4B,ENSG00000109452,-0.0512436214912658
 INPP4A,ENSG00000040933,-0.499605747682335
 IGSF1,ENSG00000147255,0.358027049209108
 SAFB,ENSG00000160633,-0.0890811969707455
 TRNP1,ENSG00000253368,0.810779829592979
 DEFB123,ENSG00000180424,-0.109635366266121
 PPP1R26,ENSG00000196422,0.362116958956207
 PPP1R27,ENSG00000182676,-0.733110095302881
 PPP1R21,ENSG00000162869,0.0696452431269816
 NGLY1,ENSG00000151092,-0.147823428957125
 LMX1A,ENSG00000162761,-0.00392054424666266
 ZCCHC24,ENSG00000165424,0.230056533941933
 LMX1B,ENSG00000136944,-0.774965470343413
 MRGPRF,ENSG00000172935,1.34250640246931
