 gene    name , gene    ENS ,Nerve-Tibial
 GOLGA8B,ENSG00000215252,-0.507489449492694
 PTPMT1,ENSG00000110536,-0.419585309698202
 FTCDNL1,ENSG00000226124,-1.05707367658943
 VMO1,ENSG00000182853,1.04676143897952
 ATP5C1,ENSG00000165629,-0.581631937647466
 ESRRG,ENSG00000196482,-0.0392504319152985
 NPC2,ENSG00000119655,0.539315279830205
 NPC1,ENSG00000141458,0.167132892220826
 C3orf58,ENSG00000181744,-0.759293167546151
 RAB3GAP2,ENSG00000118873,0.0948594520178984
 BHLHA15,ENSG00000180535,-1.79569071311373
 RAB3GAP1,ENSG00000115839,-0.181032234064556
 C3orf52,ENSG00000114529,-0.188142296072252
 C3orf55,ENSG00000174899,1.65460845490862
 C3orf56,ENSG00000214324,0.0697717001201432
 DAG1,ENSG00000173402,1.21288297861155
 ETHE1,ENSG00000105755,0.460293380515088
 SGSM3,ENSG00000100359,-0.332720967127764
 KDM1A,ENSG00000004487,-0.128568549009814
 KDM1B,ENSG00000165097,-0.405474910646871
 SLC36A2,ENSG00000186335,8.2458945008696
 AC012313.1,ENSG00000269855,-1.29971292629204
 FCER1G,ENSG00000158869,0.73925593236466
 BTG4,ENSG00000137707,-1.11032289544142
 FCER1A,ENSG00000179639,1.73793710511086
 BTG2,ENSG00000159388,0.360975646819225
 SOSTDC1,ENSG00000171243,1.25178995846161
 SRD5A3,ENSG00000128039,0.045814878195554
 SRD5A1,ENSG00000145545,-0.688559661687943
 ZFP14,ENSG00000142065,0.0985356908386353
 ESRRB,ENSG00000119715,-0.87292996576182
 SEC11C,ENSG00000166562,-0.259610182177229
 GGA1,ENSG00000100083,-0.0594820786867315
 GGA3,ENSG00000125447,0.45869858231673
 GGA2,ENSG00000103365,-0.405210797635955
 FHOD1,ENSG00000135723,0.0256057195118224
 FHOD3,ENSG00000134775,0.972649880147557
 C21orf59,ENSG00000159079,-0.213510029391157
 C4orf6,ENSG00000082929,1.1984044786814
 GJC2,ENSG00000198835,0.733748515316735
 C4orf3,ENSG00000164096,-0.16535326954404
 GJC1,ENSG00000182963,0.0162168625947914
 PSMB9,ENSG00000240065,0.681606117260778
 PSMB8,ENSG00000204264,0.353006907368908
 PSMB7,ENSG00000136930,-0.262128610952978
 PSMB6,ENSG00000142507,-0.375768008312197
 PSMB5,ENSG00000100804,-0.39942317140578
 PSMB4,ENSG00000159377,-0.23407669544016
 PSMB2,ENSG00000126067,-0.291686821964288
 LMBR1L,ENSG00000139636,0.401232388447147
 LTN1,ENSG00000198862,0.300217691298312
 TRIML2,ENSG00000179046,-0.260627053292529
 C9orf141,ENSG00000198454,4.15983228360947
 C9orf142,ENSG00000148362,0.389941097816191
 TRIML1,ENSG00000184108,-0.218244574494662
 NACC2,ENSG00000148411,0.18267108585205
 VPS13D,ENSG00000048707,0.153339728163981
 NACC1,ENSG00000160877,-0.446878872653736
 VPS13A,ENSG00000197969,-0.23404591314466
 SH3KBP1,ENSG00000147010,0.221026078859062
 VPS13B,ENSG00000132549,0.234390915161499
 BEX5,ENSG00000184515,-2.72390662457175
 BEX4,ENSG00000102409,-0.687766796471019
 BEX2,ENSG00000133134,-2.868016394937
 BEX1,ENSG00000133169,-1.13193790791642
 TSR2,ENSG00000158526,-0.270238545862081
 TMEM160,ENSG00000130748,-0.510161125819956
 TMEM163,ENSG00000152128,-3.17957412768306
 TMEM165,ENSG00000134851,-0.121949657362575
 TMEM164,ENSG00000157600,-0.817608965703608
 TMEM169,ENSG00000163449,0.288212430783373
 TMEM168,ENSG00000146802,0.373017152199641
 EVI2B,ENSG00000185862,-0.235221586104231
 FOXN1,ENSG00000109101,-2.37346772256718
 FOXN2,ENSG00000170802,0.588914315283899
 FOXN3,ENSG00000053254,-0.639190987455941
 NICN1,ENSG00000145029,0.122740421527906
 COL14A1,ENSG00000187955,2.41780469523065
 TAP1,ENSG00000168394,-0.0316645750823679
 TAP2,ENSG00000204267,0.272300946772956
 SNAP91,ENSG00000065609,-1.41451438957382
 C11orf35,ENSG00000185522,-0.761887162316353
 C11orf34,ENSG00000188771,0.413630726294141
 C11orf31,ENSG00000211450,-0.441532797369722
 C11orf30,ENSG00000158636,-0.0163891099425743
 AC140481.2,ENSG00000183292,-0.410666747772943
 MACROD2,ENSG00000172264,0.0783815359428901
 MACROD1,ENSG00000133315,-0.576111948683033
 SEP15,ENSG00000183291,0.0121081331015643
 KRR1,ENSG00000111615,-0.0231066800665679
 FAM64A,ENSG00000129195,-0.161508701771058
 FBXO18,ENSG00000134452,-0.262272692949792
 HIST2H3PS2,ENSG00000203818,-0.284206734601249
 C8orf49,ENSG00000255394,-1.04735477624293
 C8orf48,ENSG00000164743,-0.223905325203967
 C8orf47,ENSG00000177459,-0.765225069378378
 C8orf46,ENSG00000169085,0.466801985516715
 C8orf44,ENSG00000213865,0.232151168364394
 TP53I3,ENSG00000115129,1.59122804399313
 MB,ENSG00000198125,-0.716706054289733
 SLC18A3,ENSG00000187714,-1.81755543585908
 SLC18A2,ENSG00000165646,-0.268187602599539
 SLC18A1,ENSG00000036565,0.227774826510375
 RALBP1,ENSG00000017797,0.341931652939959
 ZNF831,ENSG00000124203,-1.32305793567211
 ZNF830,ENSG00000198783,0.137466961263384
 ZNF835,ENSG00000127903,0.36041044779697
 ZNF837,ENSG00000152475,0.159381699432507
 ZNF836,ENSG00000196267,0.203550931154526
 ZNF839,ENSG00000022976,-0.126834741801647
 LRIF1,ENSG00000121931,-0.0244478194310331
 PHAX,ENSG00000164902,-0.250961067332695
 ZNF573,ENSG00000189144,0.229502755119163
 TSPY8,ENSG00000229549,-0.0854510622299573
 SBSPON,ENSG00000164764,3.69917765823074
 ZPBP,ENSG00000042813,-1.71608635501761
 TSPY1,ENSG00000258992,-0.0657675481101098
 BEGAIN,ENSG00000183092,1.34748998328714
 SLC17A8,ENSG00000179520,-1.04048092074985
 RAB33B,ENSG00000172007,-0.0737930929125935
 SLC17A4,ENSG00000146039,-0.751190357418814
 SLC17A5,ENSG00000119899,-0.26762398353385
 SLC17A6,ENSG00000091664,0.333730253066877
 SLC17A7,ENSG00000104888,0.0687417833071077
 SLC17A1,ENSG00000124568,-0.528621846516828
 SLC17A2,ENSG00000112337,-0.504649874321529
 SLC17A3,ENSG00000124564,-1.15564635753828
 C16orf59,ENSG00000162062,-0.992365848754048
 SETDB2,ENSG00000136169,0.302609062049236
 C16orf52,ENSG00000185716,0.0835330528726662
 AP5B1,ENSG00000254470,-0.801545333916306
 CHMP4A,ENSG00000254505,0.0181230277723276
 CHMP4B,ENSG00000101421,-0.428004513345876
 CHMP4C,ENSG00000164695,0.184098609021982
 COBLL1,ENSG00000082438,1.24921124672964
 RAB7L1,ENSG00000117280,-0.63533567147505
 TMEM255B,ENSG00000184497,0.331297293451084
 TMEM255A,ENSG00000125355,2.24418568026298
 ST5,ENSG00000166444,0.352906601465453
 ST7,ENSG00000004866,-0.452258007075455
 ZNF304,ENSG00000131845,-0.200695623116924
 STH,ENSG00000256762,-1.04305816234516
 ZNF302,ENSG00000089335,0.056719115073746
 ZNF300,ENSG00000145908,0.841258610968082
 STS,ENSG00000101846,-0.0304997328248237
 HOXB13,ENSG00000159184,-1.38378123538462
 IFT81,ENSG00000122970,0.3078887220186
 FBXO17,ENSG00000269190,0.92819290006394
 TOMM34,ENSG00000025772,-0.223343230732953
 PPP3CA,ENSG00000138814,-0.386229108368563
 PPP3CB,ENSG00000107758,-0.383134980391834
 PPP3CC,ENSG00000120910,0.176435289998533
 LIF,ENSG00000128342,0.587012976875107
 GPATCH8,ENSG00000186566,-0.0568697487937415
 IFT88,ENSG00000032742,0.290712382974617
 RPL18,ENSG00000063177,-0.221820718297207
 ADRA2A,ENSG00000150594,1.5206843613259
 ADRA2C,ENSG00000184160,0.025733197742901
 TEX26,ENSG00000175664,-1.33520108163084
 TEX22,ENSG00000226174,1.5711858826593
 TEX29,ENSG00000153495,-0.0906328278677049
 SYT8,ENSG00000149043,1.15807285804542
 SYT9,ENSG00000170743,-1.46046347673225
 MTCH2,ENSG00000109919,-0.804765159380608
 MTCH1,ENSG00000137409,-0.283192320685852
 SYT1,ENSG00000067715,-0.315944872726324
 SYT2,ENSG00000143858,-0.0038576313759785
 SYT3,ENSG00000213023,-3.12621930968563
 SYT4,ENSG00000132872,-2.85863801863304
 SYT5,ENSG00000129990,-3.12263599311142
 SYT6,ENSG00000134207,0.736908690419872
 SYT7,ENSG00000011347,-1.84353586074768
 FUBP1,ENSG00000162613,0.23431283292574
 SCHIP1,ENSG00000151967,0.813094967117172
 MARCO,ENSG00000019169,2.11197527358121
 SAP30,ENSG00000164105,0.0449358121326679
 NBL1,ENSG00000158747,-0.135499227114012
 DRC1,ENSG00000157856,2.68605932241412
 C1orf53,ENSG00000203724,-1.5472493374588
 C1orf52,ENSG00000162642,-0.110054717334439
 C1orf51,ENSG00000159208,-0.736789057461801
 C1orf50,ENSG00000164008,0.0778094211237434
 C1orf56,ENSG00000143443,-0.0117296489759009
 C1orf54,ENSG00000118292,0.112542458847759
 MARC1,ENSG00000186205,0.521311256618751
 MARC2,ENSG00000117791,0.244116268507592
 ATG4B,ENSG00000168397,-0.0541992830257954
 CSRP2BP,ENSG00000149474,-0.12924843761224
 SMPD4,ENSG00000136699,-0.0753850146808838
 SMPD1,ENSG00000166311,-0.195423598188291
 SMPD3,ENSG00000103056,-0.353079147966852
 SMPD2,ENSG00000135587,0.222067596253483
 BRIP1,ENSG00000136492,0.421992507256832
 PDE11A,ENSG00000128655,-0.775477028082785
 TTC28,ENSG00000100154,0.55465683574218
 TTC29,ENSG00000137473,-0.923052310203239
 TTC24,ENSG00000187862,-0.438036476994436
 TTC25,ENSG00000204815,0.114645076075066
 TTC26,ENSG00000105948,0.439706973667457
 TTC27,ENSG00000018699,0.346973009268167
 PATL2,ENSG00000229474,0.434934436251924
 TTC22,ENSG00000006555,-2.91663007606702
 PATL1,ENSG00000166889,0.00875737952754188
 ENO1,ENSG00000074800,-0.22352300057421
 NPY2R,ENSG00000185149,-0.871424298895944
 ENO3,ENSG00000108515,-0.330987166208971
 ENO4,ENSG00000188316,-0.184660875037942
 RP11-171N4.2,ENSG00000251283,-0.217078918036168
 OBSCN,ENSG00000154358,-1.13460580522215
 SRRD,ENSG00000100104,-0.394201749598996
 MCL1,ENSG00000143384,0.211928960662816
 SORBS1,ENSG00000095637,1.1988009931217
 SORBS3,ENSG00000120896,1.20511115376166
 SORBS2,ENSG00000154556,0.256687736105123
 ODC1,ENSG00000115758,0.271182759466159
 IL18RAP,ENSG00000115607,-0.369756980062653
 EOMES,ENSG00000163508,-0.00924467486022862
 CGB1,ENSG00000267631,-0.0958150004286665
 CGB2,ENSG00000104818,-0.243101071398845
 CFP,ENSG00000126759,-0.190749998178046
 FKBP14,ENSG00000106080,0.0731401466743554
 FKBP15,ENSG00000119321,-0.0211588832852545
 UBE2J1,ENSG00000198833,-0.199927312387403
 UBE2J2,ENSG00000160087,-0.338598953587346
 FKBP11,ENSG00000134285,-0.0940157740874933
 FBXO10,ENSG00000147912,-0.21035362162494
 FBXO11,ENSG00000138081,-0.0434170103508759
 FBXO16,ENSG00000214050,-0.961647507716439
 FBXO15,ENSG00000141665,0.519206411206777
 SFTA3,ENSG00000229415,-1.06818844436795
 SFTA2,ENSG00000196260,-0.475777427760522
 CNGB1,ENSG00000070729,-0.252219841410207
 CNGB3,ENSG00000170289,-0.447309756472186
 PLA2G6,ENSG00000184381,-0.0193524703587154
 PLA2G7,ENSG00000146070,0.217243720138339
 PLA2G5,ENSG00000127472,-1.64275727746624
 PLA2G3,ENSG00000100078,-2.90605359843131
 GDPGP1,ENSG00000183208,-0.199829416969975
 CCDC77,ENSG00000120647,-0.0592190562506783
 KRTAP1-3,ENSG00000221880,0.2804913804567
 CCDC73,ENSG00000186714,1.2102794524548
 CCDC70,ENSG00000123171,-0.816564195337954
 CCDC71,ENSG00000177352,0.351026085877723
 CCDC78,ENSG00000162004,0.189357642498377
 CCDC79,ENSG00000249961,0.524772932444419
 HIST3H2BB,ENSG00000196890,-0.190602338452877
 GHITM,ENSG00000165678,-0.847407246573435
 FKBP1B,ENSG00000119782,0.143293017304755
 FKBP1C,ENSG00000198225,-0.149444678287527
 FKBP1A,ENSG00000088832,-0.307920157010969
 MAP10,ENSG00000212916,-0.110413628695788
 LGALS9B,ENSG00000170298,-1.75780643853609
 UNC50,ENSG00000115446,0.184376857231496
 NKAIN3,ENSG00000185942,3.38095005758207
 NKAIN2,ENSG00000188580,3.96213727378812
 NKAIN1,ENSG00000084628,-1.63275828778237
 MAP1A,ENSG00000166963,-0.433264230026985
 MAP1B,ENSG00000131711,0.181512176729786
 IGSF9B,ENSG00000080854,-1.4775108841022
 UNC5B,ENSG00000107731,-1.4228530432739
 UNC5C,ENSG00000182168,-0.578315459825086
 VGF,ENSG00000128564,-2.31480843096826
 UNC5A,ENSG00000113763,-4.19971778649604
 UNC5D,ENSG00000156687,-2.4560769778471
 RP11-796G6.2,ENSG00000258512,-1.32117510813735
 MAP1S,ENSG00000130479,-0.0751453571273104
 CCP110,ENSG00000103540,-0.264792996434591
 RPL18A,ENSG00000105640,-0.0867431062018746
 CEND1,ENSG00000184524,-3.23968002557538
 CLEC18B,ENSG00000140839,2.56901734272269
 SDR42E2,ENSG00000183921,-0.604137996370626
 SDR42E1,ENSG00000184860,-0.682539368157193
 ALOX12B,ENSG00000179477,-2.02089625738825
 EPB41L1,ENSG00000088367,-0.570434598028893
 PPCDC,ENSG00000138621,0.372839408704928
 EPB41L3,ENSG00000082397,-0.257896598628735
 EPB41L2,ENSG00000079819,1.91484710128038
 EPB41L5,ENSG00000115109,-0.532325075317318
 ACSS3,ENSG00000111058,1.18254701865756
 ACSS2,ENSG00000131069,-0.223076621655719
 ACSS1,ENSG00000154930,0.160836620830549
 KIDINS220,ENSG00000134313,0.0927812205060653
 RUNDC3A,ENSG00000108309,-2.9553481490892
 DFNA5,ENSG00000105928,-0.647558706555063
 MAGEH1,ENSG00000187601,0.162061507738813
 WNT3,ENSG00000108379,-1.36080222885055
 WNT2,ENSG00000105989,-0.162874896690003
 WNT1,ENSG00000125084,-0.598718680438809
 LRRN4,ENSG00000125872,-1.7653116719002
 AGXT,ENSG00000172482,-0.769766531576268
 LRRN2,ENSG00000170382,0.794006121917446
 LRRN1,ENSG00000175928,0.661287314069098
 WNT4,ENSG00000162552,-1.97193386773706
 CCM2L,ENSG00000101331,0.550152400267594
 AAGAB,ENSG00000103591,-0.617129924828785
 RNF175,ENSG00000145428,-0.355389932096951
 RNF170,ENSG00000120925,-0.0134411952726911
 FGGY,ENSG00000172456,-0.193072843727912
 PCNA,ENSG00000132646,-0.130627687771275
 ZBTB7A,ENSG00000178951,-0.251351506809181
 ZBTB7C,ENSG00000184828,2.24441001893193
 ZBTB7B,ENSG00000160685,-0.177628231756602
 PCNP,ENSG00000081154,-0.0107295415715229
 PCNT,ENSG00000160299,-0.42968049081465
 PCNX,ENSG00000100731,0.0805614730520563
 UTY,ENSG00000183878,0.455780791314979
 PACRG,ENSG00000112530,-0.0161410249900416
 TOP3A,ENSG00000177302,-0.00278869628052015
 DNPH1,ENSG00000112667,0.105211979964336
 TOP3B,ENSG00000100038,0.349102550917542
 UFD1L,ENSG00000070010,-0.224413335563922
 ILF3,ENSG00000129351,-0.218451259184106
 ILF2,ENSG00000143621,-0.149957125541936
 BOK,ENSG00000176720,-0.117962162872244
 BOC,ENSG00000144857,0.602672728890712
 DENND2C,ENSG00000175984,-0.383526579281192
 DENND2A,ENSG00000146966,0.762411656448722
 DENND2D,ENSG00000162777,-0.53421263546072
 GAGE1,ENSG00000205777,-0.328428234839998
 PPT1,ENSG00000131238,-0.199750212431198
 PPT2,ENSG00000221988,0.734760162428481
 INPP4B,ENSG00000109452,0.407731083560126
 INPP4A,ENSG00000040933,-0.429090205511993
 IGSF1,ENSG00000147255,1.63283333203124
 SAFB,ENSG00000160633,-0.0420280154669566
 TRNP1,ENSG00000253368,0.182219828372377
 DEFB123,ENSG00000180424,-0.0758399926629734
 PPP1R26,ENSG00000196422,-0.237605386777281
 PPP1R27,ENSG00000182676,-0.0491353901062292
 PPP1R21,ENSG00000162869,-0.293799262277515
 NGLY1,ENSG00000151092,-0.32170015886585
 LMX1A,ENSG00000162761,1.64917360940395
 ZCCHC24,ENSG00000165424,1.17704357885902
 LMX1B,ENSG00000136944,0.103321350574602
 MRGPRF,ENSG00000172935,1.43293372786387
