 gene    name , gene    ENS ,Liver
 PHACTR1,ENSG00000112137,-1.95492876387784
 OR2K2,ENSG00000171133,-0.351241886925648
 PHACTR3,ENSG00000087495,-1.48527037441333
 KRTAP2-3,ENSG00000212724,-0.259926262094374
 KRTAP2-2,ENSG00000214518,0.00609995664117079
 KRTAP2-1,ENSG00000212725,-0.083388127465715
 KRTAP2-4,ENSG00000213417,0.164563818967467
 ITGA7,ENSG00000135424,-2.30826127333006
 VMP1,ENSG00000062716,-0.0322383774929878
 NR1D1,ENSG00000126368,0.203491390472245
 NR1D2,ENSG00000174738,-0.0563854916399514
 OGFR,ENSG00000060491,1.21557139100619
 PTCH2,ENSG00000117425,-0.929744822794085
 PTCH1,ENSG00000185920,-0.904581373773299
 TIMM44,ENSG00000104980,0.559099780831303
 RAD9B,ENSG00000151164,-1.21952303924894
 RAD9A,ENSG00000172613,0.718356203903273
 ERGIC2,ENSG00000087502,-0.197161900927842
 ERGIC3,ENSG00000125991,0.241823731312538
 ERGIC1,ENSG00000113719,1.33267821187289
 B3GAT3,ENSG00000149541,0.233134798367235
 B3GAT2,ENSG00000112309,-0.8757789196367
 B3GAT1,ENSG00000109956,1.95494911830009
 CALM2,ENSG00000143933,-1.23625179914581
 TTC30A,ENSG00000197557,0.150843255303427
 TTC30B,ENSG00000196659,-0.152462646255758
 SPG20,ENSG00000133104,-1.41551867292182
 GSDMA,ENSG00000167914,-1.55295466215639
 GSDMB,ENSG00000073605,3.11330261080672
 GSDMC,ENSG00000147697,-2.39951426550412
 GSDMD,ENSG00000104518,1.8178148600555
 FBXL13,ENSG00000161040,-2.00126961150269
 UPK1B,ENSG00000114638,-0.415269149859554
 DLGAP2,ENSG00000198010,1.00327292703507
 DLGAP3,ENSG00000116544,-1.61765485892502
 DLGAP1,ENSG00000170579,-4.34731647078353
 DLGAP4,ENSG00000080845,-0.579748014859459
 DLGAP5,ENSG00000126787,-0.700687651916014
 KB-1507C5.2,ENSG00000253320,0.357666903471909
 OIP5,ENSG00000104147,0.301569068134121
 FBXL19,ENSG00000099364,-1.22572612074241
 LRRFIP1,ENSG00000124831,-0.176621093960376
 PTPN18,ENSG00000072135,0.957540957581482
 PTPN13,ENSG00000163629,-3.10595487549418
 PTPN12,ENSG00000127947,-1.11653688720707
 PTPN11,ENSG00000179295,-0.628271379374269
 PTPN14,ENSG00000152104,-2.68798062717432
 LYAR,ENSG00000145220,-0.17365316090375
 SDK2,ENSG00000069188,-2.49657435201352
 TFIP11,ENSG00000100109,0.231895458736528
 C2orf81,ENSG00000159239,-2.37344904234779
 C2orf80,ENSG00000188674,-1.51726099178143
 DMRTB1,ENSG00000143006,0.285588712075536
 C2orf82,ENSG00000182600,3.28574331019985
 C2orf88,ENSG00000187699,-0.848671794213959
 CDK1,ENSG00000170312,-2.53289904821602
 MZB1,ENSG00000170476,1.88052761323506
 TRAPPC6B,ENSG00000182400,0.395873151448439
 HLA-DQB1,ENSG00000179344,-1.31697776389756
 HLA-DQB2,ENSG00000232629,-2.42231553821628
 CDK7,ENSG00000134058,-0.410743312039106
 FOXS1,ENSG00000179772,-1.2436733264201
 AC008060.7,ENSG00000218672,-1.10133597714361
 LPAR2,ENSG00000064547,-0.658022568218076
 HAPLN4,ENSG00000187664,6.88306425633838
 THSD1,ENSG00000136114,-1.17315987882628
 CAMKK2,ENSG00000110931,0.0616775652336324
 CAMKK1,ENSG00000004660,-3.89033945166784
 CHST1,ENSG00000175264,-1.16262414697316
 CHMP3,ENSG00000115561,-2.14126342756305
 RPL36AL,ENSG00000165502,-0.101439018596876
 CHMP7,ENSG00000147457,-0.212028941535882
 CHMP6,ENSG00000176108,0.667974690361445
 CHMP5,ENSG00000086065,-0.343540516923555
 OR52N4,ENSG00000181074,-0.187649594385541
 OR52N2,ENSG00000180988,-0.220511563246457
 LY6G6C,ENSG00000204421,-1.68091975539112
 LY6G6D,ENSG00000244355,-1.44199587343832
 LY6G6E,ENSG00000255552,-0.656636738119719
 LY6G6F,ENSG00000204424,-0.646748325575607
 HOXA10,ENSG00000253293,-2.84245543192622
 GALNTL5,ENSG00000106648,-0.822168339418436
 GALNTL6,ENSG00000174473,-1.76146861250527
 SPECC1,ENSG00000128487,-3.477330205873
 BCL2A1,ENSG00000140379,2.23782617020016
 TDG,ENSG00000139372,0.32402573339055
 HN1,ENSG00000189159,-1.06365726363262
 ENTPD5,ENSG00000187097,3.12397659244981
 TBX2,ENSG00000121068,-0.0130721906409041
 LRRC27,ENSG00000148814,-0.303185219405368
 LRRC26,ENSG00000184709,-0.17577888512426
 KIAA1524,ENSG00000163507,-2.05047014592504
 KIAA1522,ENSG00000162522,0.307271817364314
 MPDU1,ENSG00000129255,1.82184924185628
 LRRC28,ENSG00000168904,1.3595451688467
 GCNT4,ENSG00000176928,-0.411961302498604
 GCNT6,ENSG00000205318,0.605069417803381
 GCNT3,ENSG00000140297,0.821712704939802
 GCNT2,ENSG00000111846,1.67175734498797
 TBX3,ENSG00000135111,2.62844356828254
 LPCAT2,ENSG00000087253,-3.0727827422023
 LPCAT3,ENSG00000111684,1.92266049181958
 LPCAT1,ENSG00000153395,-1.42168362294786
 TAGLN,ENSG00000149591,-1.86929042256098
 CCDC178,ENSG00000166960,-2.70811256063061
 CCDC179,ENSG00000255359,0.398927335986007
 CCDC170,ENSG00000120262,-0.704666634162867
 CCDC171,ENSG00000164989,-2.09870956201858
 CCDC172,ENSG00000182645,-0.193920259305876
 CCDC173,ENSG00000154479,-0.450789636826814
 CCDC174,ENSG00000154781,0.0897528837894577
 CCDC175,ENSG00000151838,-0.163200645425035
 CCDC176,ENSG00000119636,-1.60870887200351
 CCDC177,ENSG00000267909,-1.71690911887156
 PDK1,ENSG00000152256,-0.0430392975324396
 PDK4,ENSG00000004799,0.734398255784577
 LNPEP,ENSG00000113441,-1.04886592286234
 ALPI,ENSG00000163295,1.43337070896138
 SEC61A1,ENSG00000058262,1.56535643250987
 SEC61A2,ENSG00000065665,0.631086473502693
 ALPL,ENSG00000162551,2.98773174939594
 PECR,ENSG00000115425,4.0378207739743
 SNAPC5,ENSG00000174446,0.062151040340199
 SNAPC4,ENSG00000165684,1.08859609220176
 DDIT3,ENSG00000175197,0.67083806649718
 DDIT4,ENSG00000168209,0.34580033332118
 RIIAD1,ENSG00000178796,-0.985135373084383
 GOLGA8T,ENSG00000261247,-1.11202140434562
 GOLGA8Q,ENSG00000178115,-0.258109149693644
 GOLGA8S,ENSG00000261739,0.201306273821998
 GOLGA8R,ENSG00000186399,-0.0145764099964514
 GOLGA8M,ENSG00000188626,1.97619344087588
 GOLGA8O,ENSG00000206127,0.0180565766403103
 GOLGA8N,ENSG00000232653,0.441248512397478
 GOLGA8H,ENSG00000261794,-0.758240547095466
 GOLGA8K,ENSG00000249931,-1.38524329136616
 GOLGA8J,ENSG00000179938,-0.474936968199698
 GOLGA8G,ENSG00000183629,-0.188311718931758
 GOLGA8A,ENSG00000175265,-1.59599612369863
 GOLGA8B,ENSG00000215252,0.395784140801345
 PTPMT1,ENSG00000110536,0.0583683277186168
 FTCDNL1,ENSG00000226124,1.83083487164523
 VMO1,ENSG00000182853,1.87384537993422
 ATP5C1,ENSG00000165629,0.191161617649977
 ESRRG,ENSG00000196482,-0.881991903938781
 NPC2,ENSG00000119655,-0.952489513460432
 NPC1,ENSG00000141458,-0.662822980526669
 C3orf58,ENSG00000181744,0.00635891577817978
 RAB3GAP2,ENSG00000118873,-0.0135817052909182
 BHLHA15,ENSG00000180535,3.19072902849505
 RAB3GAP1,ENSG00000115839,-0.623345071336794
 C3orf52,ENSG00000114529,-2.30705412460432
 C3orf55,ENSG00000174899,-4.31320999843032
 C3orf56,ENSG00000214324,0.100051528604662
 DAG1,ENSG00000173402,0.296097420621225
 ETHE1,ENSG00000105755,0.827698780719179
 SGSM3,ENSG00000100359,0.0756395921092103
 KDM1A,ENSG00000004487,-0.38340181685961
 KDM1B,ENSG00000165097,-0.816846981131154
 SLC36A2,ENSG00000186335,-1.31478399358004
 AC012313.1,ENSG00000269855,-0.316355522824243
 FCER1G,ENSG00000158869,-0.13840809089988
 BTG4,ENSG00000137707,-0.44749597938512
 FCER1A,ENSG00000179639,-0.470949137481321
 BTG2,ENSG00000159388,-3.08761247744238
 SOSTDC1,ENSG00000171243,-3.53660030321854
 SRD5A3,ENSG00000128039,0.184898977457862
 SRD5A1,ENSG00000145545,3.39604925429953
 ZFP14,ENSG00000142065,0.0465722611335095
 ESRRB,ENSG00000119715,-1.99657456823865
 SEC11C,ENSG00000166562,1.51543307920142
 GGA1,ENSG00000100083,0.222670144926888
 GGA3,ENSG00000125447,-0.0523856951402272
 GGA2,ENSG00000103365,-0.0860851960163991
 FHOD1,ENSG00000135723,-1.77576639140629
 FHOD3,ENSG00000134775,-2.95378458878654
 C21orf59,ENSG00000159079,-0.0926377152531659
 C4orf6,ENSG00000082929,0.516730921094976
 GJC2,ENSG00000198835,-2.379892670755
 C4orf3,ENSG00000164096,-0.0454567074717936
 GJC1,ENSG00000182963,-2.67466050474689
 PSMB9,ENSG00000240065,0.0772175338916113
 PSMB8,ENSG00000204264,1.13757710773379
 PSMB7,ENSG00000136930,0.508318419663483
 PSMB6,ENSG00000142507,-0.130906775570048
 PSMB5,ENSG00000100804,0.136157603845497
 PSMB4,ENSG00000159377,0.272630095555512
 PSMB2,ENSG00000126067,0.415324620700176
 LMBR1L,ENSG00000139636,-0.285704749753778
 LTN1,ENSG00000198862,0.00446857248337516
 TRIML2,ENSG00000179046,-0.824795274637853
 C9orf141,ENSG00000198454,0.768615934289349
 C9orf142,ENSG00000148362,0.222469253247156
 TRIML1,ENSG00000184108,0.110650747229672
 NACC2,ENSG00000148411,-0.779268666083331
 VPS13D,ENSG00000048707,-0.755234238225023
 NACC1,ENSG00000160877,-0.138588042746915
 VPS13A,ENSG00000197969,-0.0565545442246317
 SH3KBP1,ENSG00000147010,-1.37430884098522
 VPS13B,ENSG00000132549,-0.865356369173686
 BEX5,ENSG00000184515,-2.0669410799267
 BEX4,ENSG00000102409,-3.41571677703622
 BEX2,ENSG00000133134,-3.69567585760234
 BEX1,ENSG00000133169,-2.4217029305034
 TSR2,ENSG00000158526,-0.463366135522125
 TMEM160,ENSG00000130748,0.562170566416323
 TMEM163,ENSG00000152128,-3.23826607354293
 TMEM165,ENSG00000134851,-1.44338389387976
 TMEM164,ENSG00000157600,-2.72502047663745
 TMEM169,ENSG00000163449,1.53345354921697
 TMEM168,ENSG00000146802,-0.313645793085989
 EVI2B,ENSG00000185862,-0.056131958005067
 FOXN1,ENSG00000109101,-1.34458902835098
 FOXN2,ENSG00000170802,0.720628911763424
 FOXN3,ENSG00000053254,-0.388365830467804
 NICN1,ENSG00000145029,0.0543609162115479
 COL14A1,ENSG00000187955,-0.679046463334056
 TAP1,ENSG00000168394,-0.465648060643388
 TAP2,ENSG00000204267,-0.574464095221462
 SNAP91,ENSG00000065609,-6.27698803695213
 C11orf35,ENSG00000185522,4.02484421089539
 C11orf34,ENSG00000188771,0.144811529566391
 C11orf31,ENSG00000211450,0.814190386622084
 C11orf30,ENSG00000158636,-0.369383271369592
 AC140481.2,ENSG00000183292,-0.0243690773193997
 MACROD2,ENSG00000172264,-0.756196258228572
 MACROD1,ENSG00000133315,1.48625070348601
 SEP15,ENSG00000183291,0.0474500935961711
 KRR1,ENSG00000111615,0.160243034627496
 FAM64A,ENSG00000129195,-1.32033708296699
 FBXO18,ENSG00000134452,-0.0752154036579522
 HIST2H3PS2,ENSG00000203818,-1.90572045638157
 C8orf49,ENSG00000255394,5.92063559891371
 C8orf48,ENSG00000164743,-0.477929775506669
 C8orf47,ENSG00000177459,4.38626742929569
 C8orf46,ENSG00000169085,2.42106074683685
 C8orf44,ENSG00000213865,0.112365631572002
 TP53I3,ENSG00000115129,-0.435334734620345
 MB,ENSG00000198125,-1.9420982869598
 SLC18A3,ENSG00000187714,-1.20929701601848
 SLC18A2,ENSG00000165646,1.07207234914817
 SLC18A1,ENSG00000036565,-0.898948487584037
 RALBP1,ENSG00000017797,-1.15858181944302
 ZNF831,ENSG00000124203,0.761874407223287
 ZNF830,ENSG00000198783,0.457083811329723
 ZNF835,ENSG00000127903,-2.55395107234921
 ZNF837,ENSG00000152475,1.85310238898924
 ZNF836,ENSG00000196267,-0.995684032464094
 ZNF839,ENSG00000022976,0.71837418512495
 LRIF1,ENSG00000121931,0.976064599696735
 PHAX,ENSG00000164902,0.0263755624515347
 ZNF573,ENSG00000189144,-0.796489518314323
 TSPY8,ENSG00000229549,0.227424235262868
 SBSPON,ENSG00000164764,-1.66096244291341
 ZPBP,ENSG00000042813,-0.297889793304926
 TSPY1,ENSG00000258992,0.137728516334429
 BEGAIN,ENSG00000183092,-2.21888859200936
 SLC17A8,ENSG00000179520,3.06509166449266
 RAB33B,ENSG00000172007,1.58669665263608
 SLC17A4,ENSG00000146039,12.1067728826161
 SLC17A5,ENSG00000119899,0.362830351966335
 SLC17A6,ENSG00000091664,-1.24372789956464
 SLC17A7,ENSG00000104888,-3.96017164294739
 SLC17A1,ENSG00000124568,10.0819724642897
 SLC17A2,ENSG00000112337,12.5464617147238
 SLC17A3,ENSG00000124564,9.59264027063806
 C16orf59,ENSG00000162062,0.0640292673344405
 SETDB2,ENSG00000136169,0.398868482649764
 C16orf52,ENSG00000185716,0.173493021399266
 AP5B1,ENSG00000254470,-0.572819841519437
 CHMP4A,ENSG00000254505,-0.716221702202252
 CHMP4B,ENSG00000101421,-1.39542811877195
 CHMP4C,ENSG00000164695,2.0797020569255
 COBLL1,ENSG00000082438,2.28291893956004
 RAB7L1,ENSG00000117280,0.408252795132119
 TMEM255B,ENSG00000184497,-0.0520032629949569
 TMEM255A,ENSG00000125355,-4.2180629818477
 ST5,ENSG00000166444,0.0529009717456335
 ST7,ENSG00000004866,0.81292590300629
 ZNF304,ENSG00000131845,-0.414160344224973
 STH,ENSG00000256762,-0.371888112233499
 ZNF302,ENSG00000089335,0.48719195588942
 ZNF300,ENSG00000145908,-1.31852405933855
 STS,ENSG00000101846,-0.124382305751045
 HOXB13,ENSG00000159184,0.0651774195948289
 IFT81,ENSG00000122970,-0.551644775076362
 FBXO17,ENSG00000269190,3.08665899046001
 TOMM34,ENSG00000025772,-0.165615995628548
 PPP3CA,ENSG00000138814,-1.25971887529872
 PPP3CB,ENSG00000107758,-1.34367065098783
 PPP3CC,ENSG00000120910,-1.04390267946447
 LIF,ENSG00000128342,-0.419855533605902
 GPATCH8,ENSG00000186566,-0.952574127143133
 IFT88,ENSG00000032742,0.842284926399143
 RPL18,ENSG00000063177,0.104482741876481
 ADRA2A,ENSG00000150594,-2.36093866793151
 ADRA2C,ENSG00000184160,-2.48320919968209
 TEX26,ENSG00000175664,-0.53883608229668
 TEX22,ENSG00000226174,-1.19267919047405
 TEX29,ENSG00000153495,1.0196254227255
 SYT8,ENSG00000149043,-0.0100924247582884
 SYT9,ENSG00000170743,3.54417169712553
 MTCH2,ENSG00000109919,1.75948410048316
 MTCH1,ENSG00000137409,-0.716736086470704
 SYT1,ENSG00000067715,-1.50665231059087
 SYT2,ENSG00000143858,-1.5962561859026
 SYT3,ENSG00000213023,-2.79454181786208
 SYT4,ENSG00000132872,-3.22984193954762
 SYT5,ENSG00000129990,-3.59758060166023
 SYT6,ENSG00000134207,-1.53700628660491
 SYT7,ENSG00000011347,3.90236734439356
 FUBP1,ENSG00000162613,-0.944033881339838
 SCHIP1,ENSG00000151967,-3.70263019601399
 MARCO,ENSG00000019169,1.88268850783352
 SAP30,ENSG00000164105,-1.50654035617604
 NBL1,ENSG00000158747,-4.79250132842906
 DRC1,ENSG00000157856,-1.9438323816643
 C1orf53,ENSG00000203724,2.95871393723822
 C1orf52,ENSG00000162642,-0.0821100657813968
 C1orf51,ENSG00000159208,0.769732387535993
 C1orf50,ENSG00000164008,0.433925670154508
 C1orf56,ENSG00000143443,0.689305337422256
 C1orf54,ENSG00000118292,-1.48299993282303
 MARC1,ENSG00000186205,2.45667988680656
 MARC2,ENSG00000117791,3.93750242124245
 ATG4B,ENSG00000168397,0.503745123019945
 CSRP2BP,ENSG00000149474,0.0983796760792216
 SMPD4,ENSG00000136699,0.0930670463236574
 SMPD1,ENSG00000166311,1.02740209168927
 SMPD3,ENSG00000103056,0.0416669538584993
 SMPD2,ENSG00000135587,-0.601159551496272
 BRIP1,ENSG00000136492,2.17809148919876
 PDE11A,ENSG00000128655,3.75161381588084
 TTC28,ENSG00000100154,-0.228409295645876
 TTC29,ENSG00000137473,-2.24736316913329
 TTC24,ENSG00000187862,0.59500215838388
 TTC25,ENSG00000204815,-0.799939723807012
 TTC26,ENSG00000105948,-1.4492167550971
 TTC27,ENSG00000018699,-0.390749435922561
 PATL2,ENSG00000229474,1.43877194781026
 TTC22,ENSG00000006555,2.8338248531736
 PATL1,ENSG00000166889,0.39134387582173
 ENO1,ENSG00000074800,-0.147009536327863
 NPY2R,ENSG00000185149,-0.42653234196524
 ENO3,ENSG00000108515,2.58711048182153
 ENO4,ENSG00000188316,1.85239148146815
 RP11-171N4.2,ENSG00000251283,0.0946046833804289
 OBSCN,ENSG00000154358,-2.24583372246329
 SRRD,ENSG00000100104,-0.418509079390442
 MCL1,ENSG00000143384,0.474859488999292
 SORBS1,ENSG00000095637,-0.863654780374635
 SORBS3,ENSG00000120896,0.548664919277478
 SORBS2,ENSG00000154556,1.55281054422332
 ODC1,ENSG00000115758,0.366077000544579
 IL18RAP,ENSG00000115607,2.19138626878244
 EOMES,ENSG00000163508,2.53270394893243
 CGB1,ENSG00000267631,0.0608709465151361
 CGB2,ENSG00000104818,0.12473166665888
 CFP,ENSG00000126759,1.82100420732027
 FKBP14,ENSG00000106080,-0.409450275415991
 FKBP15,ENSG00000119321,-0.113843497176901
 UBE2J1,ENSG00000198833,-0.290100900837833
 UBE2J2,ENSG00000160087,0.427208086759538
 FKBP11,ENSG00000134285,1.45723442039987
 FBXO10,ENSG00000147912,-0.127059766121373
 FBXO11,ENSG00000138081,-0.831685027623037
 FBXO16,ENSG00000214050,0.794095742046741
 FBXO15,ENSG00000141665,0.568776719165725
 SFTA3,ENSG00000229415,-1.14903600900582
 SFTA2,ENSG00000196260,-0.759536445983216
 CNGB1,ENSG00000070729,-0.856352635308183
 CNGB3,ENSG00000170289,-1.51501413525929
 PLA2G6,ENSG00000184381,0.169458284676187
 PLA2G7,ENSG00000146070,-0.843028403519763
 PLA2G5,ENSG00000127472,0.679903666814505
 PLA2G3,ENSG00000100078,-2.19985905215235
 GDPGP1,ENSG00000183208,0.862411925716437
 CCDC77,ENSG00000120647,-0.421288180985145
 KRTAP1-3,ENSG00000221880,0.399619823628968
 CCDC73,ENSG00000186714,3.9578276296951
 CCDC70,ENSG00000123171,0.795248744796493
 CCDC71,ENSG00000177352,0.228752539749532
 CCDC78,ENSG00000162004,-2.40786340655012
 CCDC79,ENSG00000249961,0.300747007730461
 HIST3H2BB,ENSG00000196890,-1.41430353331986
 GHITM,ENSG00000165678,0.321667506278512
 FKBP1B,ENSG00000119782,-1.01123327523532
 FKBP1C,ENSG00000198225,-0.966753960176678
 FKBP1A,ENSG00000088832,-0.998323022168529
 MAP10,ENSG00000212916,1.62895005564666
 LGALS9B,ENSG00000170298,0.848224992198392
 UNC50,ENSG00000115446,0.0484701907767282
 NKAIN3,ENSG00000185942,0.666180798439994
 NKAIN2,ENSG00000188580,-4.06768314439396
 NKAIN1,ENSG00000084628,-4.17312563495426
 MAP1A,ENSG00000166963,-5.38539281943001
 MAP1B,ENSG00000131711,-3.91542859452031
 IGSF9B,ENSG00000080854,-4.37032898236722
 UNC5B,ENSG00000107731,-1.38669603668065
 UNC5C,ENSG00000182168,-1.36547468056309
 VGF,ENSG00000128564,-2.20919845540374
 UNC5A,ENSG00000113763,-2.79634396612041
 UNC5D,ENSG00000156687,-2.56525315142541
 RP11-796G6.2,ENSG00000258512,-1.29573278462103
 MAP1S,ENSG00000130479,-1.26309377317858
 CCP110,ENSG00000103540,-1.17957058233801
 RPL18A,ENSG00000105640,-0.395237896577703
 CEND1,ENSG00000184524,-2.64865749945822
 CLEC18B,ENSG00000140839,0.673096380089392
 SDR42E2,ENSG00000183921,-0.921639143667908
 SDR42E1,ENSG00000184860,2.5671871076087
 ALOX12B,ENSG00000179477,-1.27124458190947
 EPB41L1,ENSG00000088367,-2.16621764526305
 PPCDC,ENSG00000138621,0.0451250328884557
 EPB41L3,ENSG00000082397,-4.1340602350943
 EPB41L2,ENSG00000079819,-1.85837291805865
 EPB41L5,ENSG00000115109,2.14708223412166
 ACSS3,ENSG00000111058,2.52194254453923
 ACSS2,ENSG00000131069,1.49792500011547
 ACSS1,ENSG00000154930,-2.09702279281305
 KIDINS220,ENSG00000134313,-0.864353765144733
 RUNDC3A,ENSG00000108309,-5.40237678063939
 DFNA5,ENSG00000105928,-0.746314224417103
 MAGEH1,ENSG00000187601,-0.520166750967807
 WNT3,ENSG00000108379,2.95033284723658
 WNT2,ENSG00000105989,-0.261381673981839
 WNT1,ENSG00000125084,-0.282354858576378
 LRRN4,ENSG00000125872,-0.235299235513371
 AGXT,ENSG00000172482,15.5170758878984
 LRRN2,ENSG00000170382,-0.980549522295258
 LRRN1,ENSG00000175928,-2.99634422619368
 WNT4,ENSG00000162552,-0.53354562408469
 CCM2L,ENSG00000101331,-1.47787672277962
 AAGAB,ENSG00000103591,-0.293868436218937
 RNF175,ENSG00000145428,-1.84204946996818
 RNF170,ENSG00000120925,0.253790294829226
 FGGY,ENSG00000172456,3.06832944586324
 PCNA,ENSG00000132646,-0.182518832094817
 ZBTB7A,ENSG00000178951,-0.341302703698891
 ZBTB7C,ENSG00000184828,-1.33039508361723
 ZBTB7B,ENSG00000160685,1.05279800811188
 PCNP,ENSG00000081154,-0.87072436931244
 PCNT,ENSG00000160299,-0.631089986497206
 PCNX,ENSG00000100731,-0.470441252011325
 UTY,ENSG00000183878,0.591753881367903
 PACRG,ENSG00000112530,0.913349005924563
 TOP3A,ENSG00000177302,0.325205440098589
 DNPH1,ENSG00000112667,1.60987240234256
 TOP3B,ENSG00000100038,0.862609870845238
 UFD1L,ENSG00000070010,-0.083305286555008
 ILF3,ENSG00000129351,-0.421030418947498
 ILF2,ENSG00000143621,-0.535584157044252
 BOK,ENSG00000176720,2.74009726207381
 BOC,ENSG00000144857,-4.40615688107098
 DENND2C,ENSG00000175984,1.40987187324476
 DENND2A,ENSG00000146966,-1.53826168584758
 DENND2D,ENSG00000162777,1.57360030383305
 GAGE1,ENSG00000205777,0.176289859322471
 PPT1,ENSG00000131238,-2.3760654724695
 PPT2,ENSG00000221988,-0.408784834197411
 INPP4B,ENSG00000109452,-2.65733038797238
 INPP4A,ENSG00000040933,-1.10087666565334
 IGSF1,ENSG00000147255,-0.901802387920718
 SAFB,ENSG00000160633,-0.0677036487218163
 TRNP1,ENSG00000253368,-2.40034698422174
 DEFB123,ENSG00000180424,0.151281505130079
 PPP1R26,ENSG00000196422,0.795157262785562
 PPP1R27,ENSG00000182676,1.01572191150855
 PPP1R21,ENSG00000162869,-0.121120239598755
 NGLY1,ENSG00000151092,0.303979195640939
 LMX1A,ENSG00000162761,-0.190229124493846
 ZCCHC24,ENSG00000165424,0.0213922587138169
 LMX1B,ENSG00000136944,-3.17035522516265
 MRGPRF,ENSG00000172935,-0.646266552548531
 ABCE1,ENSG00000164163,0.176083388811401
