 gene    name , gene    ENS ,Testis
 ALPL,ENSG00000162551,-0.581455059935793
 PECR,ENSG00000115425,-3.68308631211527
 SNAPC5,ENSG00000174446,-0.0578615174518878
 SNAPC4,ENSG00000165684,1.41598624832653
 DDIT3,ENSG00000175197,-0.605011282742409
 DDIT4,ENSG00000168209,-2.66776305982848
 RIIAD1,ENSG00000178796,2.17384947182571
 GOLGA8T,ENSG00000261247,3.84643631892486
 GOLGA8Q,ENSG00000178115,2.07221684756815
 GOLGA8S,ENSG00000261739,7.29962694139234
 GOLGA8R,ENSG00000186399,1.16944102450965
 GOLGA8M,ENSG00000188626,2.89911786389876
 GOLGA8O,ENSG00000206127,1.92463155080942
 GOLGA8N,ENSG00000232653,2.27194648097133
 GOLGA8H,ENSG00000261794,3.10516657225753
 GOLGA8K,ENSG00000249931,3.47737332390939
 GOLGA8J,ENSG00000179938,6.07108083452992
 GOLGA8G,ENSG00000183629,9.06056597177758
 GOLGA8A,ENSG00000175265,0.160862447581366
 GOLGA8B,ENSG00000215252,0.525218594859424
 PTPMT1,ENSG00000110536,1.55543382250849
 FTCDNL1,ENSG00000226124,-1.07098128984262
 VMO1,ENSG00000182853,-2.09885919956481
 ATP5C1,ENSG00000165629,-1.53445612138874
 ESRRG,ENSG00000196482,-0.500069280915938
 NPC2,ENSG00000119655,-0.308135639021093
 NPC1,ENSG00000141458,-0.743143695271561
 C3orf58,ENSG00000181744,-1.18244334345167
 RAB3GAP2,ENSG00000118873,-1.24207034113893
 BHLHA15,ENSG00000180535,-0.777453327058576
 RAB3GAP1,ENSG00000115839,-0.85858621992736
 C3orf52,ENSG00000114529,2.04766138744437
 C3orf55,ENSG00000174899,-1.19360546697405
 C3orf56,ENSG00000214324,5.82115577550107
 DAG1,ENSG00000173402,-0.46413793824242
 ETHE1,ENSG00000105755,-2.58195716931513
 SGSM3,ENSG00000100359,-0.024794548668046
 KDM1A,ENSG00000004487,1.56651994850404
 KDM1B,ENSG00000165097,-0.577435499775233
 SLC36A2,ENSG00000186335,4.03430645104586
 AC012313.1,ENSG00000269855,2.6121161986573
 FCER1G,ENSG00000158869,-3.49187596111746
 BTG4,ENSG00000137707,9.66010772268117
 FCER1A,ENSG00000179639,-1.42414054945274
 BTG2,ENSG00000159388,-4.57821712761885
 SOSTDC1,ENSG00000171243,1.85281230415214
 SRD5A3,ENSG00000128039,-1.61057226432513
 SRD5A1,ENSG00000145545,-1.89079439953715
 ZFP14,ENSG00000142065,-1.74089459350366
 ESRRB,ENSG00000119715,3.59398428041218
 SEC11C,ENSG00000166562,-0.893086577415608
 GGA1,ENSG00000100083,2.33339962512838
 GGA3,ENSG00000125447,-0.321550480233547
 GGA2,ENSG00000103365,-0.758816972888744
 FHOD1,ENSG00000135723,-1.00803944303126
 FHOD3,ENSG00000134775,-1.49315755459475
 C21orf59,ENSG00000159079,0.961730753690353
 C4orf6,ENSG00000082929,2.96504740260758
 GJC2,ENSG00000198835,-1.54577363665418
 C4orf3,ENSG00000164096,-2.07281510736677
 GJC1,ENSG00000182963,0.479243733789756
 PSMB9,ENSG00000240065,-3.10747080604397
 PSMB8,ENSG00000204264,-3.39094283309137
 PSMB7,ENSG00000136930,0.275205767820984
 PSMB6,ENSG00000142507,-0.396415993085077
 PSMB5,ENSG00000100804,-0.571087831228798
 PSMB4,ENSG00000159377,-1.57504766400741
 PSMB2,ENSG00000126067,-0.790574976896016
 LMBR1L,ENSG00000139636,1.44685822198028
 LTN1,ENSG00000198862,0.365921241107374
 TRIML2,ENSG00000179046,7.3916065102142
 C9orf141,ENSG00000198454,4.4490062892763
 C9orf142,ENSG00000148362,-1.37342213913325
 TRIML1,ENSG00000184108,10.3028918021894
 NACC2,ENSG00000148411,-1.26740346950602
 VPS13D,ENSG00000048707,-0.963309078790061
 NACC1,ENSG00000160877,-0.0832465916788881
 VPS13A,ENSG00000197969,0.371543944882326
 SH3KBP1,ENSG00000147010,-2.80771415408404
 VPS13B,ENSG00000132549,-0.390955512067346
 BEX5,ENSG00000184515,0.487657391257977
 BEX4,ENSG00000102409,-0.969519110445644
 BEX2,ENSG00000133134,0.827791823596788
 BEX1,ENSG00000133169,2.8171664725006
 TSR2,ENSG00000158526,-2.01738898722561
 TMEM160,ENSG00000130748,-0.854735455885804
 TMEM163,ENSG00000152128,1.93178919996558
 TMEM165,ENSG00000134851,-1.09743891210752
 TMEM164,ENSG00000157600,-2.45043810383317
 TMEM169,ENSG00000163449,-1.64781065965644
 TMEM168,ENSG00000146802,-0.580107076558987
 EVI2B,ENSG00000185862,-2.18622995010651
 FOXN1,ENSG00000109101,2.30601260288674
 FOXN2,ENSG00000170802,-1.36118272090557
 FOXN3,ENSG00000053254,-1.75508269477509
 NICN1,ENSG00000145029,-0.339395090836447
 COL14A1,ENSG00000187955,-2.29351139744184
 TAP1,ENSG00000168394,-1.32695750187626
 TAP2,ENSG00000204267,-2.64538695674655
 SNAP91,ENSG00000065609,3.12185924615824
 C11orf35,ENSG00000185522,3.74139151002876
 C11orf34,ENSG00000188771,0.390417652929469
 C11orf31,ENSG00000211450,-0.66134240849337
 C11orf30,ENSG00000158636,-0.665510471709502
 AC140481.2,ENSG00000183292,6.93791534998226
 MACROD2,ENSG00000172264,0.498984181140566
 MACROD1,ENSG00000133315,-2.10496941413927
 SEP15,ENSG00000183291,-0.915918088990355
 KRR1,ENSG00000111615,-0.612966773595683
 FAM64A,ENSG00000129195,1.04583995096663
 FBXO18,ENSG00000134452,-0.353780218246036
 HIST2H3PS2,ENSG00000203818,0.417717294810309
 C8orf49,ENSG00000255394,5.84410638097382
 C8orf48,ENSG00000164743,3.57664467529371
 C8orf47,ENSG00000177459,1.95682406452286
 C8orf46,ENSG00000169085,-2.12883859442528
 C8orf44,ENSG00000213865,0.656215213841923
 TP53I3,ENSG00000115129,2.00416497626451
 MB,ENSG00000198125,-2.33881173700563
 SLC18A3,ENSG00000187714,0.718287410028239
 SLC18A2,ENSG00000165646,-1.88685344841505
 SLC18A1,ENSG00000036565,2.36049114110496
 RALBP1,ENSG00000017797,-2.03589401620112
 ZNF831,ENSG00000124203,0.534416792521544
 ZNF830,ENSG00000198783,0.226805306753437
 ZNF835,ENSG00000127903,-2.06795549542171
 ZNF837,ENSG00000152475,0.349363451597142
 ZNF836,ENSG00000196267,-1.48387458432156
 ZNF839,ENSG00000022976,1.14515943520149
 LRIF1,ENSG00000121931,1.38489320107403
 PHAX,ENSG00000164902,-1.13190763826332
 ZNF573,ENSG00000189144,1.9773777059679
 TSPY8,ENSG00000229549,3.82836788094604
 SBSPON,ENSG00000164764,1.00734078595723
 ZPBP,ENSG00000042813,11.2177309919285
 TSPY1,ENSG00000258992,6.72550748269148
 BEGAIN,ENSG00000183092,-0.614025865819268
 SLC17A8,ENSG00000179520,1.10030915934796
 RAB33B,ENSG00000172007,-1.44740640694043
 SLC17A4,ENSG00000146039,4.2661524278149
 SLC17A5,ENSG00000119899,-0.897769336572126
 SLC17A6,ENSG00000091664,-0.90915267615209
 SLC17A7,ENSG00000104888,-0.732252368094523
 SLC17A1,ENSG00000124568,6.56345215639417
 SLC17A2,ENSG00000112337,3.8108085343148
 SLC17A3,ENSG00000124564,2.95671301775214
 C16orf59,ENSG00000162062,2.63860399933153
 SETDB2,ENSG00000136169,0.707570589439698
 C16orf52,ENSG00000185716,-0.800104802403411
 AP5B1,ENSG00000254470,-1.66889627349879
 CHMP4A,ENSG00000254505,-1.36340659185248
 CHMP4B,ENSG00000101421,-1.0493545338433
 CHMP4C,ENSG00000164695,-0.9750408972283
 COBLL1,ENSG00000082438,-3.40363253625576
 RAB7L1,ENSG00000117280,-2.52670775304986
 TMEM255B,ENSG00000184497,-0.550456291621809
 TMEM255A,ENSG00000125355,-4.42898600291352
 ST5,ENSG00000166444,0.60422065845586
 ST7,ENSG00000004866,-1.09766003263374
 ZNF304,ENSG00000131845,-0.572788226034271
 STH,ENSG00000256762,-0.134715077382528
 ZNF302,ENSG00000089335,-0.32545604341533
 ZNF300,ENSG00000145908,1.00511203928864
 STS,ENSG00000101846,-2.86276942413115
 HOXB13,ENSG00000159184,1.47428285121403
 IFT81,ENSG00000122970,1.41169238172329
 FBXO17,ENSG00000269190,-1.85560812853537
 TOMM34,ENSG00000025772,2.63621747905486
 PPP3CA,ENSG00000138814,-2.32357503259108
 PPP3CB,ENSG00000107758,-1.30906837579555
 PPP3CC,ENSG00000120910,1.31089794783286
 LIF,ENSG00000128342,-1.55942118770455
 GPATCH8,ENSG00000186566,-0.738344644353778
 IFT88,ENSG00000032742,2.62463982433285
 RPL18,ENSG00000063177,-1.77771387239684
 ADRA2A,ENSG00000150594,0.515901644111856
 ADRA2C,ENSG00000184160,-0.476489783345492
 TEX26,ENSG00000175664,7.43098153907175
 TEX22,ENSG00000226174,4.53574574891671
 TEX29,ENSG00000153495,5.31550292843085
 SYT8,ENSG00000149043,0.777186443070868
 SYT9,ENSG00000170743,1.62018491989514
 MTCH2,ENSG00000109919,1.23116559631107
 MTCH1,ENSG00000137409,-1.45325643611521
 SYT1,ENSG00000067715,-2.9409782531798
 SYT2,ENSG00000143858,-0.440603857939529
 SYT3,ENSG00000213023,1.58135706855294
 SYT4,ENSG00000132872,-1.39097034395786
 SYT5,ENSG00000129990,3.54688667909752
 SYT6,ENSG00000134207,1.75597913836476
 SYT7,ENSG00000011347,-1.16021986089818
 FUBP1,ENSG00000162613,-0.945924453106345
 SCHIP1,ENSG00000151967,-2.62793394918097
 MARCO,ENSG00000019169,-1.99363381856285
 SAP30,ENSG00000164105,0.927581032298469
 NBL1,ENSG00000158747,-2.041549495802
 DRC1,ENSG00000157856,7.00710569421508
 C1orf53,ENSG00000203724,0.609872446727636
 C1orf52,ENSG00000162642,-0.420569622453465
 C1orf51,ENSG00000159208,-0.0993981801230476
 C1orf50,ENSG00000164008,0.609177821518857
 C1orf56,ENSG00000143443,4.38752477990259
 C1orf54,ENSG00000118292,-0.316569034724663
 MARC1,ENSG00000186205,-3.36652377994798
 MARC2,ENSG00000117791,-0.809757816657327
 ATG4B,ENSG00000168397,0.132384724174
 CSRP2BP,ENSG00000149474,-0.37771993316822
 SMPD4,ENSG00000136699,0.0378596927071361
 SMPD1,ENSG00000166311,-1.18792590081155
 SMPD3,ENSG00000103056,0.774424165140089
 SMPD2,ENSG00000135587,3.08964081074085
 BRIP1,ENSG00000136492,4.94681980692152
 PDE11A,ENSG00000128655,2.07691363827949
 TTC28,ENSG00000100154,0.696133921002309
 TTC29,ENSG00000137473,10.0018634233601
 TTC24,ENSG00000187862,0.198090087388196
 TTC25,ENSG00000204815,5.20033276432764
 TTC26,ENSG00000105948,2.06880629829772
 TTC27,ENSG00000018699,0.572453225946394
 PATL2,ENSG00000229474,-1.99951510199109
 TTC22,ENSG00000006555,0.157445325558202
 PATL1,ENSG00000166889,-0.547990385145706
 ENO1,ENSG00000074800,-0.895352454988138
 NPY2R,ENSG00000185149,1.59506861910079
 ENO3,ENSG00000108515,-0.523994303210273
 ENO4,ENSG00000188316,2.02817380043318
 RP11-171N4.2,ENSG00000251283,7.23953075096389
 OBSCN,ENSG00000154358,-2.1393836952686
 SRRD,ENSG00000100104,-0.415964522763142
 MCL1,ENSG00000143384,-1.62159757919453
 SORBS1,ENSG00000095637,-2.85379208311878
 SORBS3,ENSG00000120896,0.879170689142504
 SORBS2,ENSG00000154556,-3.97354650027059
 ODC1,ENSG00000115758,1.46250611520599
 IL18RAP,ENSG00000115607,-2.43280515026474
 EOMES,ENSG00000163508,-1.0015423150137
 CGB1,ENSG00000267631,2.38616400102864
 CGB2,ENSG00000104818,3.62500828273735
 CFP,ENSG00000126759,-0.254420329701899
 FKBP14,ENSG00000106080,-1.36764947246391
 FKBP15,ENSG00000119321,-1.61129840056383
 UBE2J1,ENSG00000198833,0.29173300845275
 UBE2J2,ENSG00000160087,1.48835503189681
 FKBP11,ENSG00000134285,-0.4131987529022
 FBXO10,ENSG00000147912,1.19544438734686
 FBXO11,ENSG00000138081,0.0861138626294268
 FBXO16,ENSG00000214050,1.06844946470733
 FBXO15,ENSG00000141665,4.28933018001178
 SFTA3,ENSG00000229415,-0.976413037330607
 SFTA2,ENSG00000196260,2.31216153195574
 CNGB1,ENSG00000070729,3.46305714232993
 CNGB3,ENSG00000170289,5.84395686433847
 PLA2G6,ENSG00000184381,1.24109725116009
 PLA2G7,ENSG00000146070,-2.5063278011208
 PLA2G5,ENSG00000127472,1.29778787393189
 PLA2G3,ENSG00000100078,2.80730055241039
 GDPGP1,ENSG00000183208,1.21627681784177
 CCDC77,ENSG00000120647,1.51684794334654
 KRTAP1-3,ENSG00000221880,-0.784201519897727
 CCDC73,ENSG00000186714,6.32363694658011
 CCDC70,ENSG00000123171,12.3508861041947
 CCDC71,ENSG00000177352,0.300315746038221
 CCDC78,ENSG00000162004,-0.0407054564696511
 CCDC79,ENSG00000249961,8.21917830804038
 HIST3H2BB,ENSG00000196890,-2.23605095653553
 GHITM,ENSG00000165678,-0.063825111746452
 FKBP1B,ENSG00000119782,-2.54181271027716
 FKBP1C,ENSG00000198225,-2.34244498591855
 FKBP1A,ENSG00000088832,-1.95137587884274
 MAP10,ENSG00000212916,1.4069469214965
 LGALS9B,ENSG00000170298,1.91561346097142
 UNC50,ENSG00000115446,0.228252643382788
 NKAIN3,ENSG00000185942,0.354499814398308
 NKAIN2,ENSG00000188580,-1.86999550993186
 NKAIN1,ENSG00000084628,-0.434628399486801
 MAP1A,ENSG00000166963,-1.88537277672603
 MAP1B,ENSG00000131711,-1.53426790849844
 IGSF9B,ENSG00000080854,-0.332898731481274
 UNC5B,ENSG00000107731,-0.527842745275767
 UNC5C,ENSG00000182168,0.00865189517076756
 VGF,ENSG00000128564,0.671920426556841
 UNC5A,ENSG00000113763,0.350094807565608
 UNC5D,ENSG00000156687,3.10491625312536
 RP11-796G6.2,ENSG00000258512,-1.85562897194858
 MAP1S,ENSG00000130479,1.77595959242136
 CCP110,ENSG00000103540,0.772686067840546
 RPL18A,ENSG00000105640,-2.31024254183049
 CEND1,ENSG00000184524,-2.79115611140232
 CLEC18B,ENSG00000140839,3.20838140964622
 SDR42E2,ENSG00000183921,4.44963621451641
 SDR42E1,ENSG00000184860,2.53373324439944
 ALOX12B,ENSG00000179477,0.582733711718343
 EPB41L1,ENSG00000088367,-1.4574717987125
 PPCDC,ENSG00000138621,-0.420131066272932
 EPB41L3,ENSG00000082397,1.40308318262209
 EPB41L2,ENSG00000079819,-0.0102839074961053
 EPB41L5,ENSG00000115109,0.899764581422159
 ACSS3,ENSG00000111058,-1.45892144906819
 ACSS2,ENSG00000131069,-0.883226451236702
 ACSS1,ENSG00000154930,0.386668653609772
 KIDINS220,ENSG00000134313,-1.85945341909727
 RUNDC3A,ENSG00000108309,2.08163327577228
 DFNA5,ENSG00000105928,0.28789992054124
 MAGEH1,ENSG00000187601,0.164113776763866
 WNT3,ENSG00000108379,1.34497538853696
 WNT2,ENSG00000105989,1.75744920043885
 WNT1,ENSG00000125084,2.36447243450381
 LRRN4,ENSG00000125872,-0.664259764156537
 AGXT,ENSG00000172482,0.748379762244642
 LRRN2,ENSG00000170382,-0.22728603039374
 LRRN1,ENSG00000175928,1.17539062776086
 WNT4,ENSG00000162552,-0.759708124072147
 CCM2L,ENSG00000101331,-2.31267721275235
 AAGAB,ENSG00000103591,0.185859545910343
 RNF175,ENSG00000145428,-0.071771725347084
 RNF170,ENSG00000120925,-1.73673109580433
 FGGY,ENSG00000172456,-0.858922860431968
 PCNA,ENSG00000132646,0.918056309389015
 ZBTB7A,ENSG00000178951,-2.54755085931939
 ZBTB7C,ENSG00000184828,0.593110396619181
 ZBTB7B,ENSG00000160685,-2.05034246907355
 PCNP,ENSG00000081154,-2.00805221551534
 PCNT,ENSG00000160299,0.728161936427485
 PCNX,ENSG00000100731,0.260233096213706
 UTY,ENSG00000183878,2.3047789664779
 PACRG,ENSG00000112530,4.00959139259051
 TOP3A,ENSG00000177302,0.432685080605959
 DNPH1,ENSG00000112667,-2.48249033879721
 TOP3B,ENSG00000100038,-0.397626963102268
 UFD1L,ENSG00000070010,0.574336728455524
 ILF3,ENSG00000129351,-0.111832254831885
 ILF2,ENSG00000143621,0.659053365275036
 BOK,ENSG00000176720,-1.27432168156065
 BOC,ENSG00000144857,-1.76798944516951
 DENND2C,ENSG00000175984,1.37314355888186
 DENND2A,ENSG00000146966,-2.52456764253993
 DENND2D,ENSG00000162777,1.4098679320299
 GAGE1,ENSG00000205777,6.65509384720415
 PPT1,ENSG00000131238,-1.40278312963125
 PPT2,ENSG00000221988,-1.46787417133123
 INPP4B,ENSG00000109452,0.628786931420251
 INPP4A,ENSG00000040933,-1.48761580445845
 IGSF1,ENSG00000147255,1.76320887151011
 SAFB,ENSG00000160633,-0.399700602779973
 TRNP1,ENSG00000253368,-2.93995847675112
 DEFB123,ENSG00000180424,11.1806051337203
 PPP1R26,ENSG00000196422,-0.422937948888509
 PPP1R27,ENSG00000182676,2.14210810936427
 PPP1R21,ENSG00000162869,-0.875065790994504
 NGLY1,ENSG00000151092,1.66449150388762
 LMX1A,ENSG00000162761,4.25887442583467
 ZCCHC24,ENSG00000165424,-2.27018019247005
 LMX1B,ENSG00000136944,3.06362554346475
 MRGPRF,ENSG00000172935,-1.03437422361544
 ABCE1,ENSG00000164163,-0.30946053247212
 KCP,ENSG00000135253,1.19850031749859
 CNR1,ENSG00000118432,-2.29276401250717
 GBX2,ENSG00000168505,3.34165437322744
 GBX1,ENSG00000164900,7.37289256232931
