 gene    name , gene    ENS ,Heart-LeftVentricle
 NACC2,ENSG00000148411,-0.0712725388907486
 VPS13D,ENSG00000048707,0.328717607365074
 NACC1,ENSG00000160877,0.0055840388618724
 VPS13A,ENSG00000197969,-0.0197809677435945
 SH3KBP1,ENSG00000147010,1.4344932910758
 VPS13B,ENSG00000132549,-0.511508335709686
 BEX5,ENSG00000184515,-1.29866897046308
 BEX4,ENSG00000102409,0.160755645373305
 BEX2,ENSG00000133134,-3.16781663636485
 BEX1,ENSG00000133169,-1.17627653032053
 TSR2,ENSG00000158526,-0.0810573970367676
 TMEM160,ENSG00000130748,0.0611447338892764
 TMEM163,ENSG00000152128,-1.03140841152372
 TMEM165,ENSG00000134851,0.0226224864711792
 TMEM164,ENSG00000157600,1.10931485220586
 TMEM169,ENSG00000163449,-1.37374016014771
 TMEM168,ENSG00000146802,0.491741285579103
 EVI2B,ENSG00000185862,-0.597622985335215
 FOXN1,ENSG00000109101,-0.394251767687629
 FOXN2,ENSG00000170802,-0.56338457793792
 FOXN3,ENSG00000053254,-0.0856410390433109
 NICN1,ENSG00000145029,0.00278872106649699
 COL14A1,ENSG00000187955,-0.118716246944009
 TAP1,ENSG00000168394,0.39899457185588
 TAP2,ENSG00000204267,0.450946950597652
 SNAP91,ENSG00000065609,-0.796292781413209
 C11orf35,ENSG00000185522,-1.7414020522486
 C11orf34,ENSG00000188771,-0.270546101119716
 C11orf31,ENSG00000211450,0.135430362334362
 C11orf30,ENSG00000158636,0.0597867039920085
 AC140481.2,ENSG00000183292,-0.204259842926881
 MACROD2,ENSG00000172264,-0.816460695077768
 MACROD1,ENSG00000133315,2.22221559301829
 SEP15,ENSG00000183291,-0.432799697746978
 KRR1,ENSG00000111615,-0.123590046085422
 FAM64A,ENSG00000129195,-0.742164037946693
 FBXO18,ENSG00000134452,0.574817399013173
 HIST2H3PS2,ENSG00000203818,-1.03703256784223
 C8orf49,ENSG00000255394,4.88485359075849
 C8orf48,ENSG00000164743,0.654862129256403
 C8orf47,ENSG00000177459,4.14573400342911
 C8orf46,ENSG00000169085,-0.791138749112165
 C8orf44,ENSG00000213865,0.235517291103164
 TP53I3,ENSG00000115129,1.11327382153661
 MB,ENSG00000198125,6.33902557224502
 SLC18A3,ENSG00000187714,-0.814415547259116
 SLC18A2,ENSG00000165646,-0.22299850719826
 SLC18A1,ENSG00000036565,0.232347949818194
 RALBP1,ENSG00000017797,-0.399122790326435
 ZNF831,ENSG00000124203,-0.417545700192386
 ZNF830,ENSG00000198783,-0.0292345494105051
 ZNF835,ENSG00000127903,0.96277677726762
 ZNF837,ENSG00000152475,-0.979051447617247
 ZNF836,ENSG00000196267,0.0638726399504595
 ZNF839,ENSG00000022976,0.120883908636462
 LRIF1,ENSG00000121931,0.6756327413289
 PHAX,ENSG00000164902,-0.197661019885144
 ZNF573,ENSG00000189144,-0.131808809720454
 TSPY8,ENSG00000229549,0.165520825670858
 SBSPON,ENSG00000164764,-1.13548307770735
 ZPBP,ENSG00000042813,0.168569122510407
 TSPY1,ENSG00000258992,0.114772813194079
 BEGAIN,ENSG00000183092,-1.27558749880575
 SLC17A8,ENSG00000179520,-0.944916624176859
 RAB33B,ENSG00000172007,-0.162083629581965
 SLC17A4,ENSG00000146039,-0.225250378611725
 SLC17A5,ENSG00000119899,-0.486939954265023
 SLC17A6,ENSG00000091664,-0.251441970202097
 SLC17A7,ENSG00000104888,-0.384574833400974
 SLC17A1,ENSG00000124568,-0.563847413529962
 SLC17A2,ENSG00000112337,0.376680987437422
 SLC17A3,ENSG00000124564,-0.66609247743001
 C16orf59,ENSG00000162062,0.527777650823834
 SETDB2,ENSG00000136169,0.246024630338604
 C16orf52,ENSG00000185716,0.00966002886996222
 AP5B1,ENSG00000254470,-0.468020474111169
 CHMP4A,ENSG00000254505,-0.136339774587207
 CHMP4B,ENSG00000101421,-0.0362869695678794
 CHMP4C,ENSG00000164695,0.767642079022931
 COBLL1,ENSG00000082438,0.106239968417454
 RAB7L1,ENSG00000117280,-0.436640092145417
 TMEM255B,ENSG00000184497,0.966873761467071
 TMEM255A,ENSG00000125355,-0.000990622064743758
 ST5,ENSG00000166444,0.16977520350931
 ST7,ENSG00000004866,0.47811478170009
 ZNF304,ENSG00000131845,0.286877228828615
 STH,ENSG00000256762,0.378989112489377
 ZNF302,ENSG00000089335,0.485797411497095
 ZNF300,ENSG00000145908,-0.200440053729313
 STS,ENSG00000101846,-0.504447177882469
 HOXB13,ENSG00000159184,-0.186087558379872
 IFT81,ENSG00000122970,-0.292160413409866
 FBXO17,ENSG00000269190,-0.961565671303309
 TOMM34,ENSG00000025772,-0.303017312976886
 PPP3CA,ENSG00000138814,-1.27177969817599
 PPP3CB,ENSG00000107758,-0.293505611690921
 PPP3CC,ENSG00000120910,0.481015862482921
 LIF,ENSG00000128342,0.363879257125481
 GPATCH8,ENSG00000186566,-0.494800456655057
 IFT88,ENSG00000032742,-0.307406762810953
 RPL18,ENSG00000063177,-0.211746762253505
 ADRA2A,ENSG00000150594,-1.03890290060508
 ADRA2C,ENSG00000184160,0.4687765872944
 TEX26,ENSG00000175664,-2.08506475776173
 TEX22,ENSG00000226174,-0.138010780302664
 TEX29,ENSG00000153495,-0.479791759940668
 SYT8,ENSG00000149043,-0.135287172183174
 SYT9,ENSG00000170743,-1.39452226733718
 MTCH2,ENSG00000109919,0.295901029949581
 MTCH1,ENSG00000137409,0.345174085552241
 SYT1,ENSG00000067715,-3.33613758209232
 SYT2,ENSG00000143858,0.35226113269193
 SYT3,ENSG00000213023,-1.76312108921714
 SYT4,ENSG00000132872,-2.49874010498906
 SYT5,ENSG00000129990,-1.91530290788426
 SYT6,ENSG00000134207,-1.77586853437681
 SYT7,ENSG00000011347,1.20962565185509
 FUBP1,ENSG00000162613,0.0709987735476929
 SCHIP1,ENSG00000151967,1.97836419197542
 MARCO,ENSG00000019169,-2.36509414285138
 SAP30,ENSG00000164105,-0.214768338603305
 NBL1,ENSG00000158747,-0.022727785575667
 DRC1,ENSG00000157856,-0.540396823099127
 C1orf53,ENSG00000203724,1.39274924811565
 C1orf52,ENSG00000162642,-0.0719174906141066
 C1orf51,ENSG00000159208,-0.454034629759124
 C1orf50,ENSG00000164008,0.403337428225508
 C1orf56,ENSG00000143443,0.472542236095464
 C1orf54,ENSG00000118292,0.576755643715995
 MARC1,ENSG00000186205,-0.433705752333223
 MARC2,ENSG00000117791,0.611531377942947
 ATG4B,ENSG00000168397,-0.00588306947054318
 CSRP2BP,ENSG00000149474,-0.160646563088323
 SMPD4,ENSG00000136699,0.225270383251066
 SMPD1,ENSG00000166311,0.577579624538303
 SMPD3,ENSG00000103056,-1.20336231551399
 SMPD2,ENSG00000135587,-0.215781251032449
 BRIP1,ENSG00000136492,-1.57309722816611
 PDE11A,ENSG00000128655,0.283023394859102
 TTC28,ENSG00000100154,0.220304748501783
 TTC29,ENSG00000137473,-0.711424163557819
 TTC24,ENSG00000187862,-1.14385653540064
 TTC25,ENSG00000204815,-0.392620447065631
 TTC26,ENSG00000105948,-0.332909688683463
 TTC27,ENSG00000018699,0.0332777156686874
 PATL2,ENSG00000229474,1.19730742495107
 TTC22,ENSG00000006555,-1.30228037981772
 PATL1,ENSG00000166889,-0.164965081567221
 ENO1,ENSG00000074800,-0.983194622271461
 NPY2R,ENSG00000185149,-0.380652963770635
 ENO3,ENSG00000108515,3.59432176659284
 ENO4,ENSG00000188316,-1.41301376901431
 RP11-171N4.2,ENSG00000251283,0.0567040049066022
 OBSCN,ENSG00000154358,2.72984737066702
 SRRD,ENSG00000100104,0.0930297514552723
 MCL1,ENSG00000143384,0.460940561329248
 SORBS1,ENSG00000095637,1.09306493446533
 SORBS3,ENSG00000120896,-0.0544482654751374
 SORBS2,ENSG00000154556,2.73630053497835
 ODC1,ENSG00000115758,-0.223146892086218
 IL18RAP,ENSG00000115607,0.325635498899666
 EOMES,ENSG00000163508,-0.312197521413007
 CGB1,ENSG00000267631,0.0633077243789228
 CGB2,ENSG00000104818,-0.0514232992676634
 CFP,ENSG00000126759,-1.00242026991527
 FKBP14,ENSG00000106080,-0.171184103025315
 FKBP15,ENSG00000119321,-0.0125040230133071
 UBE2J1,ENSG00000198833,-0.413828685860613
 UBE2J2,ENSG00000160087,0.0998767161699004
 FKBP11,ENSG00000134285,-0.613164567907217
 FBXO10,ENSG00000147912,-0.0854675012318589
 FBXO11,ENSG00000138081,-0.558178175470532
 FBXO16,ENSG00000214050,-0.46509492907045
 FBXO15,ENSG00000141665,-1.37835400779399
 SFTA3,ENSG00000229415,0.250465365670526
 SFTA2,ENSG00000196260,-0.0464556131963523
 CNGB1,ENSG00000070729,-0.854651753702732
 CNGB3,ENSG00000170289,0.871654900183061
 PLA2G6,ENSG00000184381,-0.177218067856258
 PLA2G7,ENSG00000146070,-2.63929934018388
 PLA2G5,ENSG00000127472,3.40007552833891
 PLA2G3,ENSG00000100078,-0.872475550812521
 GDPGP1,ENSG00000183208,0.604085943075298
 CCDC77,ENSG00000120647,-0.490078051433998
 KRTAP1-3,ENSG00000221880,-0.229255633696306
 CCDC73,ENSG00000186714,-0.946904936978324
 CCDC70,ENSG00000123171,0.0530239585404965
 CCDC71,ENSG00000177352,0.162428218698146
 CCDC78,ENSG00000162004,-0.480165692784407
 CCDC79,ENSG00000249961,-0.661465595142642
 HIST3H2BB,ENSG00000196890,-0.180043486121401
 GHITM,ENSG00000165678,1.06875536190393
 FKBP1B,ENSG00000119782,-0.514397918241064
 FKBP1C,ENSG00000198225,-0.0189832092944685
 FKBP1A,ENSG00000088832,0.0131099874236654
 MAP10,ENSG00000212916,0.891360852341294
 LGALS9B,ENSG00000170298,-0.238082554869165
 UNC50,ENSG00000115446,-0.0416971344959991
 NKAIN3,ENSG00000185942,-1.8668424708643
 NKAIN2,ENSG00000188580,-2.18836377329819
 NKAIN1,ENSG00000084628,-2.46477941240621
 MAP1A,ENSG00000166963,-0.494703148139526
 MAP1B,ENSG00000131711,-0.470602149419105
 IGSF9B,ENSG00000080854,0.17399678425833
 UNC5B,ENSG00000107731,0.766298171062213
 UNC5C,ENSG00000182168,0.422944536435136
 VGF,ENSG00000128564,-2.42423026462117
 UNC5A,ENSG00000113763,-2.67034214245343
 UNC5D,ENSG00000156687,-2.30648251194895
 RP11-796G6.2,ENSG00000258512,-0.653519723606423
 MAP1S,ENSG00000130479,-0.481294807223554
 CCP110,ENSG00000103540,-0.863259450909974
 RPL18A,ENSG00000105640,-0.368651555711975
 CEND1,ENSG00000184524,-0.898142174586312
 CLEC18B,ENSG00000140839,-0.80766289594224
 SDR42E2,ENSG00000183921,-0.157155955113869
 SDR42E1,ENSG00000184860,1.45365168173217
 ALOX12B,ENSG00000179477,-1.44583929438597
 EPB41L1,ENSG00000088367,0.0288598321436661
 PPCDC,ENSG00000138621,-0.101749880895632
 EPB41L3,ENSG00000082397,-1.6493796903527
 EPB41L2,ENSG00000079819,0.541457650228392
 EPB41L5,ENSG00000115109,-0.175708497738282
 ACSS3,ENSG00000111058,0.786144401313474
 ACSS2,ENSG00000131069,1.02036012735964
 ACSS1,ENSG00000154930,1.87972933342052
 KIDINS220,ENSG00000134313,-0.256859841982546
 RUNDC3A,ENSG00000108309,-2.74088024223279
 DFNA5,ENSG00000105928,-1.02187517208528
 MAGEH1,ENSG00000187601,-0.35680333241965
 WNT3,ENSG00000108379,-0.647734976063159
 WNT2,ENSG00000105989,-0.688977183115474
 WNT1,ENSG00000125084,-1.21942281130225
 LRRN4,ENSG00000125872,0.408255516499943
 AGXT,ENSG00000172482,0.238205729635501
 LRRN2,ENSG00000170382,-0.858025050909198
 LRRN1,ENSG00000175928,-3.84635377487033
 WNT4,ENSG00000162552,-2.37994932256681
 CCM2L,ENSG00000101331,1.95935090584626
 AAGAB,ENSG00000103591,-0.0540933335583734
 RNF175,ENSG00000145428,-1.60958018237844
 RNF170,ENSG00000120925,-0.156555151881192
 FGGY,ENSG00000172456,0.72486301955977
 PCNA,ENSG00000132646,-0.014506442630436
 ZBTB7A,ENSG00000178951,-0.416498262090373
 ZBTB7C,ENSG00000184828,-0.51124561283096
 ZBTB7B,ENSG00000160685,-0.118018831608306
 PCNP,ENSG00000081154,-0.186417285404558
 PCNT,ENSG00000160299,0.070903150371693
 PCNX,ENSG00000100731,-0.134680450582909
 UTY,ENSG00000183878,0.165009795778751
 PACRG,ENSG00000112530,2.25445079690587
 TOP3A,ENSG00000177302,-0.477713063600103
 DNPH1,ENSG00000112667,-0.0660458752481172
 TOP3B,ENSG00000100038,0.058557461803484
 UFD1L,ENSG00000070010,0.280787293774767
 ILF3,ENSG00000129351,-0.180093255418095
 ILF2,ENSG00000143621,0.0151018365536391
 BOK,ENSG00000176720,-1.84848527984868
 BOC,ENSG00000144857,-0.59476488519147
 DENND2C,ENSG00000175984,-0.134334743139581
 DENND2A,ENSG00000146966,0.994706809602104
 DENND2D,ENSG00000162777,-1.22555233206229
 GAGE1,ENSG00000205777,0.265267884274211
 PPT1,ENSG00000131238,-0.511136496751557
 PPT2,ENSG00000221988,0.298884158222561
 INPP4B,ENSG00000109452,0.540664945114737
 INPP4A,ENSG00000040933,0.0112662970890652
 IGSF1,ENSG00000147255,0.975425305487201
 SAFB,ENSG00000160633,-0.0716998035354233
 TRNP1,ENSG00000253368,0.399107995220916
 DEFB123,ENSG00000180424,-0.112493757124908
 PPP1R26,ENSG00000196422,0.841225710882053
 PPP1R27,ENSG00000182676,-0.468316500270852
 PPP1R21,ENSG00000162869,-0.573870011870755
 NGLY1,ENSG00000151092,-0.00656207905438243
 LMX1A,ENSG00000162761,1.26803684686162
 ZCCHC24,ENSG00000165424,-0.234574861162787
 LMX1B,ENSG00000136944,2.18919367440798
