 gene    name , gene    ENS ,Esophagus-GastroesophagealJunction
 TRAPPC6B,ENSG00000182400,0.121332568695716
 HLA-DQB1,ENSG00000179344,-0.12150301370375
 HLA-DQB2,ENSG00000232629,-0.731355681484431
 CDK7,ENSG00000134058,0.0240778471896417
 FOXS1,ENSG00000179772,-0.262465799899076
 AC008060.7,ENSG00000218672,0.382523439468271
 LPAR2,ENSG00000064547,-0.162346166095795
 HAPLN4,ENSG00000187664,-0.084428520129585
 THSD1,ENSG00000136114,0.192376417799467
 CAMKK2,ENSG00000110931,0.0858612404607463
 CAMKK1,ENSG00000004660,-0.395460836897895
 CHST1,ENSG00000175264,-0.0399677846258127
 CHMP3,ENSG00000115561,0.0747260489962295
 RPL36AL,ENSG00000165502,0.170353385432478
 CHMP7,ENSG00000147457,0.176286536135249
 CHMP6,ENSG00000176108,0.0219314603243621
 CHMP5,ENSG00000086065,0.0179438313498281
 OR52N4,ENSG00000181074,-0.157053920781238
 OR52N2,ENSG00000180988,-0.0251784333574635
 LY6G6C,ENSG00000204421,-0.224791219133095
 LY6G6D,ENSG00000244355,-1.81260664968727
 LY6G6E,ENSG00000255552,-0.201746418404958
 LY6G6F,ENSG00000204424,-0.444729186136389
 HOXA10,ENSG00000253293,-4.97898550537889
 GALNTL5,ENSG00000106648,-0.396269679415893
 GALNTL6,ENSG00000174473,-0.757121490306218
 SPECC1,ENSG00000128487,-0.246189094854635
 BCL2A1,ENSG00000140379,0.566581122018383
 TDG,ENSG00000139372,-0.0338488881925369
 HN1,ENSG00000189159,-0.0947410227899807
 ENTPD5,ENSG00000187097,0.0076666425676695
 TBX2,ENSG00000121068,-0.194071407932784
 LRRC27,ENSG00000148814,0.0235380704356726
 LRRC26,ENSG00000184709,-1.50829320532278
 KIAA1524,ENSG00000163507,-0.344835012315354
 KIAA1522,ENSG00000162522,0.370779836740375
 MPDU1,ENSG00000129255,-0.186334561756935
 LRRC28,ENSG00000168904,-0.0817871654613406
 GCNT4,ENSG00000176928,0.355558212169835
 GCNT6,ENSG00000205318,1.15094044245735
 GCNT3,ENSG00000140297,0.270203801221635
 GCNT2,ENSG00000111846,0.57468721492364
 TBX3,ENSG00000135111,-0.297885345056343
 LPCAT2,ENSG00000087253,0.140422794648946
 LPCAT3,ENSG00000111684,0.227070748441884
 LPCAT1,ENSG00000153395,0.3059034626818
 TAGLN,ENSG00000149591,0.190989336383617
 CCDC178,ENSG00000166960,0.0466369124521627
 CCDC179,ENSG00000255359,0.257094027502107
 CCDC170,ENSG00000120262,-0.169508753804045
 CCDC171,ENSG00000164989,-0.365439398716552
 CCDC172,ENSG00000182645,0.0590680291011634
 CCDC173,ENSG00000154479,-0.775799272940183
 CCDC174,ENSG00000154781,0.113751798592474
 CCDC175,ENSG00000151838,-0.455763820185331
 CCDC176,ENSG00000119636,-0.113362099004593
 CCDC177,ENSG00000267909,-0.847029499740867
 PDK1,ENSG00000152256,0.0465830580125714
 PDK4,ENSG00000004799,0.938447853318389
 LNPEP,ENSG00000113441,0.0140677461774574
 ALPI,ENSG00000163295,-0.282604772644671
 SEC61A1,ENSG00000058262,-0.0382835101237897
 SEC61A2,ENSG00000065665,0.104596995953618
 ALPL,ENSG00000162551,-0.528610241593756
 PECR,ENSG00000115425,-0.188400960329915
 SNAPC5,ENSG00000174446,0.0287470981513971
 SNAPC4,ENSG00000165684,0.00253456440434321
 DDIT3,ENSG00000175197,0.281844291303328
 DDIT4,ENSG00000168209,0.770589051953338
 RIIAD1,ENSG00000178796,0.379329695201527
 GOLGA8T,ENSG00000261247,-0.769678535325379
 GOLGA8Q,ENSG00000178115,-0.152263179142893
 GOLGA8S,ENSG00000261739,-0.281705565721882
 GOLGA8R,ENSG00000186399,-0.0773882421053842
 GOLGA8M,ENSG00000188626,-0.105081807895863
 GOLGA8O,ENSG00000206127,-0.238119119326197
 GOLGA8N,ENSG00000232653,0.589612839404275
 GOLGA8H,ENSG00000261794,0.137438413382561
 GOLGA8K,ENSG00000249931,-0.672783146509394
 GOLGA8J,ENSG00000179938,0.143882809138482
 GOLGA8G,ENSG00000183629,-0.249511310220325
 GOLGA8A,ENSG00000175265,-0.112622159345507
 GOLGA8B,ENSG00000215252,0.178142684562986
 PTPMT1,ENSG00000110536,0.11931051326667
 FTCDNL1,ENSG00000226124,-0.475789494769976
 VMO1,ENSG00000182853,-0.213615389161853
 ATP5C1,ENSG00000165629,-0.095888107411235
 ESRRG,ENSG00000196482,0.507971530990253
 NPC2,ENSG00000119655,0.138002099701896
 NPC1,ENSG00000141458,-0.0223428765486288
 C3orf58,ENSG00000181744,0.0175266094263859
 RAB3GAP2,ENSG00000118873,-0.0291034069006407
 BHLHA15,ENSG00000180535,-0.463986300909292
 RAB3GAP1,ENSG00000115839,0.023263291194909
 C3orf52,ENSG00000114529,-0.722647334471787
 C3orf55,ENSG00000174899,0.780171425697977
 C3orf56,ENSG00000214324,0.141673896949296
 DAG1,ENSG00000173402,0.0282260686803596
 ETHE1,ENSG00000105755,0.179259659095087
 SGSM3,ENSG00000100359,0.0405583594649706
 KDM1A,ENSG00000004487,0.0765441872866092
 KDM1B,ENSG00000165097,-0.100171862112653
 SLC36A2,ENSG00000186335,0.230471181817028
 AC012313.1,ENSG00000269855,0.508067341601017
 FCER1G,ENSG00000158869,0.0505981557237934
 BTG4,ENSG00000137707,-0.308729714337753
 FCER1A,ENSG00000179639,0.105645899445676
 BTG2,ENSG00000159388,0.502735591235293
 SOSTDC1,ENSG00000171243,1.07347810311334
 SRD5A3,ENSG00000128039,0.118642186957304
 SRD5A1,ENSG00000145545,-0.14470028825062
 ZFP14,ENSG00000142065,0.114874903120931
 ESRRB,ENSG00000119715,-0.0892909493165562
 SEC11C,ENSG00000166562,0.148840941538212
 GGA1,ENSG00000100083,-0.088712328107852
 GGA3,ENSG00000125447,0.08641061140314
 GGA2,ENSG00000103365,0.0446528656862278
 FHOD1,ENSG00000135723,-0.121899812986661
 FHOD3,ENSG00000134775,-0.367658892462589
 C21orf59,ENSG00000159079,0.0711506348539228
 C4orf6,ENSG00000082929,-0.410868358358573
 GJC2,ENSG00000198835,0.357427296721225
 C4orf3,ENSG00000164096,0.0725497816429471
 GJC1,ENSG00000182963,-0.732695140326275
 PSMB9,ENSG00000240065,0.0307105924784076
 PSMB8,ENSG00000204264,-0.0183150187874782
 PSMB7,ENSG00000136930,-0.0449720973168287
 PSMB6,ENSG00000142507,-0.0512015207091282
 PSMB5,ENSG00000100804,-0.0857704511300744
 PSMB4,ENSG00000159377,0.0308888127231496
 PSMB2,ENSG00000126067,-0.0664009808814328
 LMBR1L,ENSG00000139636,0.0454586522267319
 LTN1,ENSG00000198862,0.00131788143734776
 TRIML2,ENSG00000179046,-0.234231688113208
 C9orf141,ENSG00000198454,0.125412009855242
 C9orf142,ENSG00000148362,-0.0183205876729064
 TRIML1,ENSG00000184108,-0.231024669737907
 NACC2,ENSG00000148411,-0.0739775686598392
 VPS13D,ENSG00000048707,0.0039204973428853
 NACC1,ENSG00000160877,-0.206099149839906
 VPS13A,ENSG00000197969,0.027802429208068
 SH3KBP1,ENSG00000147010,0.0598472399969686
 VPS13B,ENSG00000132549,0.0350447675651736
 BEX5,ENSG00000184515,0.344993071011024
 BEX4,ENSG00000102409,0.115659395459804
 BEX2,ENSG00000133134,0.250797908815589
 BEX1,ENSG00000133169,-0.269338453965447
 TSR2,ENSG00000158526,-0.095853452510082
 TMEM160,ENSG00000130748,-0.231278814511816
 TMEM163,ENSG00000152128,-1.01820263999261
 TMEM165,ENSG00000134851,-0.127435265573279
 TMEM164,ENSG00000157600,-0.268113423465044
 TMEM169,ENSG00000163449,-0.340887175699211
 TMEM168,ENSG00000146802,-0.134427717711828
 EVI2B,ENSG00000185862,0.0746822806859423
 FOXN1,ENSG00000109101,-0.591906005149619
 FOXN2,ENSG00000170802,-0.0200761320589041
 FOXN3,ENSG00000053254,-0.143168892055433
 NICN1,ENSG00000145029,0.115057216879331
 COL14A1,ENSG00000187955,0.426012457416991
 TAP1,ENSG00000168394,-0.0181597848069317
 TAP2,ENSG00000204267,-0.0965324706394832
 SNAP91,ENSG00000065609,0.345225339823371
 C11orf35,ENSG00000185522,-0.461269787598149
 C11orf34,ENSG00000188771,0.474629975810248
 C11orf31,ENSG00000211450,0.0145490131636177
 C11orf30,ENSG00000158636,0.109394580394015
 AC140481.2,ENSG00000183292,0.075677464418865
 MACROD2,ENSG00000172264,-0.449552019322991
 MACROD1,ENSG00000133315,-0.103024227462116
 SEP15,ENSG00000183291,0.210986294239196
 KRR1,ENSG00000111615,-0.0593339758532494
 FAM64A,ENSG00000129195,-0.254189405291748
 FBXO18,ENSG00000134452,0.022721338190172
 HIST2H3PS2,ENSG00000203818,-0.100871289319898
 C8orf49,ENSG00000255394,2.14284822087064
 C8orf48,ENSG00000164743,0.0663148825964282
 C8orf47,ENSG00000177459,0.657985422865861
 C8orf46,ENSG00000169085,0.363383381747781
 C8orf44,ENSG00000213865,0.136037650481935
 TP53I3,ENSG00000115129,-0.0493453047673592
 MB,ENSG00000198125,-0.196858707949793
 SLC18A3,ENSG00000187714,-1.27301883717884
 SLC18A2,ENSG00000165646,0.188308665396258
 SLC18A1,ENSG00000036565,-0.427085438925508
 RALBP1,ENSG00000017797,-0.0311708841953798
 ZNF831,ENSG00000124203,0.210273295868472
 ZNF830,ENSG00000198783,0.161706468423863
 ZNF835,ENSG00000127903,0.0383882895499907
 ZNF837,ENSG00000152475,0.022692341713221
 ZNF836,ENSG00000196267,0.101223452766959
 ZNF839,ENSG00000022976,-0.0551972500238298
 LRIF1,ENSG00000121931,-0.230164255038689
 PHAX,ENSG00000164902,-0.0676765187421138
 ZNF573,ENSG00000189144,0.132393979891919
 TSPY8,ENSG00000229549,0.105048693913028
 SBSPON,ENSG00000164764,1.2110304640598
 ZPBP,ENSG00000042813,-0.129183989610395
 TSPY1,ENSG00000258992,0.112678179058056
 BEGAIN,ENSG00000183092,0.887090014228635
 SLC17A8,ENSG00000179520,-0.503819847656655
 RAB33B,ENSG00000172007,0.0916829307112347
 SLC17A4,ENSG00000146039,-0.713730178119643
 SLC17A5,ENSG00000119899,0.163706994786638
 SLC17A6,ENSG00000091664,0.0307024554053773
 SLC17A7,ENSG00000104888,0.629094143657502
 SLC17A1,ENSG00000124568,1.01374244239417
 SLC17A2,ENSG00000112337,-0.0391068212038445
 SLC17A3,ENSG00000124564,0.485121985116747
 C16orf59,ENSG00000162062,-0.676371425869532
 SETDB2,ENSG00000136169,0.0297593331618112
 C16orf52,ENSG00000185716,0.0202777918617694
 AP5B1,ENSG00000254470,-0.00275335404160238
 CHMP4A,ENSG00000254505,0.103052844683961
 CHMP4B,ENSG00000101421,-0.0994161813141202
 CHMP4C,ENSG00000164695,0.574197823363809
 COBLL1,ENSG00000082438,0.120381711308018
 RAB7L1,ENSG00000117280,0.173298443404045
 TMEM255B,ENSG00000184497,0.192353678972523
 TMEM255A,ENSG00000125355,1.16406819037731
 ST5,ENSG00000166444,0.204348344265607
 ST7,ENSG00000004866,0.00874973154164781
 ZNF304,ENSG00000131845,-0.207032371396395
 STH,ENSG00000256762,0.0842566260109547
 ZNF302,ENSG00000089335,0.177083098882198
 ZNF300,ENSG00000145908,-0.177139315369088
 STS,ENSG00000101846,0.0618993174456972
 HOXB13,ENSG00000159184,-1.65447366051276
 IFT81,ENSG00000122970,0.108770534330835
 FBXO17,ENSG00000269190,0.0631018093887216
 TOMM34,ENSG00000025772,-0.0225654098392311
 PPP3CA,ENSG00000138814,0.0742595264716381
 PPP3CB,ENSG00000107758,0.0411361331000723
 PPP3CC,ENSG00000120910,-0.130129015731575
 LIF,ENSG00000128342,0.52975229658
 GPATCH8,ENSG00000186566,-0.0311914105103672
 IFT88,ENSG00000032742,0.0126059601912619
 RPL18,ENSG00000063177,0.161789905984595
 ADRA2A,ENSG00000150594,-0.276336867353776
 ADRA2C,ENSG00000184160,-0.215091422218226
 TEX26,ENSG00000175664,0.963513525295806
 TEX22,ENSG00000226174,-0.316331887206878
 TEX29,ENSG00000153495,-0.052069002809288
 SYT8,ENSG00000149043,-0.175435201379516
 SYT9,ENSG00000170743,-1.22326522434055
 MTCH2,ENSG00000109919,-0.0868830719451629
 MTCH1,ENSG00000137409,0.061219870296527
 SYT1,ENSG00000067715,-0.53373506275872
 SYT2,ENSG00000143858,-0.0112599232058341
 SYT3,ENSG00000213023,-0.40267023628778
 SYT4,ENSG00000132872,-1.16278431137816
 SYT5,ENSG00000129990,-1.57113426601121
 SYT6,ENSG00000134207,-0.845690940606758
 SYT7,ENSG00000011347,0.116543482671537
 FUBP1,ENSG00000162613,0.0367430191189933
 SCHIP1,ENSG00000151967,-0.25075894180421
 MARCO,ENSG00000019169,0.0304312095177401
 SAP30,ENSG00000164105,0.261487232352892
 NBL1,ENSG00000158747,0.394667304957272
 DRC1,ENSG00000157856,-0.210798048923477
 C1orf53,ENSG00000203724,-0.555805814045704
 C1orf52,ENSG00000162642,0.0221093965227793
 C1orf51,ENSG00000159208,0.378633692666473
 C1orf50,ENSG00000164008,0.0198817583549663
 C1orf56,ENSG00000143443,0.183452586090318
 C1orf54,ENSG00000118292,0.0644757944721102
 MARC1,ENSG00000186205,0.043139270639561
 MARC2,ENSG00000117791,0.464073500142601
 ATG4B,ENSG00000168397,0.110608346576668
 CSRP2BP,ENSG00000149474,0.0604518038932618
 SMPD4,ENSG00000136699,-0.0406339519371115
 SMPD1,ENSG00000166311,0.0792165768906143
 SMPD3,ENSG00000103056,-0.118849541631121
 SMPD2,ENSG00000135587,0.0247927773963526
 BRIP1,ENSG00000136492,-0.377575964603768
 PDE11A,ENSG00000128655,-1.15821089846946
 TTC28,ENSG00000100154,0.0268123362516507
 TTC29,ENSG00000137473,-0.22430661715552
 TTC24,ENSG00000187862,-0.602864092893187
 TTC25,ENSG00000204815,-0.0378903419762883
 TTC26,ENSG00000105948,-0.00515203483308905
 TTC27,ENSG00000018699,0.0946062540432295
 PATL2,ENSG00000229474,-0.0664190610449382
 TTC22,ENSG00000006555,-1.24564991493559
 PATL1,ENSG00000166889,-0.121753662657202
 ENO1,ENSG00000074800,-0.0960173433221203
 NPY2R,ENSG00000185149,-0.843221078724023
 ENO3,ENSG00000108515,0.303738489614087
 ENO4,ENSG00000188316,0.0927520474849066
 RP11-171N4.2,ENSG00000251283,0.00390009250959637
 OBSCN,ENSG00000154358,0.048366981211541
 SRRD,ENSG00000100104,-0.0315165802898663
 MCL1,ENSG00000143384,0.227870048425046
 SORBS1,ENSG00000095637,-0.030856958128834
 SORBS3,ENSG00000120896,0.0418314554736395
 SORBS2,ENSG00000154556,-0.0118936194235359
 ODC1,ENSG00000115758,0.13601509415031
 IL18RAP,ENSG00000115607,0.420689856290325
 EOMES,ENSG00000163508,0.21362733674443
 CGB1,ENSG00000267631,-0.138196559523868
 CGB2,ENSG00000104818,0.0870455278864443
 CFP,ENSG00000126759,0.315511981921083
 FKBP14,ENSG00000106080,-0.124438731903893
 FKBP15,ENSG00000119321,0.00843160773088283
 UBE2J1,ENSG00000198833,0.00789503219722523
 UBE2J2,ENSG00000160087,-0.00751009022952422
 FKBP11,ENSG00000134285,0.0861268733615885
 FBXO10,ENSG00000147912,-0.141201102524319
 FBXO11,ENSG00000138081,0.0146224273569668
 FBXO16,ENSG00000214050,-0.227688579305044
 FBXO15,ENSG00000141665,0.0760165938383873
 SFTA3,ENSG00000229415,-0.732808139564181
 SFTA2,ENSG00000196260,0.797247339406312
 CNGB1,ENSG00000070729,-1.16914774809835
 CNGB3,ENSG00000170289,0.942858808110963
 PLA2G6,ENSG00000184381,-0.0556437455345676
 PLA2G7,ENSG00000146070,0.0214600676679639
 PLA2G5,ENSG00000127472,0.768082923264059
 PLA2G3,ENSG00000100078,-0.755857822940449
 GDPGP1,ENSG00000183208,-0.169155037595569
 CCDC77,ENSG00000120647,0.0833930025093984
 KRTAP1-3,ENSG00000221880,0.4543365106757
 CCDC73,ENSG00000186714,0.0200220923515603
 CCDC70,ENSG00000123171,-0.382804224817236
 CCDC71,ENSG00000177352,0.0890837696499313
 CCDC78,ENSG00000162004,-0.34806913673357
 CCDC79,ENSG00000249961,-0.532669803314126
 HIST3H2BB,ENSG00000196890,0.667688031219324
 GHITM,ENSG00000165678,0.0391690000677609
 FKBP1B,ENSG00000119782,0.320520875753154
 FKBP1C,ENSG00000198225,-0.176332743515273
 FKBP1A,ENSG00000088832,0.0649408430243014
 MAP10,ENSG00000212916,-0.137290943437862
 LGALS9B,ENSG00000170298,0.562871648214481
 UNC50,ENSG00000115446,0.0746916901312067
 NKAIN3,ENSG00000185942,0.0758686827549167
 NKAIN2,ENSG00000188580,-0.512966741283847
 NKAIN1,ENSG00000084628,-1.02523399046701
 MAP1A,ENSG00000166963,-0.015881867635105
 MAP1B,ENSG00000131711,-0.146111327629814
 IGSF9B,ENSG00000080854,0.144492877966718
 UNC5B,ENSG00000107731,-0.732794429871042
 UNC5C,ENSG00000182168,0.435192740698539
 VGF,ENSG00000128564,-1.12971460253717
 UNC5A,ENSG00000113763,-1.08771008423666
 UNC5D,ENSG00000156687,-0.639309554385128
 RP11-796G6.2,ENSG00000258512,-0.716595973415384
 MAP1S,ENSG00000130479,-0.0269968396526003
 CCP110,ENSG00000103540,-0.151712795000756
 RPL18A,ENSG00000105640,0.18683583888237
 CEND1,ENSG00000184524,-0.143929828608081
 CLEC18B,ENSG00000140839,0.10714248253528
 SDR42E2,ENSG00000183921,-0.384124763627461
 SDR42E1,ENSG00000184860,0.189163959852513
 ALOX12B,ENSG00000179477,-0.0116972030250943
 EPB41L1,ENSG00000088367,-0.212212154079432
 PPCDC,ENSG00000138621,0.0973148977838181
 EPB41L3,ENSG00000082397,-0.0284111966856701
 EPB41L2,ENSG00000079819,-0.0231395244898388
 EPB41L5,ENSG00000115109,0.0396795284054337
 ACSS3,ENSG00000111058,-0.44926605645429
 ACSS2,ENSG00000131069,0.143923341694034
 ACSS1,ENSG00000154930,-0.0144908036130431
 KIDINS220,ENSG00000134313,-0.0512058039016381
 RUNDC3A,ENSG00000108309,-0.656085627998415
 DFNA5,ENSG00000105928,0.299372772554815
 MAGEH1,ENSG00000187601,0.15042014499828
 WNT3,ENSG00000108379,-0.151320787082226
 WNT2,ENSG00000105989,0.055773917281665
 WNT1,ENSG00000125084,-0.293266056870215
 LRRN4,ENSG00000125872,0.652607802668907
 AGXT,ENSG00000172482,-1.15341715371803
 LRRN2,ENSG00000170382,0.500434723390897
 LRRN1,ENSG00000175928,-0.407994391251444
 WNT4,ENSG00000162552,-0.276183946723365
 CCM2L,ENSG00000101331,0.249484065228992
 AAGAB,ENSG00000103591,-0.0369824262553597
 RNF175,ENSG00000145428,-0.0676504239985053
 RNF170,ENSG00000120925,0.0109623200761908
 FGGY,ENSG00000172456,0.0376268441669146
 PCNA,ENSG00000132646,-0.116787820680118
 ZBTB7A,ENSG00000178951,-0.108405794004974
 ZBTB7C,ENSG00000184828,0.581510565031185
 ZBTB7B,ENSG00000160685,-0.0310701862581717
 PCNP,ENSG00000081154,0.00353215925956731
 PCNT,ENSG00000160299,-0.168985850536437
 PCNX,ENSG00000100731,-0.14843527437582
 UTY,ENSG00000183878,0.23554448613616
 PACRG,ENSG00000112530,-0.144811482110453
 TOP3A,ENSG00000177302,0.0187727209564342
 DNPH1,ENSG00000112667,-0.145766165808621
 TOP3B,ENSG00000100038,0.111198974339524
 UFD1L,ENSG00000070010,0.0148294923801884
 ILF3,ENSG00000129351,-0.150890228814026
 ILF2,ENSG00000143621,-0.0713260744073651
 BOK,ENSG00000176720,-0.10002634323424
 BOC,ENSG00000144857,0.0805949779841226
 DENND2C,ENSG00000175984,-0.193633863144115
 DENND2A,ENSG00000146966,0.673295047981711
 DENND2D,ENSG00000162777,0.114401681563534
 GAGE1,ENSG00000205777,0.574221085076671
 PPT1,ENSG00000131238,0.0432551668560854
 PPT2,ENSG00000221988,0.00313055663207185
 INPP4B,ENSG00000109452,0.290773791806958
 INPP4A,ENSG00000040933,0.0805715325420908
 IGSF1,ENSG00000147255,0.561579050136923
 SAFB,ENSG00000160633,0.0160156594767876
 TRNP1,ENSG00000253368,0.109238989469736
 DEFB123,ENSG00000180424,-0.113988820034592
 PPP1R26,ENSG00000196422,-0.125353349526561
 PPP1R27,ENSG00000182676,-0.0290120297164122
 PPP1R21,ENSG00000162869,0.0134045173377435
 NGLY1,ENSG00000151092,0.0809677726955333
