 gene    name , gene    ENS ,Artery-Coronary
 B3GAT1,ENSG00000109956,-0.0966699501320605
 CALM2,ENSG00000143933,0.296755404709429
 TTC30A,ENSG00000197557,-0.0980985333303715
 TTC30B,ENSG00000196659,-0.0351914465858045
 SPG20,ENSG00000133104,0.153145625836726
 GSDMA,ENSG00000167914,0.227832380530202
 GSDMB,ENSG00000073605,0.187081421928698
 GSDMC,ENSG00000147697,-0.150466644641338
 GSDMD,ENSG00000104518,0.0192203848521711
 FBXL13,ENSG00000161040,0.687212792906132
 UPK1B,ENSG00000114638,0.287061332391601
 DLGAP2,ENSG00000198010,-0.0558482273854026
 DLGAP3,ENSG00000116544,-0.634314763648545
 DLGAP1,ENSG00000170579,-0.530158805178797
 DLGAP4,ENSG00000080845,0.117246804918128
 DLGAP5,ENSG00000126787,-0.461486363463263
 KB-1507C5.2,ENSG00000253320,0.0100031176900519
 OIP5,ENSG00000104147,-0.302198063042081
 FBXL19,ENSG00000099364,-0.360625584231339
 LRRFIP1,ENSG00000124831,0.212645778982569
 PTPN18,ENSG00000072135,0.0999995616827762
 PTPN13,ENSG00000163629,0.190601827346175
 PTPN12,ENSG00000127947,0.114539300477812
 PTPN11,ENSG00000179295,0.117362435714718
 PTPN14,ENSG00000152104,0.245965305332167
 LYAR,ENSG00000145220,0.0535645191528304
 SDK2,ENSG00000069188,-0.0341961998297257
 TFIP11,ENSG00000100109,-0.109447262451783
 C2orf81,ENSG00000159239,0.0839043022138875
 C2orf80,ENSG00000188674,-0.909687656542127
 DMRTB1,ENSG00000143006,-0.408382290000353
 C2orf82,ENSG00000182600,-0.0585955739741017
 C2orf88,ENSG00000187699,0.279938310022882
 CDK1,ENSG00000170312,0.883025125295514
 MZB1,ENSG00000170476,-0.268171268662261
 TRAPPC6B,ENSG00000182400,-0.0620519861394967
 HLA-DQB1,ENSG00000179344,0.576642612566045
 HLA-DQB2,ENSG00000232629,0.598992273435243
 CDK7,ENSG00000134058,-0.0680916502746557
 FOXS1,ENSG00000179772,1.13614504750579
 AC008060.7,ENSG00000218672,-0.2788496419795
 LPAR2,ENSG00000064547,-0.113940884947562
 HAPLN4,ENSG00000187664,-0.391662259563938
 THSD1,ENSG00000136114,-0.069683783713609
 CAMKK2,ENSG00000110931,0.0586492932915854
 CAMKK1,ENSG00000004660,-1.0346633324281
 CHST1,ENSG00000175264,-0.155629160131318
 CHMP3,ENSG00000115561,0.0656398886780528
 RPL36AL,ENSG00000165502,0.187241338470479
 CHMP7,ENSG00000147457,-0.173930309612327
 CHMP6,ENSG00000176108,-0.151268380970549
 CHMP5,ENSG00000086065,0.0296992193819662
 OR52N4,ENSG00000181074,0.450327185239632
 OR52N2,ENSG00000180988,0.305101188487861
 LY6G6C,ENSG00000204421,0.352623575475556
 LY6G6D,ENSG00000244355,0.121295388012805
 LY6G6E,ENSG00000255552,-0.190171826318636
 LY6G6F,ENSG00000204424,0.265741767865481
 HOXA10,ENSG00000253293,-5.08884124533992
 GALNTL5,ENSG00000106648,0.0244283441347438
 GALNTL6,ENSG00000174473,-1.70430019443659
 SPECC1,ENSG00000128487,0.742361730314987
 BCL2A1,ENSG00000140379,0.512259628686321
 TDG,ENSG00000139372,0.200528989814066
 HN1,ENSG00000189159,-0.263223840956213
 ENTPD5,ENSG00000187097,-0.151307234252625
 TBX2,ENSG00000121068,1.04413849103404
 LRRC27,ENSG00000148814,-0.0183128746874547
 LRRC26,ENSG00000184709,0.418494205997461
 KIAA1524,ENSG00000163507,0.302754947619548
 KIAA1522,ENSG00000162522,-0.776367572736465
 MPDU1,ENSG00000129255,-0.0583989280655062
 LRRC28,ENSG00000168904,-0.126599965346338
 GCNT4,ENSG00000176928,0.701945048461849
 GCNT6,ENSG00000205318,-0.886856356677705
 GCNT3,ENSG00000140297,-0.0814516355377006
 GCNT2,ENSG00000111846,-1.54266017875358
 TBX3,ENSG00000135111,-1.0066747195498
 LPCAT2,ENSG00000087253,0.041391615446506
 LPCAT3,ENSG00000111684,0.0407991588205391
 LPCAT1,ENSG00000153395,-0.039451267486254
 TAGLN,ENSG00000149591,0.974959321579323
 CCDC178,ENSG00000166960,1.05979758713155
 CCDC179,ENSG00000255359,0.553506220863225
 CCDC170,ENSG00000120262,0.355210549231784
 CCDC171,ENSG00000164989,-0.127267149180391
 CCDC172,ENSG00000182645,0.377346097947807
 CCDC173,ENSG00000154479,-0.527645554501137
 CCDC174,ENSG00000154781,0.0239915045433133
 CCDC175,ENSG00000151838,0.190803160335921
 CCDC176,ENSG00000119636,0.166509596890143
 CCDC177,ENSG00000267909,0.439843964981827
 PDK1,ENSG00000152256,-0.0490610394564568
 PDK4,ENSG00000004799,1.50392222299653
 LNPEP,ENSG00000113441,-0.0896757153759582
 ALPI,ENSG00000163295,-0.313384243254269
 SEC61A1,ENSG00000058262,0.118633719974356
 SEC61A2,ENSG00000065665,-0.247634681750104
 ALPL,ENSG00000162551,0.764316396166998
 PECR,ENSG00000115425,0.209359149561438
 SNAPC5,ENSG00000174446,0.0560060171382308
 SNAPC4,ENSG00000165684,-0.222812313966338
 DDIT3,ENSG00000175197,0.286354189091746
 DDIT4,ENSG00000168209,-0.115571118562455
 RIIAD1,ENSG00000178796,0.306195204098284
 GOLGA8T,ENSG00000261247,-0.390522409241439
 GOLGA8Q,ENSG00000178115,-0.0329287889400658
 GOLGA8S,ENSG00000261739,-0.428580957571854
 GOLGA8R,ENSG00000186399,0.118650442420897
 GOLGA8M,ENSG00000188626,-0.213667249151561
 GOLGA8O,ENSG00000206127,-0.0728263272434844
 GOLGA8N,ENSG00000232653,0.318867915555244
 GOLGA8H,ENSG00000261794,0.0903684912372285
 GOLGA8K,ENSG00000249931,0.10064789734162
 GOLGA8J,ENSG00000179938,-0.926331159990596
 GOLGA8G,ENSG00000183629,-0.529955740758204
 GOLGA8A,ENSG00000175265,-0.232715936286962
 GOLGA8B,ENSG00000215252,-0.163857938988499
 PTPMT1,ENSG00000110536,-0.0585936145159944
 FTCDNL1,ENSG00000226124,-0.302608825647716
 VMO1,ENSG00000182853,0.130896579036072
 ATP5C1,ENSG00000165629,-0.0531416557596916
 ESRRG,ENSG00000196482,0.392630538117315
 NPC2,ENSG00000119655,0.436442143031466
 NPC1,ENSG00000141458,0.0567217829158519
 C3orf58,ENSG00000181744,0.379974678039043
 RAB3GAP2,ENSG00000118873,0.0836998004625921
 BHLHA15,ENSG00000180535,-0.105288104590446
 RAB3GAP1,ENSG00000115839,0.0184901035829579
 C3orf52,ENSG00000114529,0.272252741801672
 C3orf55,ENSG00000174899,1.05413267722679
 C3orf56,ENSG00000214324,-0.108931080159247
 DAG1,ENSG00000173402,-0.192503928629263
 ETHE1,ENSG00000105755,0.127339374755405
 SGSM3,ENSG00000100359,-0.100675595708758
 KDM1A,ENSG00000004487,-0.208485016756204
 KDM1B,ENSG00000165097,-0.195479217947613
 SLC36A2,ENSG00000186335,2.29813778368024
 AC012313.1,ENSG00000269855,0.0118677307605018
 FCER1G,ENSG00000158869,0.236442814336682
 BTG4,ENSG00000137707,0.517029617286964
 FCER1A,ENSG00000179639,-0.167309838169588
 BTG2,ENSG00000159388,0.66726945528467
 SOSTDC1,ENSG00000171243,-0.590384463824834
 SRD5A3,ENSG00000128039,0.157451466373869
 SRD5A1,ENSG00000145545,-0.174066145446702
 ZFP14,ENSG00000142065,0.0193537971149732
 ESRRB,ENSG00000119715,-0.328230990292278
 SEC11C,ENSG00000166562,0.0081180917415158
 GGA1,ENSG00000100083,-0.23849562053618
 GGA3,ENSG00000125447,-0.222010032578353
 GGA2,ENSG00000103365,-0.215659352953265
 FHOD1,ENSG00000135723,-0.00434568599241736
 FHOD3,ENSG00000134775,0.0507667518537911
 C21orf59,ENSG00000159079,0.0153997216687658
 C4orf6,ENSG00000082929,0.788924525812971
 GJC2,ENSG00000198835,-0.179634854442261
 C4orf3,ENSG00000164096,0.184638657534171
 GJC1,ENSG00000182963,0.092796201780153
 PSMB9,ENSG00000240065,0.15471139075072
 PSMB8,ENSG00000204264,0.0717287032295902
 PSMB7,ENSG00000136930,-0.0817999655268185
 PSMB6,ENSG00000142507,0.0717825764274919
 PSMB5,ENSG00000100804,-0.0667335958182433
 PSMB4,ENSG00000159377,0.084897656158146
 PSMB2,ENSG00000126067,0.0843595121702579
 LMBR1L,ENSG00000139636,-0.155167250640696
 LTN1,ENSG00000198862,0.0895266549119886
 TRIML2,ENSG00000179046,-0.2075111437023
 C9orf141,ENSG00000198454,0.240973605566499
 C9orf142,ENSG00000148362,-0.0661435305194342
 TRIML1,ENSG00000184108,-0.294214188093835
 NACC2,ENSG00000148411,0.0481650006193633
 VPS13D,ENSG00000048707,-0.14427658539964
 NACC1,ENSG00000160877,-0.264887228073708
 VPS13A,ENSG00000197969,0.820219689872867
 SH3KBP1,ENSG00000147010,0.281417034051898
 VPS13B,ENSG00000132549,0.223524040344589
 BEX5,ENSG00000184515,-0.592658546085181
 BEX4,ENSG00000102409,-0.254740791804347
 BEX2,ENSG00000133134,-1.02224007944662
 BEX1,ENSG00000133169,-1.34931877473271
 TSR2,ENSG00000158526,-0.0417125374215845
 TMEM160,ENSG00000130748,-0.457167252645065
 TMEM163,ENSG00000152128,-1.71497998230863
 TMEM165,ENSG00000134851,0.290319130137089
 TMEM164,ENSG00000157600,-0.262200950321716
 TMEM169,ENSG00000163449,-0.161876180232988
 TMEM168,ENSG00000146802,0.156304973130325
 EVI2B,ENSG00000185862,0.0506161173465474
 FOXN1,ENSG00000109101,0.242590704910307
 FOXN2,ENSG00000170802,0.1068773592822
 FOXN3,ENSG00000053254,-0.257510523409628
 NICN1,ENSG00000145029,0.114678263993823
 COL14A1,ENSG00000187955,0.84894096901276
 TAP1,ENSG00000168394,0.0732026795321421
 TAP2,ENSG00000204267,-0.0272948794833736
 SNAP91,ENSG00000065609,0.391524283711346
 C11orf35,ENSG00000185522,-0.437298014934228
 C11orf34,ENSG00000188771,0.289267471106073
 C11orf31,ENSG00000211450,-0.0985930718940454
 C11orf30,ENSG00000158636,0.0969586614311787
 AC140481.2,ENSG00000183292,0.685382637148298
 MACROD2,ENSG00000172264,0.087129399803249
 MACROD1,ENSG00000133315,0.114952881737333
 SEP15,ENSG00000183291,0.256410587590765
 KRR1,ENSG00000111615,0.139212498526865
 FAM64A,ENSG00000129195,0.0506905784086966
 FBXO18,ENSG00000134452,0.0910963537097268
 HIST2H3PS2,ENSG00000203818,0.200383120091184
 C8orf49,ENSG00000255394,5.49452862390157
 C8orf48,ENSG00000164743,0.856967895029328
 C8orf47,ENSG00000177459,0.407015419955935
 C8orf46,ENSG00000169085,-0.0143813047668677
 C8orf44,ENSG00000213865,-0.0459879159205007
 TP53I3,ENSG00000115129,-0.123832014892567
 MB,ENSG00000198125,-0.557016324960149
 SLC18A3,ENSG00000187714,-0.775415051022391
 SLC18A2,ENSG00000165646,-0.492510895319616
 SLC18A1,ENSG00000036565,0.312335370842217
 RALBP1,ENSG00000017797,-0.0271530078804143
 ZNF831,ENSG00000124203,0.408999765353108
 ZNF830,ENSG00000198783,0.0761630748976512
 ZNF835,ENSG00000127903,-0.261054209966622
 ZNF837,ENSG00000152475,-0.196464386036229
 ZNF836,ENSG00000196267,-0.0687701294103781
 ZNF839,ENSG00000022976,-0.0992720311594099
 LRIF1,ENSG00000121931,-0.00215946041258506
 PHAX,ENSG00000164902,0.0446564426913222
 ZNF573,ENSG00000189144,0.0890525146972087
 TSPY8,ENSG00000229549,0.0921617816632561
 SBSPON,ENSG00000164764,1.2644980104964
 ZPBP,ENSG00000042813,-0.113597410340601
 TSPY1,ENSG00000258992,0.026561437507145
 BEGAIN,ENSG00000183092,0.258792450303108
 SLC17A8,ENSG00000179520,-0.863359406634873
 RAB33B,ENSG00000172007,0.484269233145619
 SLC17A4,ENSG00000146039,-0.938048377997731
 SLC17A5,ENSG00000119899,0.322993989084495
 SLC17A6,ENSG00000091664,-0.733075428607188
 SLC17A7,ENSG00000104888,0.110974287490889
 SLC17A1,ENSG00000124568,-0.743620999719115
 SLC17A2,ENSG00000112337,-0.0692059296226912
 SLC17A3,ENSG00000124564,-0.814316414100399
 C16orf59,ENSG00000162062,-0.377099904791679
 SETDB2,ENSG00000136169,0.0172598527073121
 C16orf52,ENSG00000185716,0.0328841587055511
 AP5B1,ENSG00000254470,0.434025647160154
 CHMP4A,ENSG00000254505,0.0103474086314117
 CHMP4B,ENSG00000101421,-0.0388085524476868
 CHMP4C,ENSG00000164695,-0.0130236301531198
 COBLL1,ENSG00000082438,0.244504380944003
 RAB7L1,ENSG00000117280,-0.0209213574950082
 TMEM255B,ENSG00000184497,0.18002221208878
 TMEM255A,ENSG00000125355,0.750275447225516
 ST5,ENSG00000166444,-0.688949046788271
 ST7,ENSG00000004866,0.314456556352679
 ZNF304,ENSG00000131845,0.268625525967052
 STH,ENSG00000256762,-0.0311573174140101
 ZNF302,ENSG00000089335,-0.0288043804354486
 ZNF300,ENSG00000145908,0.137441684394395
 STS,ENSG00000101846,0.49588701868281
 HOXB13,ENSG00000159184,-0.507436203236124
 IFT81,ENSG00000122970,0.108641024016897
 FBXO17,ENSG00000269190,-0.227556105196213
 TOMM34,ENSG00000025772,0.128057582235471
 PPP3CA,ENSG00000138814,-0.144738190153385
 PPP3CB,ENSG00000107758,0.10287201116641
 PPP3CC,ENSG00000120910,0.260474249104714
 LIF,ENSG00000128342,-0.307358320382032
 GPATCH8,ENSG00000186566,-0.204768665952316
 IFT88,ENSG00000032742,-0.0361852323650017
 RPL18,ENSG00000063177,0.0787285064001313
 ADRA2A,ENSG00000150594,-0.306188482526187
 ADRA2C,ENSG00000184160,0.151177771676063
 TEX26,ENSG00000175664,-0.0381472352296192
 TEX22,ENSG00000226174,-0.470863750221397
 TEX29,ENSG00000153495,0.640339227704967
 SYT8,ENSG00000149043,1.09704517363809
 SYT9,ENSG00000170743,1.58917718779864
 MTCH2,ENSG00000109919,-0.287344071342617
 MTCH1,ENSG00000137409,-0.0919489629203296
 SYT1,ENSG00000067715,-0.655450716129722
 SYT2,ENSG00000143858,0.00033587259772747
 SYT3,ENSG00000213023,-0.864756144030906
 SYT4,ENSG00000132872,-0.856365876986109
 SYT5,ENSG00000129990,-0.724173935911817
 SYT6,ENSG00000134207,0.104462571453578
 SYT7,ENSG00000011347,-0.97623376097313
 FUBP1,ENSG00000162613,0.0971536290772606
 SCHIP1,ENSG00000151967,-0.174207347465872
 MARCO,ENSG00000019169,-0.121810543781273
 SAP30,ENSG00000164105,0.169786911173096
 NBL1,ENSG00000158747,-0.226210760664632
 DRC1,ENSG00000157856,-1.17628075003515
 C1orf53,ENSG00000203724,0.259410168484955
 C1orf52,ENSG00000162642,0.0486172312883401
 C1orf51,ENSG00000159208,-0.0797417074682
 C1orf50,ENSG00000164008,0.0663725685073089
 C1orf56,ENSG00000143443,-0.11853601279688
 C1orf54,ENSG00000118292,0.512972515330359
 MARC1,ENSG00000186205,0.755446713244024
 MARC2,ENSG00000117791,0.468182925268465
 ATG4B,ENSG00000168397,-0.0667100650681794
 CSRP2BP,ENSG00000149474,-0.297702419282222
 SMPD4,ENSG00000136699,0.0143180051902679
 SMPD1,ENSG00000166311,0.0988623599173329
 SMPD3,ENSG00000103056,-0.163081014928761
 SMPD2,ENSG00000135587,-0.0423742590290668
 BRIP1,ENSG00000136492,-0.106581030243199
 PDE11A,ENSG00000128655,0.333142588146896
 TTC28,ENSG00000100154,-0.0122918621812431
 TTC29,ENSG00000137473,-0.978023890395715
 TTC24,ENSG00000187862,0.645529803666944
 TTC25,ENSG00000204815,0.365547731354873
 TTC26,ENSG00000105948,0.266963618106632
 TTC27,ENSG00000018699,0.038214089851943
 PATL2,ENSG00000229474,-0.384917569977986
 TTC22,ENSG00000006555,-0.93539639383335
 PATL1,ENSG00000166889,-0.061095174716259
 ENO1,ENSG00000074800,-0.056705424875258
 NPY2R,ENSG00000185149,1.44038716339402
 ENO3,ENSG00000108515,-0.286436109888848
 ENO4,ENSG00000188316,0.145439075178264
 RP11-171N4.2,ENSG00000251283,-0.185218032668366
 OBSCN,ENSG00000154358,-0.909427370655401
 SRRD,ENSG00000100104,-0.0366005287224334
 MCL1,ENSG00000143384,0.414389465056655
 SORBS1,ENSG00000095637,0.0429188734164023
 SORBS3,ENSG00000120896,0.411103121268376
 SORBS2,ENSG00000154556,0.349627044223842
 ODC1,ENSG00000115758,0.414612977554995
 IL18RAP,ENSG00000115607,0.606883645337223
 EOMES,ENSG00000163508,0.14213064513668
 CGB1,ENSG00000267631,-0.172731490708285
 CGB2,ENSG00000104818,0.193046217011664
 CFP,ENSG00000126759,0.0627541799663989
 FKBP14,ENSG00000106080,0.0702691585128459
 FKBP15,ENSG00000119321,-0.148002106379068
 UBE2J1,ENSG00000198833,0.232315947105343
 UBE2J2,ENSG00000160087,-0.106097340957645
 FKBP11,ENSG00000134285,0.0781529069828902
 FBXO10,ENSG00000147912,-0.194735023718726
 FBXO11,ENSG00000138081,-0.164605680277469
 FBXO16,ENSG00000214050,0.214981513775563
 FBXO15,ENSG00000141665,0.171843552873412
 SFTA3,ENSG00000229415,-1.66169903643765
 SFTA2,ENSG00000196260,-0.262709988531297
 CNGB1,ENSG00000070729,-0.712084405929151
 CNGB3,ENSG00000170289,0.00531355724256722
 PLA2G6,ENSG00000184381,0.0368877559237458
 PLA2G7,ENSG00000146070,-0.59819214995948
 PLA2G5,ENSG00000127472,2.70440439221643
 PLA2G3,ENSG00000100078,-0.167266127973944
 GDPGP1,ENSG00000183208,-0.22961142860071
 CCDC77,ENSG00000120647,-0.00885877130880838
 KRTAP1-3,ENSG00000221880,-0.216232106346
 CCDC73,ENSG00000186714,-0.0406661930002171
 CCDC70,ENSG00000123171,0.105346499822888
 CCDC71,ENSG00000177352,-0.0717202647137171
 CCDC78,ENSG00000162004,0.0601265212686642
 CCDC79,ENSG00000249961,-0.126784747334611
 HIST3H2BB,ENSG00000196890,0.809904441753841
 GHITM,ENSG00000165678,-0.0357479115638567
 FKBP1B,ENSG00000119782,-0.136476135500678
 FKBP1C,ENSG00000198225,-0.26340885932218
 FKBP1A,ENSG00000088832,0.0132498469245103
 MAP10,ENSG00000212916,-0.158167048816754
 LGALS9B,ENSG00000170298,-0.869345603114927
 UNC50,ENSG00000115446,0.07056068798882
 NKAIN3,ENSG00000185942,1.06963421805524
 NKAIN2,ENSG00000188580,0.728102295404783
 NKAIN1,ENSG00000084628,-0.375528448553821
 MAP1A,ENSG00000166963,-0.00826540661483299
 MAP1B,ENSG00000131711,0.158110032927028
 IGSF9B,ENSG00000080854,0.893879350870623
 UNC5B,ENSG00000107731,0.447400046894525
 UNC5C,ENSG00000182168,0.760265494249169
 VGF,ENSG00000128564,-1.11055488642326
 UNC5A,ENSG00000113763,-0.143009360934539
 UNC5D,ENSG00000156687,-2.13612955593413
 RP11-796G6.2,ENSG00000258512,-0.245352009081011
 MAP1S,ENSG00000130479,-0.0535846288790485
 CCP110,ENSG00000103540,0.136558923030764
 RPL18A,ENSG00000105640,0.190887643174472
 CEND1,ENSG00000184524,-1.71484867128719
 CLEC18B,ENSG00000140839,-0.0706384941372943
 SDR42E2,ENSG00000183921,0.783725173356834
 SDR42E1,ENSG00000184860,-1.44545265044315
 ALOX12B,ENSG00000179477,-0.778676226666178
 EPB41L1,ENSG00000088367,0.18036346862348
 PPCDC,ENSG00000138621,0.132819615040179
 EPB41L3,ENSG00000082397,-0.035422254205032
 EPB41L2,ENSG00000079819,0.18000966060564
 EPB41L5,ENSG00000115109,-0.323369761138752
 ACSS3,ENSG00000111058,-0.119289921672731
 ACSS2,ENSG00000131069,0.193082462120784
 ACSS1,ENSG00000154930,0.215889211006306
 KIDINS220,ENSG00000134313,-0.0034590283790138
 RUNDC3A,ENSG00000108309,-1.53363542668298
 DFNA5,ENSG00000105928,0.215008189170537
 MAGEH1,ENSG00000187601,0.0197270396946189
 WNT3,ENSG00000108379,-0.654781515205073
 WNT2,ENSG00000105989,-0.226825168118507
 WNT1,ENSG00000125084,0.647470058715359
 LRRN4,ENSG00000125872,-0.322774305681514
 AGXT,ENSG00000172482,0.797377558676507
 LRRN2,ENSG00000170382,-0.678356371260341
 LRRN1,ENSG00000175928,-0.971666405987915
 WNT4,ENSG00000162552,-0.29183195768183
 CCM2L,ENSG00000101331,-0.0249132126309898
 AAGAB,ENSG00000103591,0.0438901850133248
 RNF175,ENSG00000145428,-1.59352584870659
 RNF170,ENSG00000120925,-0.12066310359801
 FGGY,ENSG00000172456,-0.0130053570251144
 PCNA,ENSG00000132646,-0.136196183473745
 ZBTB7A,ENSG00000178951,-0.0780018269705071
 ZBTB7C,ENSG00000184828,0.0269704997416073
 ZBTB7B,ENSG00000160685,-0.213600724623514
 PCNP,ENSG00000081154,0.172842628270873
 PCNT,ENSG00000160299,-0.137129166022894
 PCNX,ENSG00000100731,0.0977054689944061
 UTY,ENSG00000183878,0.0672013288349126
 PACRG,ENSG00000112530,0.0184950923048779
 TOP3A,ENSG00000177302,-0.00119971796354336
 DNPH1,ENSG00000112667,0.00512429451604635
 TOP3B,ENSG00000100038,-0.0584175296955752
 UFD1L,ENSG00000070010,0.0847730131591346
 ILF3,ENSG00000129351,-0.149495304854382
 ILF2,ENSG00000143621,0.0426438449228389
 BOK,ENSG00000176720,-0.270075896965357
 BOC,ENSG00000144857,-0.617155172156215
 DENND2C,ENSG00000175984,-0.209759486283119
 DENND2A,ENSG00000146966,0.137878981857475
 DENND2D,ENSG00000162777,0.231170155447411
 GAGE1,ENSG00000205777,-0.0791027173822864
 PPT1,ENSG00000131238,0.282064201470279
 PPT2,ENSG00000221988,-0.0531613504165676
 INPP4B,ENSG00000109452,1.27861241676732
 INPP4A,ENSG00000040933,0.0785868322822557
 IGSF1,ENSG00000147255,0.199000957082888
 SAFB,ENSG00000160633,-0.158661197886673
 TRNP1,ENSG00000253368,-0.105530439257419
 DEFB123,ENSG00000180424,0.309492043510167
 PPP1R26,ENSG00000196422,-0.550411584443979
 PPP1R27,ENSG00000182676,0.448144725251537
 PPP1R21,ENSG00000162869,0.0177475336807361
 NGLY1,ENSG00000151092,-0.00205010328164988
 LMX1A,ENSG00000162761,1.60845603308549
 ZCCHC24,ENSG00000165424,0.025411483891833
 LMX1B,ENSG00000136944,1.85128438041504
