 gene    name , gene    ENS ,Artery-Tibial
 FBXL13,ENSG00000161040,-0.20559500468087
 UPK1B,ENSG00000114638,-1.53008389328278
 DLGAP2,ENSG00000198010,-1.70160032376481
 DLGAP3,ENSG00000116544,-1.78439426688399
 DLGAP1,ENSG00000170579,-0.510835989045399
 DLGAP4,ENSG00000080845,0.523850870366702
 DLGAP5,ENSG00000126787,-0.71393064759275
 KB-1507C5.2,ENSG00000253320,-0.207692939737976
 OIP5,ENSG00000104147,-0.152834494673449
 FBXL19,ENSG00000099364,-0.47409906158852
 LRRFIP1,ENSG00000124831,1.13732417842192
 PTPN18,ENSG00000072135,0.0692733101903597
 PTPN13,ENSG00000163629,0.502677536623852
 PTPN12,ENSG00000127947,0.376507160120456
 PTPN11,ENSG00000179295,0.634254362800292
 PTPN14,ENSG00000152104,1.30376414853583
 LYAR,ENSG00000145220,0.343118737710343
 SDK2,ENSG00000069188,-0.778077819982645
 TFIP11,ENSG00000100109,-0.160781974245476
 C2orf81,ENSG00000159239,-0.243327148415546
 C2orf80,ENSG00000188674,-1.76448548627838
 DMRTB1,ENSG00000143006,-0.0662392827501064
 C2orf82,ENSG00000182600,-2.41876972946727
 C2orf88,ENSG00000187699,-1.50257916328345
 CDK1,ENSG00000170312,-0.434155211146104
 MZB1,ENSG00000170476,-1.23556821141675
 TRAPPC6B,ENSG00000182400,-0.090267158114046
 HLA-DQB1,ENSG00000179344,0.387209456038084
 HLA-DQB2,ENSG00000232629,-0.159187858819945
 CDK7,ENSG00000134058,-0.0294512859722126
 FOXS1,ENSG00000179772,3.07520904659927
 AC008060.7,ENSG00000218672,-0.927738596762476
 LPAR2,ENSG00000064547,-1.34714815570557
 HAPLN4,ENSG00000187664,-1.37488588055462
 THSD1,ENSG00000136114,-0.0468328796274538
 CAMKK2,ENSG00000110931,0.0114329242590602
 CAMKK1,ENSG00000004660,1.27436179132838
 CHST1,ENSG00000175264,0.264716058780074
 CHMP3,ENSG00000115561,0.439187300452924
 RPL36AL,ENSG00000165502,0.56819662675058
 CHMP7,ENSG00000147457,0.152605415219434
 CHMP6,ENSG00000176108,0.0534990148931354
 CHMP5,ENSG00000086065,0.114748481607844
 OR52N4,ENSG00000181074,0.463573581181524
 OR52N2,ENSG00000180988,0.0105402852929879
 LY6G6C,ENSG00000204421,-0.921656129584886
 LY6G6D,ENSG00000244355,-0.894614657546032
 LY6G6E,ENSG00000255552,-0.645194822658438
 LY6G6F,ENSG00000204424,-0.752632055282063
 HOXA10,ENSG00000253293,4.86271957414951
 GALNTL5,ENSG00000106648,-1.09982730561437
 GALNTL6,ENSG00000174473,-3.19208879813771
 SPECC1,ENSG00000128487,0.579512721539633
 BCL2A1,ENSG00000140379,-1.55530088830891
 TDG,ENSG00000139372,0.0785208382937306
 HN1,ENSG00000189159,-1.70281826689549
 ENTPD5,ENSG00000187097,-0.173669246448088
 TBX2,ENSG00000121068,1.63976334798464
 LRRC27,ENSG00000148814,-0.418854306486994
 LRRC26,ENSG00000184709,-1.74216081239977
 KIAA1524,ENSG00000163507,0.371430176600893
 KIAA1522,ENSG00000162522,-1.1978158052405
 MPDU1,ENSG00000129255,-0.87385312403106
 LRRC28,ENSG00000168904,0.236099967262893
 GCNT4,ENSG00000176928,1.28954829954638
 GCNT6,ENSG00000205318,-0.856669037284921
 GCNT3,ENSG00000140297,-1.0682754906312
 GCNT2,ENSG00000111846,-3.67253580203441
 TBX3,ENSG00000135111,-0.796946537154095
 LPCAT2,ENSG00000087253,-0.609080404836528
 LPCAT3,ENSG00000111684,-0.38126589154586
 LPCAT1,ENSG00000153395,0.0886449549862374
 TAGLN,ENSG00000149591,3.51162867674305
 CCDC178,ENSG00000166960,-1.09945429655323
 CCDC179,ENSG00000255359,0.0298600089385557
 CCDC170,ENSG00000120262,0.467240394853563
 CCDC171,ENSG00000164989,0.335472668412407
 CCDC172,ENSG00000182645,-0.262565818839377
 CCDC173,ENSG00000154479,-0.572478987258799
 CCDC174,ENSG00000154781,0.174279704182527
 CCDC175,ENSG00000151838,-0.311584231889691
 CCDC176,ENSG00000119636,0.0380307076857071
 CCDC177,ENSG00000267909,0.326320968492537
 PDK1,ENSG00000152256,0.741659263609231
 PDK4,ENSG00000004799,-0.472893649338472
 LNPEP,ENSG00000113441,0.853324705730675
 ALPI,ENSG00000163295,0.496356033219303
 SEC61A1,ENSG00000058262,0.158162962966167
 SEC61A2,ENSG00000065665,-0.753026465038254
 ALPL,ENSG00000162551,-2.65495519382404
 PECR,ENSG00000115425,-0.568184576995931
 SNAPC5,ENSG00000174446,0.267819541093341
 SNAPC4,ENSG00000165684,-0.31339970034912
 DDIT3,ENSG00000175197,-0.104939291327345
 DDIT4,ENSG00000168209,0.511351047506272
 RIIAD1,ENSG00000178796,-0.376762045272295
 GOLGA8T,ENSG00000261247,0.876742250616045
 GOLGA8Q,ENSG00000178115,0.892533473843027
 GOLGA8S,ENSG00000261739,-0.111591521173806
 GOLGA8R,ENSG00000186399,1.03793974671009
 GOLGA8M,ENSG00000188626,-0.401777940676615
 GOLGA8O,ENSG00000206127,1.31211007376429
 GOLGA8N,ENSG00000232653,1.05273500298307
 GOLGA8H,ENSG00000261794,-0.00216981701678756
 GOLGA8K,ENSG00000249931,0.545514977104993
 GOLGA8J,ENSG00000179938,0.13131928241826
 GOLGA8G,ENSG00000183629,-0.413168969527474
 GOLGA8A,ENSG00000175265,-0.706198329883211
 GOLGA8B,ENSG00000215252,-0.322506681788563
 PTPMT1,ENSG00000110536,-0.185888386096097
 FTCDNL1,ENSG00000226124,-2.59949189152506
 VMO1,ENSG00000182853,-0.118980981929111
 ATP5C1,ENSG00000165629,0.0667855591128727
 ESRRG,ENSG00000196482,-4.22573702355647
 NPC2,ENSG00000119655,0.135012201604147
 NPC1,ENSG00000141458,0.176788031075694
 C3orf58,ENSG00000181744,0.475333844016565
 RAB3GAP2,ENSG00000118873,0.305699948768781
 BHLHA15,ENSG00000180535,-0.921939616260392
 RAB3GAP1,ENSG00000115839,0.631594956557788
 C3orf52,ENSG00000114529,-0.825393582285706
 C3orf55,ENSG00000174899,-1.80269668626257
 C3orf56,ENSG00000214324,-0.276003624115983
 DAG1,ENSG00000173402,0.79222387343912
 ETHE1,ENSG00000105755,0.0463474271132513
 SGSM3,ENSG00000100359,-0.435796982629898
 KDM1A,ENSG00000004487,-0.108791584436364
 KDM1B,ENSG00000165097,0.0825895646123883
 SLC36A2,ENSG00000186335,-1.0140100021281
 AC012313.1,ENSG00000269855,-0.840530413923701
 FCER1G,ENSG00000158869,-0.322125075961043
 BTG4,ENSG00000137707,-0.305423489402712
 FCER1A,ENSG00000179639,2.25725955561065
 BTG2,ENSG00000159388,1.42738792303361
 SOSTDC1,ENSG00000171243,-0.0246292538270242
 SRD5A3,ENSG00000128039,-0.191252146857615
 SRD5A1,ENSG00000145545,-0.37697344893347
 ZFP14,ENSG00000142065,-0.00998589075794385
 ESRRB,ENSG00000119715,0.770890817437848
 SEC11C,ENSG00000166562,-0.189383243641694
 GGA1,ENSG00000100083,-0.394990723705373
 GGA3,ENSG00000125447,-0.341071795674289
 GGA2,ENSG00000103365,-0.432938097301582
 FHOD1,ENSG00000135723,-0.229587172452635
 FHOD3,ENSG00000134775,1.38747604809627
 C21orf59,ENSG00000159079,-0.0758673465793133
 C4orf6,ENSG00000082929,-0.356181573210034
 GJC2,ENSG00000198835,-0.961491286786673
 C4orf3,ENSG00000164096,0.653852073070143
 GJC1,ENSG00000182963,0.212567405080972
 PSMB9,ENSG00000240065,0.267392811559396
 PSMB8,ENSG00000204264,0.1488680093202
 PSMB7,ENSG00000136930,-0.121482646167513
 PSMB6,ENSG00000142507,0.349845387446062
 PSMB5,ENSG00000100804,0.00235303444241361
 PSMB4,ENSG00000159377,0.240868742916973
 PSMB2,ENSG00000126067,0.207555979767126
 LMBR1L,ENSG00000139636,-0.112824919307625
 LTN1,ENSG00000198862,0.477128861886393
 TRIML2,ENSG00000179046,-0.471020044124901
 C9orf141,ENSG00000198454,-0.842471746705765
 C9orf142,ENSG00000148362,-0.369055052846525
 TRIML1,ENSG00000184108,-0.274215719753289
 NACC2,ENSG00000148411,0.930545147630162
 VPS13D,ENSG00000048707,0.707375982921464
 NACC1,ENSG00000160877,-0.34346318831167
 VPS13A,ENSG00000197969,1.05100822104633
 SH3KBP1,ENSG00000147010,-0.667209343174227
 VPS13B,ENSG00000132549,0.396632189339687
 BEX5,ENSG00000184515,-0.50442062256558
 BEX4,ENSG00000102409,-0.544873890650466
 BEX2,ENSG00000133134,-2.29656397092114
 BEX1,ENSG00000133169,-2.23550915429343
 TSR2,ENSG00000158526,0.229719571291719
 TMEM160,ENSG00000130748,-0.372476759468604
 TMEM163,ENSG00000152128,-1.71199206621361
 TMEM165,ENSG00000134851,0.0195194793117751
 TMEM164,ENSG00000157600,-0.666535768495435
 TMEM169,ENSG00000163449,-1.60320626336061
 TMEM168,ENSG00000146802,0.0493132207459816
 EVI2B,ENSG00000185862,-0.46992870399393
 FOXN1,ENSG00000109101,-1.16979257507206
 FOXN2,ENSG00000170802,0.322936577700291
 FOXN3,ENSG00000053254,0.950549874471264
 NICN1,ENSG00000145029,0.0558777860258064
 COL14A1,ENSG00000187955,3.44377574489809
 TAP1,ENSG00000168394,-0.138268887117938
 TAP2,ENSG00000204267,-0.120045414144647
 SNAP91,ENSG00000065609,-0.252737182896844
 C11orf35,ENSG00000185522,-1.63966331514886
 C11orf34,ENSG00000188771,-0.183124388945788
 C11orf31,ENSG00000211450,-0.200723428793625
 C11orf30,ENSG00000158636,0.360615487398764
 AC140481.2,ENSG00000183292,0.0988757770205921
 MACROD2,ENSG00000172264,1.79588008269007
 MACROD1,ENSG00000133315,-0.120254676724653
 SEP15,ENSG00000183291,0.0960307211517294
 KRR1,ENSG00000111615,0.211527585647183
 FAM64A,ENSG00000129195,-0.453878655452868
 FBXO18,ENSG00000134452,0.129941280819697
 HIST2H3PS2,ENSG00000203818,0.535152598902535
 C8orf49,ENSG00000255394,-0.629333332728671
 C8orf48,ENSG00000164743,1.01095391323781
 C8orf47,ENSG00000177459,-2.02418306885216
 C8orf46,ENSG00000169085,-0.506939724752695
 C8orf44,ENSG00000213865,-0.100093628194841
 TP53I3,ENSG00000115129,0.20473268269793
 MB,ENSG00000198125,-0.635577218964888
 SLC18A3,ENSG00000187714,-1.34456345402965
 SLC18A2,ENSG00000165646,-0.167539368393278
 SLC18A1,ENSG00000036565,-0.853543037864881
 RALBP1,ENSG00000017797,0.361676426787125
 ZNF831,ENSG00000124203,-1.91572389591971
 ZNF830,ENSG00000198783,-0.0748604317512948
 ZNF835,ENSG00000127903,0.280982744462463
 ZNF837,ENSG00000152475,-0.121495680819651
 ZNF836,ENSG00000196267,0.300555355883653
 ZNF839,ENSG00000022976,-0.362399516970312
 LRIF1,ENSG00000121931,-0.342277504460629
 PHAX,ENSG00000164902,0.26289635242309
 ZNF573,ENSG00000189144,0.50253958987914
 TSPY8,ENSG00000229549,0.107915587748485
 SBSPON,ENSG00000164764,2.89277498452017
 ZPBP,ENSG00000042813,-1.13262290456542
 TSPY1,ENSG00000258992,0.00996868203868453
 BEGAIN,ENSG00000183092,-2.96788341691707
 SLC17A8,ENSG00000179520,-1.12903274838269
 RAB33B,ENSG00000172007,0.538951374913258
 SLC17A4,ENSG00000146039,-0.811303337086063
 SLC17A5,ENSG00000119899,0.439165787769372
 SLC17A6,ENSG00000091664,-1.2138171428223
 SLC17A7,ENSG00000104888,-0.752838938583681
 SLC17A1,ENSG00000124568,-0.800669322577055
 SLC17A2,ENSG00000112337,-0.0973137110752687
 SLC17A3,ENSG00000124564,-0.677885709852909
 C16orf59,ENSG00000162062,-1.01638689970139
 SETDB2,ENSG00000136169,0.238959527854105
 C16orf52,ENSG00000185716,-0.262387403265017
 AP5B1,ENSG00000254470,0.256708981498245
 CHMP4A,ENSG00000254505,0.696797854250683
 CHMP4B,ENSG00000101421,0.477982998339056
 CHMP4C,ENSG00000164695,0.703001175988502
 COBLL1,ENSG00000082438,1.99629852509556
 RAB7L1,ENSG00000117280,0.391493127937413
 TMEM255B,ENSG00000184497,-0.204892591164025
 TMEM255A,ENSG00000125355,-1.1272410022358
 ST5,ENSG00000166444,1.51185929707299
 ST7,ENSG00000004866,0.863105606700144
 ZNF304,ENSG00000131845,0.0256158321651717
 STH,ENSG00000256762,-0.75216514659145
 ZNF302,ENSG00000089335,-0.165093581104939
 ZNF300,ENSG00000145908,0.0939593731258224
 STS,ENSG00000101846,1.4729769099663
 HOXB13,ENSG00000159184,-1.19726867063061
 IFT81,ENSG00000122970,0.957705723924116
 FBXO17,ENSG00000269190,0.776589758023505
 TOMM34,ENSG00000025772,-0.378558077478734
 PPP3CA,ENSG00000138814,-0.481246995776837
 PPP3CB,ENSG00000107758,0.269107253781415
 PPP3CC,ENSG00000120910,0.522316696530395
 LIF,ENSG00000128342,-0.723462505462883
 GPATCH8,ENSG00000186566,0.0745689860645664
 IFT88,ENSG00000032742,0.0365118253306338
 RPL18,ENSG00000063177,0.0617150765546908
 ADRA2A,ENSG00000150594,1.31231851260545
 ADRA2C,ENSG00000184160,2.27678979165629
 TEX26,ENSG00000175664,0.127990509840654
 TEX22,ENSG00000226174,-0.928141544050374
 TEX29,ENSG00000153495,0.426756510029181
 SYT8,ENSG00000149043,0.532006640406352
 SYT9,ENSG00000170743,-1.26309738934794
 MTCH2,ENSG00000109919,-0.214059165458435
 MTCH1,ENSG00000137409,-0.334477806616479
 SYT1,ENSG00000067715,-1.47595039733343
 SYT2,ENSG00000143858,0.423266585477575
 SYT3,ENSG00000213023,-2.10860387562574
 SYT4,ENSG00000132872,-2.90693779451001
 SYT5,ENSG00000129990,-2.41168918428888
 SYT6,ENSG00000134207,-1.50552498442883
 SYT7,ENSG00000011347,-2.81340785559505
 FUBP1,ENSG00000162613,0.0294751341011523
 SCHIP1,ENSG00000151967,-1.41494482006937
 MARCO,ENSG00000019169,-2.42505286171631
 SAP30,ENSG00000164105,1.20161485686622
 NBL1,ENSG00000158747,0.799428010744636
 DRC1,ENSG00000157856,-1.10028026951333
 C1orf53,ENSG00000203724,-0.143139533301022
 C1orf52,ENSG00000162642,-0.292691694868587
 C1orf51,ENSG00000159208,0.154886718241597
 C1orf50,ENSG00000164008,-0.127467670002526
 C1orf56,ENSG00000143443,0.0278688326793075
 C1orf54,ENSG00000118292,1.22881879013627
 MARC1,ENSG00000186205,-0.108800716478392
 MARC2,ENSG00000117791,0.61514176461465
 ATG4B,ENSG00000168397,-0.343598075387288
 CSRP2BP,ENSG00000149474,-0.011292424309814
 SMPD4,ENSG00000136699,0.129190060507257
 SMPD1,ENSG00000166311,-0.19985324409788
 SMPD3,ENSG00000103056,-1.84732567763195
 SMPD2,ENSG00000135587,-0.680058341883758
 BRIP1,ENSG00000136492,-0.108583698035952
 PDE11A,ENSG00000128655,0.439825813670562
 TTC28,ENSG00000100154,0.824420608469101
 TTC29,ENSG00000137473,-0.860682410496383
 TTC24,ENSG00000187862,-1.18706313014385
 TTC25,ENSG00000204815,0.0710303869879712
 TTC26,ENSG00000105948,0.348508049505675
 TTC27,ENSG00000018699,0.598352704205915
 PATL2,ENSG00000229474,-0.797042432041113
 TTC22,ENSG00000006555,-3.17480891393909
 PATL1,ENSG00000166889,0.119698617855304
 ENO1,ENSG00000074800,0.341297071515745
 NPY2R,ENSG00000185149,-1.7677109203961
 ENO3,ENSG00000108515,-0.977510372225549
 ENO4,ENSG00000188316,-0.787740867285267
 RP11-171N4.2,ENSG00000251283,0.153523004232931
 OBSCN,ENSG00000154358,-1.85454237897942
 SRRD,ENSG00000100104,-0.00779467876376764
 MCL1,ENSG00000143384,0.436998393085448
 SORBS1,ENSG00000095637,1.52219986936461
 SORBS3,ENSG00000120896,1.50282968843325
 SORBS2,ENSG00000154556,3.30962587902174
 ODC1,ENSG00000115758,1.00168899262555
 IL18RAP,ENSG00000115607,-1.90306005566132
 EOMES,ENSG00000163508,-2.00750963847703
 CGB1,ENSG00000267631,-0.0371228446323196
 CGB2,ENSG00000104818,-0.339990873177433
 CFP,ENSG00000126759,-1.33229052125932
 FKBP14,ENSG00000106080,0.616087957114328
 FKBP15,ENSG00000119321,-0.0116683352154717
 UBE2J1,ENSG00000198833,0.255470559404043
 UBE2J2,ENSG00000160087,-0.0653950246003233
 FKBP11,ENSG00000134285,-0.476328571517177
 FBXO10,ENSG00000147912,-0.502343223229989
 FBXO11,ENSG00000138081,0.226281236143036
 FBXO16,ENSG00000214050,3.09804189909306
 FBXO15,ENSG00000141665,-0.282064009879344
 SFTA3,ENSG00000229415,-0.861848817796338
 SFTA2,ENSG00000196260,-0.548921817487281
 CNGB1,ENSG00000070729,-2.04973531081829
 CNGB3,ENSG00000170289,-0.43897615963662
 PLA2G6,ENSG00000184381,-0.489791099662501
 PLA2G7,ENSG00000146070,-3.48545912596208
 PLA2G5,ENSG00000127472,-0.456334235598191
 PLA2G3,ENSG00000100078,-0.666665977249887
 GDPGP1,ENSG00000183208,-0.0128459552025002
 CCDC77,ENSG00000120647,-0.00280749614165434
 KRTAP1-3,ENSG00000221880,0.136563915656606
 CCDC73,ENSG00000186714,-1.12303541191657
 CCDC70,ENSG00000123171,-0.518760466811871
 CCDC71,ENSG00000177352,0.189588930858705
 CCDC78,ENSG00000162004,-0.517735354652171
 CCDC79,ENSG00000249961,0.198885500805202
 HIST3H2BB,ENSG00000196890,-1.88015389826013
 GHITM,ENSG00000165678,0.0637700341873493
 FKBP1B,ENSG00000119782,-1.02035516744857
 FKBP1C,ENSG00000198225,0.230954103205944
 FKBP1A,ENSG00000088832,0.00107263965046722
 MAP10,ENSG00000212916,-0.430069514390447
 LGALS9B,ENSG00000170298,-0.837849331003006
 UNC50,ENSG00000115446,0.191159495213116
 NKAIN3,ENSG00000185942,-1.67199819879488
 NKAIN2,ENSG00000188580,-0.848294951222557
 NKAIN1,ENSG00000084628,-2.83782181495505
 MAP1A,ENSG00000166963,0.500772624241501
 MAP1B,ENSG00000131711,1.24271979583708
 IGSF9B,ENSG00000080854,1.63841111132196
 UNC5B,ENSG00000107731,1.29781488387791
 UNC5C,ENSG00000182168,1.70809579664403
 VGF,ENSG00000128564,-2.90252900386554
 UNC5A,ENSG00000113763,-2.75298491646971
 UNC5D,ENSG00000156687,-2.76544310407659
 RP11-796G6.2,ENSG00000258512,-1.26990817255308
 MAP1S,ENSG00000130479,0.458193502757023
 CCP110,ENSG00000103540,-0.0264905954393575
 RPL18A,ENSG00000105640,0.217945413137027
 CEND1,ENSG00000184524,-2.22199709331588
 CLEC18B,ENSG00000140839,-0.47412851618469
 SDR42E2,ENSG00000183921,-0.85695853652254
 SDR42E1,ENSG00000184860,-0.471041399981346
 ALOX12B,ENSG00000179477,-1.8529433701164
 EPB41L1,ENSG00000088367,-0.0383692700139218
 PPCDC,ENSG00000138621,0.178158177670607
 EPB41L3,ENSG00000082397,-0.896507201575576
 EPB41L2,ENSG00000079819,0.559680211111885
 EPB41L5,ENSG00000115109,-0.00568773682233035
 ACSS3,ENSG00000111058,0.547820688605926
 ACSS2,ENSG00000131069,-0.617624768211017
 ACSS1,ENSG00000154930,-0.651468376888827
 KIDINS220,ENSG00000134313,0.346074162602477
 RUNDC3A,ENSG00000108309,-3.85406718688272
 DFNA5,ENSG00000105928,0.756417091955245
 MAGEH1,ENSG00000187601,0.296762484249378
 WNT3,ENSG00000108379,-2.51705310161996
 WNT2,ENSG00000105989,-0.919792660044345
 WNT1,ENSG00000125084,-1.24174787587183
 LRRN4,ENSG00000125872,-2.00297625773311
 AGXT,ENSG00000172482,0.233552184868248
 LRRN2,ENSG00000170382,-1.60856912339926
 LRRN1,ENSG00000175928,0.0429504425066986
 WNT4,ENSG00000162552,-2.30112521119501
 CCM2L,ENSG00000101331,-0.0797458085791914
 AAGAB,ENSG00000103591,-0.332290794827319
 RNF175,ENSG00000145428,-1.24660719127819
 RNF170,ENSG00000120925,-0.4080511397043
 FGGY,ENSG00000172456,-0.185647815868966
 PCNA,ENSG00000132646,0.150623360021714
 ZBTB7A,ENSG00000178951,0.232005667762048
 ZBTB7C,ENSG00000184828,0.583262763631337
 ZBTB7B,ENSG00000160685,0.243981063064296
 PCNP,ENSG00000081154,0.425549143723492
 PCNT,ENSG00000160299,-0.191615701368692
 PCNX,ENSG00000100731,0.162364544936274
 UTY,ENSG00000183878,0.299077090465125
 PACRG,ENSG00000112530,-0.977598760947906
 TOP3A,ENSG00000177302,0.0659296764960201
 DNPH1,ENSG00000112667,-0.646912321790233
 TOP3B,ENSG00000100038,-0.255872087389939
 UFD1L,ENSG00000070010,0.331355125037017
 ILF3,ENSG00000129351,-0.134336643944993
 ILF2,ENSG00000143621,-0.188888441357159
 BOK,ENSG00000176720,-1.31572012040782
 BOC,ENSG00000144857,0.133737340711912
 DENND2C,ENSG00000175984,-0.553196036497437
 DENND2A,ENSG00000146966,-1.25285392219828
 DENND2D,ENSG00000162777,-1.88054274826784
 GAGE1,ENSG00000205777,-0.173210615374532
 PPT1,ENSG00000131238,0.251631189366068
 PPT2,ENSG00000221988,0.0860369986537523
 INPP4B,ENSG00000109452,1.37792663043586
 INPP4A,ENSG00000040933,0.0868182790111435
 IGSF1,ENSG00000147255,0.0181994940580577
 SAFB,ENSG00000160633,-0.0507100430181442
 TRNP1,ENSG00000253368,0.586042684794434
 DEFB123,ENSG00000180424,0.103212865472005
 PPP1R26,ENSG00000196422,-0.0262889748274092
 PPP1R27,ENSG00000182676,-0.782629714606298
 PPP1R21,ENSG00000162869,0.247813579171211
 NGLY1,ENSG00000151092,-0.146716745389851
 LMX1A,ENSG00000162761,0.539381385830707
 ZCCHC24,ENSG00000165424,0.307883453952414
 LMX1B,ENSG00000136944,0.953913921731568
 MRGPRF,ENSG00000172935,2.49626014244956
 ABCE1,ENSG00000164163,-0.0402492455690675
